iteration,max_temperature_fixed_point_error_c,max_equilibrium_temperature_c,max_heat_balance_residual_w_m,max_series_ampacity_fraction,bounded_AC_pass
1,68.4915750347285,22.9298433009059,162.748040479952,0.532114935290724,1
2,34.2459323774374,23.013368714606,79.0990207649697,0.53335482450479,1
3,17.1230194812425,23.0577733156503,39.0798642232191,0.534012539318985,1
4,8.5615311516228,23.0804723368779,19.4346921417159,0.534348367696537,1
5,4.28077580734946,23.091899339638,9.69255383034194,0.534517329670484,1
6,2.14039288587161,23.0976221217675,4.84027195043562,0.534601923072359,1
7,1.07019889435365,23.1004806544937,2.41866086481778,0.534644171323786,1
8,0.535100659842151,23.1019066172895,1.2089659320851,0.53466524508053,1
9,0.267550931424846,23.1026174837501,0.604392879750372,0.534675750319418,1
10,0.133775764472754,23.1029717465646,0.302174299006941,0.534680985547076,1
11,0.0668880307271955,23.103148265848,0.151081786657085,0.534683594091395,1
12,0.0334440891914785,23.1032362133192,0.0755396362276989,0.534684893744527,1
13,0.0167220813080213,23.1032800297404,0.0377695451584182,0.534685541244906,1
14,0.00836105891126326,23.1033018591324,0.0188847248577092,0.534685863829984,1
15,0.00418053853538503,23.1033127344504,0.00944236069853399,0.534686024540525,1
