branch_row,branch_key,temperature_c,series_phase_current_amp,subconductor_current_amp,from_terminal_current_amp,to_terminal_current_amp,series_loss_mw,total_conductor_joule_mw,heating_identity_error_mw
82,PERFORM2019:AC:651:858:1,8.44883159348696,603.74121585519,301.870607927595,605.296313532028,602.216709145241,0.355532832203339,0.355532832203339,5.55111512312578e-17
83,PERFORM2019:AC:651:858:2,8.44883159348696,603.74121585519,301.870607927595,605.296436825647,602.216606256306,0.355532832203339,0.355532832203339,5.55111512312578e-17
84,PERFORM2019:AC:651:902:1,8.44466686572327,603.214924768887,301.607462384443,606.457573823551,600.150860977694,0.821356216568422,0.821356216568422,1.11022302462516e-16
85,PERFORM2019:AC:651:902:2,8.44466686572327,603.214924768887,301.607462384443,606.457696515201,600.150786763452,0.821356216568422,0.821356216568422,1.11022302462516e-16
86,PERFORM2019:AC:858:902:1,8.42362892608638,600.549366445966,300.274683222983,602.21676059021,598.946731471767,0.472344688759644,0.472344688759644,5.55111512312578e-17
87,PERFORM2019:AC:858:902:2,8.42362892608638,600.549366445966,300.274683222983,602.21655481234,598.9468803813,0.472344688759644,0.472344688759644,5.55111512312578e-17
88,PERFORM2019:AC:897:902:1,15.6536574999622,1198.08787976277,599.043939881387,1199.09847405353,1196.73044308387,1.5251666897486,1.5251666897486,2.22044604925031e-16
89,PERFORM2019:AC:897:902:2,15.6536574999622,1198.08787976277,599.043939881387,1199.09676436269,1196.73247281691,1.5251666897486,1.5251666897486,2.22044604925031e-16
90,PERFORM2019:AC:774:1519:1,6.52568502602523,262.954076177395,131.477038088697,264.036233164158,262.000936395217,0.0344031073459261,0.034403107345926,6.93889390390723e-18
91,PERFORM2019:AC:774:900:1,6.51766941954887,260.585952527947,130.292976263973,262.000936395218,259.68556569385,0.065693221716072,0.065693221716072,1.38777878078145e-17
92,PERFORM2019:AC:900:1519:1,6.51236587575824,259.007103573101,129.50355178655,261.806214747147,257.400613070701,0.100128523138513,0.100128523138513,2.77555756156289e-17
93,NY2025:CEEC:351,6.95281893756109,367.568294815716,183.784147407858,377.072284449413,365.024945629815,0.654024298829944,0.654024298829944,0
94,NY2025:CEEC:352,6.95281893756109,367.568294815716,183.784147407858,377.072284449413,365.024945629815,0.654024298829944,0.654024298829944,0
95,NY2025:CEEC:361,8.06229616023528,552.697430819064,276.348715409532,554.337764274803,551.340037933885,0.576548696053623,0.576548696053623,0
96,NY2025:CEEC:362,8.06229616023528,552.697430819064,276.348715409532,554.337764274803,551.340037933885,0.576548696053623,0.576548696053623,0
97,NY2025:CEEC:14,6.72066966927233,315.09067582349,157.545337911745,325.396071785881,315.358866936641,0.515961769274984,0.515961769274984,1.11022302462516e-16
98,NY2025:CEEC:371,7.10833087103145,398.836409824225,199.418204912113,397.277533083081,400.42248492039,0.0575029047186155,0.0575029047186155,0
102,NY2025:NYES:1,6.6683907346699,302.003167556929,151.001583778465,303.946314874842,301.146073017021,0.144798118017884,0.144798118017884,0
103,NY2025:NYES:2,6.66989892022549,302.38871021272,151.19435510636,301.14607301702,305.909875373565,0.211154894797533,0.211154894797533,8.32667268468867e-17
104,NY2025:SMART_PATH:1,23.1063371331748,723.654551553187,723.654551553187,719.799810012502,715.352074655327,7.96257509532052,7.96257509532052,0
105,NY2025:SMART_PATH:2,23.0962959833427,723.453678807981,723.453678807981,719.596959105579,715.152036253121,7.96368848892226,7.96368848892226,0
106,NY2025:SMART_PATH:3,22.8953818607945,719.421171385809,719.421171385809,719.698384552369,714.761784880016,5.54360585366539,5.54360585366538,3.5527136788005e-15
107,NY2025:SMART_PATH:4,22.8953818607945,719.421171385809,719.421171385809,719.698384552369,714.761784880016,5.54360585366539,5.54360585366538,3.5527136788005e-15
