Timestamp,Interface Name,Point ID,Flow (MWH),Positive Limit (MWH),Negative Limit (MWH)
04/30/2025 00:00,CENTRAL EAST - VC,23330,2157.83,2265,-9999
04/30/2025 00:00,DYSINGER EAST,23326,632.8,3050,-9999
04/30/2025 00:00,MOSES SOUTH,23319,488.55,2650,-1600
04/30/2025 00:00,SCH - HQ - NY,23324,-20,1020,-490
04/30/2025 00:00,SCH - HQ_CEDARS,325274,-100,279,-100
04/30/2025 00:00,SCH - HQ_IMPORT_EXPORT,325376,-20,1310,-9999
04/30/2025 00:00,SCH - NE - NY,23318,-1189.19,1400,-1800
04/30/2025 00:00,SCH - NPX_1385,325277,20,160,-160
04/30/2025 00:00,SCH - NPX_CSC,325154,0,0,0
04/30/2025 00:00,SCH - OH - NY,23317,899.86,1500,-1000
04/30/2025 00:00,SCH - PJ - NY,23316,-13.56,2400,-2400
04/30/2025 00:00,SCH - PJM_HTP,325905,243,660,-660
04/30/2025 00:00,SCH - PJM_NEPTUNE,325305,660,660,-660
04/30/2025 00:00,SCH - PJM_VFT,325658,225,315,-315
04/30/2025 00:00,SPR/DUN-SOUTH,23320,2127.48,4600,-9999
04/30/2025 00:00,TOTAL EAST,23314,3554.56,7550,-9999
04/30/2025 00:00,UPNY CONED,23315,3064.44,6615,-9999
04/30/2025 00:00,WEST CENTRAL,23312,381.97,9999,-9999
04/30/2025 00:05,CENTRAL EAST - VC,23330,2152.13,2265,-9999
04/30/2025 00:05,DYSINGER EAST,23326,486.79,3050,-9999
04/30/2025 00:05,MOSES SOUTH,23319,463.33,2650,-1600
04/30/2025 00:05,SCH - HQ - NY,23324,-20,1020,-490
04/30/2025 00:05,SCH - HQ_CEDARS,325274,-100,279,-100
04/30/2025 00:05,SCH - HQ_IMPORT_EXPORT,325376,-20,1310,-9999
04/30/2025 00:05,SCH - NE - NY,23318,-1079.18,1400,-1800
04/30/2025 00:05,SCH - NPX_1385,325277,40,160,-160
04/30/2025 00:05,SCH - NPX_CSC,325154,0,0,0
04/30/2025 00:05,SCH - OH - NY,23317,899.83,1500,-1000
04/30/2025 00:05,SCH - PJ - NY,23316,63.59,2400,-2400
04/30/2025 00:05,SCH - PJM_HTP,325905,230,660,-660
04/30/2025 00:05,SCH - PJM_NEPTUNE,325305,660,660,-660
04/30/2025 00:05,SCH - PJM_VFT,325658,225,315,-315
04/30/2025 00:05,SPR/DUN-SOUTH,23320,2187.13,4600,-9999
04/30/2025 00:05,TOTAL EAST,23314,3480.4,7550,-9999
04/30/2025 00:05,UPNY CONED,23315,3098.62,6615,-9999
04/30/2025 00:05,WEST CENTRAL,23312,241.91,9999,-9999
04/30/2025 00:10,CENTRAL EAST - VC,23330,2156.95,2265,-9999
04/30/2025 00:10,DYSINGER EAST,23326,571.75,3050,-9999
04/30/2025 00:10,MOSES SOUTH,23319,494.24,2650,-1600
04/30/2025 00:10,SCH - HQ - NY,23324,-20,1020,-490
04/30/2025 00:10,SCH - HQ_CEDARS,325274,-100,279,-100
04/30/2025 00:10,SCH - HQ_IMPORT_EXPORT,325376,-20,1310,-9999
04/30/2025 00:10,SCH - NE - NY,23318,-1079.06,1400,-1800
04/30/2025 00:10,SCH - NPX_1385,325277,40,160,-160
04/30/2025 00:10,SCH - NPX_CSC,325154,0,0,0
