scenario_id,load_mode,zone_j_total_pmax_mw,device_name,bus_id,bus_name,proxy_interpretation,gen_index,pg_mw,qg_mvar,pmax_mw,fraction_pmax_used
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,GOETHALS_J_EQ_SUPPLY,81,GOETHALS,NYC import / Goethals / Gowanus-adjacent aggregate,34,628.10252592951,0,1050,0.598192881837628
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,RAV_A3_J_EQ_SUPPLY,79,RAV A-3,Queens / Ravenswood / Astoria / East River aggregate,32,714.333940092393,0,1400,0.510238528637424
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,AK3_J_EQ_SUPPLY,82,AK-3,Staten Island / Arthur Kill aggregate,33,668.660910915818,0,1050,0.636819915157921
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,GOETHALS_J_EQ_SUPPLY,81,GOETHALS,NYC import / Goethals / Gowanus-adjacent aggregate,34,689.804113292439,0,1050,0.656956298373751
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,RAV_A3_J_EQ_SUPPLY,79,RAV A-3,Queens / Ravenswood / Astoria / East River aggregate,32,801.531124285648,0,1400,0.572522231632606
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,AK3_J_EQ_SUPPLY,82,AK-3,Staten Island / Arthur Kill aggregate,33,801.911427057209,0,1050,0.763725168625913
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,GOETHALS_J_EQ_SUPPLY,81,GOETHALS,NYC import / Goethals / Gowanus-adjacent aggregate,34,860.342863995306,0,1050,0.819374156186006
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,RAV_A3_J_EQ_SUPPLY,79,RAV A-3,Queens / Ravenswood / Astoria / East River aggregate,32,795.176780995588,0,1400,0.567983414996849
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,AK3_J_EQ_SUPPLY,82,AK-3,Staten Island / Arthur Kill aggregate,33,796.014619363156,0,1050,0.758109161298244
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,GOETHALS_J_EQ_SUPPLY,81,GOETHALS,NYC import / Goethals / Gowanus-adjacent aggregate,34,850.731948435674,0,1050,0.81022090327207
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,RAV_A3_J_EQ_SUPPLY,79,RAV A-3,Queens / Ravenswood / Astoria / East River aggregate,32,624.088050423578,0,1400,0.445777178873984
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,AK3_J_EQ_SUPPLY,82,AK-3,Staten Island / Arthur Kill aggregate,33,626.684756406675,0,1050,0.596842625149215
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3500,GOETHALS_J_EQ_SUPPLY,81,GOETHALS,NYC import / Goethals / Gowanus-adjacent aggregate,34,673.171945931061,0,1050,0.641116138981963
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,RAV_A3_J_EQ_SUPPLY,79,RAV A-3,Queens / Ravenswood / Astoria / East River aggregate,30,590.548086782999,0,1400,0.421820061987856
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,AK3_J_EQ_SUPPLY,82,AK-3,Staten Island / Arthur Kill aggregate,31,593.931143346934,0,1050,0.565648707949461
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,GOETHALS_J_EQ_SUPPLY,81,GOETHALS,NYC import / Goethals / Gowanus-adjacent aggregate,32,610.131126394054,0,1050,0.581077263232432
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,RAV_A3_J_EQ_SUPPLY,79,RAV A-3,Queens / Ravenswood / Astoria / East River aggregate,30,209.993950894201,0,1400,0.149995679210143
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,AK3_J_EQ_SUPPLY,82,AK-3,Staten Island / Arthur Kill aggregate,31,217.146908352008,0,1050,0.206806579382865
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,GOETHALS_J_EQ_SUPPLY,81,GOETHALS,NYC import / Goethals / Gowanus-adjacent aggregate,32,212.061687625588,0,1050,0.201963512024369
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,RAV_A3_J_EQ_SUPPLY,79,RAV A-3,Queens / Ravenswood / Astoria / East River aggregate,30,408.773432528528,0,1400,0.291981023234663
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,AK3_J_EQ_SUPPLY,82,AK-3,Staten Island / Arthur Kill aggregate,31,419.096746628628,0,1050,0.399139758693932
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,GOETHALS_J_EQ_SUPPLY,81,GOETHALS,NYC import / Goethals / Gowanus-adjacent aggregate,32,397.268716156559,0,1050,0.378351158244342
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,RAV_A3_J_EQ_SUPPLY,79,RAV A-3,Queens / Ravenswood / Astoria / East River aggregate,30,659.659104777123,0,1400,0.471185074840802
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,AK3_J_EQ_SUPPLY,82,AK-3,Staten Island / Arthur Kill aggregate,31,662.698048412506,0,1050,0.631140998488101
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,GOETHALS_J_EQ_SUPPLY,81,GOETHALS,NYC import / Goethals / Gowanus-adjacent aggregate,32,679.905863684616,0,1050,0.647529393985348
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,RAV_A3_J_EQ_SUPPLY,79,RAV A-3,Queens / Ravenswood / Astoria / East River aggregate,30,685.391616888851,0,1400,0.489565440634893
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,AK3_J_EQ_SUPPLY,82,AK-3,Staten Island / Arthur Kill aggregate,31,688.353176202452,0,1050,0.655574453526145
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,GOETHALS_J_EQ_SUPPLY,81,GOETHALS,NYC import / Goethals / Gowanus-adjacent aggregate,32,700.193379181241,0,1050,0.666850837315467
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,RAV_A3_J_EQ_SUPPLY,79,RAV A-3,Queens / Ravenswood / Astoria / East River aggregate,30,300.901507902833,0,1400,0.214929648502023
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,AK3_J_EQ_SUPPLY,82,AK-3,Staten Island / Arthur Kill aggregate,31,308.007866953059,0,1050,0.29334082566958
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,GOETHALS_J_EQ_SUPPLY,81,GOETHALS,NYC import / Goethals / Gowanus-adjacent aggregate,32,313.792501506584,0,1050,0.298850001434842
