scenario_id,pf_success,q_limit_pf_success,load_mw,external_mw,generation_mw,final_ref_pickup_mw,closure_movement_mw,closure_movement_pct_of_load,min_vm_pu,max_vm_pu
S1_2019_SUMMER_PEAK_PUBLIC,1,1,10902.2197987,1227.88012859369,11024.3958739805,-0.059833425835798,1734.40743227125,15.9087549535377,0.99145672486362,1.06393314953453
S2_2019_WINTER_PEAK_PUBLIC,1,1,10902.2197987,1316.20597265627,11099.8780205851,-0.0303282477722711,2539.29882642548,23.2915761497331,0.99145672486362,1.06271836523564
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,1,1,10902.2197987,1395.75707514814,11201.7110009078,-0.0228476571161096,2970.28912985362,27.2448105495708,0.99145672486362,1.0622284936037
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,1,1,10902.2197987,955.062074597114,11000.3745290071,0.990205051940318,1758.00258912577,16.1251802072033,0.99145672486362,1.06582239795323
S5_2019_HIGH_TOTAL_EAST_PUBLIC,1,1,10902.2197987,1915.19211797432,11091.8726527523,-0.138515551241625,2190.89062124953,20.0958214171281,0.99145672486362,1.06640095560258
S6_2019_LOW_TOTAL_EAST_PUBLIC,1,1,10902.2197987,1492.45667297216,11054.0891519177,-0.039793913058217,2397.69665509391,21.9927381704395,0.99145672486362,1.06756686254883
