case_id,case_group,zone_j_cost_c1,s4_e_cost_c1,s4_f_cost_c1,s4_g_cost_c1,s4_k_cost_c1,abc_cap_factor,x_spine_multiplier,scenario_count,success_count,sum_classic_interface_objective,sum_balanced_interface_objective,mean_balanced_interface_objective,max_abs_interface_residual_mw,mean_zone_j_equiv_pg_mw,max_zone_j_equiv_pg_mw,mean_s4_equiv_pg_mw,max_s4_equiv_pg_mw,mean_s4_g_equiv_pg_mw,mean_s4_k_equiv_pg_mw,mean_zone_j_device_pg_mw,mean_s4_device_pg_mw,max_branch_overload_count,max_voltage_bound_count,zone_j_zero_dispatch_penalty,selection_score
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,180,160,160,160,160,0.8,0.75,6,6,180.053862584323,29.2661542309587,4.87769237182644,2273.83175718985,419.283631822173,623.537014839361,3165.59689738012,3693.29523631252,1242.3578249934,1215.96111622959,139.761210607391,287.781536125466,0,17,0,29.2661542309587
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP0p8_X1,main_grid,180,160,160,160,160,0.8,1,6,6,176.241772441132,28.3918410306161,4.73197350510269,2240.22267369072,454.266130763937,657.504491093818,3133.66042491393,3665.08036675542,1233.51551926596,1229.95516204603,151.422043587979,284.878220446721,0,17,0,28.3918410306161
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,180,160,160,160,160,0.9,0.75,6,6,241.359463547292,36.6301008622726,6.10501681037876,2481.3060331653,373.323789576,577.649030286343,2781.84913639189,3270.57741377679,1155.84361936429,1193.8291349203,124.441263192,252.895376035626,0,17,0,36.6301008622726
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP0p9_X1,main_grid,180,160,160,160,160,0.9,1,6,6,237.625445694565,35.7711805539513,5.96186342565855,2451.92242144071,409.288082677665,614.858456461916,2749.49807137694,3244.32856039302,1144.9932753981,1208.89600573108,136.429360892555,249.954370125177,0,17,0,35.7711805539513
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP1_X0p75,main_grid,180,160,160,160,160,1,0.75,6,6,312.694441294851,44.6742196597042,7.44570327661738,2668.05350721316,341.722812530616,547.284241064245,2403.40270087541,2845.93250561987,1046.90586509161,1174.78782914792,113.907604176872,218.491154625037,0,20,0,44.6742196597042
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP1_X1,main_grid,180,160,160,160,160,1,1,6,6,306.811577890109,43.4731938843703,7.24553231406172,2628.28359633406,376.263705393241,587.230727370393,2374.13593717636,2814.77049321345,1029.0087820297,1191.73640237823,125.42123513108,215.830539743305,0,20,0,43.4731938843703
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP1p1_X0p75,main_grid,180,160,160,160,160,1.1,0.75,6,6,399.660407689977,54.0171362737556,9.00285604562594,2860.48991053806,302.55965330785,506.880155793427,2089.80354336633,2436.30546869835,882.297234208547,1146.38472813222,100.853217769283,189.98214030603,0,22,0,54.0171362737556
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP1p1_X1,main_grid,180,160,160,160,160,1.1,1,6,6,396.227807987015,52.8995262466254,8.8165877077709,2823.5347667084,334.715369989635,545.902629224369,2068.82144803727,2406.07059045035,850.351671177735,1163.51979967883,111.571789996545,188.074677094297,0,22,0,52.8995262466254
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP0p8_X0p75,main_grid,180,180,180,180,180,0.8,0.75,6,6,134.297263254359,19.2058736596079,3.20097894326798,1827.50854438728,1371.69918638533,1526.22448806123,2169.35367310802,2627.87368408217,860.236561833343,923.204336371865,457.233062128442,197.213970282547,0,18,0,19.2058736596079
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP0p8_X1,main_grid,180,180,180,180,180,0.8,1,6,6,132.033930484814,18.7281818741544,3.1213636456924,1799.90188160913,1392.44675097601,1546.13507418978,2150.84656269268,2609.26021420028,848.661874885148,941.692379873489,464.148916992003,195.531505699334,0,18,0,18.7281818741544
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP0p9_X0p75,main_grid,180,180,180,180,180,0.9,0.75,6,6,186.582614511422,25.3948045385277,4.23246742308795,2036.36521303131,1316.2361339352,1496.02550333903,1794.25757436855,2203.62107948983,755.432927818544,889.496357464464,438.745377978401,163.114324942595,0,17,0,25.3948045385277
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP0p9_X1,main_grid,180,180,180,180,180,0.9,1,6,6,183.524349289864,24.7915660360099,4.13192767266832,2006.27296401262,1337.17108502825,1518.01796121807,1776.35208577557,2183.91008167292,739.130633650668,909.202372133037,445.723695009417,161.486553252325,0,17,0,24.7915660360099
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP1_X0p75,main_grid,180,180,180,180,180,1,0.75,6,6,257.192591350943,33.2835778516052,5.54726297526754,2249.52175303029,1226.22158920575,1409.87045541273,1484.69636764717,1791.28387790936,610.278797305588,834.907350699854,408.74052973525,134.972397058834,0,19,0,33.2835778516052
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP1_X1,main_grid,180,180,180,180,180,1,1,6,6,255.962007462184,32.7516873132837,5.45861455221395,2222.72313215931,1241.75691362331,1426.4292177029,1475.56999271616,1772.78624604687,587.703071023517,853.235340924176,413.918971207771,134.14272661056,0,18,0,32.7516873132837
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP1p1_X0p75,main_grid,180,180,180,180,180,1.1,0.75,6,6,375.788886606072,45.0044151561536,7.50073585935893,2535.23940505077,1123.63396000009,1291.47878674477,1244.92208971857,1466.40473226605,465.925348380864,772.062372302507,374.544653333365,113.174735428961,0,21,0,45.0044151561536
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP1p1_X1,main_grid,180,180,180,180,180,1.1,1,6,6,375.105836769575,44.6648008337807,7.44413347229678,2523.92939431396,1140.65895992844,1313.81773009389,1239.69563674772,1456.76467443056,442.338554146332,792.284971291866,380.219653309482,112.699603340702,0,22,0,44.6648008337807
S4_COST_main_grid_J180_E220_F220_G220_K220_CAP0p8_X0p75,main_grid,180,220,220,220,220,0.8,0.75,6,6,95.8022713928128,12.346113988625,2.05768566477084,2720.24347923107,2860.86593977983,3000,647.751573196184,961.562101971617,242.780589602161,376.361776587909,953.62197992661,58.8865066541985,0,16,0,12.346113988625
S4_COST_main_grid_J180_E220_F220_G220_K220_CAP0p8_X1,main_grid,180,220,220,220,220,0.8,1,6,6,95.1927823957099,12.2806210530718,2.04677017551196,2734.19682243506,2860.16108495311,3000,651.390404734947,962.861098747257,230.91309712437,397.690754808957,953.387028317703,59.2173095213588,0,17,0,12.2806210530718
S4_COST_main_grid_J180_E220_F220_G220_K220_CAP0p9_X0p75,main_grid,180,220,220,220,220,0.9,0.75,6,6,156.308059031804,18.8964902752419,3.14941504587365,2544.20819748492,2742.71569282163,2934.59023362662,346.797377754517,580.871364592779,104.26146364455,242.535914109966,914.238564273878,31.5270343413197,0,17,0,18.8964902752419
S4_COST_main_grid_J180_E220_F220_G220_K220_CAP0p9_X1,main_grid,180,220,220,220,220,0.9,1,6,6,156.535811591713,18.9701547527121,3.16169245878536,2557.64413686357,2738.00651633061,2928.61746788785,356.588237151839,591.746608312282,94.5807259322231,262.007511219616,912.66883877687,32.417112468349,0,17,0,18.9701547527121
S4_COST_main_grid_J180_E220_F220_G220_K220_CAP1_X0p75,main_grid,180,220,220,220,220,1,0.75,6,6,250.64268164988,30.0257698050979,5.00429496751632,2261.35216185842,2585.24708946285,2828.43587014263,116.027275148348,283.982151364113,27.054937721802,88.9723374265465,861.74902982095,10.5479341043953,0,19,0,30.0257698050979
S4_COST_main_grid_J180_E220_F220_G220_K220_CAP1_X1,main_grid,180,220,220,220,220,1,1,6,6,250.794849905347,30.0717497238032,5.01195828730053,2281.85855217896,2580.33809318719,2817.83288975058,129.506407475896,303.700453433813,22.325356921715,107.181050554181,860.112697729065,11.773309770536,0,18,0,30.0717497238032
S4_COST_main_grid_J180_E220_F220_G220_K220_CAP1p1_X0p75,main_grid,180,220,220,220,220,1.1,0.75,6,6,373.679985101301,44.163038582805,7.36050643046751,2493.11794781974,2359.68226709019,2721.46578205147,5.95488313834992,35.7292988300995,0,5.95488313834992,786.56075569673,0.541353012577266,0,21,0,44.163038582805
S4_COST_main_grid_J180_E220_F220_G220_K220_CAP1p1_X1,main_grid,180,220,220,220,220,1.1,1,6,6,373.746149467266,44.1681892813058,7.36136488021764,2493.1143411419,2362.30543049646,2709.76127849902,17.6314806404751,63.1481943125809,0,17.6314806404751,787.435143498819,1.60286187640683,0,21,0,44.1681892813058
S4_COST_main_grid_J180_E260_F260_G260_K260_CAP0p8_X0p75,main_grid,180,260,260,260,260,0.8,0.75,6,6,93.6093885478369,12.0039876703485,2.00066461172475,2760.37041690118,2882.30864490236,3000,625.472686731493,956.539309611227,224.850581243173,384.375110960399,960.769548300786,56.8611533392267,0,16,0,12.0039876703485
S4_COST_main_grid_J180_E260_F260_G260_K260_CAP0p8_X1,main_grid,180,260,260,260,260,0.8,1,6,6,93.6609254213111,11.9945945005237,1.99909908342061,2774.84751667439,2883.12772451898,3000,627.658230781109,959.3659656256,210.604929338065,404.201523966348,961.042574839661,57.059839161919,0,17,0,11.9945945005237
S4_COST_main_grid_J180_E260_F260_G260_K260_CAP0p9_X0p75,main_grid,180,260,260,260,260,0.9,0.75,6,6,157.116114157201,19.1572326717794,3.19287211196324,2668.19896439137,2834.66270410759,3000,255.397139655208,515.501085812692,68.4855951299467,186.911544525261,944.887568035863,23.2179217868371,0,18,0,19.1572326717794
S4_COST_main_grid_J180_E260_F260_G260_K260_CAP0p9_X1,main_grid,180,260,260,260,260,0.9,1,6,6,157.430597585274,19.2582741608241,3.20971236013736,2685.54781939449,2835.70933678165,3000,259.732389080273,521.000130316408,57.3583696151261,202.374019465147,945.236445593883,23.6120353709339,0,18,0,19.2582741608241
S4_COST_main_grid_J180_E260_F260_G260_K260_CAP1_X0p75,main_grid,180,260,260,260,260,1,0.75,6,6,251.473002904584,30.2646567811755,5.04410946352925,2261.35216186357,2683.56989452304,3000,19.1047354705548,114.628412823329,3.58951821877654,15.5152172517782,894.523298174347,1.7367941336868,0,19,0,30.2646567811755
S4_COST_main_grid_J180_E260_F260_G260_K260_CAP1_X1,main_grid,180,260,260,260,260,1,1,6,6,251.740269607198,30.3469314577715,5.05782190962859,2281.85855202385,2691.22370480216,3000,20.7392637525404,124.435582515242,0.83623864807755,19.9030251044628,897.074568267387,1.88538761386731,0,18,0,30.3469314577715
S4_COST_main_grid_J180_E260_F260_G260_K260_CAP1p1_X0p75,main_grid,180,260,260,260,260,1.1,0.75,6,6,373.704160757711,44.173070510806,7.36217841846767,2493.11794781974,2365.7651436787,2757.96304147421,0,0,0,0,788.588381226235,0,0,21,0,44.173070510806
S4_COST_main_grid_J180_E260_F260_G260_K260_CAP1p1_X1,main_grid,180,260,260,260,260,1.1,1,6,6,373.820135448045,44.1975019433533,7.36625032389221,2493.1143411406,2380.44476134494,2774.76242677128,0,0,0,0,793.48158711498,0,0,21,0,44.1975019433533
S4_COST_main_grid_J220_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,220,160,160,160,160,0.8,0.75,6,6,196.919895599923,33.9801210572271,5.66335350953785,2404.92395426778,0,0,3610.9867295631,4075.65105195613,1446.5975413415,1323.22452516816,0,328.271520869373,0,17,1,34.9801210572271
S4_COST_main_grid_J220_E160_F160_G160_K160_CAP0p8_X1,main_grid,220,160,160,160,160,0.8,1,6,6,195.022763225845,33.4603026666467,5.57671711110778,2385.33319540906,0,0,3617.36407048243,4082.39131616546,1456.42959094885,1347.91253254001,0,328.851279134766,0,17,1,34.4603026666467
S4_COST_main_grid_J220_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,220,160,160,160,160,0.9,0.75,6,6,257.690331492168,40.6074857788861,6.76791429648101,2573.6645020059,0,0,3178.06261013303,3622.32270438232,1344.67859339977,1299.50168986552,0,288.914782739367,0,19,1,41.6074857788861
S4_COST_main_grid_J220_E160_F160_G160_K160_CAP0p9_X1,main_grid,220,160,160,160,160,0.9,1,6,6,254.718288670919,39.9694031861849,6.66156719769748,2551.11396879834,0,0,3184.87371528366,3629.58927420772,1355.13102120086,1325.81270111604,0,289.533974116696,0,19,1,40.9694031861849
S4_COST_main_grid_J220_E160_F160_G160_K160_CAP1_X0p75,main_grid,220,160,160,160,160,1,0.75,6,6,327.760135513965,48.2525734216026,8.0420955702671,2744.21317780482,0,0,2764.68971133406,3188.85965251534,1240.87715908617,1282.20483123089,0,251.335428303096,0,20,1,49.2525734216026
S4_COST_main_grid_J220_E160_F160_G160_K160_CAP1_X1,main_grid,220,160,160,160,160,1,1,6,6,323.563550024113,47.398012597538,7.89966876625634,2715.75653282235,0,0,2772.72397715115,3196.12614525309,1244.57293774513,1312.4675308771,0,252.06581610465,0,20,1,48.398012597538
S4_COST_main_grid_J220_E160_F160_G160_K160_CAP1p1_X0p75,main_grid,220,160,160,160,160,1.1,0.75,6,6,409.468096688513,56.7474532249141,9.45790887081902,2911.72013654379,0,0,2405.56001425005,2802.6323283124,1076.68147758423,1259.172373115,0,218.687274022732,0,22,1,57.7474532249141
S4_COST_main_grid_J220_E160_F160_G160_K160_CAP1p1_X1,main_grid,220,160,160,160,160,1.1,1,6,6,405.895188272574,55.8633799454096,9.31056332423494,2882.77636590854,0,0,2419.40515681001,2816.42841598687,1065.60089499686,1288.94518656409,0,219.945923346364,0,22,1,56.8633799454096
S4_COST_main_grid_J220_E180_F180_G180_K180_CAP0p8_X0p75,main_grid,220,180,180,180,180,0.8,0.75,6,6,192.19564006099,32.7808354755399,5.46347257925665,2355.41090643001,0,0,3604.67964914898,4067.43506238251,1465.62757998915,1354.20741797352,0,327.698149922634,0,17,1,33.7808354755399
S4_COST_main_grid_J220_E180_F180_G180_K180_CAP0p8_X1,main_grid,220,180,180,180,180,0.8,1,6,6,190.403566773524,32.2965640444326,5.38276067407211,2336.38184795976,0,0,3610.96082380924,4074.16243929384,1474.04994055535,1378.93111732263,0,328.26916580084,0,17,1,33.2965640444326
S4_COST_main_grid_J220_E180_F180_G180_K180_CAP0p9_X0p75,main_grid,220,180,180,180,180,0.9,0.75,6,6,250.041585456028,39.2308202594579,6.53847004324298,2521.92943743915,0,0,3171.67834537951,3614.75288297334,1361.71331233238,1329.71422634575,0,288.334395034501,0,19,1,40.2308202594579
S4_COST_main_grid_J220_E180_F180_G180_K180_CAP0p9_X1,main_grid,220,180,180,180,180,0.9,1,6,6,247.029205249665,38.5849069973522,6.43081783289204,2498.44027936316,0,0,3178.2600977848,3621.89512272109,1370.68239781213,1356.76527567426,0,288.932736162255,0,19,1,39.5849069973522
S4_COST_main_grid_J220_E180_F180_G180_K180_CAP1_X0p75,main_grid,220,180,180,180,180,1,0.75,6,6,316.104901518547,46.335794344307,7.72263239071783,2675.94831806727,0,0,2758.69128082386,3180.54232644021,1245.20088411515,1312.72270044714,0,250.790116438533,0,20,1,47.335794344307
S4_COST_main_grid_J220_E180_F180_G180_K180_CAP1_X1,main_grid,220,180,180,180,180,1,1,6,6,312.495119490449,45.5963254251358,7.59938757085597,2650.98742328459,0,0,2766.69753715676,3187.75851815765,1247.46501092125,1341.80195752665,0,251.517957923342,0,20,1,46.5963254251358
S4_COST_main_grid_J220_E180_F180_G180_K180_CAP1p1_X0p75,main_grid,220,180,180,180,180,1.1,0.75,6,6,402.155624912226,55.0833492235199,9.18055820391998,2849.04774833531,0,0,2402.07487520019,2797.97736172005,1059.07713161113,1283.80281815233,0,218.370443200017,0,21,1,56.0833492235199
S4_COST_main_grid_J220_E180_F180_G180_K180_CAP1p1_X1,main_grid,220,180,180,180,180,1.1,1,6,6,400.460606781375,54.3357003666981,9.05595006111636,2822.41454019477,4.38686797786668e-07,2.63212078672001e-06,2415.77207779486,2811.18935900083,1047.38293636399,1313.63359786981,1.46228932595556e-07,219.615643435897,0,22,0.999999998245253,55.3357003649434
S4_COST_main_grid_J220_E220_F220_G220_K220_CAP0p8_X0p75,main_grid,220,220,220,220,220,0.8,0.75,6,6,125.312304053033,17.4408661884179,2.90681103140298,1741.62236813538,1432.00003020406,1589.07031245476,2101.21728475278,2559.66999235085,846.82662403093,960.5520918104,477.333343401355,191.019753159344,0,18,0,17.4408661884179
S4_COST_main_grid_J220_E220_F220_G220_K220_CAP0p8_X1,main_grid,220,220,220,220,220,0.8,1,6,6,123.146801953499,16.9913575471564,2.83189292452607,1778.28437197819,1453.57967729452,1610.22879170399,2081.65774421426,2539.34775910844,832.304076644432,978.76516173147,484.526559098172,189.241613110387,0,18,0,16.9913575471564
S4_COST_main_grid_J220_E220_F220_G220_K220_CAP0p9_X0p75,main_grid,220,220,220,220,220,0.9,0.75,6,6,173.463272378819,23.1389666386608,3.85649443977681,1919.49222205903,1365.09311969364,1545.53623413346,1739.04482851787,2129.128172372,727.351577298693,920.650441735552,455.031039897879,158.094984410715,0,17,0,23.1389666386608
S4_COST_main_grid_J220_E220_F220_G220_K220_CAP0p9_X1,main_grid,220,220,220,220,220,0.9,1,6,6,170.596284247981,22.5782832642364,3.76304721070606,1888.69710139811,1384.07915935772,1563.43078150961,1723.29723663102,2107.62739990094,707.357279281739,938.924639389603,461.359719785908,156.663385148275,0,17,0,22.5782832642364
S4_COST_main_grid_J220_E220_F220_G220_K220_CAP1_X0p75,main_grid,220,220,220,220,220,1,0.75,6,6,253.178801466726,31.5282434465905,5.25470724109842,2152.83026784445,1262.4388716109,1447.70313420479,1444.42571552672,1722.56296627394,561.92119674549,859.532905937531,420.812957203633,131.311428684247,0,19,0,31.5282434465905
S4_COST_main_grid_J220_E220_F220_G220_K220_CAP1_X1,main_grid,220,220,220,220,220,1,1,6,6,251.974963017654,31.0064885391528,5.1677480898588,2124.85790548559,1276.56914207273,1457.40127801457,1436.7948248357,1701.94923560638,541.044541638757,877.437321498699,425.523047357576,130.6177113487,0,18,0,31.0064885391528
S4_COST_main_grid_J220_E220_F220_G220_K220_CAP1p1_X0p75,main_grid,220,220,220,220,220,1.1,0.75,6,6,374.446059260741,44.2644205402602,7.37740342337671,2500.74849348865,1149.36093858654,1310.9540090897,1216.64740807688,1445.06132994023,423.925309662528,791.466549442139,383.120312862178,110.60430982517,0,21,0,44.2644205402602
S4_COST_main_grid_J220_E220_F220_G220_K220_CAP1p1_X1,main_grid,220,220,220,220,220,1.1,1,6,6,373.902757603068,44.0073848029682,7.33456413382803,2493.1136973302,1165.2849244711,1334.24631117352,1212.35681395036,1442.97626433712,399.967309879205,812.389504071152,388.428308157033,110.214255813669,0,21,0,44.0073848029682
S4_COST_main_grid_J220_E260_F260_G260_K260_CAP0p8_X0p75,main_grid,220,260,260,260,260,0.8,0.75,6,6,93.6033201697721,11.9836381198021,1.99727301996702,2727.22018280864,2862.87613864094,3000,644.93545686181,956.539320175227,233.953017058211,394.043861912856,954.292046213646,58.6304960783464,0,16,0,11.9836381198021
S4_COST_main_grid_J220_E260_F260_G260_K260_CAP0p8_X1,main_grid,220,260,260,260,260,0.8,1,6,6,93.520678621135,11.9563530401019,1.99272550668364,2741.53932176899,2861.34210585331,3000,649.432877174423,959.365966373239,220.606629812074,415.320052771603,953.780701951103,59.0393524704021,0,17,0,11.9563530401019
S4_COST_main_grid_J220_E260_F260_G260_K260_CAP0p9_X0p75,main_grid,220,260,260,260,260,0.9,0.75,6,6,156.325546559648,18.9005059022696,3.15008431704493,2543.10445028402,2739.41416645054,2932.82268750741,349.887156455025,582.017930799409,99.0574634191311,250.829693035894,913.138055483514,31.8079233140932,0,17,0,18.9005059022696
S4_COST_main_grid_J220_E260_F260_G260_K260_CAP0p9_X1,main_grid,220,260,260,260,260,0.9,1,6,6,156.537856170847,18.9672825909641,3.16121376516068,2556.30349345802,2732.93183771369,2921.36712116995,361.437666938743,598.647226085774,90.1508530623203,271.286813876423,910.977279237896,32.8579697217039,0,17,0,18.9672825909641
S4_COST_main_grid_J220_E260_F260_G260_K260_CAP1_X0p75,main_grid,220,260,260,260,260,1,0.75,6,6,250.612175715021,30.0164763088275,5.00274605147125,2261.51686856713,2579.73470432869,2820.02807662278,121.438085882446,292.227065011081,27.1425145776836,94.2955713047625,859.911568109565,11.0398259893133,0,19,0,30.0164763088275
S4_COST_main_grid_J220_E260_F260_G260_K260_CAP1_X1,main_grid,220,260,260,260,260,1,1,6,6,250.757147707141,30.0602525372276,5.01004208953793,2282.03068142753,2573.39013695782,2807.37812699972,136.276290695145,313.867704221679,21.7317960434935,114.544494651652,857.796712319274,12.3887536995586,0,18,0,30.0602525372276
S4_COST_main_grid_J220_E260_F260_G260_K260_CAP1p1_X0p75,main_grid,220,260,260,260,260,1.1,0.75,6,6,373.670211422647,44.1597115032444,7.3599519172074,2493.11794782009,2356.79250496106,2711.65036302535,8.66170422344872,45.3431742786651,0,8.66170422344872,785.597501653686,0.787427656677156,0,21,0,44.1597115032444
S4_COST_main_grid_J220_E260_F260_G260_K260_CAP1p1_X1,main_grid,220,260,260,260,260,1.1,1,6,6,373.713330988038,44.1560352279152,7.35933920465253,2493.11434114173,2353.65658732382,2696.04062081286,25.9542568112765,76.4934039773443,0,25.9542568112765,784.552195774607,2.35947789193423,0,21,0,44.1560352279152
S4_COST_main_grid_J250_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,250,160,160,160,160,0.8,0.75,6,6,196.91985794969,33.9801105938016,5.6633517656336,2404.92344634602,0,0,3610.98672287178,4075.6510519567,1446.59758662114,1323.22455785983,0,328.271520261071,0,17,1,34.9801105938016
S4_COST_main_grid_J250_E160_F160_G160_K160_CAP0p8_X1,main_grid,250,160,160,160,160,0.8,1,6,6,195.02276314852,33.4603026389666,5.57671710649443,2385.33319541929,0,0,3617.36407005375,4082.39131616607,1456.42959338928,1347.9125336386,0,328.851279095795,0,17,1,34.4603026389666
S4_COST_main_grid_J250_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,250,160,160,160,160,0.9,0.75,6,6,257.690331218255,40.6074857714468,6.76791429524113,2573.6645011708,0,0,3178.0626101118,3622.3227043783,1344.67859351017,1299.50168990525,0,288.914782737437,0,19,1,41.6074857714468
S4_COST_main_grid_J250_E160_F160_G160_K160_CAP0p9_X1,main_grid,250,160,160,160,160,0.9,1,6,6,254.718288704652,39.9694031953281,6.66156719922135,2551.11396887286,0,0,3184.87371526167,3629.58927408462,1355.13102126978,1325.8127011771,0,289.533974114697,0,19,1,40.9694031953281
S4_COST_main_grid_J250_E160_F160_G160_K160_CAP1_X0p75,main_grid,250,160,160,160,160,1,0.75,6,6,327.760135419397,48.2525734207494,8.04209557012491,2744.21317728345,0,0,2764.68971139768,3188.85965251552,1240.87715951946,1282.20483146055,0,251.33542830888,0,20,1,49.2525734207494
S4_COST_main_grid_J250_E160_F160_G160_K160_CAP1_X1,main_grid,250,160,160,160,160,1,1,6,6,323.563543783189,47.3980115771193,7.89966859618656,2715.75649450831,0,0,2772.72397644182,3196.12614525363,1244.57294104774,1312.4675333457,0,252.065816040165,0,20,1,48.3980115771193
S4_COST_main_grid_J250_E160_F160_G160_K160_CAP1p1_X0p75,main_grid,250,160,160,160,160,1.1,0.75,6,6,409.468096690029,56.7474532255618,9.45790887092696,2911.72013654398,0,0,2405.56001427977,2802.63232831317,1076.68147762633,1259.17237310261,0,218.687274025433,0,22,1,57.7474532255618
S4_COST_main_grid_J250_E160_F160_G160_K160_CAP1p1_X1,main_grid,250,160,160,160,160,1.1,1,6,6,405.895188415165,55.8633799904832,9.3105633317472,2882.77636588711,0,0,2419.40515634474,2816.42841295764,1065.60090325761,1288.94517784326,0,219.945923304067,0,22,1,56.8633799904832
S4_COST_main_grid_J250_E180_F180_G180_K180_CAP0p8_X0p75,main_grid,250,180,180,180,180,0.8,0.75,6,6,192.195640212136,32.7808355133855,5.46347258556424,2355.41090643073,0,0,3604.67964980695,4067.43506241839,1465.62757497031,1354.20741580864,0,327.69814998245,0,17,1,33.7808355133855
S4_COST_main_grid_J250_E180_F180_G180_K180_CAP0p8_X1,main_grid,250,180,180,180,180,0.8,1,6,6,190.403566758783,32.2965640399503,5.38276067332505,2336.38184795866,0,0,3610.9608234439,4074.16243930783,1474.04994122824,1378.9311175509,0,328.269165767627,0,17,1,33.2965640399503
S4_COST_main_grid_J250_E180_F180_G180_K180_CAP0p9_X0p75,main_grid,250,180,180,180,180,0.9,0.75,6,6,250.04158505852,39.2308202317835,6.53847003863059,2521.92943644957,0,0,3171.67834537605,3614.7528829809,1361.71331238741,1329.7142263491,0,288.334395034187,0,19,1,40.2308202317835
S4_COST_main_grid_J250_E180_F180_G180_K180_CAP0p9_X1,main_grid,250,180,180,180,180,0.9,1,6,6,247.029205170967,38.5849069894517,6.43081783157528,2498.44027917741,0,0,3178.2600977837,3621.89512273043,1370.68239784942,1356.76527569983,0,288.932736162155,0,19,1,39.5849069894517
S4_COST_main_grid_J250_E180_F180_G180_K180_CAP1_X0p75,main_grid,250,180,180,180,180,1,0.75,6,6,316.104904984896,46.3357949393157,7.72263248988594,2675.94834269459,0,0,2758.69128118878,3180.5423266783,1245.20088123141,1312.72269926047,0,250.790116471707,0,20,1,47.3357949393157
S4_COST_main_grid_J250_E180_F180_G180_K180_CAP1_X1,main_grid,250,180,180,180,180,1,1,6,6,312.495119496162,45.5963254283422,7.59938757139037,2650.98742328513,0,0,2766.69753719808,3187.75851824281,1247.4650109598,1341.80195749606,0,251.517957927098,0,20,1,46.5963254283422
S4_COST_main_grid_J250_E180_F180_G180_K180_CAP1p1_X0p75,main_grid,250,180,180,180,180,1.1,0.75,6,6,402.155624912001,55.0833492233739,9.18055820389564,2849.0477483356,0,0,2402.074875203,2797.97736172439,1059.07713161317,1283.80281815306,0,218.370443200273,0,21,1,56.0833492233739
S4_COST_main_grid_J250_E180_F180_G180_K180_CAP1p1_X1,main_grid,250,180,180,180,180,1.1,1,6,6,400.460606794793,54.335700371698,9.05595006194967,2822.41454019508,0,0,2415.77207871733,2811.18935900818,1047.38293692267,1313.63359823355,0,219.615643519757,0,22,1,55.335700371698
S4_COST_main_grid_J250_E220_F220_G220_K220_CAP0p8_X0p75,main_grid,250,220,220,220,220,0.8,0.75,6,6,179.105241030025,29.4366249251787,4.90610415419645,2251.58633701495,179.841325281659,351.424800116654,3404.3529283378,4001.66893537305,1405.54317965443,1360.61117627953,59.9471084272197,309.486629848891,0,17,0.280634698873363,29.7172596240521
S4_COST_main_grid_J250_E220_F220_G220_K220_CAP0p8_X1,main_grid,250,220,220,220,220,0.8,1,6,6,174.849591323711,28.4613141854204,4.74355236423673,2213.72347033279,217.485367914144,394.4346738641,3369.76913705217,3964.04281970783,1394.8580169342,1374.25245761772,72.4951226380481,306.342648822925,0,17,0.130058528343422,28.5913727137638
S4_COST_main_grid_J250_E220_F220_G220_K220_CAP0p9_X0p75,main_grid,250,220,220,220,220,0.9,0.75,6,6,234.185046191611,35.8948079567023,5.98246799278372,2426.15478252336,150.236580312277,316.250130222489,3002.24002120557,3537.96704998994,1307.32806971273,1341.43468511002,50.0788601040923,272.930911018688,0,17,0.399053678750893,36.2938616354532
S4_COST_main_grid_J250_E220_F220_G220_K220_CAP0p9_X1,main_grid,250,220,220,220,220,0.9,1,6,6,230.488936976938,35.0710795047827,5.84517991746378,2398.39165550301,183.776620812231,362.186794714336,2972.66659640654,3529.92257255992,1294.85986385764,1356.9941325733,61.2588736040771,270.24241785514,0,17,0.264893516751075,35.3359730215337
S4_COST_main_grid_J250_E220_F220_G220_K220_CAP1_X0p75,main_grid,250,220,220,220,220,1,0.75,6,6,295.657225766848,42.6327433967144,7.10545723278573,2569.83939238563,129.335875931659,288.063777798964,2613.81590220861,3053.13318610561,1163.23099550352,1319.91973310197,43.1119586438862,237.61962747351,0,20,0.482656496273366,43.1153998929877
