candidate_id,mode,gilboa_leeds_scale,pleasant_wood_scale,wood_millwood_scale,lower_hudson_b_fraction,train_interface_objective,holdout_interface_objective,all_interface_objective,regularization_term,selection_objective,train_pf_success_count,holdout_pf_success_count,all_pf_success_count,max_abs_interface_residual_mw,min_voltage_pu,max_voltage_pu,max_voltage_violation_count,max_branch_overload_count,max_branch_overload_mva,max_generator_p_violation_count,max_generator_q_violation_count,max_external_schedule_error_mw
PERF_GL2_PV0p85_WM1_B1,perform_scaled,2,0.85,1,1,0.124349392466313,0.104067386715993,0.228416779182306,0.00253432708181652,0.12688371954813,4,2,6,435.516401134996,0.89464434645627,1.11423775522665,3,1,165.369207421066,1,3,1.13686837721616e-13
PERF_GL2_PV0p85_WM0p8_B1,perform_scaled,2,0.85,0.8,1,0.124117214898052,0.102833474309111,0.226950689207163,0.00278329230428211,0.126900507202334,4,2,6,430.87184736654,0.897618898747783,1.11422493927368,3,1,165.346371231035,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p85_WM1_B1,perform_scaled,1.6,0.85,1,1,0.125691661471445,0.103227103124187,0.228918764595633,0.00123657906974633,0.126928240541191,4,2,6,429.805364680413,0.898391385723968,1.11379096665922,3,1,166.193767832336,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p85_WM0p8_B1,perform_scaled,1.6,0.85,0.8,1,0.125462363180901,0.102049252613221,0.227511615794122,0.00148554429221191,0.126947907473113,4,2,6,425.306494634042,0.901226403298564,1.11377572852767,3,1,166.170825197149,1,3,1.13686837721616e-13
PERF_GL2_PV0p7_WM0p8_B1,perform_scaled,2,0.7,0.8,1,0.123684490890416,0.100693847929595,0.224378338820011,0.00328731537022508,0.126971806260641,4,2,6,422.726693747782,0.902993305021619,1.11422834987389,3,1,165.305214042811,1,3,1.13686837721616e-13
PERF_GL2_PV0p7_WM1_B1,perform_scaled,2,0.7,1,1,0.123934697858235,0.101965916666815,0.225900614525051,0.0030383501477595,0.126973048005995,4,2,6,427.609231531383,0.899860598454148,1.11424294984124,3,1,165.329188295602,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p7_WM1_B1,perform_scaled,1.6,0.7,1,1,0.125281786505827,0.101220041526138,0.226501828031965,0.0017406021356893,0.127022388641516,4,2,6,422.144717520855,0.90337335891829,1.11379268536362,3,1,166.153477638894,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p7_WM0p8_B1,perform_scaled,1.6,0.7,0.8,1,0.125034752248884,0.100002652985265,0.22503740523415,0.00198956735815489,0.127024319607039,4,2,6,417.405344624408,0.906365063044522,1.11377535542552,3,1,166.129342611056,1,3,1.13686837721616e-13
PERF_GL2_PV1_WM1_B1,perform_scaled,2,1,1,1,0.124735406688921,0.106109981233786,0.230845387922708,0.00240226506959101,0.127137671758512,4,2,6,443.061153131233,0.889675377977968,1.11423164634097,3,1,165.407447806826,1,3,1.13686837721616e-13
PERF_GL2_PV1_WM0p8_B1,perform_scaled,2,1,0.8,1,0.124519709578118,0.104912219630996,0.229431929209114,0.00265123029205659,0.127170939870175,4,2,6,438.634772729051,0.892507728799659,1.11422023346751,3,1,165.385636157985,1,3,1.13686837721616e-13
PERF_GL1p6_PV1_WM1_B1,perform_scaled,1.6,1,1,1,0.126073274397402,0.105172738765737,0.231246013163139,0.00110451705752081,0.127177791454922,4,2,6,437.098817862669,0.893655415626716,1.11378793323371,3,1,166.23218554202,1,3,1.13686837721616e-13
PERF_GL1p6_PV1_WM0p8_B1,perform_scaled,1.6,1,0.8,1,0.125860202972422,0.10403247699687,0.229892679969292,0.0013534822799864,0.127213685252409,4,2,6,432.820809528219,0.896349098440614,1.11377435465455,3,1,166.210320523659,1,3,1.13686837721616e-13
PERF_GL2p5_PV0p85_WM1_B1,perform_scaled,2.5,0.85,1,1,0.123197103143099,0.105048079365241,0.228245182508341,0.00433000553881789,0.127527108681917,4,2,6,441.127160528531,0.89105949805167,1.1146562911816,4,2,164.596952500751,1,3,1.13686837721616e-13
