quantity,scaled_source_value,reduced_value,unit,residual
active_balance_loss,228.999671521713,103.081668980843,MW,-125.918002540869
series_active_loss,228.999671521383,103.081668980842,MW,-125.918002540542
series_reactive_loss,2816.85787029769,1195.38924360788,MVAr,-1621.46862668981
line_charging_injection,2158.29281102924,1545.26325279253,MVAr,-613.029558236707
bus_shunt_injection,396.036989026205,0,MVAr,-396.036989026205
net_network_q_balance,262.528070241642,-349.874009184648,MVAr,-612.40207942629
