scenario_id,zone,prior_mw_raw,prior_mw_scaled,gamma
S1_2019_SUMMER_PEAK_PUBLIC,A,3416.90967882188,1225.51642933396,0.358662225381536
S1_2019_SUMMER_PEAK_PUBLIC,B,730.057033611968,261.843880330711,0.358662225381536
S1_2019_SUMMER_PEAK_PUBLIC,C,4632.02271579937,1661.33157526643,0.358662225381536
S1_2019_SUMMER_PEAK_PUBLIC,D,389.435986681602,139.675977626878,0.358662225381536
S1_2019_SUMMER_PEAK_PUBLIC,E,1466.08116243951,525.827932310506,0.358662225381536
S1_2019_SUMMER_PEAK_PUBLIC,F,2494.84558531455,894.806869612218,0.358662225381536
S1_2019_SUMMER_PEAK_PUBLIC,G,2920.28894513008,1047.39733181745,0.358662225381536
S1_2019_SUMMER_PEAK_PUBLIC,I,8.6683828605801,3.10902148723483,0.358662225381536
S1_2019_SUMMER_PEAK_PUBLIC,H,2146.40612911133,769.834798839637,0.358662225381536
S1_2019_SUMMER_PEAK_PUBLIC,J,5674.80751144252,2035.33909066583,0.358662225381536
S1_2019_SUMMER_PEAK_PUBLIC,K,3211.94829835804,1152.00452449953,0.358662225381536
S2_2019_WINTER_PEAK_PUBLIC,A,3859.25876644453,1701.51924698871,0.440892759455022
S2_2019_WINTER_PEAK_PUBLIC,B,774.357667078369,341.408688643335,0.440892759455022
S2_2019_WINTER_PEAK_PUBLIC,C,4094.60023578154,1805.27959681891,0.440892759455022
S2_2019_WINTER_PEAK_PUBLIC,D,530.668055276111,233.967703245315,0.440892759455022
S2_2019_WINTER_PEAK_PUBLIC,E,1548.92914585209,682.911645315039,0.440892759455022
S2_2019_WINTER_PEAK_PUBLIC,F,2016.00677781021,888.84279134877,0.440892759455022
S2_2019_WINTER_PEAK_PUBLIC,G,1710.59216342588,754.187699234973,0.440892759455022
S2_2019_WINTER_PEAK_PUBLIC,I,5.30416667438657,2.33856868167966,0.440892759455022
S2_2019_WINTER_PEAK_PUBLIC,H,2085.4166558645,919.445104017563,0.440892759455022
S2_2019_WINTER_PEAK_PUBLIC,J,3356.26312614594,1479.75211114362,0.440892759455022
S2_2019_WINTER_PEAK_PUBLIC,K,2013.06995931311,887.547969337567,0.440892759455022
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,A,1557.08142933425,1420.42523174234,0.912235676941871
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,B,546.542870537221,498.575905482275,0.912235676941871
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,C,2775.96277490103,2532.33228112727,0.912235676941871
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,D,179.32843812215,163.589799145288,0.912235676941871
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,E,872.388414439797,795.823835802733,0.912235676941871
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,F,982.657698064136,896.415410395678,0.912235676941871
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,G,513.321632624039,468.270307025696,0.912235676941871
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,I,1.50766521010217,1.37534599353926,0.912235676941871
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,H,1937.94801419488,1767.86531860722,0.912235676941871
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,J,987.001842977644,900.378294371585,0.912235676941871
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,K,600.00921959476,547.349816608389,0.912235676941871
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,A,2973.97150457854,1105.83979433575,0.371839404860896
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,B,736.347874032428,273.803155250804,0.371839404860896
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,C,4634.9013676584,1723.43896613905,0.371839404860896
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,D,214.635735495882,79.8100241486695,0.371839404860896
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,E,1120.49569706363,416.644453145336,0.371839404860896
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,F,2342.75676520458,871.129281307508,0.371839404860896
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,G,2994.38265908494,1113.42946587993,0.371839404860896
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,I,8.89488330483251,3.30746811437604,0.371839404860896
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,H,2164.35763009942,804.793453082309,0.371839404860896
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,J,5823.08735129983,2165.25333516034,0.371839404860896
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,K,3298.23519984418,1226.41381380132,0.371839404860896
S5_2019_HIGH_TOTAL_EAST_PUBLIC,A,2365.6169878467,1059.65324057437,0.447939478799109
S5_2019_HIGH_TOTAL_EAST_PUBLIC,B,653.104961366911,292.551495995806,0.447939478799109
S5_2019_HIGH_TOTAL_EAST_PUBLIC,C,3900.41286864496,1747.14890748216,0.447939478799109
S5_2019_HIGH_TOTAL_EAST_PUBLIC,D,240.668643703399,107.804986823789,0.447939478799109
S5_2019_HIGH_TOTAL_EAST_PUBLIC,E,1155.11779292447,517.422862114163,0.447939478799109
S5_2019_HIGH_TOTAL_EAST_PUBLIC,F,1829.13806603899,819.343151953115,0.447939478799109
S5_2019_HIGH_TOTAL_EAST_PUBLIC,G,1858.01110665702,832.276526718903,0.447939478799109
S5_2019_HIGH_TOTAL_EAST_PUBLIC,I,5.50786103097893,2.46718839951462,0.447939478799109
S5_2019_HIGH_TOTAL_EAST_PUBLIC,H,2139.207162632,958.235341472698,0.447939478799109
S5_2019_HIGH_TOTAL_EAST_PUBLIC,J,3605.75342059696,1615.15930790031,0.447939478799109
S5_2019_HIGH_TOTAL_EAST_PUBLIC,K,2042.89959109607,915.095378074486,0.447939478799109
S6_2019_LOW_TOTAL_EAST_PUBLIC,A,1563.20199263215,1006.32834058302,0.643760912106146
S6_2019_LOW_TOTAL_EAST_PUBLIC,B,611.237754899319,393.490974607699,0.643760912106146
S6_2019_LOW_TOTAL_EAST_PUBLIC,C,3398.06156413376,2187.53921191958,0.643760912106146
S6_2019_LOW_TOTAL_EAST_PUBLIC,D,121.963360417752,78.5152441460625,0.643760912106146
S6_2019_LOW_TOTAL_EAST_PUBLIC,E,813.599691742219,523.76367964525,0.643760912106146
S6_2019_LOW_TOTAL_EAST_PUBLIC,F,1266.50582147923,815.326942823211,0.643760912106146
S6_2019_LOW_TOTAL_EAST_PUBLIC,G,1162.88305017455,748.618653053149,0.643760912106146
S6_2019_LOW_TOTAL_EAST_PUBLIC,I,3.44373877727983,2.21694441631697,0.643760912106146
S6_2019_LOW_TOTAL_EAST_PUBLIC,H,2126.13397989859,1368.72195015939,0.643760912106146
S6_2019_LOW_TOTAL_EAST_PUBLIC,J,2254.46372121197,1451.33562147763,0.643760912106146
S6_2019_LOW_TOTAL_EAST_PUBLIC,K,1295.07199229984,833.716727006069,0.643760912106146
