scenario_id,timestamp,variant,status,opf_success,interface_name,zone_boundary,interface_timestamp,nyiso_flow_mw,nyiso_limit_mw,nyiso_utilization,scale_factor_gamma,target_flow_mw,target_limit_mw,lite_flow_mw,residual_mw,abs_residual_mw,scale_mw,objective_term
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,original_topology,ok,0,Moses_South,D-E,2025-07-29 18:00,2005.74,3150,0.636742857142857,0.355758660106238,713.559374921485,1120.63977933465,416.835269674912,-296.724105246573,296.724105246573,713.559374921485,0.172920078926504
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,original_topology,ok,0,Central_East,E-F,2025-07-29 18:00,2585.53,3375,0.766082962962963,0.355758660106238,919.824688464481,1200.68547785855,1998.49777944318,1078.67309097869,1078.67309097869,919.824688464481,1.37521172190013
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,original_topology,ok,0,Total_East_proxy,F-G,2025-07-29 18:00,2993.23,7550,0.396454304635762,0.355758660106238,1064.86749418979,2685.97788380209,2273.54321367374,1208.67571948395,1208.67571948395,1064.86749418979,1.28833396217357
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,original_topology,ok,0,UPNY_ConEd,G-H,2025-07-29 18:00,5304.23,7630,0.695180865006553,0.355758660106238,1887.02575769531,2714.43857661059,2450.41972605567,563.393968360362,563.393968360362,1887.02575769531,0.0891391995226109
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,original_topology,ok,0,Dunwoodie_South,I-J,2025-07-29 18:00,2849.5,4600,0.61945652173913,0.355758660106238,1013.73430197272,1636.48983648869,1451.46308084231,437.728778869591,437.728778869591,1013.73430197272,0.186449797973141
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,gilboa_leeds,ok,0,Moses_South,D-E,2025-07-29 18:00,2005.74,3150,0.636742857142857,0.355758660106238,713.559374921485,1120.63977933465,366.711211890643,-346.848163030842,346.848163030842,713.559374921485,0.236275431361236
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,gilboa_leeds,ok,0,Central_East,E-F,2025-07-29 18:00,2585.53,3375,0.766082962962963,0.355758660106238,919.824688464481,1200.68547785855,1891.82099926167,971.996310797186,971.996310797186,919.824688464481,1.11665524216326
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,gilboa_leeds,ok,0,Total_East_proxy,F-G,2025-07-29 18:00,2993.23,7550,0.396454304635762,0.355758660106238,1064.86749418979,2685.97788380209,2233.74698947536,1168.87949528557,1168.87949528557,1064.86749418979,1.20489260867265
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,gilboa_leeds,ok,0,UPNY_ConEd,G-H,2025-07-29 18:00,5304.23,7630,0.695180865006553,0.355758660106238,1887.02575769531,2714.43857661059,2283.17292362275,396.147165927438,396.147165927438,1887.02575769531,0.0440714612142875
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,gilboa_leeds,ok,0,Dunwoodie_South,I-J,2025-07-29 18:00,2849.5,4600,0.61945652173913,0.355758660106238,1013.73430197272,1636.48983648869,1438.78976686065,425.055464887929,425.055464887929,1013.73430197272,0.175809737019733
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,original_topology,ok,0,Moses_South,D-E,2025-01-22 18:00,-120.41,1600,-0.07525625,0.463503164975757,-55.8104160947309,741.605063961212,470.8178546589,526.62827075363,526.62827075363,100,27.7337335556959
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,original_topology,ok,0,Central_East,E-F,2025-01-22 18:00,2162.52,3285,0.658301369863014,0.463503164975757,1002.33486432337,1522.60789694536,2245.44959906037,1243.114734737,1243.114734737,1002.33486432337,1.53814314727466
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,original_topology,ok,0,Total_East_proxy,F-G,2025-01-22 18:00,4068.36,7550,0.538855629139073,0.463503164975757,1885.69773626077,3499.44889556697,2284.35605509856,398.65831883779,398.65831883779,1885.69773626077,0.0446948519005932
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,original_topology,ok,0,UPNY_ConEd,G-H,2025-01-22 18:00,4716.32,7090,0.665207334273625,0.463503164975757,2186.02924703846,3286.23743967812,2388.4931839432,202.463936904745,202.463936904745,2186.02924703846,0.00857794818689523
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,original_topology,ok,0,Dunwoodie_South,I-J,2025-01-22 18:00,2778.42,4600,0.604004347826087,0.463503164975757,1287.80646363194,2132.11455888848,1143.62471582342,-144.181747808518,144.181747808518,1287.80646363194,0.0125348566198846
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,gilboa_leeds,ok,0,Moses_South,D-E,2025-01-22 18:00,-120.41,1600,-0.07525625,0.463503164975757,-55.8104160947309,741.605063961212,477.509382983907,533.319799078638,533.319799078638,100,28.4430008089278
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,gilboa_leeds,ok,0,Central_East,E-F,2025-01-22 18:00,2162.52,3285,0.658301369863014,0.463503164975757,1002.33486432337,1522.60789694536,2269.34648248404,1267.01161816067,1267.01161816067,1002.33486432337,1.59784821216902
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,gilboa_leeds,ok,0,Total_East_proxy,F-G,2025-01-22 18:00,4068.36,7550,0.538855629139073,0.463503164975757,1885.69773626077,3499.44889556697,2459.28281278688,573.585076526106,573.585076526106,1885.69773626077,0.0925233880125383
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,gilboa_leeds,ok,0,UPNY_ConEd,G-H,2025-01-22 18:00,4716.32,7090,0.665207334273625,0.463503164975757,2186.02924703846,3286.23743967812,2502.07063133462,316.041384296163,316.041384296163,2186.02924703846,0.0209014287763543
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,gilboa_leeds,ok,0,Dunwoodie_South,I-J,2025-01-22 18:00,2778.42,4600,0.604004347826087,0.463503164975757,1287.80646363194,2132.11455888848,1246.15680167755,-41.6496619543859,41.6496619543859,1287.80646363194,0.00104597609852395
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,original_topology,ok,0,Moses_South,D-E,2025-04-20 14:03,-18.29,1600,-0.01143125,0.985684340068165,-18.0281665798467,1577.09494410906,168.425472647978,186.453639227825,186.453639227825,100,3.47649595812998
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,original_topology,ok,0,Central_East,E-F,2025-04-20 14:03,1627.78,2615,0.622478011472275,0.985684340068165,1604.47725507616,2577.56454927825,1839.90604543702,235.428790360861,235.428790360861,1604.47725507616,0.0215303957425293
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,original_topology,ok,0,Total_East_proxy,F-G,2025-04-20 14:03,3207.33,7550,0.424811920529801,0.985684340068165,3161.41495443083,7441.91676751464,2165.28140281023,-996.133551620596,996.133551620596,3161.41495443083,0.0992823686226513
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,original_topology,ok,0,UPNY_ConEd,G-H,2025-04-20 14:03,4002.92,5730,0.698589877835951,0.985684340068165,3945.61555854566,5647.97126859058,2581.78261088856,-1363.8329476571,1363.8329476571,3945.61555854566,0.119479341691135
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,original_topology,ok,0,Dunwoodie_South,I-J,2025-04-20 14:03,3219.86,4600,0.699969565217391,0.985684340068165,3173.76557921188,4534.14796431356,1876.72006096854,-1297.04551824334,1297.04551824334,3173.76557921188,0.167017024923685
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,gilboa_leeds,ok,0,Moses_South,D-E,2025-04-20 14:03,-18.29,1600,-0.01143125,0.985684340068165,-18.0281665798467,1577.09494410906,164.949809976103,182.97797655595,182.97797655595,100,3.34809399045097
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,gilboa_leeds,ok,0,Central_East,E-F,2025-04-20 14:03,1627.78,2615,0.622478011472275,0.985684340068165,1604.47725507616,2577.56454927825,1908.63336487442,304.156109798263,304.156109798263,1604.47725507616,0.0359356876561025
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,gilboa_leeds,ok,0,Total_East_proxy,F-G,2025-04-20 14:03,3207.33,7550,0.424811920529801,0.985684340068165,3161.41495443083,7441.91676751464,2346.26091313031,-815.154041300523,815.154041300523,3161.41495443083,0.0664838812925618
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,gilboa_leeds,ok,0,UPNY_ConEd,G-H,2025-04-20 14:03,4002.92,5730,0.698589877835951,0.985684340068165,3945.61555854566,5647.97126859058,2725.74148595347,-1219.87407259219,1219.87407259219,3945.61555854566,0.0955873599246391
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,gilboa_leeds,ok,0,Dunwoodie_South,I-J,2025-04-20 14:03,3219.86,4600,0.699969565217391,0.985684340068165,3173.76557921188,4534.14796431356,1899.13763751089,-1274.62794170099,1274.62794170099,3173.76557921188,0.161293615783519
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,original_topology,ok,0,Moses_South,D-E,2025-07-29 17:00,2169.29,3150,0.688663492063492,0.358454541111224,777.591851487167,1129.13180450036,384.882711369583,-392.709140117584,392.709140117584,777.591851487167,0.255057804469251
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,original_topology,ok,0,Central_East,E-F,2025-07-29 17:00,2480.77,3375,0.735042962962963,0.358454541111224,889.243271952491,1209.78407625038,1933.47454381843,1044.23127186594,1044.23127186594,889.243271952491,1.3789617317907
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,original_topology,ok,0,Total_East_proxy,F-G,2025-07-29 17:00,2961.3,7550,0.392225165562914,0.358454541111224,1061.49143259267,2706.33178538974,2170.97405218579,1109.48261959312,1109.48261959312,1061.49143259267,1.09246622720277
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,original_topology,ok,0,UPNY_ConEd,G-H,2025-07-29 17:00,5392.11,7630,0.706698558322411,0.358454541111224,1932.82631567124,2735.00814867864,2408.66874465479,475.842428983548,475.842428983548,1932.82631567124,0.0606094952944904
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,original_topology,ok,0,Dunwoodie_South,I-J,2025-07-29 17:00,2963.2,4600,0.644173913043478,0.358454541111224,1062.17249622078,1648.89088911163,1616.1266539423,553.954157721518,553.954157721518,1062.17249622078,0.271992888619938
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,gilboa_leeds,ok,0,Moses_South,D-E,2025-07-29 17:00,2169.29,3150,0.688663492063492,0.358454541111224,777.591851487167,1129.13180450036,344.143726467802,-433.448125019365,433.448125019365,777.591851487167,0.310721178559687
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,gilboa_leeds,ok,0,Central_East,E-F,2025-07-29 17:00,2480.77,3375,0.735042962962963,0.358454541111224,889.243271952491,1209.78407625038,1784.96858405207,895.725312099582,895.725312099582,889.243271952491,1.01463191324228
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,gilboa_leeds,ok,0,Total_East_proxy,F-G,2025-07-29 17:00,2961.3,7550,0.392225165562914,0.358454541111224,1061.49143259267,2706.33178538974,2134.74249323837,1073.2510606457,1073.2510606457,1061.49143259267,1.02227953354919
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,gilboa_leeds,ok,0,UPNY_ConEd,G-H,2025-07-29 17:00,5392.11,7630,0.706698558322411,0.358454541111224,1932.82631567124,2735.00814867864,2187.54476458994,254.7184489187,254.7184489187,1932.82631567124,0.017367413441295
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,gilboa_leeds,ok,0,Dunwoodie_South,I-J,2025-07-29 17:00,2963.2,4600,0.644173913043478,0.358454541111224,1062.17249622078,1648.89088911163,1438.15469517064,375.982198949861,375.982198949861,1062.17249622078,0.125298093740043
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,original_topology,ok,0,Moses_South,D-E,2025-07-17 16:00,2059.31,3150,0.653749206349206,0.384786283400855,792.394241270214,1212.07679271269,380.827097155126,-411.567144115088,411.567144115088,792.394241270214,0.269773181183982
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,original_topology,ok,0,Central_East,E-F,2025-07-17 16:00,3196.88,3620,0.883116022099448,0.384786283400855,1230.11557367852,1392.92634591109,1930.58283156503,700.467257886514,700.467257886514,1230.11557367852,0.324252882740288
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,original_topology,ok,0,Total_East_proxy,F-G,2025-07-17 16:00,4977.36,7550,0.65925298013245,0.384786283400855,1915.21985554808,2905.13643967645,2107.89131459856,192.671459050478,192.671459050478,1915.21985554808,0.0101203958843543
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,original_topology,ok,0,UPNY_ConEd,G-H,2025-07-17 16:00,5201,7295,0.712954078135709,0.384786283400855,2001.27345996785,2807.01593740924,2203.29265159088,202.019191623029,202.019191623029,2001.27345996785,0.0101899578113942
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,original_topology,ok,0,Dunwoodie_South,I-J,2025-07-17 16:00,2729.96,4600,0.593469565217391,0.384786283400855,1050.451162233,1770.01690364393,1621.28549470218,570.834332469179,570.834332469179,1050.451162233,0.295303394617286
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,gilboa_leeds,ok,0,Moses_South,D-E,2025-07-17 16:00,2059.31,3150,0.653749206349206,0.384786283400855,792.394241270214,1212.07679271269,372.753353620952,-419.640887649262,419.640887649262,792.394241270214,0.280461319355162
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,gilboa_leeds,ok,0,Central_East,E-F,2025-07-17 16:00,3196.88,3620,0.883116022099448,0.384786283400855,1230.11557367852,1392.92634591109,1828.31497876263,598.199405084106,598.199405084106,1230.11557367852,0.236483105477616
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,gilboa_leeds,ok,0,Total_East_proxy,F-G,2025-07-17 16:00,4977.36,7550,0.65925298013245,0.384786283400855,1915.21985554808,2905.13643967645,2103.67975433253,188.459898784452,188.459898784452,1915.21985554808,0.00968279274319462
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,gilboa_leeds,ok,0,UPNY_ConEd,G-H,2025-07-17 16:00,5201,7295,0.712954078135709,0.384786283400855,2001.27345996785,2807.01593740924,2192.79327068711,191.519810719265,191.519810719265,2001.27345996785,0.00915829304192141
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,gilboa_leeds,ok,0,Dunwoodie_South,I-J,2025-07-17 16:00,2729.96,4600,0.593469565217391,0.384786283400855,1050.451162233,1770.01690364393,1474.54467121316,424.093508980159,424.093508980159,1050.451162233,0.162993962874898
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,original_topology,ok,0,Moses_South,D-E,2025-07-27 17:00,-625.25,1600,-0.39078125,0.456884180627912,-285.666833937602,731.014689004659,411.220152261783,696.886986199385,696.886986199385,285.666833937602,5.95120712960226
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,original_topology,ok,0,Central_East,E-F,2025-07-27 17:00,-107.08,NaN,NaN,0.456884180627912,-48.9231580616368,NaN,2109.89425636378,2158.81741442542,2158.81741442542,100,466.049262882646
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,original_topology,ok,0,Total_East_proxy,F-G,2025-07-27 17:00,-712.58,NaN,NaN,0.456884180627912,-325.566529431838,NaN,2290.26540500344,2615.83193443528,2615.83193443528,325.566529431838,64.5565294802634
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,original_topology,ok,0,UPNY_ConEd,G-H,2025-07-27 17:00,2737.19,6985,0.391866857551897,0.456884180627912,1250.57881037291,3191.33600168597,2463.8753603869,1213.29655001399,1213.29655001399,1250.57881037291,0.941264747796981
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,original_topology,ok,0,Dunwoodie_South,I-J,2025-07-27 17:00,1694.93,4600,0.368463043478261,0.456884180627912,774.386704271667,2101.6672308884,1120.9639232834,346.577219011736,346.577219011736,774.386704271667,0.20030152208678
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,gilboa_leeds,ok,0,Moses_South,D-E,2025-07-27 17:00,-625.25,1600,-0.39078125,0.456884180627912,-285.666833937602,731.014689004659,425.537436044967,711.204269982569,711.204269982569,285.666833937602,6.19824969686459
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,gilboa_leeds,ok,0,Central_East,E-F,2025-07-27 17:00,-107.08,NaN,NaN,0.456884180627912,-48.9231580616368,NaN,2169.23802240241,2218.16118046405,2218.16118046405,100,492.023902251767
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,gilboa_leeds,ok,0,Total_East_proxy,F-G,2025-07-27 17:00,-712.58,NaN,NaN,0.456884180627912,-325.566529431838,NaN,2493.53618668342,2819.10271611526,2819.10271611526,325.566529431838,74.9794585882485
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,gilboa_leeds,ok,0,UPNY_ConEd,G-H,2025-07-27 17:00,2737.19,6985,0.391866857551897,0.456884180627912,1250.57881037291,3191.33600168597,2590.34989827693,1339.77108790402,1339.77108790402,1250.57881037291,1.14772825019437
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,gilboa_leeds,ok,0,Dunwoodie_South,I-J,2025-07-27 17:00,1694.93,4600,0.368463043478261,0.456884180627912,774.386704271667,2101.6672308884,1322.86790452846,548.481200256794,548.481200256794,774.386704271667,0.501657970640472
