scenario_id,structural_pf_success,operational_pf_success,initial_dc_interface_objective,structural_interface_objective,operational_interface_objective,objective_improvement_percent,structural_max_abs_residual_mw,operational_max_abs_residual_mw,structural_mean_abs_residual_mw,operational_mean_abs_residual_mw,structural_mean_signed_residual_mw,operational_mean_signed_residual_mw,operational_huber_objective,ac_iteration_count,estimator_converged,structural_losses_mw,operational_losses_mw,structural_reference_adjustment_mw,operational_reference_adjustment_mw,min_voltage_pu,max_voltage_pu,voltage_violation_count,branch_overload_count,max_branch_overload_mva,generator_p_violation_count,max_generator_p_violation_mw,generator_q_violation_count,max_generator_q_violation_mvar,q_enforced_pf_success
S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.00133304015344354,0.0270329719419281,0.00042182159914624,98.4396033109035,246.352031760362,24.69268749588,114.173673568793,6.86509530412338,-114.173673568793,-6.27137871672543,0.0364345229116171,6,1,225.38937357748,247.071675164676,225.389373577478,0.043903526111535,0.952721175,1.10140879733057,1,1,5.61351980405129,0,0,0,0,1
S2_2025_WINTER_PEAK_PUBLIC,1,1,0.000680849381661671,0.026095818832274,3.72899790567337e-05,99.857103625311,208.259236869822,25.1097837523123,123.535809267572,5.19870991964982,-123.535809267572,-4.14285206143958,0.0150391209108103,6,0,226.171548891991,262.731065034313,226.171548891985,0.0599202561497805,0.952721175,1.10845722340888,3,2,94.216025620855,0,0,0,0,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,1,0.00848669753499691,0.0904313346717145,0.0144956099751965,83.97058936726,424.907845405738,416.002007589673,239.036371539658,80.0762673282673,-239.036371539658,-80.0762673282673,3.52763063352471,6,0,441.528729756554,540.040102151297,441.528729756554,-0.000222983551793732,0.85457007033278,1.1,3,1,170.242652317838,0,0,3,1189.18011813479,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.00152160276012403,0.0324717367696535,7.76562548559371e-05,99.7608497032148,269.224860630208,15.490239172037,124.883319764909,5.97555813505914,-124.883319764909,-5.22880615605325,0.0178937100503394,5,1,244.982810874295,263.473868965189,244.982810874277,0.0262092930006474,0.952721175,1.10047921081079,1,1,22.7875121041309,0,0,0,0,1
S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.00108076207484465,0.0438536566366884,6.66024158498097e-05,99.8481257414824,281.250740482341,11.7067336377269,153.169551871612,6.58058739276074,-153.169551871612,-6.11678281925159,0.0146479931438286,5,1,295.020623907712,330.752921402072,295.020623907716,0.0982659546207287,0.952721175,1.1,0,1,51.696650144623,0,0,0,0,1
S6_2025_LOW_TOTAL_EAST_PUBLIC,1,1,0.00249641162255958,0.0134171159100618,0.000210787999690731,98.4289619236825,186.876463171058,24.0063339236848,75.3043055248438,12.2725827538119,-73.0649222066301,-6.84395352729567,0.0549059699278427,4,1,143.927247047661,140.840251834214,143.927247047659,0.00227235822057992,0.952721175,1.10226096667524,2,1,59.0679190054872,0,0,0,0,1
