overlay_path_id,phase_id,npcc_attachment_from_bus,npcc_attachment_to_bus,source_attachment_from_bus,source_attachment_to_bus,from_zone,to_zone,implementation_status,mapping_confidence
phase1c_downstate_mesh,phase1c,74,9003,897,589,H,K,implemented_unpromoted_phase1c,source_row_identity_operating_devices_unmapped
