scenario_id,iteration,zone,scheduled_generation_mw,pmin_mw,pmax_mw,upward_headroom_mw,downward_headroom_mw,loss_participation_factor,sensitivity_participation_factor,finite_difference_step_mw
S2_2025_WINTER_PEAK_PUBLIC,6,G,896.978707941814,0,2200,1303.02129205819,896.978707941814,0.173933208013173,0.158897136440553,25
S2_2025_WINTER_PEAK_PUBLIC,6,H,0,0,0,0,0,0,0,0
S2_2025_WINTER_PEAK_PUBLIC,6,I,2.04260341566284,0,565.099092,563.056488584337,2.04260341566284,0.0751594056817529,0.000361841179460384,25
S2_2025_WINTER_PEAK_PUBLIC,6,J,2373.76586070758,0,4197.07746,1823.31159929242,2373.76586070758,0.243383915934232,0.322994280021644,-25
S2_2025_WINTER_PEAK_PUBLIC,6,K,959.015989090064,0,2384.929342,1425.91335290994,959.015989090064,0.190337398884276,0.169886858091397,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,A,1292.73772269752,0,1292.8,0.0622773024783783,1292.73772269752,7.70640250461859e-15,1.44172517910593e-05,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,B,288.789070728357,0,288.8,0.0109292716426239,288.789070728357,1.49489937473851e-14,2.53013625982435e-06,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,C,2398.2069710671,0,2511.2,112.993028932899,2398.2069710671,0.0190524414892647,0.0261579882867539,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,D,953.187984559596,0,984.9807077,31.7927231404038,953.187984559596,0.00536043071130428,0.00736004413161243,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,E,599.973722569755,0,600,0.0262774302455,599.973722569755,4.37052919822119e-14,6.08324884339526e-06,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,F,1744.20620473881,0,2168.003995,423.797790261193,1744.20620473881,0.0714512620543978,0.098109571345218,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,G,1216.69383351981,0,2200,983.306166480194,1216.69383351981,0.165780478441106,0.227636265953686,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,H,0,0,0,0,0,0,0,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,I,39.1516493985739,0,565.099092,525.947442601426,39.1516493985739,0.0886711546247058,0.00906364220914173,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,J,1596.60976298984,0,4197.07746,2600.46769701016,1596.60976298984,0.438427783391212,0.369616602663224,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,K,1131.88696379155,0,2384.929342,1253.04237820845,1131.88696379155,0.211256449287943,0.26203285477347,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,A,1292.68771296107,0,1292.8,0.112287038927434,1292.68771296107,1.40150540071657e-05,2.74055238251318e-05,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,B,288.780401639099,0,288.8,0.0195983609010568,288.780401639099,2.44944092262173e-06,4.78330670875158e-06,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,C,2443.95853875688,0,2511.2,67.2414612431221,2443.95853875688,0.011428498610323,0.0164113996213398,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,D,966.059315721682,0,984.9807077,18.9213919783181,966.059315721682,0.0032158017719637,0.00461808115718119,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,E,598.358113429135,0,600,1.64188657086504,598.358113429135,0.000279087956194643,0.000400729790061391,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,F,1767.65719413698,0,2168.003995,400.346800863017,1767.65719413698,0.0680389861451779,0.0977113110664288,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,G,1271.14644698565,0,2200,928.853553014351,1271.14644698565,0.157857886682317,0.226702194842309,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,H,0,0,0,0,0,0,0,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,I,39.0540039027666,0,565.099092,526.045088097233,39.0540039027666,0.089400570844066,0.00953178073486954,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,J,1505.17257033033,0,4197.07746,2691.90488966967,1505.17257033033,0.45748751437713,0.367362459025932,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,K,1135.87755925234,0,2384.929342,1249.05178274766,1135.87755925234,0.212275189117897,0.277229854931344,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,A,1292.67403571658,0,1292.8,0.125964283422718,1292.67403571658,1.73109109037362e-05,3.17702817219868e-05,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,B,288.778013619342,0,288.8,0.0219863806580065,288.778013619342,3.02206820666924e-06,5.54532990282331e-06,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,C,2471.01300586148,0,2511.2,40.186994138518,2471.01300586148,0.00685548360282299,0.010135826526762,-25
