scenario_id,total_load_mw,total_external_import_mw,required_generation_mw,prior_weight,prior_dc_interface_objective,inferred_dc_interface_objective,estimator_exitflag,balance_zone
S1_2019_SUMMER_PEAK_PUBLIC,10902.2197987,708.537226241223,10193.6825724588,0.05,0.206465084058672,0.00290429598553354,1,J
S2_2019_WINTER_PEAK_PUBLIC,10902.2197987,707.773964608334,10194.4458340917,0.05,1.06540178179807,0.126985945783433,1,J
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,10902.2197987,849.327904659956,10052.89189404,0.05,1.39534264718028,0.0733620232870833,1,J
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,10902.2197987,269.390212033621,10632.8295866664,0.05,0.422085492367955,0.00177225719593534,1,J
S5_2019_HIGH_TOTAL_EAST_PUBLIC,10902.2197987,1112.93251144511,9789.28728725489,0.05,0.312330806893114,0.00706836428662831,1,J
S6_2019_LOW_TOTAL_EAST_PUBLIC,10902.2197987,536.471718494536,10365.7480802055,0.05,0.307909847043013,0.0038535861018274,1,J
