physical_circuit_id,source_branch_row,source_from_bus,source_to_bus,source_circuit_id,s12_reduced_branch_row,s13_model_branch_row,source_series_current_kA,s12_series_current_kA,stage_a_local_series_current_kA,s12_source_current_error_percent,stage_a_local_current_error_percent,direct_max_p_error_mw,direct_max_q_error_mvar,stage_a_injection_max_p_error_mw,stage_a_injection_max_q_error_mvar,s12_max_p_error_mw,s12_max_q_error_mvar,stage_a_pass,common_baseline_id,common_baseline_flow_orientation,common_baseline_s12_pf_mw,common_baseline_s12_qf_mvar,common_baseline_s12_pt_mw,common_baseline_s12_qt_mvar,common_baseline_s12_series_current_kA,common_baseline_s13_pf_mw,common_baseline_s13_qf_mvar,common_baseline_s13_pt_mw,common_baseline_s13_qt_mvar,common_baseline_s13_series_current_kA,common_baseline_pf_error_mw,common_baseline_qf_error_mvar,common_baseline_pt_error_mw,common_baseline_qt_error_mvar,common_baseline_series_current_error_kA,common_baseline_current_error_percent,system_current_gate_percent,system_comparison_status,blocked_reason,evidence_role
PERFORM_1228_1233_CKT_1,2137,1228,1233,1,281,247,0.978888918292874,0.978920548907431,0.978888918292873,0.00323127721299738,3.40249951923449e-14,2.27373675443232e-13,6.25277607468888e-13,7.95807864051312e-13,8.45545855554519e-13,0.0187289499958752,0.00616057376196721,1,pending_frozen_common_s12_s13_baseline,source_from_bus_to_source_to_bus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,blocked,Frozen common S12/S13 baseline unavailable: s13_zonal_generation_representable; validated_full_npcc_tie_controller; common_ac_loss_balance_policy; common_voltage_control_policy,real_StageA_and_readonly_S12_evidence_only
PERFORM_1228_1222_CKT_1,2131,1228,1222,1,278,248,0.903705988378785,0.903711570909473,0.903705988378785,0.000617737489817553,0,1.13686837721616e-12,1.56319401867222e-13,1.13686837721616e-12,1.56319401867222e-13,0.00238768435008296,0.00201483838265659,1,pending_frozen_common_s12_s13_baseline,source_from_bus_to_source_to_bus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,blocked,Frozen common S12/S13 baseline unavailable: s13_zonal_generation_representable; validated_full_npcc_tie_controller; common_ac_loss_balance_policy; common_voltage_control_policy,real_StageA_and_readonly_S12_evidence_only
PERFORM_1233_1567_CKT_1,2154,1233,1567,1,296,249,0.48057997076667,0.480681963090015,0.48057997076664,0.0212227578237565,6.15661188689565e-12,2.66879851551494e-11,1.87014848052058e-11,7.21911419532262e-12,2.46984654950211e-11,0.0847440891352846,0.00217390537079609,1,pending_frozen_common_s12_s13_baseline,source_from_bus_to_source_to_bus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,blocked,Frozen common S12/S13 baseline unavailable: s13_zonal_generation_representable; validated_full_npcc_tie_controller; common_ac_loss_balance_policy; common_voltage_control_policy,real_StageA_and_readonly_S12_evidence_only
PERFORM_1567_1222_CKT_1,2133,1567,1222,1,279,250,0.833739976638009,0.833760819996175,0.833739976638009,0.00249998305821853,0,0,0,0,0,0.0119635284283959,0.00484967853840601,1,pending_frozen_common_s12_s13_baseline,source_from_bus_to_source_to_bus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,blocked,Frozen common S12/S13 baseline unavailable: s13_zonal_generation_representable; validated_full_npcc_tie_controller; common_ac_loss_balance_policy; common_voltage_control_policy,real_StageA_and_readonly_S12_evidence_only
PERFORM_772_1222_CKT_1,1567,772,1222,1,203,251,0.80437016985599,0.804377720194685,0.80437016985599,0.000938664681661915,0,0,0,0,0,0.00381990662879161,0.00529612728849216,1,pending_frozen_common_s12_s13_baseline,source_from_bus_to_source_to_bus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,blocked,Frozen common S12/S13 baseline unavailable: s13_zonal_generation_representable; validated_full_npcc_tie_controller; common_ac_loss_balance_policy; common_voltage_control_policy,real_StageA_and_readonly_S12_evidence_only
PERFORM_772_1222_CKT_2,1568,772,1222,2,204,252,0.803691999057348,0.803699543030293,0.803691999057348,0.000938664681655947,0,0,0,0,0,0.00381692051786331,0.00529151429833519,1,pending_frozen_common_s12_s13_baseline,source_from_bus_to_source_to_bus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,blocked,Frozen common S12/S13 baseline unavailable: s13_zonal_generation_representable; validated_full_npcc_tie_controller; common_ac_loss_balance_policy; common_voltage_control_policy,real_StageA_and_readonly_S12_evidence_only
PERFORM_772_1519_CKT_1,1571,772,1519,1,206,253,0.949853741273848,0.949855223625409,0.949853741273848,0.000156061032940499,0,1.70530256582424e-12,6.89226453687297e-13,0,0,0.000532211806444138,0.00330472707830154,1,pending_frozen_common_s12_s13_baseline,source_from_bus_to_source_to_bus,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,blocked,Frozen common S12/S13 baseline unavailable: s13_zonal_generation_representable; validated_full_npcc_tie_controller; common_ac_loss_balance_policy; common_voltage_control_policy,real_StageA_and_readonly_S12_evidence_only
