scenario_id,variant_id,allocation_mode,tie_mode,violation_type,element_index,from_or_bus_id,from_or_bus_name,from_or_bus_zone,to_bus_id,to_bus_name,to_bus_zone,value,limit,violation_amount,units
S1_2025_SUMMER_PEAK_PUBLIC,S4_GSK__current,s4,current,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,979.906940529314,773.970762,205.936178529314,MVA
S1_2025_SUMMER_PEAK_PUBLIC,S4_GSK__current,s4,current,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,226.71453848256,176.592906,50.1216324825597,MVA
S1_2025_SUMMER_PEAK_PUBLIC,S4_GSK__current,s4,current,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1105.35103762267,773.970762,331.380275622671,MVA
S1_2025_SUMMER_PEAK_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,1016.63711598523,773.970762,242.666353985234,MVA
S1_2025_SUMMER_PEAK_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,228.866363430669,176.592906,52.2734574306688,MVA
S1_2025_SUMMER_PEAK_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1076.3124132233,773.970762,302.341651223299,MVA
S1_2025_SUMMER_PEAK_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,1017.51325391706,773.970762,243.542491917058,MVA
S1_2025_SUMMER_PEAK_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,228.904643869315,176.592906,52.311737869315,MVA
S1_2025_SUMMER_PEAK_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1075.41607500993,773.970762,301.445313009931,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,958.299695188632,773.970762,184.328933188632,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,226.419293118212,176.592906,49.826387118212,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1124.17463793561,773.970762,350.203875935611,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,998.396257953113,773.970762,224.425495953113,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,228.763187333711,176.592906,52.1702813337109,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1091.47043505026,773.970762,317.499673050256,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rxb,perform,perform_rxb,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,999.321966013896,773.970762,225.351204013896,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rxb,perform,perform_rxb,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,228.802530765673,176.592906,52.2096247656734,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rxb,perform,perform_rxb,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1090.50478031326,773.970762,316.534018313263,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_CAP_GSK__current,perform_cap,current,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,1034.15725219401,773.970762,260.186490194012,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_CAP_GSK__current,perform_cap,current,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,219.068265253471,176.592906,42.4753592534714,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_CAP_GSK__current,perform_cap,current,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1104.7066267249,773.970762,330.735864724901,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_CAP_GSK__perform_rx,perform_cap,perform_rx,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,1075.63523761438,773.970762,301.664475614383,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_CAP_GSK__perform_rx,perform_cap,perform_rx,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,221.464930276308,176.592906,44.8720242763076,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_CAP_GSK__perform_rx,perform_cap,perform_rx,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1070.05935288668,773.970762,296.088590886682,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_CAP_GSK__perform_rxb,perform_cap,perform_rxb,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,1076.56433535709,773.970762,302.593573357085,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_CAP_GSK__perform_rxb,perform_cap,perform_rxb,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,221.510447828139,176.592906,44.9175418281387,MVA
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_CAP_GSK__perform_rxb,perform_cap,perform_rxb,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1069.06651842275,773.970762,295.09575642275,MVA
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__current,s4,current,LOW_VOLTAGE,128,128,WHITPAIN,,NaN,,,0.885560091666173,0.9,0.0144399083338274,pu
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__current,s4,current,LOW_VOLTAGE,129,129,KEENEY,,NaN,,,0.899654641098151,0.9,0.000345358901848725,pu
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__current,s4,current,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,1496.64191743267,773.970762,722.671155432672,MVA
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__current,s4,current,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,260.488752800979,176.592906,83.895846800979,MVA
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__current,s4,current,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1695.15988132609,773.970762,921.189119326086,MVA
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__current,s4,current,GEN_P_LIMIT,43,130,PEACH BOTTOM,,NaN,,,2750.75987768735,2487.70936,263.050517687354,MW
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,LOW_VOLTAGE,128,128,WHITPAIN,,NaN,,,0.888773484110674,0.9,0.0112265158893264,pu
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,LOW_VOLTAGE,129,129,KEENEY,,NaN,,,0.899943719843885,0.9,5.62801561145854e-05,pu
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,1521.85374666599,773.970762,747.882984665991,MVA
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,261.958191163322,176.592906,85.3652851633223,MVA
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1671.6341261561,773.970762,897.663364156104,MVA
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,GEN_P_LIMIT,43,130,PEACH BOTTOM,,NaN,,,2744.57073700946,2487.70936,256.861377009456,MW
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,LOW_VOLTAGE,128,128,WHITPAIN,,NaN,,,0.889132082963447,0.9,0.0108679170365533,pu
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,LOW_VOLTAGE,129,129,KEENEY,,NaN,,,0.899970276794755,0.9,2.97232052446361e-05,pu
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,1522.34859018717,773.970762,748.377828187167,MVA
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,261.961614592127,176.592906,85.3687085921267,MVA
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1670.30636047386,773.970762,896.335598473858,MVA
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,GEN_P_LIMIT,43,130,PEACH BOTTOM,,NaN,,,2743.5730308809,2487.70936,255.863670880899,MW
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,LOW_VOLTAGE,124,124,BRANCHBURG,,NaN,,,0.898046685486562,0.9,0.00195331451343761,pu
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,LOW_VOLTAGE,126,126,HUDSON,,NaN,,,0.899810746013993,0.9,0.000189253986006666,pu
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,LOW_VOLTAGE,127,127,ALBURTIS,,NaN,,,0.897793063275813,0.9,0.00220693672418659,pu
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,LOW_VOLTAGE,128,128,WHITPAIN,,NaN,,,0.882932756411437,0.9,0.0170672435885635,pu
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,LOW_VOLTAGE,129,129,KEENEY,,NaN,,,0.899426622865273,0.9,0.000573377134727271,pu
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,1484.49218692186,773.970762,710.521424921859,MVA
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,260.834427607714,176.592906,84.2415216077144,MVA
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1712.43441608688,773.970762,938.463654086881,MVA
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,GEN_P_LIMIT,43,130,PEACH BOTTOM,,NaN,,,2767.23806661229,2487.70936,279.528706612292,MW
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,LOW_VOLTAGE,128,128,WHITPAIN,,NaN,,,0.886601151230758,0.9,0.0133988487692424,pu
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,LOW_VOLTAGE,129,129,KEENEY,,NaN,,,0.899755835389836,0.9,0.00024416461016441,pu
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,BRANCH_OVERLOAD,80,66,WATERCURE,C,134,HOMER CITY,,1511.89242842538,773.970762,737.921666425377,MVA
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,BRANCH_OVERLOAD,116,90,VIDA,,114,MARYSVILLE,,262.420024551841,176.592906,85.827118551841,MVA
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,BRANCH_OVERLOAD,190,128,WHITPAIN,,130,PEACH BOTTOM,,1685.84150911546,773.970762,911.870747115458,MVA
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,GEN_P_LIMIT,43,130,PEACH BOTTOM,,NaN,,,2759.60417568011,2487.70936,271.894815680105,MW
