candidate_id,mode,gilboa_leeds_scale,pleasant_wood_scale,wood_millwood_scale,lower_hudson_b_fraction,train_interface_objective,holdout_interface_objective,all_interface_objective,regularization_term,selection_objective,train_pf_success_count,holdout_pf_success_count,all_pf_success_count,max_abs_interface_residual_mw,min_voltage_pu,max_voltage_pu,max_voltage_violation_count,max_branch_overload_count,max_branch_overload_mva,max_generator_p_violation_count,max_generator_q_violation_count,max_external_schedule_error_mw
PERF_GL1p4_PV0p7_WM1_B1,perform_scaled,1.4,0.7,1,1,0.126175873519445,0.100856391025628,0.227032264545073,0.0012021529082529,0.127378026427697,4,2,6,418.882883218073,0.905520801516662,1.11351312117732,3,1,166.66487730888,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p7_WM0p8_B1,perform_scaled,1.4,0.7,0.8,1,0.125930816478662,0.0996704016294044,0.225601218108066,0.00145111813071848,0.12738193460938,4,2,6,414.226852153812,0.908428576870816,1.11349403112188,3,1,166.640647255378,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p85_WM1_B0p75,perform_scaled,1.4,0.85,1,0.75,0.126686826341512,0.10304489856822,0.229731724909732,0.000823129842309921,0.127509956183822,4,2,6,427.179236749715,0.899651083401063,1.11340733289181,3,1,166.713924174121,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p85_WM0p8_B0p75,perform_scaled,1.4,0.85,0.8,0.75,0.126454018319079,0.101881158664865,0.228335176983943,0.00107209506477551,0.127526113383854,4,2,6,422.710501772639,0.902461052680322,1.1133953053963,3,1,166.690421517078,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p7_WM0p8_B0p75,perform_scaled,1.4,0.7,0.8,0.75,0.126027032215521,0.0998717874265766,0.225898819642098,0.00157611813071848,0.12760315034624,4,2,6,414.904894421619,0.907492842768542,1.1133938253913,3,1,166.648439793006,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p7_WM1_B0p75,perform_scaled,1.4,0.7,1,0.75,0.126277703444902,0.101075564192431,0.227353267637334,0.0013271529082529,0.127604856353155,4,2,6,419.615391466204,0.904525660969558,1.11340781232816,3,1,166.673179798124,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p55_WM0p8_B1,perform_scaled,1.6,0.55,0.8,1,0.124574711547025,0.0978898893014605,0.222464600848486,0.00314052767734878,0.127715239224374,4,2,6,409.084042269147,0.911794216234396,1.1137725237107,3,1,166.085655607375,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p55_WM1_B1,perform_scaled,1.6,0.55,1,1,0.124841041712391,0.0991484926008609,0.223989534313252,0.00289156245488319,0.127732604167274,4,2,6,414.084635647269,0.908628440006043,1.11379253186683,3,1,166.111112427102,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p85_WM0p6_B1,perform_scaled,1.6,0.85,0.6,1,0.125223090334928,0.100848032288783,0.226071122623711,0.0025412931592259,0.127764383494154,4,2,6,420.666287279987,0.90414988018684,1.11375868610672,3,1,166.147208944158,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p85_WM1_B1,perform_scaled,1.25,0.85,1,1,0.127386923122142,0.102511352243436,0.229898275365578,0.000381027234691101,0.127767950356833,4,2,6,423.54720635603,0.902626613365553,1.11327444007218,3,1,167.146312332614,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p85_WM0p8_B1,perform_scaled,1.25,0.85,0.8,1,0.127160969767077,0.101391668217126,0.228552637984203,0.000629992457156687,0.127790962224233,4,2,6,419.202172786734,0.905309978439855,1.11325625787627,3,1,167.123253320122,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p7_WM0p6_B1,perform_scaled,1.6,0.7,0.6,1,0.124776858664843,0.0987608390433101,0.223537697708153,0.00304531622516887,0.127822174890012,4,2,6,412.512179307084,0.909454973406028,1.11375580779108,3,1,166.104461394178,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p7_WM1_B1,perform_scaled,1.25,0.7,1,1,0.126982596169853,0.100602331334549,0.227584927504402,0.000885050300634077,0.127867646470487,4,2,6,416.147325306826,0.907353631989697,1.11327190780924,3,1,167.105718204806,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p7_WM0p8_B1,perform_scaled,1.25,0.7,0.8,1,0.126739251594245,0.0994419904915641,0.226181242085809,0.00113401552309966,0.127873267117344,4,2,6,411.560046258575,0.910191074367252,1.11325125860675,3,1,167.081409958952,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p55_WM0p8_B0p75,perform_scaled,1.6,0.55,0.8,0.75,0.124668034267841,0.0980796018375726,0.222747636105414,0.00326552767734878,0.12793356194519,4,2,6,409.728592085581,0.910885664252576,1.11367518550568,3,1,166.092956568897,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p55_WM1_B0p75,perform_scaled,1.6,0.55,1,0.75,0.124940336015514,0.0993564356600673,0.224296771675582,0.00301656245488319,0.127956898470397,4,2,6,414.785501241945,0.907657372309738,1.11368978221701,3,1,166.118930751352,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p85_WM0p6_B0p75,perform_scaled,1.6,0.85,0.6,0.75,0.125316142926124,0.101052758998074,0.226368901924199,0.0026662931592259,0.12798243608535,4,2,6,421.351291725015,0.903232255231354,1.11366356889971,3,1,166.15461706111,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p85_WM1_B0p75,perform_scaled,1.25,0.85,1,0.75,0.127491072581255,0.102741508067428,0.230232580648683,0.000506027234691101,0.127997099815946,4,2,6,424.310053923233,0.901608832285977,1.11316686518784,3,1,167.155068929414,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p85_WM0p8_B0p75,perform_scaled,1.25,0.85,0.8,0.75,0.127259820869467,0.101604441970353,0.22886426283982,0.000754992457156687,0.128014813326624,4,2,6,419.912232860104,0.904348851900148,1.1131535084919,3,1,167.131508000687,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p7_WM0p6_B0p75,perform_scaled,1.6,0.7,0.6,0.75,0.124867000981327,0.0989488930343737,0.2238158940157,0.00317031622516887,0.128037317206496,4,2,6,413.148813832866,0.908573915495516,1.11366239579142,3,1,166.111551296947,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p55_WM0p8_B1,perform_scaled,1.4,0.55,0.8,1,0.125474275079509,0.0976098279864043,0.223084103065913,0.00260207844991237,0.128076353529421,4,2,6,409.012646927164,0.913715065252008,1.11348839331871,3,1,166.596707267342,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p55_WM1_B1,perform_scaled,1.4,0.55,1,1,0.125738412422589,0.0988376775662659,0.224576089988854,0.00235311322744679,0.128091525650035,4,2,6,410.963878751249,0.910634923808199,1.11351040322682,3,1,166.622291276958,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p7_WM1_B0p75,perform_scaled,1.25,0.7,1,0.75,0.127084533881281,0.100816828606555,0.227901362487836,0.00101005030063408,0.128094584181915,4,2,6,416.865502127609,0.906366291649136,1.113165350964,3,1,167.114186997376,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p7_WM0p8_B0p75,perform_scaled,1.25,0.7,0.8,0.75,0.126835578885231,0.0996392232572147,0.226474802142446,0.00125901552309966,0.128094594408331,4,2,6,412.225165393182,0.909262270914744,1.11314986237987,3,1,167.089362166956,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p85_WM0p6_B1,perform_scaled,1.4,0.85,0.6,1,0.126117893133285,0.100494093133753,0.226611986267038,0.00200284393178949,0.128120737065074,4,2,6,417.429620315331,0.906270171059356,1.11347812577951,3,1,166.658628716384,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p7_WM0p6_B1,perform_scaled,1.4,0.7,0.6,1,0.125675029577963,0.0984596138339957,0.224134643411959,0.00250686699773246,0.128181896575696,4,2,6,409.41643010465,0.911433554772932,1.11347257293905,3,1,166.615653119953,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p55_WM0p8_B0p75,perform_scaled,1.4,0.55,0.8,0.75,0.125567692676742,0.0977951169701641,0.223362809646906,0.00272707844991237,0.128294771126654,4,2,6,409.025891005389,0.912813664786066,1.11338969905939,3,1,166.604189416177,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p55_WM1_B0p75,perform_scaled,1.4,0.55,1,0.75,0.125837795101323,0.0990405976833983,0.224878392784721,0.00247811322744679,0.12831590832877,4,2,6,411.64930719502,0.9096719870801,1.11340622607397,3,1,166.630299471575,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p85_WM0p6_B0p75,perform_scaled,1.4,0.85,0.6,0.75,0.126211006507328,0.100693637703316,0.226904644210644,0.00212784393178949,0.128338850439118,4,2,6,418.09904125096,0.905360941541395,1.11338169350412,3,1,166.666210675805,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p7_WM0p6_B0p75,perform_scaled,1.4,0.7,0.6,0.75,0.125765251694578,0.0986431757039307,0.224408427398509,0.00263186699773246,0.12839711869231,4,2,6,410.039199888498,0.910559764075764,1.11337786302343,3,1,166.622916166529,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p55_WM0p6_B1,perform_scaled,1.6,0.55,0.6,1,0.124296655935926,0.0966060802868639,0.22090273622279,0.00419627654436276,0.128492932480289,4,2,6,407.996590055444,0.915069175617382,1.11374974156808,3,1,166.059371299876,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p85_WM1_B1,perform_scaled,1.1,0.85,1,1,0.128341628261647,0.102240731053517,0.230582359315164,0.000177482164097177,0.128519110425744,4,2,6,420.393123330175,0.904818587574256,1.11300226203873,3,1,167.647570980237,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p85_WM0p8_B1,perform_scaled,1.1,0.85,0.8,1,0.128117448486343,0.101149142982607,0.229266591468951,0.000426447386562764,0.128543895872906,4,2,6,416.123506514674,0.907425831003959,1.11298246565737,3,1,167.624455442395,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p55_WM0p8_B1,perform_scaled,1.25,0.55,0.8,1,0.126285728647584,0.0974241300574498,0.223709858705033,0.00228497584229355,0.128570704489877,4,2,6,409.848201397433,0.915357699174426,1.1132431279882,3,1,167.037258976847,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p55_WM1_B1,perform_scaled,1.25,0.55,1,1,0.126547965459916,0.0986267921139287,0.225174757573845,0.00203601061982797,0.128583976079744,4,2,6,409.893716027761,0.912349553418291,1.11326691141237,3,1,167.062947499789,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p85_WM0p6_B1,perform_scaled,1.25,0.85,0.6,1,0.126925249134171,0.10024796913737,0.227173218271541,0.00168574132417067,0.128610990458342,4,2,6,414.71478232427,0.908080260950656,1.11323603647823,3,1,167.099489036617,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p7_WM1_B1,perform_scaled,1.1,0.7,1,1,0.12794022028142,0.100379093772528,0.228319314053948,0.000681505230040153,0.12862172551146,4,2,6,413.121249750362,0.909417505782096,1.11299738805717,3,1,167.606823976502,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p7_WM0p8_B1,perform_scaled,1.1,0.7,0.8,1,0.127698833857933,0.099246422593926,0.226945256451859,0.00093047045250574,0.128629304310438,4,2,6,410.87641365901,0.912177130282402,1.11297491845808,3,1,167.582431730149,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p7_WM0p6_B1,perform_scaled,1.25,0.7,0.6,1,0.126485290360814,0.0982565869211121,0.224741877281926,0.00218976439011364,0.128675054750927,4,2,6,409.881979039322,0.913124739402212,1.11322810798897,3,1,167.056323074217,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p55_WM0p6_B0p75,perform_scaled,1.6,0.55,0.6,0.75,0.124383581540013,0.0967775543755367,0.22116113591555,0.00432127654436276,0.128704858084376,4,2,6,408.008546261078,0.914226004984348,1.11365826024597,3,1,166.066133587203,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p85_WM1_B0p75,perform_scaled,1.1,0.85,1,0.75,0.12844593985559,0.10246520417384,0.23091114402943,0.000302482164097177,0.128748422019687,4,2,6,421.138577276027,0.903810541785434,1.11289324956918,3,1,167.656518834725,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p85_WM0p8_B0p75,perform_scaled,1.1,0.85,0.8,0.75,0.128216464028207,0.10135683092841,0.229573294956617,0.000551447386562764,0.12876791141477,4,2,6,416.81777818248,0.906473431402624,1.11287834001684,3,1,167.632894734291,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p55_WM0p8_B0p75,perform_scaled,1.25,0.55,0.8,0.75,0.126379275362216,0.0976058166678131,0.22398509203003,0.00240997584229355,0.12878925120451,4,2,6,409.861740221095,0.914462311726952,1.11314325485876,3,1,167.04490025138,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p55_WM1_B0p75,perform_scaled,1.25,0.55,1,0.75,0.126647474257235,0.0988256250106893,0.225473099267925,0.00216101061982797,0.128808484877063,4,2,6,409.9082001895,0.911393438845639,1.11316149336101,3,1,167.071122496766,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p85_WM0p6_B0p75,perform_scaled,1.25,0.85,0.6,0.75,0.127018461145229,0.100443301619418,0.227461762764648,0.00181074132417067,0.1288292024694,4,2,6,415.371240829766,0.907178055120845,1.11313846117145,3,1,167.107223804142,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p7_WM1_B0p75,perform_scaled,1.1,0.7,1,0.75,0.128042338869641,0.100588578705152,0.228630917574793,0.000806505230040153,0.128848844099681,4,2,6,413.823694491095,0.908438778746943,1.11288940070213,3,1,167.615485384078,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p7_WM0p8_B0p75,perform_scaled,1.1,0.7,0.8,0.75,0.127795343510695,0.0994391997678453,0.22723454327854,0.00105547045250574,0.1288508139632,4,2,6,410.890845617687,0.911255995505005,1.11287215754773,3,1,167.590568790261,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p55_WM0p6_B1,perform_scaled,1.4,0.55,0.6,1,0.12519856541686,0.0963564025567779,0.221554967973637,0.00365782731692635,0.128856392733786,4,2,6,408.965863146376,0.916903093969058,1.11346342524356,3,1,166.570277585867,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p7_WM0p6_B0p75,perform_scaled,1.25,0.7,0.6,0.75,0.126575626691589,0.0984364921304118,0.225012118822001,0.00231476439011364,0.128890391081703,4,2,6,409.895116980195,0.912257050348895,1.11313226981578,3,1,167.06373820806,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p55_WM0p6_B0p75,perform_scaled,1.4,0.55,0.6,0.75,0.125285590964478,0.0965240196544067,0.221809610618885,0.00378282731692635,0.129068418281404,4,2,6,408.978136619133,0.916066145960151,1.11337066564676,3,1,166.577211197421,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p55_WM0p8_B1,perform_scaled,1.1,0.55,0.8,1,0.127248748366356,0.0972747210905541,0.22452346945691,0.00208143077169963,0.129330179138055,4,2,6,410.797696709131,0.917210812168354,1.11296386937324,3,1,167.538050021224,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p55_WM1_B1,perform_scaled,1.1,0.55,1,1,0.12750881042056,0.09845014426056,0.22595895468112,0.00183246554923404,0.129341275969794,4,2,6,410.843458278635,0.914282567299,1.11298972386333,3,1,167.563850893959,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p55_WM0p6_B1,perform_scaled,1.25,0.55,0.6,1,0.1260120536036,0.0961956263063841,0.222207679909984,0.00334072470930753,0.129352778312907,4,2,6,409.801161190661,0.918472504972915,1.11321622317188,3,1,167.010709985636,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p85_WM0p6_B1,perform_scaled,1.1,0.85,0.6,1,0.12788361284467,0.100033297497255,0.227916910341925,0.00148219625357674,0.129365809098247,4,2,6,411.711236335969,0.910118987953987,1.11296050122197,3,1,167.600619474415,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p7_WM0p6_B1,perform_scaled,1.1,0.7,0.6,1,0.127446961466452,0.0980884441018441,0.225535405568296,0.00198621931951972,0.129433180785971,4,2,6,410.83174230449,0.915031748651852,1.11294979177397,3,1,167.557245264218,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p55_WM0p8_B0p75,perform_scaled,1.1,0.55,0.8,0.75,0.127342496607498,0.0974525388731902,0.224795035480689,0.00220643077169963,0.129548927379198,4,2,6,410.811576276192,0.91632210036064,1.11286264471443,3,1,167.545875433429,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p55_WM0p6_B0p75,perform_scaled,1.25,0.55,0.6,0.75,0.126099209815846,0.0963601002835352,0.222459310099382,0.00346572470930753,0.129564934525154,4,2,6,409.813712988876,0.91764079984598,1.11312235223899,3,1,167.01779403072,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p55_WM1_B0p75,perform_scaled,1.1,0.55,1,0.75,0.127608520336748,0.0986445904244928,0.226253110761241,0.00195746554923404,0.129565985885983,4,2,6,410.858300109123,0.913334011607057,1.11288288326641,3,1,167.572218960589,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p85_WM0p6_B0p75,perform_scaled,1.1,0.85,0.6,0.75,0.127976990443725,0.100224113180705,0.228201103624429,0.00160719625357675,0.129584186697301,4,2,6,412.353457689522,0.909224543083203,1.11286161571112,3,1,167.608531196499,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p4_WM0p8_B1,perform_scaled,1.6,0.4,0.8,1,0.12407959046019,0.0957089465605949,0.219788537020785,0.00555142580657877,0.129631016266768,4,2,6,407.961489670322,0.917546878964053,1.11376621966474,3,3,166.039519315614,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p7_WM0p6_B0p75,perform_scaled,1.1,0.7,0.6,0.75,0.127537480167392,0.0982644233826661,0.225801903550058,0.00211121931951972,0.129648699486912,4,2,6,410.845206228319,0.914170824550517,1.11285266017738,3,1,167.564836414502,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p4_WM1_B1,perform_scaled,1.6,0.4,1,1,0.124366739894778,0.0970099250788548,0.221376664973632,0.00530246058411319,0.129669200478891,4,2,6,408.009093814931,0.914187400461456,1.11378971650389,3,1,166.066443278699,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p4_WM0p8_B0p75,perform_scaled,1.6,0.4,0.8,0.75,0.124169792574719,0.095881955944493,0.220051748519212,0.00567642580657877,0.129846218381298,4,2,6,407.97383561927,0.916674988001209,1.11367058007084,3,3,166.046501841691,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p4_WM1_B0p75,perform_scaled,1.6,0.4,1,0.75,0.124463311301208,0.0972009609291361,0.221664272230345,0.00542746058411319,0.129890771885322,4,2,6,408.022385419756,0.913250559273121,1.11368823183167,3,1,166.073960931928,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p4_WM0p8_B1,perform_scaled,1.4,0.4,0.8,1,0.124983047480406,0.0954799130073829,0.220462960487789,0.00501297657914237,0.129996024059548,4,2,6,408.930428379487,0.91932177602615,1.11347884312513,3,3,166.55025983084,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p4_WM1_B1,perform_scaled,1.4,0.4,1,1,0.125267749004936,0.0967507792343388,0.222018528239275,0.00476401135667678,0.130031760361613,4,2,6,408.978371368892,0.916050142047232,1.11350463957356,3,1,166.577343814313,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p55_WM0p6_B1,perform_scaled,1.1,0.55,0.6,1,0.126977403113027,0.0960732064971152,0.223050609610142,0.00313717963871361,0.13011458275174,4,2,6,410.750380222381,0.92024421048072,1.11293470281669,3,1,167.511372856752,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p4_WM0p8_B0p75,perform_scaled,1.4,0.4,0.8,0.75,0.125073367211927,0.0956491279203223,0.220722495132249,0.00513797657914237,0.130211343791069,4,2,6,408.943106620182,0.918455996828224,1.11338186300135,3,3,166.55742195445,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p4_WM1_B0p75,perform_scaled,1.4,0.4,1,0.75,0.125364432485856,0.0969374681860534,0.222301900671909,0.00488901135667678,0.130253443842533,4,2,6,408.992014129458,0.915120317428462,1.11340173684846,3,1,166.585051034848,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p55_WM0p6_B0p75,perform_scaled,1.1,0.55,0.6,0.75,0.127064759359288,0.0962343031246868,0.223299062483975,0.00326217963871361,0.130326938998002,4,2,6,410.76325375955,0.919418337451544,1.11283955768486,3,1,167.51863095363,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p4_WM0p6_B1,perform_scaled,1.6,0.4,0.6,1,0.123779960945773,0.0943824744869154,0.218162435432688,0.00660717467359275,0.130387135619366,4,2,6,407.912261023965,0.921027801514139,1.11373918394673,3,3,166.011677638423,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p4_WM0p8_B1,perform_scaled,1.25,0.4,0.8,1,0.125797862972895,0.0953360803189222,0.221133943291818,0.00469587397152355,0.130493736944419,4,2,6,409.765445289719,0.920841396437748,1.11323069404658,3,3,166.990552691938,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p4_WM1_B1,perform_scaled,1.25,0.4,1,1,0.126080441068185,0.096582223421555,0.222662664489739,0.00444690874905796,0.130527349817242,4,2,6,409.813666984427,0.917643847418688,1.1132585282934,3,1,167.017768066431,1,3,1.13686837721616e-13
PERF_GL1p6_PV0p4_WM0p6_B0p75,perform_scaled,1.6,0.4,0.6,0.75,0.123863310662614,0.0945374444439227,0.218400755106537,0.00673217467359275,0.130595485336207,4,2,6,407.923617321902,0.920224195273742,1.11364990716141,3,3,166.018100192966,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p4_WM0p8_B0p75,perform_scaled,1.25,0.4,0.8,0.75,0.125888330632287,0.0955022023680338,0.221390533000321,0.00482087397152355,0.130709204603811,4,2,6,409.778415042451,0.919980773838042,1.11313254837547,3,3,166.997872506521,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p4_WM1_B0p75,perform_scaled,1.25,0.4,1,0.75,0.126177270547571,0.0967653712439955,0.222942641791566,0.00457190874905796,0.130749179296629,4,2,6,409.827617819228,0.916719930620983,1.11315439271323,3,1,167.025641754157,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p4_WM0p6_B1,perform_scaled,1.4,0.4,0.6,1,0.124686049343216,0.0941831816625658,0.218869231005782,0.00606872544615635,0.130754774789372,4,2,6,408.880827249081,0.922713193565229,1.11344927870505,3,3,166.522239945953,1,3,1.13686837721616e-13
PERF_GL1p4_PV0p4_WM0p6_B0p75,perform_scaled,1.4,0.4,0.6,0.75,0.124769520267997,0.0943348780127913,0.219104398280788,0.00619372544615635,0.130963245714153,4,2,6,408.892494685701,0.921914842781852,1.113358746351,3,3,166.52883085551,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p4_WM0p6_B1,perform_scaled,1.25,0.4,0.6,1,0.125503149183065,0.0940638014303035,0.219566950613368,0.00575162283853753,0.131254772021602,4,2,6,409.715538069285,0.924157190959567,1.11319888875567,3,3,166.9623866597,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p4_WM0p8_B1,perform_scaled,1.1,0.4,0.8,1,0.126764715437061,0.0952320181739273,0.221996733610988,0.00449232890092962,0.131257044337991,4,2,6,410.714353577147,0.922557665155938,1.11294805923811,3,3,167.491061194759,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p4_WM1_B1,perform_scaled,1.1,0.4,1,1,0.127044861522443,0.096451362887805,0.223496224410248,0.00424336367846404,0.131288225200907,4,2,6,410.762875789744,0.919442579226776,1.11297827362884,3,1,167.518417853943,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p4_WM0p6_B0p75,perform_scaled,1.25,0.4,0.6,0.75,0.125586768072125,0.0942128283212585,0.219799596393384,0.00587662283853753,0.131463390910663,4,2,6,409.727478470492,0.923363283312185,1.11310726463228,3,3,166.96912538191,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p4_WM0p8_B0p75,perform_scaled,1.1,0.4,0.8,0.75,0.126855405112716,0.0953948165476568,0.222250221660373,0.00461732890092962,0.131472734013646,4,2,6,410.72766032508,0.921702786215713,1.1128485771138,3,3,167.498563454136,1,3,1.13686837721616e-13
PERF_GL1p1_PV0p4_WM1_B0p75,perform_scaled,1.1,0.4,1,0.75,0.12714191403439,0.0966307068536966,0.223772620888086,0.00436836367846404,0.131510277712854,4,2,6,410.777182772105,0.918525229995632,1.11287272452821,3,1,167.526484159606,1,3,1.13686837721616e-13
