case_id,case_group,scenario_id,zone_j_cost_c1,s4_e_cost_c1,s4_f_cost_c1,s4_g_cost_c1,s4_k_cost_c1,abc_cap_factor,x_spine_multiplier,status,note,scaled_branch_count,added_device_count,boundary_target_p_mw,boundary_target_q_mvar,opf_success,opf_raw_info,objective,classic_interface_objective,balanced_interface_objective,max_abs_interface_residual_mw,mean_abs_interface_residual_mw,bus_count,branch_count,gen_count,total_pd_mw,total_qd_mvar,total_pg_mw,total_qg_mvar,zone_j_equiv_pg_mw,zone_j_equiv_pmax_mw,zone_j_fraction_pmax_used,s4_equiv_pg_mw,s4_equiv_pmax_mw,s4_fraction_pmax_used,s4_e_equiv_pg_mw,s4_f_equiv_pg_mw,s4_g_equiv_pg_mw,s4_k_equiv_pg_mw,min_voltage,max_voltage,voltage_bound_count_high,voltage_bound_count_low,branch_overload_count,max_branch_overload_mva,central_east_residual_mw,total_east_residual_mw,upny_coned_residual_mw,dunwoodie_south_residual_mw,moses_south_residual_mw,total_east_proxy_flow_mw,upny_coned_flow_mw,dunwoodie_south_flow_mw
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1p1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,180,180,180,180,1.1,1,ok,,12,14,420.059642000211,105.276869922714,1,1,688728.437590781,2.1446633429761,1.44897767758572,1521.93302668409,674.859814212632,49,81,43,10902.2197987,1848.12780101926,11603.7211372826,6697.38195077072,2378.35614633955,3000,0.792785382113182,281.559698570554,6200,0.0454128546081539,0,0,42.1922617281548,239.3674368424,0.907419549306105,1.1,22,0,0,0,1521.93302668409,1228.69480135305,-32.5588039684635,-387.175440487614,203.936998569938,3143.91465690113,1968.71465599939,663.275721745386
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1p1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,180,180,180,180,1.1,1,ok,,12,14,-389.215064635112,-97.546490151821,1,1,671189.53015728,317.784182621224,35.7369883690019,2493.11434114331,1062.6381093623,49,81,43,10902.2197987,1869.01737679448,11114.2934328522,2284.9995192548,2322.96764208124,3000,0.774322547360412,217.941350706041,6200,0.0351518307590389,0,0,49.169776285744,168.771574420297,1.06214409939033,1.1,14,0,0,0,1595.66257782145,2493.11434114331,383.220608999666,-246.514472164929,594.678546682138,2167.54781171148,1633.79941937258,527.872232106738
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1p1_X0p75,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,180,180,180,180,1.1,0.75,ok,,12,14,92.7889737289091,23.2551088959784,1,1,680093.837171371,6.721483543511,2.4554117951472,1904.278549888,885.424609108023,49,81,43,10902.2197987,1845.27221376401,11554.5931578232,5695.89696539551,2349.00583877999,3000,0.783001946259996,240.847562476017,6200,0.0388463810445188,0,0,59.6385587300022,181.209003746014,0.90741643664083,1.1,16,0,0,0,1567.91247741405,1904.278549888,79.0500661917645,-386.090032763855,489.791919282449,2969.14604407779,1966.07582388707,627.644269208865
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1p1_X0p75,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,180,180,180,180,1.1,0.75,ok,,12,14,1461.85190208034,366.374621967386,1,1,476258.797339234,38.5264800729692,1.44682537975964,1257.39415710707,642.394012678819,49,81,43,10902.2197987,1832.47457485567,11400.7509082472,4699.14880846254,1475.91812855163,3000,0.49197270951721,0,6200,0,0,0,0,0,0.958535958420098,1.1,13,0,0,6.32422825219692e-08,1257.39415710707,1012.5335476195,78.6991378610746,-258.173899537867,605.16932126858,2898.23128388027,2264.72838489953,1029.63256409407
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1p1_X0p75,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,180,180,180,180,1.1,0.75,ok,,12,14,82.3046423956917,20.6274877783239,1,1,608237.881130467,0.576318911691224,0.266043434539302,1863.77753828192,814.862333636086,49,81,43,10902.2197987,1949.00701812996,11238.0468560086,3877.17025045048,2179.03682928179,3000,0.726345609760597,14.1058796311025,6200,0.00227514187598428,0,0,0,14.1058796311025,1.05347958769648,1.1,16,0,0,0,397.228953003784,-288.041605005388,-1513.09620669955,-1863.77753828192,-12.1673651897881,2873.37334942544,2432.51935184611,1309.98804092996
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1p1_X0p75,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,180,180,180,180,1.1,0.75,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,710040.043882037,7.29976760463282,2.5799780575296,1966.8056346551,898.739242539248,49,81,43,10902.2197987,1854.49425179317,11564.9059906181,5869.9127819495,2432.31153101324,3000,0.810770510337746,321.358667367281,6200,0.0518320431237551,0,0,86.1585657882572,235.200101579024,0.910262274304874,1.1,15,0,0,0,1647.2530677322,1966.8056346551,57.3315058236558,-403.644791710022,418.66121277527,3028.29706724777,1990.1578214949,658.527704510758
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1p1_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,180,180,180,180,1.1,0.75,ok,,12,14,420.059642000211,105.276869922714,1,1,683956.266950285,2.17331736569754,1.47109930279797,1533.49230758025,673.570617195288,49,81,43,10902.2197987,1848.12780101926,11605.0118943626,6687.72775815227,2382.27973038677,3000,0.794093243462257,251.863885500959,6200,0.0406232073388643,0,0,48.9104684961407,202.953417004818,0.903622322423153,1.1,22,0,0,0,1533.49230758025,1243.23824996448,-6.87892984761515,-355.615866969855,228.627731614239,3158.45810551256,1994.39453012023,694.835295263145
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1p1_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,180,180,180,180,1.1,0.75,ok,,12,14,-389.215064635112,-97.546490151821,1,1,670131.814459693,317.766614252296,35.7355319409592,2493.11794782137,1060.85994112037,49,81,43,10902.2197987,1869.01737679448,11108.7435901637,2243.56353104821,2334.80480030685,3000,0.778268266768948,200.554349791982,6200,0.0323474757729003,0,0,54.8171585026298,145.737191289352,1.06214510369031,1.1,14,0,0,0,1595.63585240096,2493.11794782137,390.386736822659,-230.480635891181,594.678532665702,2167.55141838953,1640.96554719557,543.906068380486
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,220,220,220,220,0.8,1,ok,,12,14,92.7889737289091,23.2551088959784,1,1,929305.22140539,2.87788666867447,1.16259057584399,1146.96528657359,766.606487143667,49,81,43,10902.2197987,1845.27221376401,11323.4387410497,3079.26633684175,3000,3000,1,810.629894147928,6200,0.130746757120634,0,4.52845535317977,287.079000103049,519.022438691699,0.9,1.1,14,1,0,0,596.859872048015,575.01153371215,-946.152543910754,-1146.96528657359,568.043199473826,1639.87902790194,940.873213784556,-133.230984600868
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,220,220,220,220,0.8,1,ok,,12,14,1461.85190208034,366.374621967386,1,1,616140.741310617,37.745205922724,1.11493627566711,1063.57046493764,626.046699205451,49,81,43,10902.2197987,1832.47457485567,11188.4178157112,2874.49207073085,2298.76640893081,3000,0.766255469643605,0,6200,0,0,0,0,0,0.980683734312306,1.1,12,0,0,4.55499957752181e-08,579.125818958776,112.652736631322,-769.891074430461,-1063.57046493764,604.99340106905,1998.35047289209,1416.138172608,224.235998694296
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,220,220,220,220,0.8,1,ok,,12,14,82.3046423956917,20.6274877783239,1,1,856570.563172013,1.68437558656036,0.712451709801901,2770.47628073011,1560.00083409141,49,81,43,10902.2197987,1949.00701812996,11000.0283201257,1337.1481335591,3000,3000,1,489.924173029995,6200,0.0790200279080637,0,0,155.944866791707,333.979306238288,1.05481815204825,1.1,11,0,0,0,-628.220994400018,-1692.55161125092,-2696.33242749172,-2770.47628073011,-12.4228565842545,1468.86334317991,1249.28313105394,403.289298481765
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,220,220,220,220,0.8,1,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,963520.744667927,2.66367524174851,1.123182986045,1089.61821914167,767.052132755209,49,81,43,10902.2197987,1854.49425179317,11330.1897371928,3170.2501226273,3000,3000,1,960.722727119604,6200,0.154955278567678,0,12.3812600215132,358.674328658463,589.667138439628,0.9,1.1,14,1,0,0,682.251777972261,655.080167304631,-901.925014310605,-1089.61821914167,506.385485046873,1716.5715998973,1030.90130136063,-27.4457229208943
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,220,220,220,220,0.8,1,ok,,12,14,420.059642000211,105.276869922714,1,1,874288.74137989,1.93105451804017,0.899197283662576,1049.3716845402,667.406438514803,49,81,43,10902.2197987,1848.12780101926,11399.5709886136,3902.61567350247,3000,3000,1,567.458365717025,6200,0.0915255428575846,0,0,151.683321438402,415.775044278623,0.9,1.1,16,1,0,0,756.514037420674,183.159339214177,-876.610521716233,-1049.3716845402,471.376609682733,2098.37919476226,1124.66293825162,1.0794776928052
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,220,220,220,220,0.8,1,ok,,12,14,-389.215064635112,-97.546490151821,1,1,957769.099479606,48.1205482413646,7.2677985512787,1135.36946090415,776.79861300199,49,81,43,10902.2197987,1869.01737679448,10980.1577511404,893.348807691573,3000,3000,1,941.573311075521,6200,0.151866663076697,7.93086895266398,102.267165304591,368.563219481472,462.812057336794,1.07087549222535,1.1,9,0,0,0,545.347351586403,1135.36946090415,-615.212676221517,-993.624203214335,594.439373083546,809.802931472311,635.366134151393,-219.237498942668
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X0p75,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,220,220,220,220,0.8,0.75,ok,,12,14,92.7889737289091,23.2551088959784,1,1,928460.652785875,2.80966759402402,1.13233478555557,1117.42249655636,757.595544817633,49,81,43,10902.2197987,1845.27221376401,11320.7106497918,3061.26092403519,3000,3000,1,807.834859384717,6200,0.130295945062051,0,15.3034398250051,301.560383623552,490.971035936159,0.9,1.1,12,1,0,0,596.201690392467,585.972913656778,-920.271133428515,-1117.42249655636,568.109490054045,1650.84040784657,966.754624266795,-103.68819458364
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X0p75,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,220,220,220,220,0.8,0.75,ok,,12,14,1461.85190208034,366.374621967386,1,1,615253.135489588,37.7134202063605,1.10330606273752,1039.01353281353,620.844981427113,49,81,43,10902.2197987,1832.47457485567,11183.5033851091,2836.54972009854,2293.85197832874,3000,0.764617326109579,0,6200,0,0,0,0,0,0.981197472949144,1.1,11,0,0,6.32405772194033e-08,578.960939285408,112.699555721457,-768.55777584753,-1039.01353281353,604.993103467644,1998.39729198223,1417.47147119093,248.792930818413
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X0p75,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,220,220,220,220,0.8,0.75,ok,,12,14,82.3046423956917,20.6274877783239,1,1,856055.898447295,1.67267518149489,0.706726368625686,2756.29223465592,1554.8967940863,49,81,43,10902.2197987,1949.00701812996,10997.997083443,1319.64589452017,3000,3000,1,487.892936347267,6200,0.0786924090882689,0,0,166.588495538175,321.304440809092,1.0548181222315,1.1,10,0,0,0,-628.227101562959,-1692.55163342127,-2684.99022818806,-2756.29223465592,-12.4227726032866,1468.86332100956,1260.6253303576,417.473344555958
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X0p75,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,220,220,220,220,0.8,0.75,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,962638.786201224,2.60149905303053,1.09333193085414,1059.42708108034,756.692707330805,49,81,43,10902.2197987,1854.49425179317,11327.6949297101,3154.4823428541,3000,3000,1,958.181178817959,6200,0.154545351422252,0,21.1822768149805,379.405342316984,557.593559685995,0.9,1.1,13,1,0,0,681.704903426068,664.017269068365,-871.882223478418,-1059.42708108034,506.432059600827,1725.50870166104,1060.94409219282,2.74541514043574
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,220,220,220,220,0.8,0.75,ok,,12,14,420.059642000211,105.276869922714,1,1,873123.819089193,1.86417453451476,0.874154027279934,1018.81793195231,656.746610276909,49,81,43,10902.2197987,1848.12780101926,11395.2787960326,3869.81594120463,3000,3000,1,562.97427287828,6200,0.0908023020771419,0,0,173.274190963192,389.700081915088,0.9,1.1,15,1,0,0,756.648564544177,183.343786557627,-853.362587078074,-1018.81793195231,471.560181252361,2098.56364210571,1147.91087288978,31.6332302806937
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,220,220,220,220,0.8,0.75,ok,,12,14,-389.215064635112,-97.546490151821,1,1,957358.98739415,48.9458256404661,7.42678238931263,1151.73587567442,771.510271647162,49,81,43,10902.2197987,1869.01737679448,10979.1721653039,887.256143171493,3000,3000,1,940.587725239,6200,0.151707697619194,13.8574469609184,112.713097913914,376.292328804626,437.724851559542,1.07089206796502,1.1,9,0,0,0,550.54151166867,1151.73587567442,-591.209284615599,-969.626247961652,594.438438315466,826.169346242585,659.369525757312,-195.239543689985
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,220,220,220,220,0.9,1,ok,,12,14,92.7889737289091,23.2551088959784,1,1,833329.818065751,3.86542188555348,1.50341106578701,1078.20900653667,862.147060888033,49,81,43,10902.2197987,1845.27221376401,11382.718777824,3711.7065070894,3000,3000,1,369.689942111894,6200,0.0596274100180474,0,0,85.7446310992411,283.945311012653,0.9,1.1,15,1,0,0,934.174446569526,1040.63975864728,-700.432221789457,-1078.20900653667,557.279870897229,2105.50725283707,1186.59353590585,-64.4747045639473
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,220,220,220,220,0.9,1,ok,,12,14,1461.85190208034,366.374621967386,1,1,565180.696413384,37.7308344862175,1.11925897060054,805.798946440938,620.03257524747,49,81,43,10902.2197987,1832.47457485567,11270.9565967476,3462.22522888494,2014.28883256188,3000,0.671429610853961,0,6200,0,0,0,0,0,0.956106590056695,1.1,13,0,0,6.32452383797499e-08,805.798946440938,419.946920276274,-477.158610368713,-792.205647755596,605.052751395826,2305.64465653704,1708.87063666975,495.600815876344
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,220,220,220,220,0.9,1,ok,,12,14,82.3046423956917,20.6274877783239,1,1,759776.81718751,1.27598032412046,0.56834189875399,2685.20354204013,1316.49913064037,49,81,43,10902.2197987,1949.00701812996,11061.5011524182,1975.86621816569,3000,3000,1,39.7970053225507,6200,0.00641887182621785,0,0,0,39.7970053225507,1.05477180257032,1.1,13,0,0,0,-283.415359140372,-1212.47221486635,-2389.05905985709,-2685.20354204013,-12.3454772979343,1948.94273956448,1556.55649868857,488.56203717175
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,220,220,220,220,0.9,1,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,867552.557097891,3.87934917047649,1.52311529965928,1110.55723300755,868.812335471304,49,81,43,10902.2197987,1854.49425179317,11389.4589226142,3809.88785534257,3000,3000,1,521.130739584488,6200,0.0840533450942722,0,0,133.971112090069,387.159627494418,0.9,1.1,15,1,0,0,1018.54341718711,1110.55723300755,-690.17866903897,-1030.46302448505,494.319333637842,2172.04866560022,1242.64764663227,31.709471735729
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,220,220,220,220,0.9,1,ok,,12,14,420.059642000211,105.276869922714,1,1,789811.183838058,2.1311647085238,1.12252077882858,1073.14435526182,742.489002194721,49,81,43,10902.2197987,1848.12780101926,11490.7006069389,4891.47434268037,3000,3000,1,175.044586798628,6200,0.0282329978707465,0,0,17.4289427220641,157.615644076564,0.900863883797023,1.1,18,0,0,0,1073.14435526182,617.204683024403,-602.948374012191,-974.403706387043,444.743892288146,2532.42453857248,1398.32508595566,76.0474558459573
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,220,220,220,220,0.9,1,ok,,12,14,-389.215064635112,-97.546490151821,1,1,852109.495743567,108.504457698302,13.4097503348958,1524.65675006781,886.929217238446,49,81,43,10902.2197987,1869.01737679448,11003.7024242627,1136.50593332145,3000,3000,1,453.517984197843,6200,0.073148061967394,0,0,135.228921841382,318.28906235646,1.06984529548642,1.1,11,0,0,0,897.738380149646,1524.65675006781,-466.273762048708,-951.469868329187,594.507325596875,1199.09022063598,784.305048324202,-177.08316405752
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X0p75,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,220,220,220,220,0.9,0.75,ok,,12,14,92.7889737289091,23.2551088959784,1,1,832015.969768718,3.79800057235846,1.47697603816273,1047.94995136991,853.280139101932,49,81,43,10902.2197987,1845.27221376401,11377.2516062833,3670.43214591865,3000,3000,1,364.069884611888,6200,0.0587209491309496,0,0,98.624612843862,265.445271768026,0.9,1.1,15,1,0,0,934.282656558914,1040.78004498802,-685.96190452775,-1047.94995136991,557.426138065066,2105.64753917781,1201.06385316756,-34.2156493971938
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X0p75,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,220,220,220,220,0.9,0.75,ok,,12,14,1461.85190208034,366.374621967386,1,1,564073.054089238,37.7057777029185,1.11002361709184,805.346710365909,614.470429102981,49,81,43,10902.2197987,1832.47457485567,11264.7783838847,3415.24548974908,2008.00924812909,3000,0.66933641604303,0,6200,0,0,0,0,0,0.958010809896836,1.1,13,0,0,6.32475121165044e-08,805.346710365909,420.153345925091,-475.129610926972,-766.66950375705,605.052974539884,2305.85108218586,1710.89963611149,521.13695987489
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X0p75,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,220,220,220,220,0.9,0.75,ok,,12,14,82.3046423956917,20.6274877783239,1,1,758855.806776239,1.26452522346018,0.562733025283772,2667.45116339515,1311.63040158811,49,81,43,10902.2197987,1949.00701812996,11057.3691709849,1943.05038038145,3000,3000,1,35.6650238891617,6200,0.0057524232079293,0,0,5.32888562142887,30.3361382677328,1.05477180713763,1.1,13,0,0,0,-283.432048623851,-1212.47066928866,-2382.45264201458,-2667.45116339515,-12.3454846183213,1948.94428514217,1563.16291653108,506.314415816733
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X0p75,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,220,220,220,220,0.9,0.75,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,866238.757840059,3.82225595687824,1.49894425261555,1110.72347616513,860.121095219102,49,81,43,10902.2197987,1854.49425179317,11384.1041509793,3769.36282689453,3000,3000,1,515.597104989833,6200,0.083160823385457,0,0,146.914531558117,368.682573431716,0.9,1.1,15,1,0,0,1018.67479390516,1110.72347616513,-675.504679475864,-1001.2120604155,494.49046613386,2172.2149087578,1257.32163619538,60.9604358052793
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,220,220,220,220,0.9,0.75,ok,,12,14,420.059642000211,105.276869922714,1,1,787814.75072528,2.07199252948355,1.10149895937484,1073.83093010536,733.118688719078,49,81,43,10902.2197987,1848.12780101926,11483.5409253867,4834.5423013896,3000,3000,1,166.315838042528,6200,0.0268251351681496,0,0,30.7691929253629,135.546645117165,0.900502444400997,1.1,18,0,0,0,1073.83093010536,618.273495931178,-586.033763995775,-941.244228331788,446.211025231292,2533.49335147926,1415.23969597208,109.206933901212
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,220,220,220,220,0.9,0.75,ok,,12,14,-389.215064635112,-97.546490151821,1,1,851524.126403722,108.417509830746,13.3977390900662,1524.65676391889,878.469843469971,49,81,43,10902.2197987,1869.01737679448,11001.4795652123,1118.92022858669,3000,3000,1,451.295125147449,6200,0.0727895363141046,0,0,152.608940567028,298.686184580421,1.0698451584897,1.1,10,0,0,0,897.73964318809,1524.65676391889,-448.483668264876,-926.961826376498,594.507315601498,1199.09023448706,802.095142108034,-152.575122104831
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,220,220,220,220,1,1,ok,,12,14,92.7889737289091,23.2551088959784,1,1,748527.746284595,5.30926185494357,1.99170361065357,1486.67193963226,920.442736027005,49,81,43,10902.2197987,1845.27221376401,11469.7599717186,4654.01300273175,2968.78867580954,3000,0.989596225269846,0,6200,0,0,0,0,0,0.9,1.1,17,1,0,0,1258.04708861996,1486.67193963226,-366.265448245645,-956.460801948881,534.768401688285,2551.53943382205,1520.76030944967,57.2735000238387
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,220,220,220,220,1,1,ok,,12,14,1461.85190208034,366.374621967386,1,1,519270.003444652,38.0015832447536,1.23430461317337,1032.80327940279,617.40508865758,49,81,43,10902.2197987,1832.47457485567,11338.0722248926,4105.60163076763,1744.68394711381,3000,0.581561315704604,0,6200,0,0,0,0,0,0.925437753648011,1.1,12,0,0,6.32442151982104e-08,1032.80327940279,717.757993509308,-197.138679329597,-534.224140495467,605.101350550745,2603.45572977008,1988.89056770886,753.582323136473
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,220,220,220,220,1,1,ok,,12,14,82.3046423956917,20.6274877783239,1,1,679899.195913263,0.830626677570901,0.38194582208951,2281.72810509664,1007.47855800515,49,81,43,10902.2197987,1949.00701812996,11140.5758631975,2812.30947214715,2607.27171610177,3000,0.869090572033924,0,6200,0,0,0,0,0,1.05439329538627,1.1,14,0,0,0,58.8101931601373,-743.223701495351,-1941.3607797967,-2281.72810509664,-12.2700104768984,2418.19125293548,2004.25477874896,892.037474115243
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,220,220,220,220,1,1,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,782287.035194958,5.62010314368335,2.08268604618952,1553.36569866433,942.504588587377,49,81,43,10902.2197987,1854.49425179317,11477.1621112328,4772.72535682479,3000,3000,1,124.563962064009,6200,0.0200909616232272,0,0,9.33616966798817,115.227792396021,0.901063591063604,1.1,16,0,0,0,1340.09245057221,1553.36569866433,-399.442271589734,-951.229040516165,468.393481594451,2614.857131257,1533.38404408151,110.943455704615
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,220,220,220,220,1,1,ok,,12,14,420.059642000211,105.276869922714,1,1,722468.096065481,2.25629031137093,1.36437068201021,1367.27655844877,751.168536910957,49,81,43,10902.2197987,1848.12780101926,11572.5041072547,5957.54506449561,2834.50619461575,3000,0.944835398205249,0,6200,0,0,0,0,0,0.916469085146558,1.1,18,0,0,0,1367.27655844877,1012.27293801368,-259.830491117767,-754.851476925329,361.611220049237,2927.49279356176,1741.44296885008,295.599685307671
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,220,220,220,220,1,1,ok,,12,14,-389.215064635112,-97.546490151821,1,1,753123.939423638,199.71710176791,23.2896377607829,2014.24121447799,965.615678519858,49,81,43,10902.2197987,1869.01737679448,11053.8782973509,1647.25581727195,2992.09385728603,3000,0.997364619095343,0,6200,0,0,0,0,0,1.06935728120163,1.1,13,0,0,0,1248.62884044822,2014.24121447799,-125.923835518744,-844.696411043918,594.588091110415,1688.67468504615,1124.65497485417,-70.3097067722506
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X0p75,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,220,220,220,220,1,0.75,ok,,12,14,92.7889737289091,23.2551088959784,1,1,746504.619622064,5.24649043987221,1.96741369366605,1487.572903926,912.782867354351,49,81,43,10902.2197987,1845.27221376401,11460.3007999648,4579.29384294496,2958.49525864553,3000,0.986165086215176,0,6200,0,0,0,0,0,0.9,1.1,17,1,0,0,1258.65145035927,1487.572903926,-362.871842134421,-919.250875092459,535.567265259603,2552.44039811579,1524.15391556089,94.4834268802606
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X0p75,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,220,220,220,220,1,0.75,ok,,12,14,1461.85190208034,366.374621967386,1,1,517851.902107626,37.9813225425065,1.22674263864024,1031.27110028199,611.250026126063,49,81,43,10902.2197987,1832.47457485567,11330.336111739,4071.27144639949,1736.49665491517,3000,0.578832218305056,0,6200,0,0,0,0,0,0.925810910876503,1.1,12,0,0,6.31805505690863e-08,1031.27110028199,718.607342399817,-194.022612245713,-507.249886475729,605.099189227066,2604.30507866059,1992.00663479275,780.556577156211
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X0p75,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,220,220,220,220,1,0.75,ok,,12,14,82.3046423956917,20.6274877783239,1,1,678752.495629678,0.820872868604517,0.377168285844909,2261.22755018454,1002.96376791567,49,81,43,10902.2197987,1949.00701812996,11134.3693437852,2762.73521670849,2601.06519668947,3000,0.867021732229825,0,6200,0,0,0,0,0,1.05439338479037,1.1,13,0,0,0,58.7687295542296,-743.217980504453,-1939.33455422419,-2261.22755018454,-12.2700251109442,2418.19697392638,2006.28100432147,912.538029027341
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X0p75,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,220,220,220,220,1,0.75,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,780047.121312572,5.56618674954765,2.0596818610757,1554.42415965221,932.580940495886,49,81,43,10902.2197987,1854.49425179317,11468.8885287461,4708.39735994551,3000,3000,1,114.688170773233,6200,0.0184980920601989,0,0,23.5356585790252,91.1525121942082,0.90069286393477,1.1,16,0,0,0,1340.82222426042,1554.42415965221,-381.508360762988,-916.258474322905,469.89148348091,2615.91559224488,1551.31795490825,145.914021897875
