candidate_id,mode,gilboa_leeds_scale,pleasant_wood_scale,wood_millwood_scale,lower_hudson_b_fraction,train_interface_objective,holdout_interface_objective,all_interface_objective,regularization_term,selection_objective,train_scenarios,holdout_scenarios
PERF_GL2_PV0p85_WM1_B1,perform_scaled,2,0.85,1,1,0.124349392466313,0.104067386715993,0.228416779182306,0.00253432708181652,0.12688371954813,S1_2025_SUMMER_PEAK_PUBLIC;S2_2025_WINTER_PEAK_PUBLIC;S4_2025_HIGH_NYC_LI_LOAD_PUBLIC;S5_2025_HIGH_TOTAL_EAST_PUBLIC,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC;S6_2025_LOW_TOTAL_EAST_PUBLIC
