scenario_id,variant,ratings_relaxed,voltage_relaxed,status,model,opf_success,opf_raw_info,objective,total_load_mw,total_generation_mw,generation_minus_load_mw,boundary_equiv_pg_mw,min_voltage,max_voltage,above_original_vmax_count,below_original_vmin_count,at_solver_vmax_count,at_solver_vmin_count,original_rate_overload_count,max_original_rate_overload_mva,solver_rate_overload_count,max_solver_rate_overload_mva,total_east_proxy_flow_mw,upny_coned_flow_mw,dunwoodie_south_flow_mw,note
S2_2025_WINTER_PEAK_PUBLIC,ACOPF_NORMAL,0,0,ok,AC,0,0,258218.208077338,10902.2197987,10048.9543400893,-853.265458610702,1461.85542997421,0.900005475399605,1.1,0,0,14,2,0,0,0,0,2499.61710329112,1865.11286512932,2105.53647852957,
S2_2025_WINTER_PEAK_PUBLIC,ACOPF_NO_RATINGS,1,0,ok,AC,0,0,268667.444395262,10902.2197987,10566.155573467,-336.064225232965,1461.85510288427,0.900216650546433,1.1,0,0,15,0,1,462.378034847651,0,0,2949.52307721706,2237.42880113647,2105.97143015725,
S2_2025_WINTER_PEAK_PUBLIC,ACOPF_RELAXED_V,0,1,ok,AC,0,0,240810.140858418,10902.2197987,9831.32477366371,-1070.89502503629,1461.85486807112,1.79505617249029,2,46,0,1,0,0,0,0,0,2499.95132120751,1931.52102509111,2101.20891038193,
S2_2025_WINTER_PEAK_PUBLIC,ACOPF_RELAXED_V_NO_RATINGS,1,1,ok,AC,1,1,174224.794453327,10902.2197987,11687.9689582119,785.749159511919,1461.85990208034,1.94831114502986,2,46,0,15,0,9,3115.59247502513,0,0,5614.9881059761,4937.49070751308,2597.27543853603,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,DCOPF_MIPS,0,0,ok,DC,0,-1,220544.194247332,10902.2197987,9756.96603691086,-1145.25376178914,295.803993577913,1,1,0,0,0,0,0,0,0,0,2499.99338719728,2322.26959718054,1952.01296706413,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,DCOPF_IPOPT,0,0,ok,DC,0,0,233872.588700055,10902.2197987,9045.29790850737,-1856.92189019263,82.307854567237,1,1,0,0,0,0,1,2.49992694989487e-05,1,2.49992694989487e-05,2500.00002499927,2145.83135161843,3190.7173476057,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,DCOPF_IPOPT_NO_RATINGS,1,0,ok,DC,1,1,188640.112665819,10902.2197987,10902.2196839624,-0.00011473756057967,82.3126423956917,1,1,0,0,0,0,13,4204.02780976019,0,0,6704.02780976019,6349.85913638006,4387.79482157218,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,ACOPF_NORMAL,0,0,ok,AC,0,0,264964.136458016,10902.2197987,9246.47310923608,-1655.74668946392,82.3096136711375,0.962864398684329,1.1,0,0,12,0,0,1.71280589711387e-08,0,1.71280589711387e-08,2497.93916574577,2053.84898067969,3204.21657736449,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,ACOPF_NO_RATINGS,1,0,ok,AC,0,0,276459.745625687,10902.2197987,10010.0951733014,-892.124625398572,82.3090328516216,0.900467893752652,1.1,0,0,14,0,2,575.264461751578,0,0,3041.3604012369,2504.15608801604,3205.51851696459,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,ACOPF_RELAXED_V,0,1,ok,AC,0,0,262614.188116082,10902.2197987,9207.52576280116,-1694.69403589884,82.3076406132011,1.43910460266452,2,46,0,1,0,0,0,0,0,2499.95987822734,2119.4662731421,3194.80623589873,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,ACOPF_RELAXED_V_NO_RATINGS,1,1,ok,AC,1,1,207953.139606038,10902.2197987,11556.9965720372,654.776773337195,82.3126423956917,1.94485700654493,2,46,0,12,0,9,3168.33865708573,0,0,5668.18762660109,5176.10278488138,3194.70168612813,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,DCOPF_MIPS,0,0,ok,DC,0,-1,218611.397363934,10902.2197987,9444.34096164702,-1457.87883705299,226.43932278399,1,1,0,0,0,0,0,0,0,0,2499.99437700235,1959.74464074832,1297.18369349608,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,DCOPF_IPOPT,0,0,ok,DC,0,0,232966.87963417,10902.2197987,8348.09975947847,-2554.12003922154,-47.7680621974231,1,1,0,0,0,0,1,2.4999268589454e-05,1,2.4999268589454e-05,2500.00002499927,1484.00392480012,2580.02380680146,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,DCOPF_IPOPT_NO_RATINGS,1,0,ok,DC,1,1,192032.927702547,10902.2197987,10902.2196861364,-0.000112563648144715,-47.763236693892,1,1,0,0,0,0,11,4901.2259585999,0,0,7401.2259585999,6385.22985840166,3777.10128076784,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,ACOPF_NORMAL,0,0,ok,AC,0,0,268574.677810414,10902.2197987,8562.79981564569,-2339.41998305431,-47.7659494528907,0.997128064656544,1.1,0,0,11,0,0,1.701073415461e-08,0,1.701073415461e-08,2498.55716587837,1390.77992984622,2588.77703362944,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,ACOPF_NO_RATINGS,1,0,ok,AC,0,0,269457.588276431,10902.2197987,8842.12003049392,-2060.09976820608,-47.7660523117357,0.900019095425819,1.1,0,0,11,0,1,192.122121042755,0,0,2687.6941566112,1556.92992938604,2589.00490234946,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,ACOPF_RELAXED_V,0,1,ok,AC,0,0,256545.927371586,10902.2197987,8478.25780464716,-2423.96199405284,-47.7682366637098,1.66678246988901,2,46,0,1,0,0,0,0,0,2499.81058250562,1458.28129835588,2582.61276591994,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,ACOPF_RELAXED_V_NO_RATINGS,1,1,ok,AC,1,1,216947.529106782,10902.2197987,11721.5750382901,819.355239590139,-47.763236693892,1.95338991227438,2,46,0,14,0,9,3613.56870899191,0,0,6113.56840936476,4935.73443227753,2582.56527504606,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,DCOPF_MIPS,0,0,ok,DC,0,-1,218878.07061898,10902.2197987,9633.17635933309,-1269.04343936691,684.974007340563,1,1,0,0,0,0,0,0,0,0,2499.99415388804,1917.91792953639,1293.84958024693,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,DCOPF_IPOPT,0,0,ok,DC,0,0,242418.245015962,10902.2197987,8367.0644625834,-2535.1553361166,420.062821047929,1,1,0,0,0,0,1,2.4999268589454e-05,1,2.4999268589454e-05,2500.00002499927,1419.02442437806,2565.03808542482,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,DCOPF_IPOPT_NO_RATINGS,1,0,ok,DC,1,1,179831.11835668,10902.2197987,10902.2196848271,-0.000113872942165472,420.067642000211,1,1,0,0,0,0,13,4882.26125388657,0,0,7382.26125388657,6301.28565326625,3762.11555939126,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,ACOPF_NORMAL,0,0,ok,AC,0,0,264905.449759778,10902.2197987,8634.9121007719,-2267.30769792809,420.064669151244,0.969974009589066,1.1,0,0,13,0,0,1.90270839084405e-08,0,1.90270839084405e-08,2499.87092742535,1324.61411577216,2573.77913524048,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,ACOPF_NO_RATINGS,1,0,ok,AC,0,0,262022.505553908,10902.2197987,8974.57461758706,-1927.64518111294,420.064546131736,0.964661043578813,1.1,0,0,11,0,1,253.560123440945,0,0,2749.6235711385,1537.94774898139,2574.295557385,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,ACOPF_RELAXED_V,0,1,ok,AC,0,0,243272.496757385,10902.2197987,8509.75394289385,-2392.46585580615,420.06261897457,1.67330086435791,2,46,0,2,0,0,0,0,0,2499.832651134,1393.23219230804,2567.65896538803,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,ACOPF_RELAXED_V_NO_RATINGS,1,1,ok,AC,1,1,206616.428562757,10902.2197987,11841.9964857552,939.776687055175,420.067642000211,1.94529416382829,2,46,0,16,0,11,3975.17546534071,0,0,6475.16140178922,5208.59197494096,2567.61142295224,
S6_2025_LOW_TOTAL_EAST_PUBLIC,DCOPF_MIPS,0,0,ok,DC,0,-1,221067.691153432,10902.2197987,9754.85623760391,-1147.36356109609,-192.86466944701,1,1,0,0,0,0,0,0,0,0,2499.99298181358,2171.01896816163,1567.12054407279,
S6_2025_LOW_TOTAL_EAST_PUBLIC,DCOPF_IPOPT,0,0,ok,DC,0,0,236870.480092984,10902.2197987,9340.96830989469,-1561.25148880531,-389.21206848943,1,1,0,0,0,0,1,2.49992694989487e-05,1,2.49992694989487e-05,2500.00002499927,1963.24905607843,2457.35263858524,
S6_2025_LOW_TOTAL_EAST_PUBLIC,DCOPF_IPOPT_NO_RATINGS,1,0,ok,DC,1,1,200979.275667358,10902.2197987,10902.2196773195,-0.000121380457130726,-389.207064635113,1,1,0,0,0,0,11,3908.35740740061,0,0,6408.35740740061,5871.60643847834,3654.43011255134,
S6_2025_LOW_TOTAL_EAST_PUBLIC,ACOPF_NORMAL,0,0,ok,AC,0,0,269134.465365054,10902.2197987,9545.67196409673,-1356.54783460327,-389.210070691553,0.949145650228372,1.1,0,0,13,0,0,1.42090357257985e-08,0,1.42090357257985e-08,2498.04727064263,1872.96115596496,2465.12790929077,
S6_2025_LOW_TOTAL_EAST_PUBLIC,ACOPF_NO_RATINGS,1,0,ok,AC,0,0,289460.707647127,10902.2197987,10373.6580582652,-528.561740434783,-389.211804634913,0.9,1.1,0,0,16,1,2,585.870883440024,0,0,3053.92343895793,2334.69640572383,2465.97426751321,
S6_2025_LOW_TOTAL_EAST_PUBLIC,ACOPF_RELAXED_V,0,1,ok,AC,0,0,258294.803873738,10902.2197987,9475.7489945597,-1426.4708041403,-389.212064798511,1.56169525846966,2,46,0,1,0,0,0,0,0,2499.91558955102,1937.50290544474,2459.7242337847,
S6_2025_LOW_TOTAL_EAST_PUBLIC,ACOPF_RELAXED_V_NO_RATINGS,1,1,ok,AC,1,1,218542.316234434,10902.2197987,11502.6623764294,600.442577729422,-389.207064635113,1.94782259918259,2,46,0,12,0,6,2886.03657632042,0,0,5385.26830410889,4725.79845960937,2459.67449123177,
