audit_group,scenario_id,voltage_reference_set,sweep_direction,start_mode,perturbation_id,boundary_q_mode,reference_weight,interface_name,lite_flow_mw,target_flow_mw,target_limit_mw,residual_mw,scale_mw,scale_source,objective_term
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8,Dysinger_East,233.474161310004,345.442933820289,3154.18988821813,-111.968772510285,1231.31610688274,fixed_interface_scale,0.00826903277429306
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8,West_Central,4.19960819824442,444.780201612359,9855.85771634158,-440.580593414115,4634.5681465926,fixed_interface_scale,0.00903716438835409
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8,Moses_South,-53.553186638859,-18.0281665798467,1577.09494410906,-35.5250200590123,1124.88579191751,fixed_interface_scale,0.000997359665689176
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8,Central_East,1513.41338388193,1604.47725507616,2577.56454927825,-91.0638711942254,1392.92634591109,fixed_interface_scale,0.00427401371669839
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8,Total_East_proxy,2998.04019181529,3161.41495443083,7441.91676751464,-163.374762615544,2905.13643967645,fixed_interface_scale,0.00316254614775521
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8,UPNY_ConEd,3802.55650379178,3945.61555854566,5647.97126859058,-143.059054753876,2999.1759695476,fixed_interface_scale,0.00227523786598384
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8,Dunwoodie_South,3027.3928324725,3173.76557921188,4534.14796431356,-146.37274673938,1935.84206726617,fixed_interface_scale,0.00571716332230442
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8025,Dysinger_East,231.993864833854,345.442933820289,3154.18988821813,-113.449068986435,1231.31610688274,fixed_interface_scale,0.00848912153810845
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8025,West_Central,0.946322805510547,444.780201612359,9855.85771634158,-443.833878806848,4634.5681465926,fixed_interface_scale,0.00917111955191959
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8025,Moses_South,-56.798902056699,-18.0281665798467,1577.09494410906,-38.7707354768523,1124.88579191751,fixed_interface_scale,0.0011879310019915
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8025,Central_East,1500.44380697363,1604.47725507616,2577.56454927825,-104.033448102527,1392.92634591109,fixed_interface_scale,0.0055781434763339
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8025,Total_East_proxy,2971.84252522714,3161.41495443083,7441.91676751464,-189.572429203693,2905.13643967645,fixed_interface_scale,0.00425811398427393
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8025,UPNY_ConEd,3772.37468696567,3945.61555854566,5647.97126859058,-173.240871579994,2999.1759695476,fixed_interface_scale,0.0033365437557954
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8025,Dunwoodie_South,2992.28767197335,3173.76557921188,4534.14796431356,-181.477907238529,1935.84206726617,fixed_interface_scale,0.00878835675853727
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.805,Dysinger_East,241.628906757701,345.442933820289,3154.18988821813,-103.814027062588,1231.31610688274,fixed_interface_scale,0.00710841795572427
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.805,West_Central,7.8680287674114,444.780201612359,9855.85771634158,-436.912172844948,4634.5681465926,fixed_interface_scale,0.00888729804183485
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.805,Moses_South,-61.2176628767881,-18.0281665798467,1577.09494410906,-43.1894962969414,1124.88579191751,fixed_interface_scale,0.00147414232401689
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.805,Central_East,1489.36350983267,1604.47725507616,2577.56454927825,-115.113745243494,1392.92634591109,fixed_interface_scale,0.00682964393903791
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.805,Total_East_proxy,2948.90857765704,3161.41495443083,7441.91676751464,-212.50637677379,2905.13643967645,fixed_interface_scale,0.005350703249458
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.805,UPNY_ConEd,3743.62192410486,3945.61555854566,5647.97126859058,-201.993634440802,2999.1759695476,fixed_interface_scale,0.00453598355622716
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.805,Dunwoodie_South,2958.5422036326,3173.76557921188,4534.14796431356,-215.223375579284,1935.84206726617,fixed_interface_scale,0.012360585155078
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8075,Dysinger_East,247.951839644586,345.442933820289,3154.18988821813,-97.4910941757033,1231.31610688274,fixed_interface_scale,0.00626889171618669
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8075,West_Central,10.3884519490091,444.780201612359,9855.85771634158,-434.39174966335,4634.5681465926,fixed_interface_scale,0.00878505715926574
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8075,Moses_South,-66.1712572855074,-18.0281665798467,1577.09494410906,-48.1430907056607,1124.88579191751,fixed_interface_scale,0.00183168619763414
S1_REFINED_BIDIRECTIONAL,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,fixed_scenario_q,0.8075,Central_East,1486.95529839448,1604.47725507616,2577.56454927825,-117.521956681679,1392.92634591109,fixed_interface_scale,0.00711838907345058
