case_id,scenario_id,gen_index,bus_id,bus_name,zone,scheduled_pg_mw,opf_pg_mw,redispatch_mw
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,10,56,HUNTLEY,A,389.455776581978,389.41670777868,-0.0390688032981643
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,11,57,HUNTLEY,A,11.2619474910009,11.2229864834049,-0.038961007596015
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,12,60,DUNKIRK,A,46.8321304474529,46.7926580524825,-0.0394723949704314
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,13,61,DUNKIRK,A,104.052586575227,104.013129310893,-0.0394572643341178
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,14,65,GESONIDGE,C,61.5797454442267,61.5394640648787,-0.0402813793479453
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,15,68,HILLSIDE,C,149.633401770295,149.590484222759,-0.042917547535211
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,16,71,BINGHAMTON,C,26.226371051672,26.1838834491906,-0.042487602481394
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,17,72,LAPEER,C,105.362472532557,105.322299499811,-0.0401730327458125
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,18,78,CE UG,I,14.9393294189239,14.8893288686586,-0.0500005502652883
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,19,79,RAV A-3,J,320.693419170414,320.643147861851,-0.0502713085633104
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,20,80,NORTHPORT,K,106.890688545202,106.839985830818,-0.0507027143840588
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,21,82,AK-3,J,73.0901765085191,73.0393320573948,-0.0508444511242914
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,22,79,RAV A-3,J,666.429614968774,666.379343660197,-0.0502713085771802
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,23,82,AK-3,J,106.163030169232,106.11218571807,-0.0508444511612112
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,24,81,GOETHALS,J,230.983004201611,230.932773456948,-0.050230744663196
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,25,43,EDIC,E,398.858874893767,398.818294570036,-0.0405803237313762
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,26,44,PORTER,E,199.429437446884,199.388664077442,-0.0407733694413253
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,27,38,GILBOA,F,517.86360642517,517.820427708621,-0.0431787165489368
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,28,42,ALBANY,F,337.002093915087,336.960541518962,-0.0415523961250983
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,29,41,ROTTERDAM,F,178.746194272927,178.703914301003,-0.0422799719242732
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,30,37,NEW SEATHED,F,377.210607106657,377.167881137998,-0.0427259686595107
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,31,73,PLEASANT VLY,G,479.741219921693,479.693873263057,-0.0473466586365703
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,32,76,RAMAPO,G,312.536052101039,312.486654701452,-0.0493973995874057
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,33,39,LEEDS,G,546.659252115298,546.614738937336,-0.0445131779617896
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,34,80,NORTHPORT,K,219.289437277439,219.238734563049,-0.0507027143903827
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,35,9003,EAST GARDEN CITY,K,819.600231455579,819.550244203837,-0.0499872517411859
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,42,ALBANY,F,382.837071334269,382.039999360564,-0.797071973704874
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,47,MOSES W,D,943.525217233429,942.750940703629,-0.774276529800659
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,48,MOSES E,D,40.0008856208857,39.2185810027147,-0.782304618171061
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,50,CLAY,C,1710.0865673893,1709.34689619449,-0.73967119481722
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,5,51,CLAY,C,453.153892433176,452.418560089311,-0.735332343864457
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,6,53,ROCHESTER,B,288.773724769062,288.033375190448,-0.740349578613632
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,7,54,NIAGARA W,A,247.015806950134,246.284923815083,-0.730883135050135
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,8,54,NIAGARA W,A,247.015806950134,246.284923815083,-0.730883135050135
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,9,55,NIAGARA E,A,247.015806950134,246.283267462535,-0.732539487598416
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,10,56,HUNTLEY,A,389.455776581978,388.707015487907,-0.748761094070744
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,11,57,HUNTLEY,A,11.2619474910009,10.5143642532952,-0.747583237705692
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,12,60,DUNKIRK,A,46.8321304474529,46.0756727871657,-0.756457660287182
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,13,61,DUNKIRK,A,104.052586575227,103.296246978811,-0.756339596416382
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,14,65,GESONIDGE,C,61.5797454442267,60.8119136601111,-0.767831784115607
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,15,68,HILLSIDE,C,149.633401770295,148.814804809425,-0.818596960869598
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,16,71,BINGHAMTON,C,26.226371051672,25.4152120835335,-0.811158968138503
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,17,72,LAPEER,C,105.362472532557,104.59350644032,-0.768966092236454
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,18,78,CE UG,I,14.9393294189239,13.9886492450508,-0.950680173873089
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,19,79,RAV A-3,J,320.693419170414,319.738162953321,-0.955256217093051
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,20,80,NORTHPORT,K,106.890688545202,105.924512525694,-0.966176019508708
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,21,82,AK-3,J,73.0901765085191,72.1251858900129,-0.964990618506221
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,22,79,RAV A-3,J,666.429614968774,665.47435875104,-0.955256217733336
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,23,82,AK-3,J,106.163030169232,105.198039548963,-0.96499062026848
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,24,81,GOETHALS,J,230.983004201611,230.027715956745,-0.955288244866836
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,25,43,EDIC,E,398.858874893767,398.081626021046,-0.777248872720861
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,26,44,PORTER,E,199.429437446884,198.647685216346,-0.781752230537421
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,27,38,GILBOA,F,517.86360642517,517.036284331948,-0.82732209322171
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,28,42,ALBANY,F,337.002093915087,336.205021940358,-0.79707197472851
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,29,41,ROTTERDAM,F,178.746194272927,177.93509510794,-0.811099164987155
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,30,37,NEW SEATHED,F,377.210607106657,376.390742249015,-0.819864857642074
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,31,73,PLEASANT VLY,G,479.741219921693,478.837713903713,-0.903506017980646
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,32,76,RAMAPO,G,312.536052101039,311.603511529308,-0.932540571731408
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,33,39,LEEDS,G,546.659252115298,545.809722664612,-0.849529450685736
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,34,80,NORTHPORT,K,219.289437277439,218.323261257555,-0.966176019884472
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,35,9003,EAST GARDEN CITY,K,819.600231455579,818.648732771816,-0.95149868376302
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,42,ALBANY,F,382.837071334269,380.848305568862,-1.98876576540681
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,47,MOSES W,D,943.525217233429,941.587897029865,-1.93732020356458
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,48,MOSES E,D,40.0008856208857,38.0427081062066,-1.95817751467913
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,50,CLAY,C,1710.0865673893,1708.22153834817,-1.86502904113013
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,5,51,CLAY,C,453.153892433176,451.300799877732,-1.85309255544394
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,6,53,ROCHESTER,B,288.773724769062,286.904790734189,-1.86893403487289
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,7,54,NIAGARA W,A,247.015806950134,245.177381074962,-1.83842587517211
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,8,54,NIAGARA W,A,247.015806950134,245.177381074962,-1.83842587517211
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,9,55,NIAGARA E,A,247.015806950134,245.177853282138,-1.83795366799532
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,10,56,HUNTLEY,A,389.455776581978,387.575686284626,-1.88009029735161
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,11,57,HUNTLEY,A,11.2619474910009,9.3944865409251,-1.86746095007579
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,12,60,DUNKIRK,A,46.8321304474529,44.942254589311,-1.88987585814194
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,13,61,DUNKIRK,A,104.052586575227,102.170968476937,-1.88161809828995
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,14,65,GESONIDGE,C,61.5797454442267,59.6570044743062,-1.92274096992046
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,15,68,HILLSIDE,C,149.633401770295,147.587768759263,-2.0456330110313
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,16,71,BINGHAMTON,C,26.226371051672,24.2013529176847,-2.02501813398731
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,17,72,LAPEER,C,105.362472532557,103.434982821915,-1.92748971064114
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,18,78,CE UG,I,14.9393294189239,12.5771028808397,-2.36222653808417
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,19,79,RAV A-3,J,320.693419170414,318.318050671521,-2.37536849889352
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,20,80,NORTHPORT,K,106.890688545202,104.487906301597,-2.40278224360543
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,21,82,AK-3,J,73.0901765085191,70.6921158662465,-2.39806064227255
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,22,79,RAV A-3,J,666.429614968774,664.054246469873,-2.37536849890068
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,23,82,AK-3,J,106.163030169232,103.764969526938,-2.39806064229337
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,24,81,GOETHALS,J,230.983004201611,228.609541709555,-2.37346249205663
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,25,43,EDIC,E,398.858874893767,396.909441721253,-1.94943317251472
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,26,44,PORTER,E,199.429437446884,197.47072624335,-1.95871120353328
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,27,38,GILBOA,F,517.86360642517,515.798861994192,-2.06474443097795
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,28,42,ALBANY,F,337.002093915087,335.013328149669,-1.9887657654175
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,29,41,ROTTERDAM,F,178.746194272927,176.721033564229,-2.0251607086978
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,30,37,NEW SEATHED,F,377.210607106657,375.162992730196,-2.04761437646118
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,31,73,PLEASANT VLY,G,479.741219921693,477.499377120139,-2.24184280155418
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,32,76,RAMAPO,G,312.536052101039,310.201642828647,-2.33440927239201
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,33,39,LEEDS,G,546.659252115298,544.542103344378,-2.11714877091958
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,34,80,NORTHPORT,K,219.289437277439,216.886655033828,-2.40278224361106
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,35,9003,EAST GARDEN CITY,K,819.600231455579,817.237383126472,-2.36284832910621
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,42,ALBANY,F,382.837071334269,379.498763376409,-3.33830795786054
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,47,MOSES W,D,943.525217233429,940.260667210921,-3.2645500225085
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,48,MOSES E,D,40.0008856208857,36.7024307261117,-3.29845489477406
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,50,CLAY,C,1710.0865673893,1706.92625667082,-3.16031071848852
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,5,51,CLAY,C,453.153892433176,450.010259244546,-3.14363318862934
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,6,53,ROCHESTER,B,288.773724769062,285.606883310393,-3.16684145866867
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,7,54,NIAGARA W,A,247.015806950134,243.897852199789,-3.11795475034498
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,8,54,NIAGARA W,A,247.015806950134,243.897852199789,-3.11795475034498
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,9,55,NIAGARA E,A,247.015806950134,243.89856469115,-3.11724225898379
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,10,56,HUNTLEY,A,389.455776581978,386.276064583903,-3.17971199807556
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,11,57,HUNTLEY,A,11.2619474910009,8.09807925989099,-3.1638682311099
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,12,60,DUNKIRK,A,46.8321304474529,43.6242095124934,-3.20792093495948
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,13,61,DUNKIRK,A,104.052586575227,100.843627903186,-3.20895867204116
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,14,65,GESONIDGE,C,61.5797454442267,58.3242648409404,-3.25548060328631
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,15,68,HILLSIDE,C,149.633401770295,146.208581427199,-3.42482034309555
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,16,71,BINGHAMTON,C,26.226371051672,22.8284378348855,-3.39793321678648
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,17,72,LAPEER,C,105.362472532557,102.109376321855,-3.25309621070187
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,18,78,CE UG,I,14.9393294189239,11.0039626021257,-3.9353668167982
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,19,79,RAV A-3,J,320.693419170414,316.737202878405,-3.95621629200889
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,20,80,NORTHPORT,K,106.890688545202,102.883223836783,-4.00746470841952
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,21,82,AK-3,J,73.0901765085191,69.1149026572067,-3.97527385131239
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,22,79,RAV A-3,J,666.429614968774,662.473398676758,-3.95621629201605
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,23,82,AK-3,J,106.163030169232,102.187756317897,-3.97527385133502
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,24,81,GOETHALS,J,230.983004201611,227.027844891524,-3.9551593100872
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,25,43,EDIC,E,398.858874893767,395.572217582522,-3.28665731124522
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,26,44,PORTER,E,199.429437446884,196.129064543892,-3.30037290299163
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,27,38,GILBOA,F,517.86360642517,514.401910713688,-3.46169571148152
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,28,42,ALBANY,F,337.002093915087,333.663785957216,-3.33830795787071
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,29,41,ROTTERDAM,F,178.746194272927,175.346827022371,-3.39936725055594
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,30,37,NEW SEATHED,F,377.210607106657,373.775435132786,-3.43517197387092
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,31,73,PLEASANT VLY,G,479.741219921693,475.992145549343,-3.74907437235004
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,32,76,RAMAPO,G,312.536052101039,308.644779115645,-3.89127298539466
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,33,39,LEEDS,G,546.659252115298,543.112466247733,-3.54678586756518
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,34,80,NORTHPORT,K,219.289437277439,215.281972569012,-4.00746470842685
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,35,9003,EAST GARDEN CITY,K,819.600231455579,815.668714825434,-3.93151663014453
PERFORM_Q_TEMP_SUPPORT_VG0p80,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,42,ALBANY,F,382.837071334269,379.280200852138,-3.55687048213127
