case_id,case_group,scenario_id,load_mode,zone_j_total_pmax_mw,rho_j_cost_c2,x_spine_multiplier,interface_name,lite_flow_mw,target_flow_mw,residual_mw,scale_mw,objective_term,interface_objective_total
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Moses_South,710.805721217628,713.559374921485,-2.75365370385703,713.559374921485,1.48921846775222e-05,8.54793685608669
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Central_East,2779.7191580425,919.824688464481,1859.89446957802,919.824688464481,4.08852334649396,8.54793685608669
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Total_East_proxy,3299.15751584108,1064.86749418979,2234.29002165129,1064.86749418979,4.40238430730086,8.54793685608669
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,UPNY_ConEd,2178.87948372321,1887.02575769531,291.853726027904,1887.02575769531,0.0239207519654195,8.54793685608669
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Dunwoodie_South,1198.14914534536,1013.73430197272,184.414843372638,1013.73430197272,0.0330935581417699,8.54793685608669
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Moses_South,549.040396288938,-55.8104160947309,604.850812383669,100,36.5844505241184,40.0487015052697
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Central_East,2654.17559705078,1002.33486432337,1651.84073272741,1002.33486432337,2.71588057510353,40.0487015052697
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Total_East_proxy,3280.77414780023,1885.69773626077,1395.07641153946,1885.69773626077,0.547333249718434,40.0487015052697
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,UPNY_ConEd,2581.03123554886,2186.02924703846,395.0019885104,2186.02924703846,0.0326502587735498,40.0487015052697
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Dunwoodie_South,1816.25749301067,1287.80646363194,528.451029378725,1287.80646363194,0.168386897555835,40.0487015052697
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Moses_South,-30.0166541585245,-18.0281665798467,-11.9884875786778,100,0.0143723834424112,0.498173066999187
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Central_East,2506.39198691943,1604.47725507616,901.914731843267,1604.47725507616,0.315983082587708,0.498173066999187
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Total_East_proxy,3424.2518247668,3161.41495443083,262.83687033597,3161.41495443083,0.00691209292334981,0.498173066999187
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,UPNY_ConEd,2897.38745256418,3945.61555854566,-1048.22810598148,3945.61555854566,0.0705800668698599,0.498173066999187
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Dunwoodie_South,2219.91600217349,3173.76557921188,-953.849577038387,3173.76557921188,0.0903254411758579,0.498173066999187
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Moses_South,697.066382878001,777.591851487167,-80.5254686091655,777.591851487167,0.0107241559257854,9.07603045408463
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Central_East,2790.89620154932,889.243271952491,1901.65292959683,889.243271952491,4.57321203428904,9.07603045408463
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Total_East_proxy,3307.72894850611,1061.49143259267,2246.23751591344,1061.49143259267,4.47794099088052,9.07603045408463
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,UPNY_ConEd,2130.83521723638,1932.82631567124,198.008901565141,1932.82631567124,0.0104950320513719,9.07603045408463
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Dunwoodie_South,1126.41629370165,1062.17249622078,64.2437974808679,1062.17249622078,0.00365824093791313,9.07603045408463
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Moses_South,712.813994870936,792.394241270214,-79.5802463992782,792.394241270214,0.0100862084103636,2.13578692488919
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Central_East,2825.28701761336,1230.11557367852,1595.17144393484,1230.11557367852,1.68160077669784,2.13578692488919
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Total_East_proxy,3190.56302370545,1915.21985554808,1275.34316815737,1915.21985554808,0.443421604458881,2.13578692488919
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,UPNY_ConEd,1960.23742424794,2001.27345996785,-41.0360357199113,2001.27345996785,0.000420453455794787,2.13578692488919
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Dunwoodie_South,1033.58228147959,1050.451162233,-16.8688807534072,1050.451162233,0.000257881866311404,2.13578692488919
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Moses_South,309.232183331668,-285.666833937602,594.89901726927,285.666833937602,4.33677469319106,832.893614671204
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Central_East,2582.09615265353,-48.9231580616368,2631.01931071517,100,692.226261335613,832.893614671204
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Total_East_proxy,3425.2077065095,-325.566529431838,3750.77423594134,325.566529431838,132.727938319161,832.893614671204
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,UPNY_ConEd,2720.78804903984,1250.57881037291,1470.20923866693,1250.57881037291,1.38208948678647,832.893614671204
BASE_3GW_NO_INTERFACE_OBJECTIVE,baseline,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0.02,1,Dunwoodie_South,1928.34004264056,774.386704271667,1153.9533383689,774.386704271667,2.22055083645238,832.893614671204
RHO_SWEEP_3GW_RHO_0,rho_sweep,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Moses_South,725.834734600713,713.559374921485,12.2753596792281,713.559374921485,0.000295943100629107,8.5608438923255
RHO_SWEEP_3GW_RHO_0,rho_sweep,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Central_East,2782.67407959202,919.824688464481,1862.84939112754,919.824688464481,4.10152501195583,8.5608438923255
RHO_SWEEP_3GW_RHO_0,rho_sweep,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Total_East_proxy,3296.25714579825,1064.86749418979,2231.38965160846,1064.86749418979,4.39096210525365,8.5608438923255
RHO_SWEEP_3GW_RHO_0,rho_sweep,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,UPNY_ConEd,2176.48471936472,1887.02575769531,289.458961669414,1887.02575769531,0.023529805823819,8.5608438923255
RHO_SWEEP_3GW_RHO_0,rho_sweep,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Dunwoodie_South,1227.65632339074,1013.73430197272,213.922021418022,1013.73430197272,0.0445310261915741,8.5608438923255
RHO_SWEEP_3GW_RHO_0,rho_sweep,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Moses_South,549.041004515104,-55.8104160947309,604.851420609835,100,36.5845241013735,40.047958317211
RHO_SWEEP_3GW_RHO_0,rho_sweep,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Central_East,2654.37930539548,1002.33486432337,1652.04444107211,1002.33486432337,2.71655047219372,40.047958317211
RHO_SWEEP_3GW_RHO_0,rho_sweep,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Total_East_proxy,3280.43591188791,1885.69773626077,1394.73817562714,1885.69773626077,0.547067880284277,40.047958317211
RHO_SWEEP_3GW_RHO_0,rho_sweep,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,UPNY_ConEd,2580.83372327405,2186.02924703846,394.804476235593,2186.02924703846,0.0326176148134072,40.047958317211
RHO_SWEEP_3GW_RHO_0,rho_sweep,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Dunwoodie_South,1814.38901258759,1287.80646363194,526.582548955651,1287.80646363194,0.167198248546062,40.047958317211
RHO_SWEEP_3GW_RHO_0,rho_sweep,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Moses_South,-30.017180867944,-18.0281665798467,-11.9890142880973,100,0.0143736463600201,0.504752772855309
RHO_SWEEP_3GW_RHO_0,rho_sweep,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Central_East,2508.04461224402,1604.47725507616,903.567357167859,1604.47725507616,0.317142128015408,0.504752772855309
RHO_SWEEP_3GW_RHO_0,rho_sweep,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Total_East_proxy,3423.38232291201,3161.41495443083,261.967368481179,3161.41495443083,0.00686643618947765,0.504752772855309
RHO_SWEEP_3GW_RHO_0,rho_sweep,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,UPNY_ConEd,2896.89706306218,3945.61555854566,-1048.71849548348,3945.61555854566,0.0706461208514259,0.504752772855309
RHO_SWEEP_3GW_RHO_0,rho_sweep,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Dunwoodie_South,2191.82260713134,3173.76557921188,-981.942972080542,3173.76557921188,0.0957244414389773,0.504752772855309
RHO_SWEEP_3GW_RHO_0,rho_sweep,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Moses_South,714.853980455986,777.591851487167,-62.737871031181,777.591851487167,0.00650962772110369,9.0768130603045
RHO_SWEEP_3GW_RHO_0,rho_sweep,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Central_East,2793.82568114743,889.243271952491,1904.58240919494,889.243271952491,4.58731287280176,9.0768130603045
RHO_SWEEP_3GW_RHO_0,rho_sweep,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Total_East_proxy,3304.55131001201,1061.49143259267,2243.05987741934,1061.49143259267,4.46528051945058,9.0768130603045
RHO_SWEEP_3GW_RHO_0,rho_sweep,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,UPNY_ConEd,2128.21568466421,1932.82631567124,195.389368992972,1932.82631567124,0.0102191835750467,9.0768130603045
RHO_SWEEP_3GW_RHO_0,rho_sweep,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Dunwoodie_South,1154.10324507495,1062.17249622078,91.9307488541663,1062.17249622078,0.00749085675600571,9.0768130603045
RHO_SWEEP_3GW_RHO_0,rho_sweep,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Moses_South,728.488510868625,792.394241270214,-63.9057304015887,792.394241270214,0.00650424638961367,2.13647451019162
RHO_SWEEP_3GW_RHO_0,rho_sweep,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Central_East,2828.4102077965,1230.11557367852,1598.29463411798,1230.11557367852,1.6881920436988,2.13647451019162
RHO_SWEEP_3GW_RHO_0,rho_sweep,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Total_East_proxy,3187.48800126387,1915.21985554808,1272.26814571579,1915.21985554808,0.441285885084204,2.13647451019162
RHO_SWEEP_3GW_RHO_0,rho_sweep,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,UPNY_ConEd,1957.71209598414,2001.27345996785,-43.5613639837068,2001.27345996785,0.000473794557540041,2.13647451019162
RHO_SWEEP_3GW_RHO_0,rho_sweep,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Dunwoodie_South,1054.97426167072,1050.451162233,4.52309943772207,1050.451162233,1.85404614621968e-05,2.13647451019162
RHO_SWEEP_3GW_RHO_0,rho_sweep,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Moses_South,309.232204494471,-285.666833937602,594.899038432073,285.666833937602,4.33677500174194,833.867966525098
RHO_SWEEP_3GW_RHO_0,rho_sweep,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Central_East,2583.95987331953,-48.9231580616368,2632.88303138117,100,693.207305693491,833.867966525098
RHO_SWEEP_3GW_RHO_0,rho_sweep,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Total_East_proxy,3424.15956825696,-325.566529431838,3749.7260976888,325.566529431838,132.653768143769,833.867966525098
RHO_SWEEP_3GW_RHO_0,rho_sweep,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,UPNY_ConEd,2720.04394697079,1250.57881037291,1469.46513659788,1250.57881037291,1.38069083499065,833.867966525098
RHO_SWEEP_3GW_RHO_0,rho_sweep,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,0,1,Dunwoodie_South,1946.0997729124,774.386704271667,1171.71306864073,774.386704271667,2.28942685110537,833.867966525098
