overlay_path_id,phase_id,npcc_attachment_from_bus,npcc_attachment_to_bus,source_attachment_from_bus,source_attachment_to_bus,from_zone,to_zone,implementation_status,mapping_confidence
phase1a_e_g_edic_ramapo,phase1a,43,76,1233,1519,E,G,implemented_unpromoted_phase1a,high_exact_name_voltage_zone
