envelope_name,base_west_central_residual_mw,west_only_exitflag,maximum_west_central_correction_mw,west_only_remaining_residual_mw,other_six_banded_exitflag,banded_west_central_correction_mw,banded_remaining_residual_mw
ABC_CAP_0p8,-416.002007589673,1,113.394561081047,-302.607446508626,1,3.87963567269253,-412.12237191698
