"case","candidate_id","train_objective","holdout_objective","all_objective","max_residual_mw","min_voltage_pu","max_voltage_pu","max_voltage_violation_count","max_branch_overload_mva","q_violation_count"
"CURRENT","CURRENT","0.135655366227384","0.149921780176543","0.285577146403928","572.565573669298","0.803729619254674","1.11222720442485","6","168.99192563374","3"
"EXACT_PERFORM","PERF_GL1_PV1_WM1_B1","0.129454184180544","0.103848450581776","0.23330263476232","424.907845405738","0.902171794313055","1.11280331929648","3","168.060408138865","3"
"CALIBRATED","PERF_GL2_PV0p85_WM1_B1","0.124349392466313","0.104067386715993","0.228416779182306","435.516401134996","0.89464434645627","1.11423775522665","3","165.369207421066","3"
