candidate_id,scenario_id,is_train,pf_success,interface_objective,max_abs_interface_residual_mw,min_voltage_pu,max_voltage_pu,voltage_violation_count,branch_overload_count,max_branch_overload_mva,generator_p_violation_count,max_generator_p_violation_mw,generator_q_violation_count,max_generator_q_violation_mvar,max_external_schedule_error_mw,diagnostic
CURRENT,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0280731762592318,246.313883708058,0.952721175,1.10159624009384,1,1,13.1755793554964,0,0,0,0,1.4210854715202e-14,
CURRENT,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0278165471275607,215.687991214973,0.952721175,1.11222720442485,3,1,111.795166106674,0,0,0,0,1.13686837721616e-13,
CURRENT,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.136409787554937,572.565573669298,0.803729619254674,1.1,6,1,168.99192563374,0,0,3,1495.05641095254,5.6843418860808e-14,
CURRENT,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0336714261646267,269.241671448811,0.952721175,1.10073362617394,1,1,34.5181234549234,1,1.92076058454131,0,0,0,
CURRENT,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0460942166759651,282.624895680371,0.952721175,1.10001571694308,1,1,64.982509341328,1,63.6451776709343,0,0,1.77635683940025e-15,
CURRENT,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0135119926216064,186.25115761456,0.952721175,1.10240277903963,2,1,69.4665052525464,0,0,0,0,0,
PERF_GL2_PV0p85_WM1_B1,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0259618245687783,247.093704483739,0.952721175,1.10190367025646,1,1,12.4496832818838,0,0,0,0,1.4210854715202e-14,
PERF_GL2_PV0p85_WM1_B1,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0249554465026743,212.104313504768,0.952721175,1.11423775522665,3,1,110.195892585232,0,0,0,0,1.13686837721616e-13,
PERF_GL2_PV0p85_WM1_B1,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.0904108475463799,435.516401134996,0.89464434645627,1.1,1,1,165.369207421066,0,0,3,551.514267930451,5.6843418860808e-14,
PERF_GL2_PV0p85_WM1_B1,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0312996084367413,269.87400065136,0.952721175,1.10105640954488,1,1,33.7822443761994,0,0,0,0,0,
PERF_GL2_PV0p85_WM1_B1,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0421325129581194,284.451767075317,0.952721175,1.1006423351685,1,1,63.4679281435568,1,51.8202388769208,0,0,1.77635683940025e-15,
PERF_GL2_PV0p85_WM1_B1,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0136565391696127,187.073365370478,0.952721175,1.10237146422964,2,1,69.7116777401169,0,0,0,0,0,
