case_id,case_group,scenario_id,zone_j_cost_c1,s4_e_cost_c1,s4_f_cost_c1,s4_g_cost_c1,s4_k_cost_c1,abc_cap_factor,x_spine_multiplier,device_group,device_name,zone,bus_id,bus_name,gen_index,pg_mw,qg_mvar,pmax_mw,pmin_mw,qmax_mvar,qmin_mvar,fraction_pmax_used
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,0,0,700,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,0,0,1200,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,582.554485158269,0,1200,0,0,-0,0.485462070965225
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,584.081525304881,0,900,0,0,-0,0.648979472560979
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,582.727036898327,0,900,0,0,-0,0.647474485442586
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,0,0,900,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,0,0,700,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,0,0,1200,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,870.45734642957,0,1200,0,0,-0,0.725381122024642
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,872.917202344286,0,900,0,0,-0,0.969908002604762
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,863.899278927197,0,900,0,0,-0,0.959888087696886
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,0,0,900,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,0,0,700,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,0,0,1200,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,1200,0,1200,0,0,-0,1
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,0,0,900,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,14.0381593169604,0,700,0,0,-0,0.0200545133099434
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,87.4647636761441,0,1200,0,0,-0,0.0728873030634534
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,23.1969370589139,0,600,0,0,-0,0.0386615617648566
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,1034.50619461516,0,1200,0,0,-0,0.862088495512637
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,0,0,900,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,0,0,700,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,0,0,1200,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,1192.09385728399,0,1200,0,0,-0,0.99341154773666
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,0,0,900,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,0,0,700,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,0,0,1200,0,0,-0,0
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,180,180,180,180,1,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,0,0,600,0,0,-0,0
