candidate_id,mode,gilboa_leeds_scale,pleasant_wood_scale,wood_millwood_scale,lower_hudson_b_fraction,train_interface_objective,holdout_interface_objective,all_interface_objective,regularization_term,selection_objective,train_scenarios,holdout_scenarios
PERF_GL1_PV1_WM1_B1,perform_scaled,1,1,1,1,0.295784386169856,0.193827454127291,0.489611840297148,0,0.295784386169856,S1_2019_SUMMER_PEAK_PUBLIC;S2_2019_WINTER_PEAK_PUBLIC;S4_2019_HIGH_NYC_LI_LOAD_PUBLIC;S5_2019_HIGH_TOTAL_EAST_PUBLIC,S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC;S6_2019_LOW_TOTAL_EAST_PUBLIC
