scenario_id,voltage_reference_set,sweep_direction,start_mode,perturbation_id,boundary_q_mode,reference_weight,slack_type,element_type,element_index,element_id,element_name,value,original_limit,slack,unit,weighted_cost
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.875,VMAX,BUS,18,54,NIAGARA W,1.06099243600376,1.05775528875,0.0032371366763107,pu,32371.366763107
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.875,VMAX,BUS,42,78,CE UG,1.00466532787157,0.99038116025,0.0142841576216677,pu,142841.576216677
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.9,QMAX,GENERATOR,11,57,HUNTLEY,24.2328131344629,7.95887865536026,16.2739334801026,MVAr,16273.9334801026
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.9,QMAX,GENERATOR,12,60,DUNKIRK,53.7796550610214,33.0965176050696,20.6831364569519,MVAr,20683.1364569519
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.9,VMAX,BUS,18,54,NIAGARA W,1.06630456229067,1.056548297,0.00975625472528352,pu,97562.5472528352
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.9,VMAX,BUS,42,78,CE UG,1.00701783954206,0.9872491934,0.0197686361421619,pu,197686.361421619
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.925,QMAX,GENERATOR,11,57,HUNTLEY,22.9380288255336,7.95887865536026,14.9791491711734,MVAr,14979.1491711734
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.925,QMAX,GENERATOR,12,60,DUNKIRK,65.0010698475521,33.0965176050696,31.9045512434825,MVAr,31904.5512434825
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.925,VMAX,BUS,18,54,NIAGARA W,1.07162280237344,1.05534130525,0.0162814865701234,pu,162814.865701234
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.925,VMAX,BUS,42,78,CE UG,1.00937093124862,0.98411722655,0.025253694698723,pu,252536.94698723
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.95,QMIN,GENERATOR,13,61,DUNKIRK,-71.5795639942696,-59.247111392619,12.3324516026507,MVAr,12332.4516026507
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.95,QMAX,GENERATOR,11,57,HUNTLEY,21.6291006626055,7.95887865536026,13.6702210082452,MVAr,13670.2210082452
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.95,QMAX,GENERATOR,12,60,DUNKIRK,76.3353170990237,33.0965176050696,43.2387984949541,MVAr,43238.7984949541
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.95,VMAX,BUS,18,54,NIAGARA W,1.07694023380472,1.0541343135,0.022805909763473,pu,228059.09763473
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.95,VMAX,BUS,42,78,CE UG,1.01172459683563,0.9809852597,0.0307393271357325,pu,307393.271357325
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.975,QMIN,GENERATOR,13,61,DUNKIRK,-85.3999079703718,-59.247111392619,26.1527955787528,MVAr,26152.7955787528
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.975,QMAX,GENERATOR,11,57,HUNTLEY,20.3891237495811,7.95887865536026,12.4302440952208,MVAr,12430.2440952208
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.975,QMAX,GENERATOR,12,60,DUNKIRK,87.3119634158737,33.0965176050696,54.2154448118041,MVAr,54215.4448118041
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.975,VMIN,BUS,35,71,BINGHAMTON,1.09409112578641,1.095,0.000908863263692261,pu,9088.63263692261
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.975,VMAX,BUS,18,54,NIAGARA W,1.08245615438385,1.05292732175,0.0295288221046783,pu,295288.221046783
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,0.975,VMAX,BUS,42,78,CE UG,1.01407883022929,0.97785329285,0.0362255273793929,pu,362255.273793929
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,1,QMIN,GENERATOR,13,61,DUNKIRK,-98.0538324226216,-59.247111392619,38.8067200310026,MVAr,38806.7200310026
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,1,QMAX,GENERATOR,3,48,MOSES E,39.8362287217023,27.9699370781352,11.8662906445671,MVAr,11866.2906445671
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,1,QMAX,GENERATOR,11,57,HUNTLEY,37.648159239916,7.95887865536026,29.6892795855557,MVAr,29689.2795855557
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,1,QMAX,GENERATOR,12,60,DUNKIRK,99.1852295691079,33.0965176050696,66.0887109650383,MVAr,66088.7109650383
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,1,VMIN,BUS,35,71,BINGHAMTON,1.09450744023446,1.1,0.00549254876564419,pu,54925.4876564419
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,1,VMAX,BUS,18,54,NIAGARA W,1.08713284843295,1.05172033,0.0354125079158457,pu,354125.079158457
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S1_OPF_SOLVED_REFERENCE,increasing,warm,0,no_discretionary_q,1,VMAX,BUS,42,78,CE UG,1.01643362543317,0.974721326,0.0417122894332714,pu,417122.894332714
