scenario_id,zone,npcc_bus_id,npcc_bus_name,zone_target_generation_mw,perform_bus_weight,ideal_bus_pg_mw,applied_bus_pg_mw,capacity_redispatch_mw,bus_pmin_mw,bus_pmax_mw,source_rule,confidence
S1_2025_SUMMER_PEAK_PUBLIC,K,9003,EAST GARDEN CITY,1331.83852626616,0.715320546603298,952.691462596037,952.691462596037,0,0,1705.98896052968,Residual Zone-K plants at East Garden City proxy,medium
S2_2025_WINTER_PEAK_PUBLIC,A,54,NIAGARA W,1289.51120956265,0.382185175153705,492.832067489366,492.832067489366,0,0,494.08899443871,PERFORM Niagara hydro plants,high
S2_2025_WINTER_PEAK_PUBLIC,A,55,NIAGARA E,1289.51120956265,0.191092587576852,246.416033744683,246.416033744683,0,0,247.044497219355,PERFORM Niagara hydro plants,high
S2_2025_WINTER_PEAK_PUBLIC,A,56,HUNTLEY,1289.51120956265,0.3012848165981,388.510148274276,388.510148274276,0,0,389.501010898024,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S2_2025_WINTER_PEAK_PUBLIC,A,57,HUNTLEY,1289.51120956265,0.00871229543477941,11.2346026241695,11.2346026241695,0,0,11.2632555380828,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S2_2025_WINTER_PEAK_PUBLIC,A,60,DUNKIRK,1289.51120956265,0.036229555911566,46.7184184654411,46.7184184654411,0,0,46.8375698824726,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S2_2025_WINTER_PEAK_PUBLIC,A,61,DUNKIRK,1289.51120956265,0.0804955693249973,103.799938964711,103.799938964711,0,0,104.064672023357,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S2_2025_WINTER_PEAK_PUBLIC,B,53,ROCHESTER,286.871682543475,1,286.871682543475,286.871682543475,0,0,288.8,All PERFORM Zone-B generation at retained Rochester proxy,medium
S2_2025_WINTER_PEAK_PUBLIC,C,50,CLAY,1920.05102675409,0.682385315127198,1310.21462495189,1310.21462495189,0,0,1713.60600334742,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S2_2025_WINTER_PEAK_PUBLIC,C,51,CLAY,1920.05102675409,0.180824507709693,347.192281690299,347.192281690299,0,0,454.08650376058,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S2_2025_WINTER_PEAK_PUBLIC,C,65,GESONIDGE,1920.05102675409,0.024572506913824,47.1804671298099,47.1804671298099,0,0,61.7064793619949,PERFORM Greenidge plant,high
S2_2025_WINTER_PEAK_PUBLIC,C,68,HILLSIDE,1920.05102675409,0.0597090451253934,114.644413399518,114.644413399518,0,0,149.941354118888,Residual Zone-C plants allocated to Hillside/Lapeer proxies,medium
S2_2025_WINTER_PEAK_PUBLIC,C,71,BINGHAMTON,1920.05102675409,0.0104652541081939,20.0938218956801,20.0938218956801,0,0,26.2803461164964,PERFORM Binghamton plant,high
S2_2025_WINTER_PEAK_PUBLIC,C,72,LAPEER,1920.05102675409,0.0420433710156976,80.7254176868936,80.7254176868936,0,0,105.57931329462,Residual Zone-C plants allocated to Hillside/Lapeer proxies,medium
S2_2025_WINTER_PEAK_PUBLIC,D,47,MOSES W,368.511126078815,0.959329106258799,353.523449227613,353.523449227613,0,0,944.920662,PERFORM Zone-D total allocated to Moses W/E proxies,low
S2_2025_WINTER_PEAK_PUBLIC,D,48,MOSES E,368.511126078815,0.0406708937412013,14.9876768512019,14.9876768512019,0,0,40.0600457,PERFORM Zone-D total allocated to Moses W/E proxies,low
S2_2025_WINTER_PEAK_PUBLIC,E,43,EDIC,192.475499710726,0.666666666666667,128.316999807151,128.316999807151,0,0,400,PERFORM Zone-E total allocated to Edic/Porter equivalents,low
S2_2025_WINTER_PEAK_PUBLIC,E,44,PORTER,192.475499710726,0.333333333333333,64.1584999035755,64.1584999035755,0,0,200,PERFORM Zone-E total allocated to Edic/Porter equivalents,low
S2_2025_WINTER_PEAK_PUBLIC,F,37,NEW SEATHED,1416.27633650161,0.210302229460617,297.846071098603,297.846071098603,0,0,455.936073628024,Residual Zone-F plants at New Scotland proxy,medium
S2_2025_WINTER_PEAK_PUBLIC,F,38,GILBOA,1416.27633650161,0.28871900454521,408.905894035681,408.905894035681,0,0,625.943955286439,PERFORM Blenheim-Gilboa plant,high
S2_2025_WINTER_PEAK_PUBLIC,F,41,ROTTERDAM,1416.27633650161,0.099654470089088,141.138267813782,141.138267813782,0,0,216.051289272751,PERFORM Selkirk cluster at Rotterdam proxy,medium
S2_2025_WINTER_PEAK_PUBLIC,F,42,ALBANY,1416.27633650161,0.401324295905085,568.38610355354,568.38610355354,0,0,870.072676812786,PERFORM Bethlehem/Empire Capital-region cluster,medium
S2_2025_WINTER_PEAK_PUBLIC,G,39,LEEDS,896.523491779261,0.408278691528877,366.031438148537,366.031438148537,0,0,898.21312136353,PERFORM Athens/South-Cairo/West-Coxsackie cluster,medium
S2_2025_WINTER_PEAK_PUBLIC,G,73,PLEASANT VLY,896.523491779261,0.358300196665811,321.224543420029,321.224543420029,0,0,788.260432664784,PERFORM Roseton/CPV-Valley cluster,medium
S2_2025_WINTER_PEAK_PUBLIC,G,76,RAMAPO,896.523491779261,0.233421111805312,209.267510210696,209.267510210696,0,0,513.526445971687,Residual Zone-G plants at Ramapo proxy,medium
S2_2025_WINTER_PEAK_PUBLIC,I,78,CE UG,1.36785827514832,1,1.36785827514832,1.36785827514832,0,0,565.099092,PERFORM Zone-I residual at CE UG interface proxy,low
S2_2025_WINTER_PEAK_PUBLIC,J,79,RAV A-3,2374.3487998347,0.706420369463462,1677.28835641436,1677.28835641436,0,0,2964.90100995997,PERFORM Ravenswood/Astoria generation cluster,high
S2_2025_WINTER_PEAK_PUBLIC,J,81,GOETHALS,2374.3487998347,0.165299657210587,392.479042711045,392.479042711045,0,0,693.775465424283,Residual Zone-J generation at Goethals/Gowanus proxy,medium
S2_2025_WINTER_PEAK_PUBLIC,J,82,AK-3,2374.3487998347,0.128279973325951,304.581400709299,304.581400709299,0,0,538.40098461575,PERFORM Arthur-Kill/Narrows generation cluster,high
S2_2025_WINTER_PEAK_PUBLIC,K,80,NORTHPORT,957.102010357351,0.284679453396702,272.467277153415,272.467277153415,0,0,678.940381470316,PERFORM Northport plant,high
S2_2025_WINTER_PEAK_PUBLIC,K,9003,EAST GARDEN CITY,957.102010357351,0.715320546603298,684.634733203936,684.634733203936,0,0,1705.98896052968,Residual Zone-K plants at East Garden City proxy,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,A,54,NIAGARA W,1292.64986194606,0.382185175153705,494.031613900269,494.031613900269,0,0,494.08899443871,PERFORM Niagara hydro plants,high
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,A,55,NIAGARA E,1292.64986194606,0.191092587576852,247.015806950134,247.015806950134,0,0,247.044497219355,PERFORM Niagara hydro plants,high
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,A,56,HUNTLEY,1292.64986194606,0.3012848165981,389.455776581979,389.455776581979,0,0,389.501010898024,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,A,57,HUNTLEY,1292.64986194606,0.00871229543477941,11.2619474910009,11.2619474910009,0,0,11.2632555380828,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,A,60,DUNKIRK,1292.64986194606,0.036229555911566,46.8321304474531,46.8321304474531,0,0,46.8375698824726,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,A,61,DUNKIRK,1292.64986194606,0.0804955693249973,104.052586575228,104.052586575228,0,0,104.064672023357,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,B,53,ROCHESTER,288.773724769062,1,288.773724769062,288.773724769062,0,0,288.8,All PERFORM Zone-B generation at retained Rochester proxy,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,C,50,CLAY,2506.04245062123,0.682385315127198,1710.08656738931,1710.08656738931,0,0,1713.60600334742,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,C,51,CLAY,2506.04245062123,0.180824507709693,453.153892433176,453.153892433176,0,0,454.08650376058,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,C,65,GESONIDGE,2506.04245062123,0.024572506913824,61.5797454442268,61.5797454442268,0,0,61.7064793619949,PERFORM Greenidge plant,high
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,C,68,HILLSIDE,2506.04245062123,0.0597090451253934,149.633401770295,149.633401770295,0,0,149.941354118888,Residual Zone-C plants allocated to Hillside/Lapeer proxies,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,C,71,BINGHAMTON,2506.04245062123,0.0104652541081939,26.2263710516721,26.2263710516721,0,0,26.2803461164964,PERFORM Binghamton plant,high
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,C,72,LAPEER,2506.04245062123,0.0420433710156976,105.362472532557,105.362472532557,0,0,105.57931329462,Residual Zone-C plants allocated to Hillside/Lapeer proxies,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,D,47,MOSES W,983.526102854315,0.959329106258799,943.525217233429,943.525217233429,0,0,944.920662,PERFORM Zone-D total allocated to Moses W/E proxies,low
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,D,48,MOSES E,983.526102854315,0.0406708937412013,40.0008856208857,40.0008856208857,0,0,40.0600457,PERFORM Zone-D total allocated to Moses W/E proxies,low
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,E,43,EDIC,598.288312340651,0.666666666666667,398.858874893768,398.858874893768,0,0,400,PERFORM Zone-E total allocated to Edic/Porter equivalents,low
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,E,44,PORTER,598.288312340651,0.333333333333333,199.429437446884,199.429437446884,0,0,200,PERFORM Zone-E total allocated to Edic/Porter equivalents,low
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,F,37,NEW SEATHED,1793.65957305411,0.210302229460617,377.210607106656,377.210607106656,0,0,455.936073628024,Residual Zone-F plants at New Scotland proxy,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,F,38,GILBOA,1793.65957305411,0.28871900454521,517.863606425168,517.863606425168,0,0,625.943955286439,PERFORM Blenheim-Gilboa plant,high
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,F,41,ROTTERDAM,1793.65957305411,0.099654470089088,178.746194272927,178.746194272927,0,0,216.051289272751,PERFORM Selkirk cluster at Rotterdam proxy,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,F,42,ALBANY,1793.65957305411,0.401324295905085,719.839165249354,719.839165249354,0,0,870.072676812786,PERFORM Bethlehem/Empire Capital-region cluster,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,G,39,LEEDS,1338.93652413803,0.408278691528877,546.659252115299,546.659252115299,0,0,898.21312136353,PERFORM Athens/South-Cairo/West-Coxsackie cluster,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,G,73,PLEASANT VLY,1338.93652413803,0.358300196665811,479.741219921695,479.741219921695,0,0,788.260432664784,PERFORM Roseton/CPV-Valley cluster,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,G,76,RAMAPO,1338.93652413803,0.233421111805312,312.53605210104,312.53605210104,0,0,513.526445971687,Residual Zone-G plants at Ramapo proxy,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,I,78,CE UG,14.9393294189239,1,14.9393294189239,14.9393294189239,0,0,565.099092,PERFORM Zone-I residual at CE UG interface proxy,low
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,J,79,RAV A-3,1397.35924501855,0.706420369463462,987.123034139186,987.123034139186,0,0,2964.90100995997,PERFORM Ravenswood/Astoria generation cluster,high
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,J,81,GOETHALS,1397.35924501855,0.165299657210587,230.983004201611,230.983004201611,0,0,693.775465424283,Residual Zone-J generation at Goethals/Gowanus proxy,medium
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,J,82,AK-3,1397.35924501855,0.128279973325951,179.25320667775,179.25320667775,0,0,538.40098461575,PERFORM Arthur-Kill/Narrows generation cluster,high
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,K,80,NORTHPORT,1145.78035727822,0.284679453396702,326.180125822641,326.180125822641,0,0,678.940381470316,PERFORM Northport plant,high
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,K,9003,EAST GARDEN CITY,1145.78035727822,0.715320546603298,819.600231455578,819.600231455578,0,0,1705.98896052968,Residual Zone-K plants at East Garden City proxy,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,A,54,NIAGARA W,1231.8702574193,0.382185175153705,470.802550098434,470.802550098434,0,0,494.08899443871,PERFORM Niagara hydro plants,high
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,A,55,NIAGARA E,1231.8702574193,0.191092587576852,235.401275049217,235.401275049217,0,0,247.044497219355,PERFORM Niagara hydro plants,high
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,A,56,HUNTLEY,1231.8702574193,0.3012848165981,371.143804579227,371.143804579227,0,0,389.501010898024,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,A,57,HUNTLEY,1231.8702574193,0.00871229543477941,10.7324176199547,10.7324176199547,0,0,11.2632555380828,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,A,60,DUNKIRK,1231.8702574193,0.036229555911566,44.6301123669677,44.6301123669677,0,0,46.8375698824726,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,A,61,DUNKIRK,1231.8702574193,0.0804955693249973,99.1600977054973,99.1600977054973,0,0,104.064672023357,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,B,53,ROCHESTER,272.913326176797,1,272.913326176797,272.913326176797,0,0,288.8,All PERFORM Zone-B generation at retained Rochester proxy,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,C,50,CLAY,1158.30507878318,0.682385315127198,790.410376198897,790.410376198897,0,0,1713.60600334742,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,C,51,CLAY,1158.30507878318,0.180824507709693,209.449945648606,209.449945648606,0,0,454.08650376058,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,C,65,GESONIDGE,1158.30507878318,0.024572506913824,28.4624595567173,28.4624595567173,0,0,61.7064793619949,PERFORM Greenidge plant,high
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,C,68,HILLSIDE,1158.30507878318,0.0597090451253934,69.1612902180375,69.1612902180375,0,0,149.941354118888,Residual Zone-C plants allocated to Hillside/Lapeer proxies,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,C,71,BINGHAMTON,1158.30507878318,0.0104652541081939,12.1219569842775,12.1219569842775,0,0,26.2803461164964,PERFORM Binghamton plant,high
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,C,72,LAPEER,1158.30507878318,0.0420433710156976,48.6990501766483,48.6990501766483,0,0,105.57931329462,Residual Zone-C plants allocated to Hillside/Lapeer proxies,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,D,47,MOSES W,440.826653198714,0.959329106258799,422.897839228179,422.897839228179,0,0,944.920662,PERFORM Zone-D total allocated to Moses W/E proxies,low
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,D,48,MOSES E,440.826653198714,0.0406708937412013,17.9288139705343,17.9288139705343,0,0,40.0600457,PERFORM Zone-D total allocated to Moses W/E proxies,low
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,E,43,EDIC,563.997239690883,0.666666666666667,375.998159793922,375.998159793922,0,0,400,PERFORM Zone-E total allocated to Edic/Porter equivalents,low
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,E,44,PORTER,563.997239690883,0.333333333333333,187.999079896961,187.999079896961,0,0,200,PERFORM Zone-E total allocated to Edic/Porter equivalents,low
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,F,37,NEW SEATHED,1131.15443525617,0.210302229460617,237.884299598637,237.884299598637,0,0,455.936073628024,Residual Zone-F plants at New Scotland proxy,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,F,38,GILBOA,1131.15443525617,0.28871900454521,326.58578253406,326.58578253406,0,0,625.943955286439,PERFORM Blenheim-Gilboa plant,high
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,F,41,ROTTERDAM,1131.15443525617,0.099654470089088,112.724595834375,112.724595834375,0,0,216.051289272751,PERFORM Selkirk cluster at Rotterdam proxy,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,F,42,ALBANY,1131.15443525617,0.401324295905085,453.959757289096,453.959757289096,0,0,870.072676812786,PERFORM Bethlehem/Empire Capital-region cluster,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,G,39,LEEDS,1897.204574147,0.408278691528877,774.588201095339,774.588201095339,0,0,898.21312136353,PERFORM Athens/South-Cairo/West-Coxsackie cluster,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,G,73,PLEASANT VLY,1897.204574147,0.358300196665811,679.768772032147,679.768772032147,0,0,788.260432664784,PERFORM Roseton/CPV-Valley cluster,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,G,76,RAMAPO,1897.204574147,0.233421111805312,442.847601019517,442.847601019517,0,0,513.526445971687,Residual Zone-G plants at Ramapo proxy,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,I,78,CE UG,5.90608050058277,1,5.90608050058277,5.90608050058277,0,0,565.099092,PERFORM Zone-I residual at CE UG interface proxy,low
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,J,79,RAV A-3,3128.65797501269,0.706420369463462,2210.14772263327,2210.14772263327,0,0,2964.90100995997,PERFORM Ravenswood/Astoria generation cluster,high
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,J,81,GOETHALS,3128.65797501269,0.165299657210587,517.166090798767,517.166090798767,0,0,693.775465424283,Residual Zone-J generation at Goethals/Gowanus proxy,medium
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,J,82,AK-3,3128.65797501269,0.128279973325951,401.344161580651,401.344161580651,0,0,538.40098461575,PERFORM Arthur-Kill/Narrows generation cluster,high
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,K,80,NORTHPORT,1382.60307488076,0.284679453396702,393.598687621655,393.598687621655,0,0,678.940381470316,PERFORM Northport plant,high
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,K,9003,EAST GARDEN CITY,1382.60307488076,0.715320546603298,989.004387259109,989.004387259109,0,0,1705.98896052968,Residual Zone-K plants at East Garden City proxy,medium
S5_2025_HIGH_TOTAL_EAST_PUBLIC,A,54,NIAGARA W,1178.69901667941,0.382185175153705,450.48129014312,450.48129014312,0,0,494.08899443871,PERFORM Niagara hydro plants,high
S5_2025_HIGH_TOTAL_EAST_PUBLIC,A,55,NIAGARA E,1178.69901667941,0.191092587576852,225.24064507156,225.24064507156,0,0,247.044497219355,PERFORM Niagara hydro plants,high
S5_2025_HIGH_TOTAL_EAST_PUBLIC,A,56,HUNTLEY,1178.69901667941,0.3012848165981,355.124117064617,355.124117064617,0,0,389.501010898024,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S5_2025_HIGH_TOTAL_EAST_PUBLIC,A,57,HUNTLEY,1178.69901667941,0.00871229543477941,10.269174061995,10.269174061995,0,0,11.2632555380828,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S5_2025_HIGH_TOTAL_EAST_PUBLIC,A,60,DUNKIRK,1178.69901667941,0.036229555911566,42.7037419276946,42.7037419276946,0,0,46.8375698824726,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S5_2025_HIGH_TOTAL_EAST_PUBLIC,A,61,DUNKIRK,1178.69901667941,0.0804955693249973,94.8800484104235,94.8800484104235,0,0,104.064672023357,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S5_2025_HIGH_TOTAL_EAST_PUBLIC,B,53,ROCHESTER,283.587400670782,1,283.587400670782,283.587400670782,0,0,288.8,All PERFORM Zone-B generation at retained Rochester proxy,medium
S5_2025_HIGH_TOTAL_EAST_PUBLIC,C,50,CLAY,1094.00560849967,0.682385315127198,746.533361906967,746.533361906967,0,0,1713.60600334742,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S5_2025_HIGH_TOTAL_EAST_PUBLIC,C,51,CLAY,1094.00560849967,0.180824507709693,197.823025588595,197.823025588595,0,0,454.08650376058,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S5_2025_HIGH_TOTAL_EAST_PUBLIC,C,65,GESONIDGE,1094.00560849967,0.024572506913824,26.8824603786203,26.8824603786203,0,0,61.7064793619949,PERFORM Greenidge plant,high
