scenario_id,zone,npcc_bus_id,npcc_bus_name,zone_target_generation_mw,perform_bus_weight,ideal_bus_pg_mw,applied_bus_pg_mw,capacity_redispatch_mw,bus_pmin_mw,bus_pmax_mw,source_rule,confidence
S1_2025_SUMMER_PEAK_PUBLIC,A,54,NIAGARA W,1290.08646596621,0.382185175153705,493.051921958721,493.051921958721,0,0,494.08899443871,PERFORM Niagara hydro plants,high
S1_2025_SUMMER_PEAK_PUBLIC,A,55,NIAGARA E,1290.08646596621,0.191092587576852,246.52596097936,246.52596097936,0,0,247.044497219355,PERFORM Niagara hydro plants,high
S1_2025_SUMMER_PEAK_PUBLIC,A,56,HUNTLEY,1290.08646596621,0.3012848165981,388.683464294321,388.683464294321,0,0,389.501010898024,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S1_2025_SUMMER_PEAK_PUBLIC,A,57,HUNTLEY,1290.08646596621,0.00871229543477941,11.2396144279081,11.2396144279081,0,0,11.2632555380828,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S1_2025_SUMMER_PEAK_PUBLIC,A,60,DUNKIRK,1290.08646596621,0.036229555911566,46.7392597494775,46.7392597494775,0,0,46.8375698824726,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S1_2025_SUMMER_PEAK_PUBLIC,A,61,DUNKIRK,1290.08646596621,0.0804955693249973,103.846244556424,103.846244556424,0,0,104.064672023357,Residual Zone-A plants allocated to Huntley/Dunkirk proxies,medium
S1_2025_SUMMER_PEAK_PUBLIC,B,53,ROCHESTER,286.172736503182,1,286.172736503182,286.172736503182,0,0,288.8,All PERFORM Zone-B generation at retained Rochester proxy,medium
S1_2025_SUMMER_PEAK_PUBLIC,C,50,CLAY,1862.17599557271,0.682385315127198,1270.72155356119,1270.72155356119,0,0,1713.60600334742,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S1_2025_SUMMER_PEAK_PUBLIC,C,51,CLAY,1862.17599557271,0.180824507709693,336.727057668242,336.727057668242,0,0,454.08650376058,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S1_2025_SUMMER_PEAK_PUBLIC,C,65,GESONIDGE,1862.17599557271,0.024572506913824,45.7583325259675,45.7583325259675,0,0,61.7064793619949,PERFORM Greenidge plant,high
S1_2025_SUMMER_PEAK_PUBLIC,C,68,HILLSIDE,1862.17599557271,0.0597090451253934,111.188750551075,111.188750551075,0,0,149.941354118888,Residual Zone-C plants allocated to Hillside/Lapeer proxies,medium
S1_2025_SUMMER_PEAK_PUBLIC,C,71,BINGHAMTON,1862.17599557271,0.0104652541081939,19.4881449878473,19.4881449878473,0,0,26.2803461164964,PERFORM Binghamton plant,high
S1_2025_SUMMER_PEAK_PUBLIC,C,72,LAPEER,1862.17599557271,0.0420433710156976,78.2921562783895,78.2921562783895,0,0,105.57931329462,Residual Zone-C plants allocated to Hillside/Lapeer proxies,medium
S1_2025_SUMMER_PEAK_PUBLIC,D,47,MOSES W,380.463995495628,0.959329106258799,364.990184762472,364.990184762472,0,0,944.920662,PERFORM Zone-D total allocated to Moses W/E proxies,low
S1_2025_SUMMER_PEAK_PUBLIC,D,48,MOSES E,380.463995495628,0.0406708937412013,15.4738107331556,15.4738107331556,0,0,40.0600457,PERFORM Zone-D total allocated to Moses W/E proxies,low
S1_2025_SUMMER_PEAK_PUBLIC,E,43,EDIC,44.700386862842,0.666666666666667,29.8002579085614,29.8002579085614,0,0,400,PERFORM Zone-E total allocated to Edic/Porter equivalents,low
S1_2025_SUMMER_PEAK_PUBLIC,E,44,PORTER,44.700386862842,0.333333333333333,14.9001289542807,14.9001289542807,0,0,200,PERFORM Zone-E total allocated to Edic/Porter equivalents,low
S1_2025_SUMMER_PEAK_PUBLIC,F,37,NEW SEATHED,998.965193930097,0.210302229460617,210.084607437057,210.084607437057,0,0,455.936073628024,Residual Zone-F plants at New Scotland proxy,medium
S1_2025_SUMMER_PEAK_PUBLIC,F,38,GILBOA,998.965193930097,0.28871900454521,288.42023636681,288.42023636681,0,0,625.943955286439,PERFORM Blenheim-Gilboa plant,high
S1_2025_SUMMER_PEAK_PUBLIC,F,41,ROTTERDAM,998.965193930097,0.099654470089088,99.5513470385468,99.5513470385468,0,0,216.051289272751,PERFORM Selkirk cluster at Rotterdam proxy,medium
S1_2025_SUMMER_PEAK_PUBLIC,F,42,ALBANY,998.965193930097,0.401324295905085,400.909003087683,400.909003087683,0,0,870.072676812786,PERFORM Bethlehem/Empire Capital-region cluster,medium
S1_2025_SUMMER_PEAK_PUBLIC,G,39,LEEDS,1799.96301891721,0.408278691528877,734.886546163886,734.886546163886,0,0,898.21312136353,PERFORM Athens/South-Cairo/West-Coxsackie cluster,medium
S1_2025_SUMMER_PEAK_PUBLIC,G,73,PLEASANT VLY,1799.96301891721,0.358300196665811,644.927103669223,644.927103669223,0,0,788.260432664784,PERFORM Roseton/CPV-Valley cluster,medium
S1_2025_SUMMER_PEAK_PUBLIC,G,76,RAMAPO,1799.96301891721,0.233421111805312,420.149369084101,420.149369084101,0,0,513.526445971687,Residual Zone-G plants at Ramapo proxy,medium
S1_2025_SUMMER_PEAK_PUBLIC,I,78,CE UG,2.96113644021889,1,2.96113644021889,2.96113644021889,0,0,565.099092,PERFORM Zone-I residual at CE UG interface proxy,low
S1_2025_SUMMER_PEAK_PUBLIC,J,79,RAV A-3,3059.13114065541,0.706420369463462,2161.03255061897,2161.03255061897,0,0,2964.90100995997,PERFORM Ravenswood/Astoria generation cluster,high
S1_2025_SUMMER_PEAK_PUBLIC,J,81,GOETHALS,3059.13114065541,0.165299657210587,505.673328912572,505.673328912572,0,0,693.775465424283,Residual Zone-J generation at Goethals/Gowanus proxy,medium
S1_2025_SUMMER_PEAK_PUBLIC,J,82,AK-3,3059.13114065541,0.128279973325951,392.425261123862,392.425261123862,0,0,538.40098461575,PERFORM Arthur-Kill/Narrows generation cluster,high
S1_2025_SUMMER_PEAK_PUBLIC,K,80,NORTHPORT,1331.83852626616,0.284679453396702,379.147063670118,379.147063670118,0,0,678.940381470316,PERFORM Northport plant,high
