scenario_id,load_mode,zone_j_total_pmax_mw,interface_name,lite_flow_mw,target_flow_mw,residual_mw,scale_mw,objective_term,interface_objective_total,target_limit_mw,nyiso_utilization
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Moses_South,712.813994870936,792.394241270214,-79.5802463992782,792.394241270214,0.0100862084103636,2.13578692488919,1212.07679271269,0.653749206349206
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Central_East,2825.28701761336,1230.11557367852,1595.17144393484,1230.11557367852,1.68160077669784,2.13578692488919,1392.92634591109,0.883116022099448
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Total_East_proxy,3190.56302370545,1915.21985554808,1275.34316815737,1915.21985554808,0.443421604458881,2.13578692488919,2905.13643967645,0.65925298013245
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,UPNY_ConEd,1960.23742424794,2001.27345996785,-41.0360357199113,2001.27345996785,0.000420453455794787,2.13578692488919,2807.01593740924,0.712954078135709
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Dunwoodie_South,1033.58228147959,1050.451162233,-16.8688807534072,1050.451162233,0.000257881866311404,2.13578692488919,1770.01690364393,0.593469565217391
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Moses_South,309.232183331668,-285.666833937602,594.89901726927,285.666833937602,4.33677469319106,832.893614671204,731.014689004659,-0.39078125
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Central_East,2582.09615265353,-48.9231580616368,2631.01931071517,100,692.226261335613,832.893614671204,NaN,NaN
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Total_East_proxy,3425.2077065095,-325.566529431838,3750.77423594134,325.566529431838,132.727938319161,832.893614671204,NaN,NaN
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,UPNY_ConEd,2720.78804903984,1250.57881037291,1470.20923866693,1250.57881037291,1.38208948678647,832.893614671204,3191.33600168597,0.391866857551897
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Dunwoodie_South,1928.34004264056,774.386704271667,1153.9533383689,774.386704271667,2.22055083645238,832.893614671204,2101.6672308884,0.368463043478261
