scenario_id,load_mode,zone_j_total_pmax_mw,interface_name,lite_flow_mw,target_flow_mw,residual_mw,scale_mw,objective_term,interface_objective_total,target_limit_mw,nyiso_utilization
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,UPNY_ConEd,2032.66221736518,1932.82631567124,99.8359016939387,1932.82631567124,0.00266801231309672,5.31969732684558,2735.00814867864,0.706698558322411
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,Dunwoodie_South,996.226435536012,1062.17249622078,-65.9460606847676,1062.17249622078,0.00385467362703969,5.31969732684558,1648.89088911163,0.644173913043478
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,Moses_South,614.537381765557,792.394241270214,-177.856859504657,792.394241270214,0.0503800527357564,1.04955598609328,1212.07679271269,0.653749206349206
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,Central_East,2343.52868839531,1230.11557367852,1113.41311471679,1230.11557367852,0.819258264749586,1.04955598609328,1392.92634591109,0.883116022099448
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,Total_East_proxy,2727.18065774267,1915.21985554808,811.960802194594,1915.21985554808,0.179735083140594,1.04955598609328,2905.13643967645,0.65925298013245
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,UPNY_ConEd,2022.2301297898,2001.27345996785,20.9566698219494,2001.27345996785,0.000109655815757725,1.04955598609328,2807.01593740924,0.712954078135709
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,Dunwoodie_South,1041.48042913941,1050.451162233,-8.97073309359371,1050.451162233,7.2929651585026e-05,1.04955598609328,1770.01690364393,0.593469565217391
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,Moses_South,597.091482096088,-285.666833937602,882.75831603369,285.666833937602,9.54913409570823,654.670655108387,731.014689004659,-0.39078125
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,Central_East,2304.21963655,-48.9231580616368,2353.14279461164,100,553.728101183267,654.670655108387,NaN,NaN
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,Total_East_proxy,2771.64214906527,-325.566529431838,3097.20867849711,325.566529431838,90.5026790102603,654.670655108387,NaN,NaN
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,UPNY_ConEd,2074.1474295158,1250.57881037291,823.568619142886,1250.57881037291,0.433688043070261,654.670655108387,3191.33600168597,0.391866857551897
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_P_ONLY_S1_BOUNDARY,3000,Dunwoodie_South,1297.91608964271,774.386704271667,523.529385371041,774.386704271667,0.457052776080772,654.670655108387,2101.6672308884,0.368463043478261
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Moses_South,51.1660925908638,713.559374921485,-662.393282330621,713.559374921485,0.86173078063919,4.46104248623505,1120.63977933465,0.636742857142857
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Central_East,1713.35933652871,919.824688464481,793.534648064226,919.824688464481,0.74425483398709,4.46104248623505,1200.68547785855,0.766082962962963
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Total_East_proxy,1749.96801931434,1064.86749418979,685.100525124554,1064.86749418979,0.413921000009003,4.46104248623505,2685.97788380209,0.396454304635762
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,UPNY_ConEd,1888.86270745137,1887.02575769531,1.83694975605795,1887.02575769531,9.47630213291995e-07,4.46104248623505,2714.43857661059,0.695180865006553
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Dunwoodie_South,-570.137525612774,1013.73430197272,-1583.87182758549,1013.73430197272,2.44113492396956,4.46104248623505,1636.48983648869,0.61945652173913
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Moses_South,51.0989712038071,-55.8104160947309,106.909387298538,100,1.14296170925488,3.75091226063317,741.605063961212,-0.07525625
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Central_East,1713.09440442905,1002.33486432337,710.759540105678,1002.33486432337,0.502828310869078,3.75091226063317,1522.60789694536,0.658301369863014
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Total_East_proxy,1749.78532515361,1885.69773626077,-135.912411107165,1885.69773626077,0.00519486271083991,3.75091226063317,3499.44889556697,0.538855629139073
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,UPNY_ConEd,1888.71497310234,2186.02924703846,-297.314273936122,2186.02924703846,0.0184977788863895,3.75091226063317,3286.23743967812,0.665207334273625
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Dunwoodie_South,-570.132589844005,1287.80646363194,-1857.93905347594,1287.80646363194,2.08142959891199,3.75091226063317,2132.11455888848,0.604004347826087
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Moses_South,50.8408527833109,-18.0281665798467,68.8690193631576,100,0.474294182804297,2.34248908407608,1577.09494410906,-0.01143125
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Central_East,1711.46346548749,1604.47725507616,106.986210411333,1604.47725507616,0.00444619472550625,2.34248908407608,2577.56454927825,0.622478011472275
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Total_East_proxy,1748.57546388687,3161.41495443083,-1412.83949054396,3161.41495443083,0.199720499841155,2.34248908407608,7441.91676751464,0.424811920529801
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,UPNY_ConEd,1887.87934132323,3945.61555854566,-2057.73621722243,3945.61555854566,0.271988077936528,2.34248908407608,5647.97126859058,0.698589877835951
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Dunwoodie_South,-570.793812421358,3173.76557921188,-3744.55939163324,3173.76557921188,1.3920401287686,2.34248908407608,4534.14796431356,0.699969565217391
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Moses_South,51.1676967968,777.591851487167,-726.424154690367,777.591851487167,0.87272446684752,4.51437328703714,1129.13180450036,0.688663492063492
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Central_East,1713.30614149315,889.243271952491,824.062869540662,889.243271952491,0.8587752439933,4.51437328703714,1209.78407625038,0.735042962962963
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Total_East_proxy,1749.93622955983,1061.49143259267,688.444796967163,1061.49143259267,0.420634855760148,4.51437328703714,2706.33178538974,0.392225165562914
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,UPNY_ConEd,1888.84417329509,1932.82631567124,-43.9821423761455,1932.82631567124,0.000517806025999634,4.51437328703714,2735.00814867864,0.706698558322411
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Dunwoodie_South,-570.162679297119,1062.17249622078,-1632.3351755179,1062.17249622078,2.36172091441017,4.51437328703714,1648.89088911163,0.644173913043478
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Moses_South,51.1433873312028,792.394241270214,-741.250853939011,792.394241270214,0.875080068445581,3.4201509718629,1212.07679271269,0.653749206349206
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Central_East,1713.12615749478,1230.11557367852,483.010583816257,1230.11557367852,0.154177663807878,3.4201509718629,1392.92634591109,0.883116022099448
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Total_East_proxy,1749.80870850312,1915.21985554808,-165.411147044961,1915.21985554808,0.00745920040649943,3.4201509718629,2905.13643967645,0.65925298013245
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,UPNY_ConEd,1888.74387407634,2001.27345996785,-112.529585891509,2001.27345996785,0.00316169934584915,3.4201509718629,2807.01593740924,0.712954078135709
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Dunwoodie_South,-570.198678434933,1050.451162233,-1620.64984066793,1050.451162233,2.3802723398571,3.4201509718629,1770.01690364393,0.593469565217391
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Moses_South,51.0998343969476,-285.666833937602,336.76666833455,285.666833937602,1.38975600044516,355.719347022952,731.014689004659,-0.39078125
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Central_East,1712.96096438448,-48.9231580616368,1761.88412244611,100,310.423566092771,355.719347022952,NaN,NaN
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Total_East_proxy,1749.66581912625,-325.566529431838,2075.23234855809,325.566529431838,40.6306675032191,355.719347022952,NaN,NaN
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,UPNY_ConEd,1888.64887866948,1250.57881037291,638.070068296573,1250.57881037291,0.260324242503735,355.719347022952,3191.33600168597,0.391866857551897
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_Q_ONLY_S1_BOUNDARY,3000,Dunwoodie_South,-570.246823642026,774.386704271667,-1344.63352791369,774.386704271667,3.01503318401274,355.719347022952,2101.6672308884,0.368463043478261
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Moses_South,591.304778856025,713.559374921485,-122.25459606546,713.559374921485,0.029354193812749,4.72677091345573,1120.63977933465,0.636742857142857
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Central_East,2304.98990329924,919.824688464481,1385.16521483476,919.824688464481,2.26773879313328,4.72677091345573,1200.68547785855,0.766082962962963
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Total_East_proxy,2723.13239788777,1064.86749418979,1658.26490369798,1064.86749418979,2.42502755773533,4.72677091345573,2685.97788380209,0.396454304635762
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,UPNY_ConEd,1973.99476508178,1887.02575769531,86.9690073864722,1887.02575769531,0.0021240922290511,4.72677091345573,2714.43857661059,0.695180865006553
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Dunwoodie_South,962.781908806106,1013.73430197272,-50.9523931666137,1013.73430197272,0.00252627654532592,4.72677091345573,1636.48983648869,0.61945652173913
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Moses_South,644.833613704854,-55.8104160947309,700.644029799585,100,49.0902056493801,50.9275089971019,741.605063961212,-0.07525625
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Central_East,2293.5059791281,1002.33486432337,1291.17111480473,1002.33486432337,1.65936501716995,50.9275089971019,1522.60789694536,0.658301369863014
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Total_East_proxy,2630.13598852909,1885.69773626077,744.438252268316,1885.69773626077,0.155852295154025,50.9275089971019,3499.44889556697,0.538855629139073
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,UPNY_ConEd,1940.84738528543,2186.02924703846,-245.181861753033,2186.02924703846,0.0125795394297236,50.9275089971019,3286.23743967812,0.665207334273625
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Dunwoodie_South,1162.24370903151,1287.80646363194,-125.562754600434,1287.80646363194,0.0095064959681173,50.9275089971019,2132.11455888848,0.604004347826087
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Moses_South,403.326384323585,-18.0281665798467,421.354550903432,100,17.7539657567033,18.3062866441949,1577.09494410906,-0.01143125
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Central_East,2259.27886010038,1604.47725507616,654.801605024225,1604.47725507616,0.166552954320446,18.3062866441949,2577.56454927825,0.622478011472275
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Total_East_proxy,2799.58647070111,3161.41495443083,-361.828483729719,3161.41495443083,0.0130991313764689,18.3062866441949,7441.91676751464,0.424811920529801
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,UPNY_ConEd,2379.00205747513,3945.61555854566,-1566.61350107053,3945.61555854566,0.157650079845265,18.3062866441949,5647.97126859058,0.698589877835951
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Dunwoodie_South,1702.08694857905,3173.76557921188,-1471.67863063283,3173.76557921188,0.215018721949408,18.3062866441949,4534.14796431356,0.699969565217391
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Moses_South,579.013757741671,777.591851487167,-198.578093745496,777.591851487167,0.0652167680905405,5.14024925217414,1129.13180450036,0.688663492063492
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Central_East,2308.98214874709,889.243271952491,1419.7388767946,889.243271952491,2.54903485315938,5.14024925217414,1209.78407625038,0.735042962962963
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Total_East_proxy,2745.10081832001,1061.49143259267,1683.60938572734,1061.49143259267,2.51564694033382,5.14024925217414,2706.33178538974,0.392225165562914
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,UPNY_ConEd,1998.90065893109,1932.82631567124,66.0743432598456,1932.82631567124,0.00116863812524181,5.14024925217414,2735.00814867864,0.706698558322411
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Dunwoodie_South,960.391912648971,1062.17249622078,-101.780583571809,1062.17249622078,0.00918205246515364,5.14024925217414,1648.89088911163,0.644173913043478
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Moses_South,603.672991831438,792.394241270214,-188.721249438776,792.394241270214,0.05672297296677,0.999044795778717,1212.07679271269,0.653749206349206
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Central_East,2313.71571721572,1230.11557367852,1083.6001435372,1230.11557367852,0.775972399383158,0.999044795778717,1392.92634591109,0.883116022099448
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Total_East_proxy,2692.28950359294,1915.21985554808,777.069648044855,1915.21985554808,0.16462000892011,0.999044795778717,2905.13643967645,0.65925298013245
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,UPNY_ConEd,1989.86244708177,2001.27345996785,-11.4110128860821,2001.27345996785,3.251138863872e-05,0.999044795778717,2807.01593740924,0.712954078135709
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Dunwoodie_South,1007.17941914001,1050.451162233,-43.2717430929913,1050.451162233,0.00169690312003988,0.999044795778717,1770.01690364393,0.593469565217391
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Moses_South,587.654624976941,-285.666833937602,873.321458914543,285.666833937602,9.3460611925256,643.282287364503,731.014689004659,-0.39078125
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Central_East,2284.37979646359,-48.9231580616368,2333.30295452523,100,544.430267759616,643.282287364503,NaN,NaN
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Total_East_proxy,2740.59724784623,-325.566529431838,3066.16377727807,325.566529431838,88.6974629208691,643.282287364503,NaN,NaN
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,UPNY_ConEd,2045.226314044,1250.57881037291,794.647503671089,1250.57881037291,0.403763368803931,643.282287364503,3191.33600168597,0.391866857551897
S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_S1_BOUNDARY,3000,Dunwoodie_South,1267.04037742876,774.386704271667,492.653673157094,774.386704271667,0.404732122688299,643.282287364503,2101.6672308884,0.368463043478261
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Moses_South,710.805721217628,713.559374921485,-2.75365370385703,713.559374921485,1.48921846775222e-05,8.54793685608669,1120.63977933465,0.636742857142857
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Central_East,2779.7191580425,919.824688464481,1859.89446957802,919.824688464481,4.08852334649396,8.54793685608669,1200.68547785855,0.766082962962963
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Total_East_proxy,3299.15751584108,1064.86749418979,2234.29002165129,1064.86749418979,4.40238430730086,8.54793685608669,2685.97788380209,0.396454304635762
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,UPNY_ConEd,2178.87948372321,1887.02575769531,291.853726027904,1887.02575769531,0.0239207519654195,8.54793685608669,2714.43857661059,0.695180865006553
S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Dunwoodie_South,1198.14914534536,1013.73430197272,184.414843372638,1013.73430197272,0.0330935581417699,8.54793685608669,1636.48983648869,0.61945652173913
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Moses_South,549.040396288938,-55.8104160947309,604.850812383669,100,36.5844505241184,40.0487015052697,741.605063961212,-0.07525625
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Central_East,2654.17559705078,1002.33486432337,1651.84073272741,1002.33486432337,2.71588057510353,40.0487015052697,1522.60789694536,0.658301369863014
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Total_East_proxy,3280.77414780023,1885.69773626077,1395.07641153946,1885.69773626077,0.547333249718434,40.0487015052697,3499.44889556697,0.538855629139073
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,UPNY_ConEd,2581.03123554886,2186.02924703846,395.0019885104,2186.02924703846,0.0326502587735498,40.0487015052697,3286.23743967812,0.665207334273625
S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Dunwoodie_South,1816.25749301067,1287.80646363194,528.451029378725,1287.80646363194,0.168386897555835,40.0487015052697,2132.11455888848,0.604004347826087
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Moses_South,-30.0166541585245,-18.0281665798467,-11.9884875786778,100,0.0143723834424112,0.498173066999187,1577.09494410906,-0.01143125
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Central_East,2506.39198691943,1604.47725507616,901.914731843267,1604.47725507616,0.315983082587708,0.498173066999187,2577.56454927825,0.622478011472275
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Total_East_proxy,3424.2518247668,3161.41495443083,262.83687033597,3161.41495443083,0.00691209292334981,0.498173066999187,7441.91676751464,0.424811920529801
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,UPNY_ConEd,2897.38745256418,3945.61555854566,-1048.22810598148,3945.61555854566,0.0705800668698599,0.498173066999187,5647.97126859058,0.698589877835951
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Dunwoodie_South,2219.91600217349,3173.76557921188,-953.849577038387,3173.76557921188,0.0903254411758579,0.498173066999187,4534.14796431356,0.699969565217391
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Moses_South,697.066382878001,777.591851487167,-80.5254686091655,777.591851487167,0.0107241559257854,9.07603045408463,1129.13180450036,0.688663492063492
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Central_East,2790.89620154932,889.243271952491,1901.65292959683,889.243271952491,4.57321203428904,9.07603045408463,1209.78407625038,0.735042962962963
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Total_East_proxy,3307.72894850611,1061.49143259267,2246.23751591344,1061.49143259267,4.47794099088052,9.07603045408463,2706.33178538974,0.392225165562914
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,UPNY_ConEd,2130.83521723638,1932.82631567124,198.008901565141,1932.82631567124,0.0104950320513719,9.07603045408463,2735.00814867864,0.706698558322411
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,Dunwoodie_South,1126.41629370165,1062.17249622078,64.2437974808679,1062.17249622078,0.00365824093791313,9.07603045408463,1648.89088911163,0.644173913043478
