scenario_id,timestamp,interface_timestamp,interface_name,aggregate_name,zone_boundary,nyiso_interface_name,nyiso_flow_mw,nyiso_limit_mw,nyiso_utilization,scale_factor_gamma,target_flow_mw,target_limit_mw,source,note
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,2019-07-20 16:00,Dysinger_East,Dysinger_East,A-B,DYSINGER EAST,1511.71,3150,0.479907936507937,0.358662225381536,542.193272731521,1129.78600995184,P32_scaled,P-32 Dysinger East mapped to the reduced West-Genesee cut
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,2019-07-20 16:00,West_Central,West_Central,B-C,WEST CENTRAL,344.87,9999,0.0344904490449045,0.358662225381536,123.69184166733,3586.26359158997,P32_scaled,P-32 West Central mapped to the reduced Genesee-Central cut
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,2019-07-20 16:00,Moses_South,Moses_South,D-E,MOSES SOUTH,2189.97,3150,0.695228571428571,0.358662225381536,785.459513718801,1129.78600995184,P32_scaled,P-32 Moses South public interface
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,2019-07-20 16:00,Central_East,Central_East,E-F,CENTRAL EAST - VC,2430.97,2860,0.84998951048951,0.358662225381536,871.897110035751,1025.77396459119,P32_scaled,P-32 Central East - VC mapped to NY-lite Central East proxy
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,2019-07-20 16:00,Total_East_proxy,Total_East_proxy,F-G,TOTAL EAST,4398.85,6800,0.646889705882353,0.358662225381536,1577.70133011957,2438.90313259444,P32_scaled,P-32 Total East mapped to NY-lite F-G proxy
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,2019-07-20 16:00,UPNY_ConEd,UPNY_ConEd,G-H,UPNY CONED,3593.64,5700,0.630463157894737,0.358662225381536,1288.9029196201,2044.37468467475,P32_scaled,P-32 UPNY ConEd mapped to NY-lite G-H proxy
S1_2019_SUMMER_PEAK_PUBLIC,2019-07-20 16:00,2019-07-20 16:00,Dunwoodie_South,Dunwoodie_South,I-J,SPR/DUN-SOUTH,2973.2,4350,0.683494252873563,0.358662225381536,1066.37452850438,1560.18068040968,P32_scaled,P-32 Sprain Brook/Dunwoodie South mapped to NY-lite I-J proxy
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21 18:00,Dysinger_East,Dysinger_East,A-B,DYSINGER EAST,2232.47,3150,0.708720634920635,0.440892759455022,984.279858700553,1388.81219228332,P32_scaled,P-32 Dysinger East mapped to the reduced West-Genesee cut
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21 18:00,West_Central,West_Central,B-C,WEST CENTRAL,1305.73,9999,0.130586058605861,0.440892759455022,575.686902803206,4408.48670179076,P32_scaled,P-32 West Central mapped to the reduced Genesee-Central cut
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21 18:00,Moses_South,Moses_South,D-E,MOSES SOUTH,957.86,3150,0.30408253968254,0.440892759455022,422.313538571587,1388.81219228332,P32_scaled,P-32 Moses South public interface
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21 18:00,Central_East,Central_East,E-F,CENTRAL EAST - VC,2788.26,2920,0.954883561643836,0.440892759455022,1229.32364547806,1287.40685760866,P32_scaled,P-32 Central East - VC mapped to NY-lite Central East proxy
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21 18:00,Total_East_proxy,Total_East_proxy,F-G,TOTAL EAST,5178.7,6800,0.761573529411765,0.440892759455022,2283.25133338972,2998.07076429415,P32_scaled,P-32 Total East mapped to NY-lite F-G proxy
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21 18:00,UPNY_ConEd,UPNY_ConEd,G-H,UPNY CONED,2781.33,5700,0.487952631578947,0.440892759455022,1226.26825865504,2513.08872889362,P32_scaled,P-32 UPNY ConEd mapped to NY-lite G-H proxy
S2_2019_WINTER_PEAK_PUBLIC,2019-01-21 18:00,2019-01-21 18:00,Dunwoodie_South,Dunwoodie_South,I-J,SPR/DUN-SOUTH,2657.59,4600,0.577736956521739,0.440892759455022,1171.71218860007,2028.1066934931,P32_scaled,P-32 Sprain Brook/Dunwoodie South mapped to NY-lite I-J proxy
