scenario_id,timestamp,interface_timestamp,interface_name,aggregate_name,zone_boundary,nyiso_interface_name,nyiso_flow_mw,nyiso_limit_mw,nyiso_utilization,scale_factor_gamma,target_flow_mw,target_limit_mw,source,note
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21 04:00,Dysinger_East,Dysinger_East,A-B,DYSINGER EAST,967.43,3150,0.307120634920635,0.912235676941871,882.524160943875,2873.5423823669,P32_scaled,P-32 Dysinger East mapped to the reduced West-Genesee cut
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21 04:00,West_Central,West_Central,B-C,WEST CENTRAL,803.85,9999,0.0803930393039304,0.912235676941871,733.300648909723,9121.44453374177,P32_scaled,P-32 West Central mapped to the reduced Genesee-Central cut
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21 04:00,Moses_South,Moses_South,D-E,MOSES SOUTH,834.66,3150,0.264971428571429,0.912235676941871,761.406630116302,2873.5423823669,P32_scaled,P-32 Moses South public interface
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21 04:00,Central_East,Central_East,E-F,CENTRAL EAST - VC,1890.68,2195,0.861357630979499,0.912235676941871,1724.74574968046,2002.35731088741,P32_scaled,P-32 Central East - VC mapped to NY-lite Central East proxy
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21 04:00,Total_East_proxy,Total_East_proxy,F-G,TOTAL EAST,3550.78,6800,0.522173529411765,0.912235676941871,3239.14819697166,6203.20260320473,P32_scaled,P-32 Total East mapped to NY-lite F-G proxy
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21 04:00,UPNY_ConEd,UPNY_ConEd,G-H,UPNY CONED,1331.73,5700,0.233636842105263,0.912235676941871,1214.8516180538,5199.74335856867,P32_scaled,P-32 UPNY ConEd mapped to NY-lite G-H proxy
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019-04-21 04:00,2019-04-21 04:00,Dunwoodie_South,Dunwoodie_South,I-J,SPR/DUN-SOUTH,2012.27,4600,0.43745,0.912235676941871,1835.66448563982,4196.28411393261,P32_scaled,P-32 Sprain Brook/Dunwoodie South mapped to NY-lite I-J proxy
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17 16:00,Dysinger_East,Dysinger_East,A-B,DYSINGER EAST,890.06,3150,0.28255873015873,0.371839404860896,330.959380690489,1171.29412531182,P32_scaled,P-32 Dysinger East mapped to the reduced West-Genesee cut
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17 16:00,West_Central,West_Central,B-C,WEST CENTRAL,-14.93,NaN,NaN,0.371839404860896,-5.55156231457317,NaN,P32_scaled,P-32 West Central mapped to the reduced Genesee-Central cut
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17 16:00,Moses_South,Moses_South,D-E,MOSES SOUTH,1164.76,3150,0.369765079365079,0.371839404860896,433.103665205777,1171.29412531182,P32_scaled,P-32 Moses South public interface
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17 16:00,Central_East,Central_East,E-F,CENTRAL EAST - VC,1985.68,2820,0.704141843971631,0.371839404860896,738.354069444183,1048.58712170773,P32_scaled,P-32 Central East - VC mapped to NY-lite Central East proxy
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17 16:00,Total_East_proxy,Total_East_proxy,F-G,TOTAL EAST,3420.95,6800,0.503080882352941,0.371839404860896,1272.04401205888,2528.50795305409,P32_scaled,P-32 Total East mapped to NY-lite F-G proxy
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17 16:00,UPNY_ConEd,UPNY_ConEd,G-H,UPNY CONED,2531.87,5700,0.444187719298246,0.371839404860896,941.449033985156,2119.48460770711,P32_scaled,P-32 UPNY ConEd mapped to NY-lite G-H proxy
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019-07-17 16:00,2019-07-17 16:00,Dunwoodie_South,Dunwoodie_South,I-J,SPR/DUN-SOUTH,2116.7,4350,0.486597701149425,0.371839404860896,787.072468269058,1617.5014111449,P32_scaled,P-32 Sprain Brook/Dunwoodie South mapped to NY-lite I-J proxy
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17 08:00,Dysinger_East,Dysinger_East,A-B,DYSINGER EAST,1422.13,3150,0.451469841269841,0.447939478799109,637.028170984577,1411.00935821719,P32_scaled,P-32 Dysinger East mapped to the reduced West-Genesee cut
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17 08:00,West_Central,West_Central,B-C,WEST CENTRAL,612.06,9999,0.0612121212121212,0.447939478799109,274.165837393783,4478.94684851229,P32_scaled,P-32 West Central mapped to the reduced Genesee-Central cut
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17 08:00,Moses_South,Moses_South,D-E,MOSES SOUTH,2132.97,3150,0.677133333333333,0.447939478799109,955.441470094136,1411.00935821719,P32_scaled,P-32 Moses South public interface
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17 08:00,Central_East,Central_East,E-F,CENTRAL EAST - VC,2634.68,2880,0.914819444444444,0.447939478799109,1180.17718600244,1290.06569894143,P32_scaled,P-32 Central East - VC mapped to NY-lite Central East proxy
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17 08:00,Total_East_proxy,Total_East_proxy,F-G,TOTAL EAST,5781.14,6800,0.850167647058824,0.447939478799109,2589.60083846468,3045.98845583394,P32_scaled,P-32 Total East mapped to NY-lite F-G proxy
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17 08:00,UPNY_ConEd,UPNY_ConEd,G-H,UPNY CONED,3883.95,5700,0.681394736842105,0.447939478799109,1739.7745386818,2553.25502915492,P32_scaled,P-32 UPNY ConEd mapped to NY-lite G-H proxy
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,2019-07-17 08:00,Dunwoodie_South,Dunwoodie_South,I-J,SPR/DUN-SOUTH,3991.3,4350,0.917540229885058,0.447939478799109,1787.86084173088,1948.53673277613,P32_scaled,P-32 Sprain Brook/Dunwoodie South mapped to NY-lite I-J proxy
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27 02:00,Dysinger_East,Dysinger_East,A-B,DYSINGER EAST,1002.11,3150,0.318130158730159,0.643760912106146,645.11924763069,2027.84687313436,P32_scaled,P-32 Dysinger East mapped to the reduced West-Genesee cut
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27 02:00,West_Central,West_Central,B-C,WEST CENTRAL,592.87,9999,0.0592929292929293,0.643760912106146,381.666531960371,6436.96536014935,P32_scaled,P-32 West Central mapped to the reduced Genesee-Central cut
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27 02:00,Moses_South,Moses_South,D-E,MOSES SOUTH,700.29,1550,0.4518,0.643760912106146,450.819329138813,997.829413764526,P32_scaled,P-32 Moses South public interface
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27 02:00,Central_East,Central_East,E-F,CENTRAL EAST - VC,1477.9,2305,0.64117136659436,0.643760912106146,951.414252001673,1483.86890240467,P32_scaled,P-32 Central East - VC mapped to NY-lite Central East proxy
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27 02:00,Total_East_proxy,Total_East_proxy,F-G,TOTAL EAST,2206.42,6800,0.324473529411765,0.643760912106146,1420.40695168924,4377.57420232179,P32_scaled,P-32 Total East mapped to NY-lite F-G proxy
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27 02:00,UPNY_ConEd,UPNY_ConEd,G-H,UPNY CONED,2385.03,5700,0.418426315789474,0.643760912106146,1535.38908820052,3669.43719900503,P32_scaled,P-32 UPNY ConEd mapped to NY-lite G-H proxy
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,2019-07-27 02:00,Dunwoodie_South,Dunwoodie_South,I-J,SPR/DUN-SOUTH,2775.4,4350,0.638022988505747,0.643760912106146,1786.6940354594,2800.35996766173,P32_scaled,P-32 Sprain Brook/Dunwoodie South mapped to NY-lite I-J proxy
