x_multiplier,zone_j_total_pmax_mw,case_count,success_count,min_voltage_seen,max_voltage_seen,max_rate_a_overload_mva_seen,max_zone_j_equiv_pg_mw_seen,mean_success_zone_j_equiv_pg_mw
1,2000,6,2,0.9,1.1,0,2000,1830.17589515654
1,2250,6,3,0.9,1.1,0,2249.98891733732,1905.88166145435
1,2400,6,5,0.9,1.1,0,2400,2086.84624677955
1,2450,6,6,0.9,1.1,0,2430.94847833555,2145.92619193448
1,2500,6,6,0.9,1.1,0,2430.75527455524,2145.83664392927
1,2750,6,6,0.9,1.1,0,2429.97182657241,2145.49023484214
1,3000,6,6,0.9,1.1,0,2429.76077504158,2145.4342126242
