scenario_id,q_enforced_pf_success,interface_objective,max_abs_interface_residual_mw,min_voltage_pu,max_voltage_pu,voltage_violation_count,branch_overload_count,max_external_schedule_error_mw,diagnostic
S1_2019_SUMMER_PEAK_PUBLIC,1,0.0354594282796818,251.913675784086,0.952721175,1.10778019812344,3,1,1.4210854715202e-14,
S2_2019_WINTER_PEAK_PUBLIC,1,0.171552294828535,502.42003015237,0.952721175,1.1085078302889,3,1,0,
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,1,0.155536734996775,863.536179124655,0.93974601797742,1.1,0,1,2.8421709430404e-14,
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,1,0.0150113664327571,169.451956566267,0.952721175,1.10893337740963,4,1,0,
S5_2019_HIGH_TOTAL_EAST_PUBLIC,1,0.0783188478453249,405.651390689191,0.95174739206948,1.10823132529433,3,1,0,
S6_2019_LOW_TOTAL_EAST_PUBLIC,1,0.0275468675117796,237.827245653514,0.952721175,1.10121055928984,2,1,0,
