scenario_id,interface_name,target_flow_mw,initial_dc_flow_mw,initial_dc_residual_mw,structural_ac_flow_mw,structural_ac_residual_mw,operational_ac_flow_mw,operational_ac_residual_mw,reporting_scale_mw,accuracy_scale_mw,dc_to_structural_shift_mw,operational_correction_mw
S1_2025_SUMMER_PEAK_PUBLIC,Dysinger_East,119.424624611063,99.8804340162243,-19.5441905948387,68.9414395527606,-50.4831850583024,94.731937115183,-24.69268749588,1231.31610688274,100,-30.9389944634637,25.7904975624224
S1_2025_SUMMER_PEAK_PUBLIC,West_Central,-249.020389314563,-282.615715390689,-33.5953260761259,-316.966754848614,-67.9463655340509,-258.401246151304,-9.38085683674129,4634.5681465926,150,-34.351039457925,58.5655086973096
S1_2025_SUMMER_PEAK_PUBLIC,Moses_South,713.559374921485,700.305091175807,-13.2542837456784,688.585054806538,-24.974320114947,713.699400361461,0.140025439975602,1124.88579191751,100,-11.7200363692685,25.1143455549226
S1_2025_SUMMER_PEAK_PUBLIC,Central_East,919.824688464481,924.85574360656,5.03105514207869,812.700566232874,-107.124122231607,915.825368162892,-3.9993203015888,1392.92634591109,100,-112.155177373686,103.124801930019
S1_2025_SUMMER_PEAK_PUBLIC,Total_East_proxy,1064.86749418979,1123.05171889579,58.1842247060024,963.353295787538,-101.514198402252,1066.57636378334,1.70886959354971,2905.13643967645,150,-159.698423108255,103.223067995802
S1_2025_SUMMER_PEAK_PUBLIC,UPNY_ConEd,1887.02575769531,1822.51134508885,-64.5144126064592,1640.67372593495,-246.352031760362,1879.12096325655,-7.90479443876075,2999.1759695476,100,-181.837619153903,238.447237321602
S1_2025_SUMMER_PEAK_PUBLIC,Dunwoodie_South,1013.73430197272,1020.67142517167,6.93712319895383,812.912810092688,-200.821491880032,1013.96341499509,0.229113022367528,1935.84206726617,100,-207.758615078986,201.050604902399
S2_2025_WINTER_PEAK_PUBLIC,Dysinger_East,967.776068342782,952.608942706143,-15.167125636639,909.25845186896,-58.5176164738224,965.47083743908,-2.30523090370218,1231.31610688274,100,-43.3504908371834,56.2123855701202
S2_2025_WINTER_PEAK_PUBLIC,West_Central,559.985983797111,505.316808008629,-54.6691757884817,439.287640000281,-120.69834379683,534.876200044799,-25.1097837523123,4634.5681465926,150,-66.0291680083486,95.5885600445179
S2_2025_WINTER_PEAK_PUBLIC,Moses_South,-55.8104160947309,-65.8933217800646,-10.0829056853337,-67.5054577157157,-11.6950416209848,-54.8929260614805,0.917490033250388,1124.88579191751,100,-1.61213593565105,12.6125316542352
S2_2025_WINTER_PEAK_PUBLIC,Central_East,1002.33486432337,1008.96252305669,6.62765873332239,918.736364147378,-83.5985001759918,1001.39987347688,-0.93499084649477,1392.92634591109,100,-90.2261589093142,82.6635093294971
S2_2025_WINTER_PEAK_PUBLIC,Total_East_proxy,1885.69773626077,1846.45226153405,-39.2454747267211,1704.17690214518,-181.520834115589,1882.72693496213,-2.97080129863525,2905.13643967645,150,-142.275359388868,178.550032816954
S2_2025_WINTER_PEAK_PUBLIC,UPNY_ConEd,2186.02924703846,2162.19228814149,-23.836958896969,1977.77001016864,-208.259236869822,2184.65458690579,-1.3746601326684,2999.1759695476,100,-184.422277972852,206.884576737153
S2_2025_WINTER_PEAK_PUBLIC,Dunwoodie_South,1287.80646363194,1300.25191481876,12.4454511868166,1087.34537181197,-200.461091819966,1290.58447610243,2.77801247048546,1935.84206726617,100,-212.906543006783,203.239104290451
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,345.442933820289,306.378463659612,-39.0644701606772,252.782446756044,-92.6604870642451,248.537626641091,-96.9053071791976,1231.31610688274,100,-53.5960169035679,-4.24482011495249
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,444.780201612359,89.8933102212214,-354.886891391138,33.0103312431983,-411.769870369161,28.7781940226858,-416.002007589673,4634.5681465926,150,-56.8829789780231,-4.2321372205125
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-18.0281665798467,-57.6662772270885,-39.6381106472418,-64.8393897282921,-46.8112231484454,-32.6470544177539,-14.6188878379072,1124.88579191751,100,-7.1731125012036,32.1923353105382
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1604.47725507616,1601.2194963648,-3.25775871135852,1494.18997489955,-110.287280176613,1594.7011527735,-9.77610230266123,1392.92634591109,100,-107.029521465254,100.511177873951
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3161.41495443083,3118.9605823656,-42.4543720652346,2941.48586937566,-219.929085055168,3150.12390802444,-11.2910464063934,2905.13643967645,150,-177.474712989934,208.638038648775
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3945.61555854566,3908.27498895297,-37.3405695926945,3578.72674898742,-366.888809558239,3936.15679503397,-9.45876351169363,2999.1759695476,100,-329.548239965545,357.430046046546
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3173.76557921188,3171.93040223781,-1.83517697407069,2748.85773380614,-424.907845405738,3171.28382274154,-2.48175647034486,1935.84206726617,100,-423.072668431667,422.426088935393
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,Dysinger_East,56.2522711365844,40.2977287912448,-15.9545423453396,7.61069224518649,-48.6415788913979,50.2464650336162,-6.00580610296816,1231.31610688274,100,-32.6870365460583,42.6357727884297
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,West_Central,-289.781820125136,-324.672161220956,-34.8903410958201,-360.264160286343,-70.4823401612073,-298.434069711136,-8.65224958600027,4634.5681465926,150,-35.5919990653873,61.8300905752071
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,Moses_South,777.591851487167,759.651162749272,-17.9406887378951,745.99810770711,-31.593743780057,776.750131923228,-0.841719563938796,1124.88579191751,100,-13.6530550421619,30.7520242161182
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,Central_East,889.243271952491,897.382046253274,8.13877430078264,770.280832500895,-118.962439451596,882.784020545563,-6.45925140692816,1392.92634591109,100,-127.101213752379,112.503188044668
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,Total_East_proxy,1061.49143259267,1124.15491807291,62.6634854802421,946.758329473315,-114.733103119355,1064.10506451919,2.61363192652061,2905.13643967645,150,-177.396588599597,117.346735045876
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,UPNY_ConEd,1932.82631567124,1863.56055724379,-69.2657584274536,1663.60145504103,-269.224860630208,1917.3360764992,-15.490239172037,2999.1759695476,100,-199.959102202755,253.734621458171
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,Dunwoodie_South,1062.17249622078,1068.26119099424,6.08869477345638,841.627323900238,-220.545172320542,1060.40648703376,-1.76600918702093,1935.84206726617,100,-226.633867093999,218.779163133521
S5_2025_HIGH_TOTAL_EAST_PUBLIC,Dysinger_East,507.975612031639,494.282178980509,-13.69343305113,456.18381034802,-51.7918016836194,502.147956557757,-5.82765547388203,1231.31610688274,100,-38.0983686324894,45.9641462097374
S5_2025_HIGH_TOTAL_EAST_PUBLIC,West_Central,196.818183959537,148.944966275687,-47.87321768385,102.662007311184,-94.1561766483533,185.11145032181,-11.7067336377269,4634.5681465926,150,-46.2829589645032,82.4494430106264
S5_2025_HIGH_TOTAL_EAST_PUBLIC,Moses_South,792.394241270214,771.219344236968,-21.1748970332462,756.614998586776,-35.7792426834378,791.573854449592,-0.820386820622389,1124.88579191751,100,-14.6043456501916,34.9588558628154
S5_2025_HIGH_TOTAL_EAST_PUBLIC,Central_East,1230.11557367852,1250.69639129815,20.5808176196297,1109.13882523655,-120.976748441967,1225.9037288827,-4.21184479581939,1392.92634591109,100,-141.557566061597,116.764903646148
S5_2025_HIGH_TOTAL_EAST_PUBLIC,Total_East_proxy,1915.21985554808,1888.4825344491,-26.7373210989797,1688.3062150575,-226.913640490581,1904.61952174104,-10.6003338070409,2905.13643967645,150,-200.176319391601,216.31330668354
S5_2025_HIGH_TOTAL_EAST_PUBLIC,UPNY_ConEd,2001.27345996785,1966.5068526245,-34.7666073433547,1720.02271948551,-281.250740482341,1989.9996187609,-11.2738412069516,2999.1759695476,100,-246.484133138987,269.97689927539
S5_2025_HIGH_TOTAL_EAST_PUBLIC,Dunwoodie_South,1050.451162233,1065.27696095343,14.8257987204292,789.132649562018,-261.318512670982,1052.07447824028,1.62331600728203,1935.84206726617,100,-276.144311391411,262.941828678264
S6_2025_LOW_TOTAL_EAST_PUBLIC,Dysinger_East,-269.78097097717,-276.432157249465,-6.65118627229532,-309.657574731941,-39.8766037547706,-273.676107000445,-3.89513602327526,1231.31610688274,100,-33.2254174824753,35.9814677314953
S6_2025_LOW_TOTAL_EAST_PUBLIC,West_Central,-715.754757371687,-746.417149974541,-30.6623926028542,-783.948686384551,-68.1939290128645,-739.761091295372,-24.0063339236848,4634.5681465926,150,-37.5315364100103,44.1875950891797
S6_2025_LOW_TOTAL_EAST_PUBLIC,Moses_South,-285.666833937602,-294.566832726827,-8.89999878922515,-295.886050718309,-10.2192167807067,-284.701439804237,0.965394133364839,1124.88579191751,100,-1.31921799148154,11.1846109140715
S6_2025_LOW_TOTAL_EAST_PUBLIC,Central_East,-48.9231580616368,-63.2178296146137,-14.2946715529769,-134.266811404777,-85.3436533431402,-60.691996139619,-11.7688380779822,1392.92634591109,100,-71.0489817901633,73.5748152651581
S6_2025_LOW_TOTAL_EAST_PUBLIC,Total_East_proxy,-325.566529431838,-206.597610257635,118.968919174203,-317.72868781809,7.83784161374774,-307.531721272396,18.034808159442,2905.13643967645,150,-111.131077560455,10.1969665456942
S6_2025_LOW_TOTAL_EAST_PUBLIC,UPNY_ConEd,1250.57881037291,1178.47514661999,-72.1036637529182,1063.70234720185,-186.876463171058,1227.68978893846,-22.8890214344465,2999.1759695476,100,-114.772799418139,163.987441736611
S6_2025_LOW_TOTAL_EAST_PUBLIC,Dunwoodie_South,774.386704271667,775.844496707785,1.45779243611798,645.604273274048,-128.782430997619,770.038156747179,-4.3485475244878,1935.84206726617,100,-130.240223433737,124.433883473131
