case_id,case_group,scenario_id,include_s4,apply_abc_caps,x_spine_multiplier,interface_name,lite_flow_mw,target_flow_mw,residual_mw,scale_mw,objective_term,interface_objective_total
S3_BASE_3GW_X0P75,s3_baseline_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,0.75,UPNY_ConEd,1996.12230782344,2001.27345996785,-5.15115214441471,2001.27345996785,6.6251525511693e-06,2.20716648363446
S3_BASE_3GW_X0P75,s3_baseline_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,0,0,0.75,Dunwoodie_South,1100.39187688765,1050.451162233,49.940714654648,1050.451162233,0.00226025674461638,2.20716648363446
S3_BASE_3GW_X0P75,s3_baseline_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,0.75,Moses_South,309.227633286875,-285.666833937602,594.894467224477,285.666833937602,4.33670835439042,825.521051505454
S3_BASE_3GW_X0P75,s3_baseline_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,0.75,Central_East,2565.79655231397,-48.9231580616368,2614.71971037561,100,683.675916382672,825.521051505454
S3_BASE_3GW_X0P75,s3_baseline_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,0.75,Total_East_proxy,3438.0377048455,-325.566529431838,3763.60423427734,325.566529431838,133.637516775084,825.521051505454
S3_BASE_3GW_X0P75,s3_baseline_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,0.75,UPNY_ConEd,2745.62561789042,1250.57881037291,1495.04680751751,1250.57881037291,1.42918170551805,825.521051505454
S3_BASE_3GW_X0P75,s3_baseline_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,0,0.75,Dunwoodie_South,1984.44572923507,774.386704271667,1210.05902496341,774.386704271667,2.4417282877894,825.521051505454
S4_EQUIV_ONLY,s4_equiv_only,S1_2025_SUMMER_PEAK_PUBLIC,1,0,1,Moses_South,756.067617478198,713.559374921485,42.5082425567127,713.559374921485,0.00354883712176505,10.7897242838641
S4_EQUIV_ONLY,s4_equiv_only,S1_2025_SUMMER_PEAK_PUBLIC,1,0,1,Central_East,2772.09880179987,919.824688464481,1852.27411333539,919.824688464481,4.05508899981157,10.7897242838641
S4_EQUIV_ONLY,s4_equiv_only,S1_2025_SUMMER_PEAK_PUBLIC,1,0,1,Total_East_proxy,3265.91369257042,1064.86749418979,2201.04619838063,1064.86749418979,4.27235346621993,10.7897242838641
S4_EQUIV_ONLY,s4_equiv_only,S1_2025_SUMMER_PEAK_PUBLIC,1,0,1,UPNY_ConEd,3096.85286777975,1887.02575769531,1209.82711008444,1887.02575769531,0.411046512250392,10.7897242838641
S4_EQUIV_ONLY,s4_equiv_only,S1_2025_SUMMER_PEAK_PUBLIC,1,0,1,Dunwoodie_South,2464.36168842212,1013.73430197272,1450.6273864494,1013.73430197272,2.04768646846045,10.7897242838641
S4_EQUIV_ONLY,s4_equiv_only,S2_2025_WINTER_PEAK_PUBLIC,1,0,1,Moses_South,549.0469223258,-55.8104160947309,604.857338420531,100,36.5852399841169,40.3878120052499
S4_EQUIV_ONLY,s4_equiv_only,S2_2025_WINTER_PEAK_PUBLIC,1,0,1,Central_East,2649.40409329009,1002.33486432337,1647.06922896672,1002.33486432337,2.70021306226154,40.3878120052499
S4_EQUIV_ONLY,s4_equiv_only,S2_2025_WINTER_PEAK_PUBLIC,1,0,1,Total_East_proxy,3273.91414754765,1885.69773626077,1388.21641128688,1885.69773626077,0.541963687587006,40.3878120052499
S4_EQUIV_ONLY,s4_equiv_only,S2_2025_WINTER_PEAK_PUBLIC,1,0,1,UPNY_ConEd,2881.03499329003,2186.02924703846,695.005746251568,2186.02924703846,0.101079911828663,40.3878120052499
S4_EQUIV_ONLY,s4_equiv_only,S2_2025_WINTER_PEAK_PUBLIC,1,0,1,Dunwoodie_South,2160.58907422521,1287.80646363194,872.782610593272,1287.80646363194,0.459315359455841,40.3878120052499
S4_EQUIV_ONLY,s4_equiv_only,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,1,Moses_South,-30.019968105972,-18.0281665798467,-11.9918015261253,100,0.014380330384198,0.354139062422023
S4_EQUIV_ONLY,s4_equiv_only,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,1,Central_East,2506.46008223665,1604.47725507616,901.982827160492,1604.47725507616,0.316030798363405,0.354139062422023
S4_EQUIV_ONLY,s4_equiv_only,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,1,Total_East_proxy,3406.3772397446,3161.41495443083,244.962285313772,3161.41495443083,0.00600392755682835,0.354139062422023
S4_EQUIV_ONLY,s4_equiv_only,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,1,UPNY_ConEd,3452.86108397896,3945.61555854566,-492.754474566703,3945.61555854566,0.0155966604890052,0.354139062422023
S4_EQUIV_ONLY,s4_equiv_only,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,1,Dunwoodie_South,3027.3814905379,3173.76557921188,-146.384088673975,3173.76557921188,0.00212734562858557,0.354139062422023
S4_EQUIV_ONLY,s4_equiv_only,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,1,Moses_South,715.598585234347,777.591851487167,-61.9932662528204,777.591851487167,0.00635602556945545,11.2704705648767
S4_EQUIV_ONLY,s4_equiv_only,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,1,Central_East,2778.58546032682,889.243271952491,1889.34218837433,889.243271952491,4.51419243568449,11.2704705648767
S4_EQUIV_ONLY,s4_equiv_only,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,1,Total_East_proxy,3275.33878907624,1061.49143259267,2213.84735648356,1061.49143259267,4.34973060058859,11.2704705648767
S4_EQUIV_ONLY,s4_equiv_only,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,1,UPNY_ConEd,3177.27216793038,1932.82631567124,1244.44585225914,1932.82631567124,0.41453991037218,11.2704705648767
S4_EQUIV_ONLY,s4_equiv_only,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,1,Dunwoodie_South,2558.91322223357,1062.17249622078,1496.74072601279,1062.17249622078,1.98565159266197,11.2704705648767
S4_EQUIV_ONLY,s4_equiv_only,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,1,Moses_South,754.036207426594,792.394241270214,-38.3580338436196,792.394241270214,0.00234331166645997,4.35944776225342
S4_EQUIV_ONLY,s4_equiv_only,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,1,Central_East,2812.68234023518,1230.11557367852,1582.56676655666,1230.11557367852,1.65513052830559,4.35944776225342
S4_EQUIV_ONLY,s4_equiv_only,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,1,Total_East_proxy,3154.46248844386,1915.21985554808,1239.24263289578,1915.21985554808,0.418673449360832,4.35944776225342
S4_EQUIV_ONLY,s4_equiv_only,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,1,UPNY_ConEd,3077.45961148914,2001.27345996785,1076.18615152129,2001.27345996785,0.289175787153825,4.35944776225342
S4_EQUIV_ONLY,s4_equiv_only,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,1,Dunwoodie_South,2533.82980129433,1050.451162233,1483.37863906133,1050.451162233,1.99412468576671,4.35944776225342
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,Moses_South,309.229515964263,-285.666833937602,594.896349901865,285.666833937602,4.33673580341248,842.952787204161
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,Central_East,2595.46770823435,-48.9231580616368,2644.39086629599,100,699.280305374963,842.952787204161
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,Total_East_proxy,3417.1387610844,-325.566529431838,3742.70529051624,325.566529431838,132.157484091172,842.952787204161
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,UPNY_ConEd,3130.76421560533,1250.57881037291,1880.18540523242,1250.57881037291,2.26036837703618,842.952787204161
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,Dunwoodie_South,2491.69176656335,774.386704271667,1717.30506229169,774.386704271667,4.91789355757699,842.952787204161
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,Moses_South,756.130382624709,713.559374921485,42.5710077032244,713.559374921485,0.00355932486311767,11.1455891968724
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,Central_East,2799.06540855449,919.824688464481,1879.24072009001,919.824688464481,4.17402171952768,11.1455891968724
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,Total_East_proxy,3308.60684746074,1064.86749418979,2243.73935327095,1064.86749418979,4.43970046231832,11.1455891968724
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,UPNY_ConEd,3131.02334764246,1887.02575769531,1243.99758994715,1887.02575769531,0.434593695028203,11.1455891968724
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,Dunwoodie_South,2480.57455745838,1013.73430197272,1466.84025548566,1013.73430197272,2.09371399513512,11.1455891968724
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,Moses_South,549.038745037876,-55.8104160947309,604.849161132607,100,36.5842507722818,40.5476598092232
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,Central_East,2679.0738569773,1002.33486432337,1676.73899265393,1002.33486432337,2.79837076180154,40.5476598092232
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,Total_East_proxy,3313.3035142774,1885.69773626077,1427.60577801663,1885.69773626077,0.57315546091546,40.5476598092232
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,UPNY_ConEd,2923.00702900199,2186.02924703846,736.97778196353,2186.02924703846,0.113657174176095,40.5476598092232
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,Dunwoodie_South,2178.37434699351,1287.80646363194,890.567883361573,1287.80646363194,0.478225640048322,40.5476598092232
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,Moses_South,-30.0253019614681,-18.0281665798467,-11.9971353816214,100,0.0143931257364951,0.346410211866105
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,Central_East,2499.82585350879,1604.47725507616,895.348598432628,1604.47725507616,0.311398980444778,0.346410211866105
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,Total_East_proxy,3430.27267805764,3161.41495443083,268.857723626815,3161.41495443083,0.00723239317728026,0.346410211866105
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,UPNY_ConEd,3518.38204776613,3945.61555854566,-427.233510779533,3945.61555854566,0.0117246823389561,0.346410211866105
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,Dunwoodie_South,3044.41642123321,3173.76557921188,-129.349157978675,3173.76557921188,0.00166103016859584,0.346410211866105
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,Moses_South,745.886676927525,777.591851487167,-31.7051745596417,777.591851487167,0.00166248178429379,11.6157475632676
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,Central_East,2805.96276976689,889.243271952491,1916.7194978144,889.243271952491,4.64596512563995,11.6157475632676
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,Total_East_proxy,3313.66973888123,1061.49143259267,2252.17830628856,1061.49143259267,4.50165859630808,11.6157475632676
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,UPNY_ConEd,3212.94611404177,1932.82631567124,1280.11979837053,1932.82631567124,0.438647409566358,11.6157475632676
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,Dunwoodie_South,2574.72028435906,1062.17249622078,1512.54778813828,1062.17249622078,2.02781394996895,11.6157475632676
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,Moses_South,754.031268120183,792.394241270214,-38.3629731500313,792.394241270214,0.00234391519476336,4.48856835396172
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,Central_East,2837.6246855065,1230.11557367852,1607.50911182798,1230.11557367852,1.70771366223482,4.48856835396172
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,Total_East_proxy,3193.02104232938,1915.21985554808,1277.8011867813,1915.21985554808,0.445132499110292,4.48856835396172
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,UPNY_ConEd,3107.29923817059,2001.27345996785,1106.02577820274,2001.27345996785,0.305434173488819,4.48856835396172
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,Dunwoodie_South,2546.35561911804,1050.451162233,1495.90445688504,1050.451162233,2.02794410393303,4.48856835396172
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,Moses_South,309.231403263098,-285.666833937602,594.8982372007,285.666833937602,4.33676331990142,833.50287251308
