scenario_id,experiment,eta,status,opf_success,opf_raw_info,objective,total_pd_mw,total_qd_mvar,total_pg_mw,total_qg_mvar,boundary_target_p_mw,boundary_target_q_mvar,min_voltage,max_voltage,at_vmax_count,at_vmin_count,rate_a_overload_count,max_rate_a_overload_mva,total_east_proxy_flow_mw,upny_coned_flow_mw,note
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.5,ok,0,0,259318.856287706,10902.2197987,1832.75350906498,10568.7990122681,4770.58619896255,-1107.98572581365,-853.365467632651,0.900003736016543,1.09999926795512,5,1,0,0,2254.11828485627,2102.03178051792,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.5,ok,1,1,222904.823007645,10902.2197987,1716.5,11328.1601922102,3516.30414659893,-512.840541708982,-416.368989927164,0.990132170098381,1.1,14,0,0,6.3268885241996e-08,1544.57483424513,1657.55735390335,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.6,ok,0,0,257622.147901447,10902.2197987,1856.00421087797,10181.4391027791,5114.21326463232,-1107.98572581365,-853.365467632651,0.9,1.1,17,2,0,0,2200.98660413246,1991.57577061606,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.6,ok,1,1,223740.579049069,10902.2197987,1716.5,11320.774555146,3441.0871837204,-393.811504888046,-328.969694386066,0.998663115501942,1.1,13,0,0,6.32694536761846e-08,1480.27912831921,1591.41634262172,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.7,ok,0,0,257525.967102923,10902.2197987,1879.25491269097,9796.50474372126,5203.41839360756,-1107.98572581365,-853.365467632651,0.9,1.1,16,2,0,0,2175.60589190393,1921.2471360365,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.7,ok,1,1,224650.253381821,10902.2197987,1716.5,11314.0858061115,3372.30724938179,-274.782468067112,-241.570398844969,0.997020618747462,1.1,12,0,0,6.32699084235355e-08,1414.32358648559,1523.47318879655,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.8,ok,0,0,260968.473133533,10902.2197987,1902.50561450396,9179.23846126125,4469.72709137253,-1107.98572581365,-853.365467632651,0.931476286333395,1.09516260104126,0,0,0,0,2040.81770019237,1775.86730463139,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.8,ok,1,1,225600.520158843,10902.2197987,1716.5,11308.6082119145,3315.21237255127,-155.753431246177,-154.171103303871,0.995332887201601,1.1,12,0,0,6.32696810498601e-08,1347.26767648457,1454.27938229922,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.9,ok,0,0,257007.100211803,10902.2197987,1925.75631631696,8856.87740774134,4878.27322036537,-1107.98572581365,-853.365467632651,0.9,1.1,16,1,0,0,1967.57473820022,1643.04738589554,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.9,ok,1,1,226592.001475492,10902.2197987,1716.5,11306.6194771288,3293.60196710751,-36.7243944252432,-66.7718077627733,0.99320126171945,1.1,13,0,0,6.32705905445619e-08,1293.45104884516,1397.56290499532,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,1,ok,0,0,251196.51912911,10902.2197987,1949.00701812996,8343.98106127103,4251.16692245702,-1107.98572581365,-853.365467632651,0.958721421778811,1.0999800636467,0,0,0,0,1945.58516987721,1719.94594195755,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,1,ok,1,1,227620.728802742,10902.2197987,1716.5,11312.7047018765,3350.13672899326,82.3046423956917,20.6274877783239,0.990415841081038,1.1,13,0,0,6.32703631708864e-08,1287.35591413621,1386.60265744455,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,P_ONLY_S1_BOUNDARY,NaN,ok,0,0,256657.79974947,10902.2197987,1716.5,8513.9472213731,5221.0628384901,-1107.98572581365,-853.365467632651,0.900000020821781,1.1,16,1,0,0,1992.46326168326,1616.49967312163,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Q_ONLY_S1_BOUNDARY,NaN,ok,1,1,233568.89625129,10902.2197987,1949.00701812996,11192.739644347,2855.04483001056,-1107.98572581365,-853.365467632651,1.0105238964354,1.1,11,0,0,0,1410.63532584107,1554.27907720196,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,P_ONLY_PUBLIC_EXTERNAL,NaN,ok,0,0,269601.471881132,10902.2197987,1716.5,9265.68294806281,4812.13058828048,82.3046423956917,20.6274877783239,0.900084164149821,1.1,12,0,0,0,2497.5507539889,2053.08424887979,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Q_ONLY_PUBLIC_EXTERNAL,NaN,ok,1,1,227517.760135847,10902.2197987,1949.00701812996,11314.5403532189,3608.93598299402,82.3046423956917,20.6274877783239,0.992861824788255,1.1,13,0,0,6.32703631708864e-08,1273.19475090789,1372.91827961334,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0,ok,1,1,233621.198446261,10902.2197987,1716.5,11186.369948092,2566.1892173531,-1107.98572581365,-853.365467632651,1.00430269604209,1.1,10,0,0,0,1379.29659816008,1524.5097605015,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,ok,1,1,233621.226055594,10902.2197987,1716.5,11186.3698611801,2566.18921829803,-1107.98572581365,-853.365467632651,1.0043026916133,1.1,10,0,0,0,1379.29602561692,1524.50919710804,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,ok,1,1,236275.714867184,10902.2197987,1730.29942517932,11248.0474564835,3089.50866580486,-1107.98572581365,-853.365467632651,1.01554474313599,1.1,11,0,0,0,1668.64003668223,1716.87943329412,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,ok,1,1,230806.921352922,10902.2197987,1716.5,11197.2730379252,2617.97804273972,-1001.96427690167,-769.226180917393,1.00435955601624,1.1,11,0,0,0,1438.65994322759,1543.96687470046,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,ok,1,1,240313.598782916,10902.2197987,1744.09885035863,11379.4830445362,4316.87874244352,-1107.98572581365,-853.365467632651,0.942591593480833,1.1,12,0,0,0,2045.59390585945,1979.55025722234,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,ok,1,1,228154.90335026,10902.2197987,1716.5,11220.1828960413,2774.79894677355,-895.9428279897,-685.086894202135,1.00413352728663,1.1,13,0,0,0,1521.91591764544,1585.733087177,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,ok,0,0,257892.21933818,10902.2197987,1757.89827553795,11161.9335952166,4992.36384879646,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2169.9869695232,2005.82905792743,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,ok,1,1,225613.06889941,10902.2197987,1716.5,11241.5907014165,2950.7130543348,-789.921379077722,-600.947607486878,1.00373696443448,1.1,14,0,0,0,1620.83046273904,1642.11120043757,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,ok,0,0,257817.120105537,10902.2197987,1771.69770071727,10757.2201645351,5034.84595167432,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2178.86664980177,1933.64839043322,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,ok,1,1,223143.013385601,10902.2197987,1716.5,11263.3462151494,3138.35430389764,-683.899930165747,-516.808320771618,1.00321352069786,1.1,15,0,0,0,1717.49972229463,1696.06450434393,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.5,ok,0,0,257741.07937427,10902.2197987,1785.49712589658,10362.7430670886,5170.03121556091,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2179.48435597869,1853.94638386215,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.5,ok,1,1,220742.735845481,10902.2197987,1716.5,11287.4822042097,3344.96955938387,-577.878481253772,-432.669034056361,1.00256326775801,1.1,15,0,0,0,1811.93977936563,1747.6211593841,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.6,ok,0,0,257628.761599532,10902.2197987,1799.2965510759,9956.32050387071,5323.99383543917,-1107.98572581365,-853.365467632651,0.9,1.1,17,2,0,0,2170.98214002356,1765.93181146295,
