scenario_id,experiment,eta,status,opf_success,opf_raw_info,objective,total_pd_mw,total_qd_mvar,total_pg_mw,total_qg_mvar,boundary_target_p_mw,boundary_target_q_mvar,min_voltage,max_voltage,at_vmax_count,at_vmin_count,rate_a_overload_count,max_rate_a_overload_mva,total_east_proxy_flow_mw,upny_coned_flow_mw,note
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0,ok,1,1,233621.198446261,10902.2197987,1716.5,11186.369948092,2566.1892173531,-1107.98572581365,-853.365467632651,1.00430269604209,1.1,10,0,0,0,1379.29659816008,1524.5097605015,
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,ok,1,1,233621.226055594,10902.2197987,1716.5,11186.3698611801,2566.18921829803,-1107.98572581365,-853.365467632651,1.0043026916133,1.1,10,0,0,0,1379.29602561692,1524.50919710804,
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,ok,1,1,236191.28567199,10902.2197987,1729.3772213764,11245.5532341818,3064.7339759051,-1107.98572581365,-853.365467632651,1.01554723745427,1.1,10,0,0,0,1656.38434755592,1704.91229941487,
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,ok,1,1,230410.829880642,10902.2197987,1716.5,11197.0022503408,2612.77742262664,-987.908255859398,-765.703409979788,1.00437582700766,1.1,11,0,0,0,1434.19810308552,1545.77855838018,
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,ok,1,1,239933.49165811,10902.2197987,1742.2544427528,11364.5205144101,4163.74868077224,-1107.98572581365,-853.365467632651,0.953183081498544,1.1,12,0,0,0,2009.65661044699,1946.89172742795,
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,ok,1,1,227377.765991584,10902.2197987,1716.5,11223.8837949261,2799.27369810086,-867.830785905142,-678.041352326925,1.00412042424411,1.1,13,0,0,0,1532.73926440122,1608.12788009196,
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,ok,0,0,257905.331735538,10902.2197987,1755.1316641292,11201.8583513725,4991.64616484435,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2167.01457647304,2001.57386127537,
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,ok,1,1,224449.379723927,10902.2197987,1716.5,11244.0595102413,2974.74565212167,-747.753315950882,-590.379294674062,1.00371873158979,1.1,14,0,0,0,1637.14459899802,1675.71851488358,
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,ok,0,0,257834.745025219,10902.2197987,1768.00888550561,10807.9888611667,5019.55317247624,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2175.80967920262,1928.79937953498,
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,ok,1,1,221592.374716202,10902.2197987,1716.5,11266.6702665576,3171.25916111486,-627.675845996627,-502.717237021199,1.00319081743181,1.1,15,0,0,0,1739.35577823204,1740.89117112762,
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.5,ok,0,0,257763.356368409,10902.2197987,1780.88610688201,10423.6673878771,5132.85785839389,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2176.96156984753,1849.06730559922,
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.5,ok,1,1,218805.670912406,10902.2197987,1716.5,11291.6793460319,3387.19972242444,-507.598376042369,-415.055179368336,1.00253678317842,1.1,15,0,0,0,1839.38837020043,1803.6720008213,
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.6,ok,0,0,257673.917463464,10902.2197987,1793.76332825841,10037.5868616561,5301.60123342188,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2169.73629423277,1761.70174396456,
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.6,ok,1,1,216267.12621899,10902.2197987,1716.5,11325.1543663973,3654.51782875823,-387.520906088117,-327.393121715474,1.00142925469961,1.1,16,0,0,6.32551291346317e-08,1930.59385211037,1857.72740860159,
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.7,ok,0,0,257561.940981784,10902.2197987,1806.64054963481,9640.37426682622,5505.63245245472,-1107.98572581365,-853.365467632651,0.9,1.1,17,2,0,0,2153.12521369242,1665.76428832321,
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.7,ok,1,1,215658.877090888,10902.2197987,1716.5,11380.4998658761,3873.35248000883,-267.443436133859,-239.73106406261,0.991492222263786,1.1,14,0,0,6.32685441814829e-08,1948.11735895213,1842.64070942673,
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.8,ok,0,0,257450.830072338,10902.2197987,1819.51777101121,9168.60073535702,5413.29302249491,-1107.98572581365,-853.365467632651,0.9,1.1,16,1,0,0,2066.37815256065,1509.51160471498,
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.8,ok,1,1,215246.396828683,10902.2197987,1716.5,11385.49319271,3883.31921712566,-147.365966179603,-152.069006409747,0.99363109664897,1.1,13,0,0,6.3268089434132e-08,1957.83713663565,1820.59907258754,
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.9,ok,0,0,257294.344853422,10902.2197987,1832.39499238761,8527.74684397884,5033.90521936992,-1107.98572581365,-853.365467632651,0.9,1.1,16,1,0,0,1839.62347729383,1223.89663152502,
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.9,ok,1,1,214885.170168858,10902.2197987,1716.5,11408.1539960363,4064.49167722533,-27.2884962253469,-64.4069487568844,0.990426129517422,1.1,14,0,0,6.32686578683206e-08,1967.61914257106,1797.29454708643,
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,1,ok,0,0,257174.350559163,10902.2197987,1845.27221376401,7991.59560845921,4281.05992635491,-1107.98572581365,-853.365467632651,0.900000003001646,1.1,16,1,0,0,1706.26348462664,1021.86980007038,
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,1,ok,1,1,214581.823603723,10902.2197987,1716.5,11414.0752744951,4087.00900188189,92.788973728909,23.2551088959783,0.991888873083014,1.1,14,0,0,6.3268885241996e-08,1974.24755455925,1772.10832114583,
S1_2025_SUMMER_PEAK_PUBLIC,P_ONLY_S1_BOUNDARY,NaN,ok,0,0,257196.304891348,10902.2197987,1716.5,8039.74859083781,4056.42589587009,-1107.98572581365,-853.365467632651,0.9,1.1,16,1,0,0,1748.04919630758,1062.01127546227,
S1_2025_SUMMER_PEAK_PUBLIC,Q_ONLY_S1_BOUNDARY,NaN,ok,1,1,233608.470994553,10902.2197987,1845.27221376401,11192.081898761,2754.70699051746,-1107.98572581365,-853.365467632651,1.01647973908499,1.1,11,0,0,0,1403.71396370707,1547.38738479612,
S1_2025_SUMMER_PEAK_PUBLIC,P_ONLY_PUBLIC_EXTERNAL,NaN,ok,0,0,269739.674883632,10902.2197987,1716.5,8789.45953775876,5397.90790419195,92.7889737289091,23.2551088959784,0.986494361173313,1.1,12,0,0,1.9033450371353e-08,2499.57241460217,1448.40732159126,
S1_2025_SUMMER_PEAK_PUBLIC,Q_ONLY_PUBLIC_EXTERNAL,NaN,ok,1,1,214508.373341697,10902.2197987,1845.27221376401,11403.2928929154,4128.18667491322,92.7889737289091,23.2551088959784,0.993125103654492,1.1,14,0,0,6.32678620604565e-08,1976.71958755303,1774.71556129441,
S2_2025_WINTER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0,ok,1,1,233621.198446261,10902.2197987,1716.5,11186.369948092,2566.1892173531,-1107.98572581365,-853.365467632651,1.00430269604209,1.1,10,0,0,0,1379.29659816008,1524.5097605015,
S2_2025_WINTER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,ok,1,1,233621.226055594,10902.2197987,1716.5,11186.3698611801,2566.18921829803,-1107.98572581365,-853.365467632651,1.0043026916133,1.1,10,0,0,0,1379.29602561692,1524.50919710804,
S2_2025_WINTER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,ok,1,1,235722.785266072,10902.2197987,1728.09745748557,11231.7127118589,2941.24676773641,-1107.98572581365,-853.365467632651,1.01422919207272,1.1,10,0,0,0,1597.8381623855,1655.29361810306,
S2_2025_WINTER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,ok,1,1,226895.020503027,10902.2197987,1716.5,11223.99554917,2833.18872904336,-851.001963024249,-731.391458672646,1.0043325571448,1.1,11,0,0,0,1498.03952277675,1642.94349206063,
S2_2025_WINTER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,ok,1,1,238436.693204412,10902.2197987,1739.69491497113,11306.2568901723,3610.78895894669,-1107.98572581365,-853.365467632651,0.990170771925025,1.1,11,0,0,0,1843.53857350645,1807.28521366246,
S2_2025_WINTER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,ok,1,1,220512.64851647,10902.2197987,1716.5,11262.9704932153,3211.71207167862,-594.018200234853,-609.417449712644,1.00406659772961,1.1,14,0,0,0,1674.24229647374,1814.72710610611,
S2_2025_WINTER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,ok,0,0,257991.760428281,10902.2197987,1751.2923724567,11386.3588220342,4960.07432302379,-1107.98572581365,-853.365467632651,0.9,1.1,16,1,0,0,2154.80812958357,2006.04629227732,
S2_2025_WINTER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,ok,1,1,214872.426059859,10902.2197987,1716.5,11323.3293411435,3665.16460463218,-337.034437445455,-487.44344075264,1.00351847147915,1.1,14,0,0,6.32624050922459e-08,1787.7085094271,1926.34554820762,
S2_2025_WINTER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,ok,0,0,257901.121994743,10902.2197987,1762.88982994227,11063.9639476628,4954.43326291846,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2164.02782236656,1938.84904841125,
S2_2025_WINTER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,ok,1,1,213170.068792846,10902.2197987,1716.5,11352.0688277788,3782.53012722235,-80.0506746560547,-365.469431792636,0.973444223646944,1.1,14,0,0,6.32663841315662e-08,1821.7390701433,1963.54734006578,
S2_2025_WINTER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.5,ok,0,0,257847.387971732,10902.2197987,1774.48728742783,10732.3076809699,4967.54957671909,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2168.49462121049,1867.3243367816,
S2_2025_WINTER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.5,ok,1,1,211556.431317747,10902.2197987,1716.5,11353.1249512727,3776.46859247959,176.933088133345,-243.495422832632,0.972795580648547,1.1,14,0,0,6.32669525657548e-08,1816.67694172141,1963.79177573192,
S2_2025_WINTER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.6,ok,0,0,257793.485612841,10902.2197987,1786.0847449134,10406.3330396831,5032.22219420551,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2168.0153050102,1791.29586391818,
S2_2025_WINTER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.6,ok,1,1,209970.266471694,10902.2197987,1716.5,11363.0524059389,3833.18641272428,433.916850922744,-121.521413872629,0.972229799167473,1.1,15,0,0,6.31011971563566e-08,1811.53801641036,1963.72710151778,
S2_2025_WINTER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.7,ok,0,0,258984.011430368,10902.2197987,1797.68220239897,10125.3865744758,4709.23238507316,-1107.98572581365,-853.365467632651,0.900000086870314,1.09997434455886,0,1,0,0,2342.10568490207,2029.08754493585,
S2_2025_WINTER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.7,ok,1,1,208435.849465606,10902.2197987,1716.5,11364.5691793038,3809.9252691057,690.900613712143,0.452595087375171,0.981400449924819,1.1,15,0,0,6.32674073131057e-08,1799.50739487162,1957.60318260604,
S2_2025_WINTER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.8,ok,0,0,257656.530003037,10902.2197987,1809.27965988453,9754.46179670859,5274.81396287152,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2151.62439178248,1625.1710894781,
S2_2025_WINTER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.8,ok,1,1,206945.73704968,10902.2197987,1716.5,11367.115319905,3805.3544025211,947.884376501542,122.426604047379,0.996093326859867,1.1,17,0,0,6.32684304946451e-08,1781.91638756715,1945.92528311732,
S2_2025_WINTER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.9,ok,0,0,257581.750547337,10902.2197987,1820.8771173701,9422.20875401161,5448.51402841761,-1107.98572581365,-853.365467632651,0.9,1.1,16,1,0,0,2130.85665678905,1530.63219454768,
S2_2025_WINTER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.9,ok,1,1,205503.596356326,10902.2197987,1716.5,11364.2383604135,3764.13988710618,1204.86813929094,244.400613007382,0.998138382661449,1.1,16,0,0,6.32684304946451e-08,1740.94822831044,1912.06301461451,
S2_2025_WINTER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,1,ok,0,0,259978.211743244,10902.2197987,1832.47457485567,8930.0789301438,4847.71045316967,-1107.98572581365,-853.365467632651,0.906851407556593,1.09999948728105,1,0,0,0,2128.21756836778,1459.37391028244,
S2_2025_WINTER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,1,ok,1,1,204078.18701624,10902.2197987,1716.5,11361.8361210589,3729.86311513662,1461.85190208034,366.374621967386,1.00010583569491,1.1,15,0,0,6.32669525657548e-08,1699.73655774022,1877.83681854508,
S2_2025_WINTER_PEAK_PUBLIC,P_ONLY_S1_BOUNDARY,NaN,ok,0,0,257501.992267196,10902.2197987,1716.5,9105.55730552334,5676.54901365902,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2118.79432749919,1444.11147587688,
S2_2025_WINTER_PEAK_PUBLIC,Q_ONLY_S1_BOUNDARY,NaN,ok,1,1,233609.919054959,10902.2197987,1832.47457485567,11192.1591680414,2741.70170988805,-1107.98572581365,-853.365467632651,1.01484784516003,1.1,11,0,0,0,1403.64951710424,1547.33655061921,
S2_2025_WINTER_PEAK_PUBLIC,P_ONLY_PUBLIC_EXTERNAL,NaN,ok,0,0,254974.355862455,10902.2197987,1716.5,10048.9249396706,4816.95730306928,1461.85190208034,366.374621967386,0.900039444096843,1.1,12,0,0,0,2499.96520675628,1866.78908591957,
S2_2025_WINTER_PEAK_PUBLIC,Q_ONLY_PUBLIC_EXTERNAL,NaN,ok,1,1,203988.171395318,10902.2197987,1832.47457485567,11368.1377349279,3926.9984686632,1461.85190208034,366.374621967386,0.993821336320024,1.1,15,0,0,6.403911356756e-08,1699.84028632709,1877.37213280024,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0,ok,1,1,233621.198446261,10902.2197987,1716.5,11186.369948092,2566.1892173531,-1107.98572581365,-853.365467632651,1.00430269604209,1.1,10,0,0,0,1379.29659816008,1524.5097605015,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,ok,1,1,233621.226055594,10902.2197987,1716.5,11186.3698611801,2566.18921829803,-1107.98572581365,-853.365467632651,1.0043026916133,1.1,10,0,0,0,1379.29602561692,1524.50919710804,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,ok,1,1,235799.708067671,10902.2197987,1739.750701813,11233.9851789459,2993.18545750328,-1107.98572581365,-853.365467632651,1.00980860781572,1.1,11,0,0,0,1639.81218343056,1723.19554407447,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,ok,1,1,230411.145634708,10902.2197987,1716.5,11197.2942824768,2629.270678187,-988.956688992718,-765.966172091553,1.0045241378905,1.1,11,0,0,0,1410.95374162282,1550.38726165521,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,ok,1,1,238783.266880626,10902.2197987,1763.00140362599,11319.5440502055,3822.46840805439,-1107.98572581365,-853.365467632651,0.973728540591605,1.1,11,0,0,0,1940.48675055719,1952.71253254546,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,ok,1,1,227392.569889973,10902.2197987,1716.5,11222.2920983649,2816.17584797283,-869.927652171781,-678.566876550457,1.00448626884134,1.1,14,0,0,0,1475.65633058246,1607.40206779521,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,ok,0,0,257881.111470518,10902.2197987,1786.25210543899,11279.9969623328,4969.44563356695,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2177.10596018414,2111.46604585326,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,ok,1,1,224487.823581015,10902.2197987,1716.5,11242.2257250581,3004.41502513895,-750.898615350847,-591.167581009359,1.00433282004101,1.1,14,0,0,0,1550.6090271876,1674.04344994642,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,ok,0,0,257803.046818642,10902.2197987,1809.50280725198,10911.2434180077,4974.00104161607,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2191.307764655,2077.18160974087,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,ok,1,1,222244.689875022,10902.2197987,1716.5,11284.7302633767,3281.13183334835,-631.869578529913,-503.768285468262,1.00378411426627,1.1,16,0,0,6.32655883237021e-08,1601.03635112409,1717.20861355571,
