scenario_id,timestamp,opf_success,bus_id,bus_name,zone,zone_name,base_kv,pd_mw,qd_mvar,voltage_pu,original_vmin_pu,original_vmax_pu,excess_over_original_vmax_pu,at_relaxed_vmax
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,62,STOLLE RD,A,WEST,230,0,0,1.98837622909223,0.9,1.1,0.888376229092234,0
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,65,GESONIDGE,C,CENTRL,115,53.5776831252045,0,1.98905866173648,0.9,1.1,0.889058661736484,0
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,38,GILBOA,F,CAPITL,345,0,0,1.99025607274827,0.9,1.1,0.890256072748265,0
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,76,RAMAPO,G,HUD VL,345,244.800696713591,61.3528378546143,1.99305177858664,0.9,1.1,0.893051778586643,0
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,61,DUNKIRK,A,WEST,115,97.4424731896574,2.84552456222428,1.99333887861019,0.9,1.1,0.893338878610194,0
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,59,GARDENVILLE,A,WEST,115,289.86052192776,70.4267329150509,1.99348047663051,0.9,1.1,0.893480476630514,0
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,58,GARDENVILLE,A,WEST,230,34.5365728458685,13.5162416705653,1.99479725413875,0.9,1.1,0.894797254138755,0
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,74,MILLWOOD,H,MILLWD,345,227.774482133019,0,1.99606421691115,0.9,1.1,0.896064216911149,0
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,55,NIAGARA E,A,WEST,230,333.993445491075,46.9511552767006,1.99660054801346,0.9,1.1,0.896600548013459,0
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,81,GOETHALS,J,N.Y.C.,345,363.949544326512,91.2143538809038,1.99974148992579,0.9,1.1,0.899741489925786,0
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,49,PLATTSBURGH,D,NORTH,115,46.6384157701681,3.29762885865008,1.99975893394733,0.9,1.1,0.899758933947333,0
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,79,RAV A-3,J,N.Y.C.,22,1637.7729494693,410.464592464067,1.99999953226911,0.9,1.1,0.899999532269112,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,48,MOSES E,D,NORTH,230,0,0,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,50,CLAY,C,CENTRL,345,0,0,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,60,DUNKIRK,A,WEST,230,0,0,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,77,BUCHANAN,H,MILLWD,345,0,0,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,42,ALBANY,F,CAPITL,115,158.598104895156,13.1778951184575,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,47,MOSES W,D,NORTH,230,118.389824796564,19.3978168155887,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,53,ROCHESTER,B,GENESE,115,636.148567337793,149.062794265895,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,56,HUNTLEY,A,WEST,230,70.717744356339,15.6503850922335,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,57,HUNTLEY,A,WEST,115,98.6759223659542,-2.13414342166821,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,66,WATERCURE,C,CENTRL,345,0,0,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,69,BINGHAMTON,C,CENTRL,345,0,0,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,78,CE UG,I,DUNWOD,345,486.15217802916,126.172843025455,2,0.9,1.1,0.9,1
S1_2025_SUMMER_PEAK_PUBLIC,2025-07-29 18:00,1,82,AK-3,J,N.Y.C.,22,1637.7729494693,410.464592464067,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,80,NORTHPORT,K,LONGIL,138,1471.97889003126,45.4795280117584,1.94831114502986,0.9,1.1,0.848311145029859,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,54,NIAGARA W,A,WEST,230,7.10145729426714,0,1.96612662537099,0.9,1.1,0.866126625370993,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,68,HILLSIDE,C,CENTRL,115,154.315802470725,25.9408499278056,1.96627205519849,0.9,1.1,0.866272055198491,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,52,ROCHESTER,B,GENESE,345,0,0,1.97247324854063,0.9,1.1,0.872473248540634,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,63,MEYER,C,CENTRL,230,0,0,1.97654610137849,0.9,1.1,0.876546101378491,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,75,RAMAPO,G,HUD VL,138,0,0,1.97888006254278,0.9,1.1,0.878880062542781,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,39,LEEDS,G,HUD VL,345,152.626753253475,38.2518700736884,1.97926147956387,0.9,1.1,0.879261479563866,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,45,PORTER,E,MHK VL,115,620.716578688692,35.659454822925,1.98069474180342,0.9,1.1,0.880694741803424,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,43,EDIC,E,MHK VL,345,0,0,1.9825591150849,0.9,1.1,0.882559115084896,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,64,MEYER,C,CENTRL,115,104.583695573307,15.8175914193937,1.98315629349806,0.9,1.1,0.883156293498059,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,51,CLAY,C,CENTRL,115,534.620149147244,47.452774258181,1.98323392414537,0.9,1.1,0.883233924145369,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,40,NEW SEATHED,F,CAPITL,230,0,0,1.98511720489031,0.9,1.1,0.885117204890314,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,72,LAPEER,C,CENTRL,115,0,0,1.98539362673109,0.9,1.1,0.885393626731086,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,71,BINGHAMTON,C,CENTRL,115,271.332524135682,33.5332938091146,1.98648479518591,0.9,1.1,0.886484795185912,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,62,STOLLE RD,A,WEST,230,0,0,1.98793234083236,0.9,1.1,0.887932340832363,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,73,PLEASANT VLY,G,HUD VL,345,381.566883133687,95.6296751842209,1.98810494877896,0.9,1.1,0.888104948778961,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,44,PORTER,E,MHK VL,230,0,0,1.98986264537185,0.9,1.1,0.889862645371855,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,41,ROTTERDAM,F,CAPITL,115,695.244198276121,107.404318786935,1.99056065566626,0.9,1.1,0.890560655666264,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,65,GESONIDGE,C,CENTRL,115,66.5532605893029,0,1.99098836875925,0.9,1.1,0.890988368759255,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,37,NEW SEATHED,F,CAPITL,345,0,0,1.99127009911766,0.9,1.1,0.891270099117662,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,47,MOSES W,D,NORTH,230,179.236270911183,29.3673240569343,1.99258870279186,0.9,1.1,0.892588702791862,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,76,RAMAPO,G,HUD VL,345,228.940129880212,57.3778051105326,1.9931441193433,0.9,1.1,0.893144119343301,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,59,GARDENVILLE,A,WEST,115,289.357139290331,70.3044272132447,1.99370300415682,0.9,1.1,0.893703004156817,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,70,BINGHAMTON,C,CENTRL,230,0,0,1.99396882788344,0.9,1.1,0.893968827883438,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,61,DUNKIRK,A,WEST,115,97.2732509415721,2.84058291770686,1.99400816660037,0.9,1.1,0.894008166600373,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,58,GARDENVILLE,A,WEST,230,34.4765953400968,13.4927688591076,1.99467413263464,0.9,1.1,0.894674132634639,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,38,GILBOA,F,CAPITL,345,0,0,1.99471700120374,0.9,1.1,0.894717001203742,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,74,MILLWOOD,H,MILLWD,345,252.133160811041,0,1.99757344616507,0.9,1.1,0.897573446165073,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,49,PLATTSBURGH,D,NORTH,115,70.6082278457167,4.99244508967883,1.99828995420783,0.9,1.1,0.898289954207835,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,81,GOETHALS,J,N.Y.C.,345,345.955499275624,86.7046210934707,1.99970212237937,0.9,1.1,0.899702122379372,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,79,RAV A-3,J,N.Y.C.,22,1556.79974674031,390.170794920618,1.99993521977561,0.9,1.1,0.89993521977561,0
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,48,MOSES E,D,NORTH,230,0,0,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,50,CLAY,C,CENTRL,345,0,0,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,56,HUNTLEY,A,WEST,230,70.5949332731657,15.6232060473877,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,57,HUNTLEY,A,WEST,115,98.5045580638376,-2.13043718828014,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,67,WRHL,C,CENTRL,230,0,0,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,42,ALBANY,F,CAPITL,115,175.797461727359,14.6069873550232,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,46,COLTON,D,NORTH,115,7.80764058982404,-12.4811127241971,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,53,ROCHESTER,B,GENESE,115,693.312159348906,162.457408657799,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,55,NIAGARA E,A,WEST,230,333.413419965842,46.8696181421631,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,60,DUNKIRK,A,WEST,230,0,0,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,66,WATERCURE,C,CENTRL,345,0,0,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,69,BINGHAMTON,C,CENTRL,345,0,0,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,77,BUCHANAN,H,MILLWD,345,0,0,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,78,CE UG,I,DUNWOD,345,450.569665360907,116.937984089837,2,0.9,1.1,0.9,1
S2_2025_WINTER_PEAK_PUBLIC,2025-01-22 18:00,1,82,AK-3,J,N.Y.C.,22,1556.79974674031,390.170794920618,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,68,HILLSIDE,C,CENTRL,115,122.913309002409,20.6620167987422,1.94485700654493,0.9,1.1,0.844857006544933,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,80,NORTHPORT,K,LONGIL,138,1236.31883136526,38.1983717995756,1.94938254491027,0.9,1.1,0.849382544910274,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,71,BINGHAMTON,C,CENTRL,115,216.117713465021,26.7094363495936,1.96270898103418,0.9,1.1,0.862708981034181,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,72,LAPEER,C,CENTRL,115,0,0,1.96486582179955,0.9,1.1,0.864865821799549,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,54,NIAGARA W,A,WEST,230,9.49839440997424,0,1.96717102833799,0.9,1.1,0.867171028337989,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,51,CLAY,C,CENTRL,115,425.827624513799,37.7963721928212,1.96803637477681,0.9,1.1,0.868036374776809,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,63,MEYER,C,CENTRL,230,0,0,1.97133083919543,0.9,1.1,0.871330839195434,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,47,MOSES W,D,NORTH,230,365.565054052506,59.8967349168432,1.97264397162342,0.9,1.1,0.872643971623416,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,70,BINGHAMTON,C,CENTRL,230,0,0,1.97341915393365,0.9,1.1,0.873419153933654,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,64,MEYER,C,CENTRL,115,83.3014369546141,12.5987907309404,1.97456862630812,0.9,1.1,0.874568626308122,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,49,PLATTSBURGH,D,NORTH,115,144.010475657361,10.1824449358633,1.97471957920795,0.9,1.1,0.874719579207948,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,75,RAMAPO,G,HUD VL,138,0,0,1.97676931848819,0.9,1.1,0.876769318488191,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,67,WRHL,C,CENTRL,230,0,0,1.98014714875568,0.9,1.1,0.880147148755676,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,52,ROCHESTER,B,GENESE,345,0,0,1.98054991035668,0.9,1.1,0.880549910356684,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,66,WATERCURE,C,CENTRL,345,0,0,1.98270210569975,0.9,1.1,0.882702105699754,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,41,ROTTERDAM,F,CAPITL,115,484.63742116286,74.8688765871315,1.98317773682999,0.9,1.1,0.88317773682999,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,39,LEEDS,G,HUD VL,345,95.4761450951546,23.9285775230453,1.98455486766987,0.9,1.1,0.884554867669872,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,48,MOSES E,D,NORTH,230,0,0,1.98588604115214,0.9,1.1,0.885886041152142,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,65,GESONIDGE,C,CENTRL,115,53.0100051514993,0,1.98596966727872,0.9,1.1,0.885969667278724,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,62,STOLLE RD,A,WEST,230,0,0,1.98728265763849,0.9,1.1,0.887282657638488,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,42,ALBANY,F,CAPITL,115,122.544033750695,10.1821672158499,1.98783785427278,0.9,1.1,0.887837854272785,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,40,NEW SEATHED,F,CAPITL,230,0,0,1.98854585930844,0.9,1.1,0.888545859308435,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,69,BINGHAMTON,C,CENTRL,345,0,0,1.98875495128077,0.9,1.1,0.888754951280766,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,61,DUNKIRK,A,WEST,115,130.105647995564,3.79935776398969,1.98971073817944,0.9,1.1,0.889710738179442,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,73,PLEASANT VLY,G,HUD VL,345,238.690362737887,59.8214438076132,1.99109648460638,0.9,1.1,0.891096484606384,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,43,EDIC,E,MHK VL,345,0,0,1.99113293755346,0.9,1.1,0.891132937553459,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,59,GARDENVILLE,A,WEST,115,387.023130666457,94.034104658745,1.99134199005772,0.9,1.1,0.891341990057717,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,76,RAMAPO,G,HUD VL,345,143.214217642732,35.8928662845679,1.99179590268906,0.9,1.1,0.891795902689061,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,45,PORTER,E,MHK VL,115,310.722794351992,17.8506678056764,1.99246893808972,0.9,1.1,0.892468938089724,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,58,GARDENVILLE,A,WEST,230,46.1133943194562,18.0469493789511,1.99326671737995,0.9,1.1,0.893266717379951,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,74,MILLWOOD,H,MILLWD,345,201.257521397288,0,1.99765285904351,0.9,1.1,0.897652859043512,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,55,NIAGARA E,A,WEST,230,445.94961754829,62.68940310583,1.99772314810256,0.9,1.1,0.897723148102555,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,37,NEW SEATHED,F,CAPITL,345,0,0,1.99815483345154,0.9,1.1,0.898154833451543,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,81,GOETHALS,J,N.Y.C.,345,436.80500990318,109.473654717688,1.99985180046983,0.9,1.1,0.899851800469827,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,44,PORTER,E,MHK VL,230,0,0,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,77,BUCHANAN,H,MILLWD,345,0,0,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,82,AK-3,J,N.Y.C.,22,1965.62254456431,492.631446229595,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,38,GILBOA,F,CAPITL,345,0,0,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,46,COLTON,D,NORTH,115,15.9242353109204,-25.4561123396584,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,50,CLAY,C,CENTRL,345,0,0,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,53,ROCHESTER,B,GENESE,115,505.285153437801,118.398784088616,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,56,HUNTLEY,A,WEST,230,94.4226645023485,20.8964677019433,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,57,HUNTLEY,A,WEST,115,131.752555130601,-2.84951832299227,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,60,DUNKIRK,A,WEST,230,0,0,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,78,CE UG,I,DUNWOD,345,524.487960045707,136.122267969391,2,0.9,1.1,0.9,1
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,1,79,RAV A-3,J,N.Y.C.,22,1965.62254456431,492.631446229595,2,0.9,1.1,0.9,1
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,80,NORTHPORT,K,LONGIL,138,1885.24240732053,58.2480737008858,1.95338991227438,0.9,1.1,0.853389912274382,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,68,HILLSIDE,C,CENTRL,115,117.321397097323,19.7220032342411,1.9595670758852,0.9,1.1,0.859567075885205,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,54,NIAGARA W,A,WEST,230,7.12637273032032,0,1.96132260551521,0.9,1.1,0.861322605515211,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,39,LEEDS,G,HUD VL,345,162.177043360388,40.6453983939101,1.96439643453837,0.9,1.1,0.864396434538369,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,45,PORTER,E,MHK VL,115,415.391998103143,23.8637933941709,1.97059629205424,0.9,1.1,0.870596292054242,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,73,PLEASANT VLY,G,HUD VL,345,405.44260840097,101.613495984775,1.9762980543729,0.9,1.1,0.876298054372902,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,44,PORTER,E,MHK VL,230,0,0,1.97699633924187,0.9,1.1,0.876996339241868,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,43,EDIC,E,MHK VL,345,0,0,1.97733049194649,0.9,1.1,0.877330491946491,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,40,NEW SEATHED,F,CAPITL,230,0,0,1.97742973598577,0.9,1.1,0.877429735985766,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,63,MEYER,C,CENTRL,230,0,0,1.97770375909714,0.9,1.1,0.877703759097139,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,37,NEW SEATHED,F,CAPITL,345,0,0,1.97925073735604,0.9,1.1,0.879250737356037,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,1,64,MEYER,C,CENTRL,115,79.5116577940175,12.0256117281958,1.98133179662821,0.9,1.1,0.881331796628211,0
