case_id,case_group,scenario_id,include_s4,apply_abc_caps,x_spine_multiplier,device_group,device_name,zone,bus_id,bus_name,gen_index,pg_mw,qg_mvar,pmax_mw,pmin_mw,qmax_mvar,qmin_mvar,fraction_pmax_used
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,10.3040065578925,0,900,0,0,-0,0.0114488961754361
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,407.502047685086,0,700,0,0,-0,0.582145782407266
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,557.436978635956,0,1200,0,0,-0,0.464530815529964
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,514.514464558958,0,600,0,0,-0,0.857524107598263
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,0,0,1200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,324.144049569792,0,900,0,0,-0,0.360160055077547
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,614.485855716077,0,700,0,0,-0,0.877836936737253
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,810.284879234629,0,1200,0,0,-0,0.675237399362191
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,600,0,600,0,0,-0,1
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,0,0,1200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,12.7367028987462,0,900,0,0,-0,0.014151892109718
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,294.510592289585,0,700,0,0,-0,0.420729417556551
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,440.010524475008,0,1200,0,0,-0,0.366675437062507
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,413.962191561159,0,600,0,0,-0,0.689936985935264
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,0,0,1200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,141.596140377527,0,900,0,0,-0,0.157329044863919
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,461.647795782245,0,700,0,0,-0,0.659496851117493
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,592.806754617422,0,1200,0,0,-0,0.494005628847851
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,577.656909889048,0,600,0,0,-0,0.962761516481746
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,0,0,1200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,390.3813153057,0,900,0,0,-0,0.433757017006333
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,681.389935942172,0,700,0,0,-0,0.973414194203103
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,891.802166276352,0,1200,0,0,-0,0.74316847189696
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,600,0,600,0,0,-0,1
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,0,0,1200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,458.09506333526,0,900,0,0,-0,0.508994514816956
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,681.973423293383,0,700,0,0,-0,0.974247747561975
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,904.402620254685,0,1200,0,0,-0,0.753668850212238
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,600,0,600,0,0,-0,1
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,0,0,1200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,0,0,900,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,76.8458799605014,0,900,0,0,-0,0.0853843110672238
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,388.739954427768,0,700,0,0,-0,0.555342792039669
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,510.960395526198,0,1200,0,0,-0,0.425800329605165
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,478.051268915162,0,600,0,0,-0,0.796752114858603
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,0,0,1200,0,0,-0,0
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,0,0,900,0,0,-0,0
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,0,0,900,0,0,-0,0
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,21.573158071111,0,500,0,0,-0,0.0431463161422221
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,51.4716542267039,0,300,0,0,-0,0.17157218075568
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,37.006741216184,0,300,0,0,-0,0.123355804053947
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,548.212614963026,0,900,0,0,-0,0.609125127736696
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,664.037399684454,0,700,0,0,-0,0.948624856692078
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,249.411871110914,0,600,0,0,-0,0.415686451851523
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,852.882596149897,0,1200,0,0,-0,0.710735496791581
