case_id,scenario_id,interface_name,lite_flow_mw,target_flow_mw,target_limit_mw,residual_mw,scale_mw,scale_source,objective_term
CURRENT_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,219.214913106884,345.442933820289,3154.18988821813,-126.228020713405,1231.31610688274,fixed_interface_scale,0.0105092669482879
CURRENT_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,-6.4627850684134,444.780201612359,9855.85771634158,-451.242986680772,4634.5681465926,fixed_interface_scale,0.00947987007747661
CURRENT_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-33.3931286626045,-18.0281665798467,1577.09494410906,-15.3649620827578,1124.88579191751,fixed_interface_scale,0.000186571852168988
CURRENT_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1567.0263265204,1604.47725507616,2577.56454927825,-37.4509285557567,1392.92634591109,fixed_interface_scale,0.000722884436470132
CURRENT_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3111.58775306079,3161.41495443083,7441.91676751464,-49.8272013700416,2905.13643967645,fixed_interface_scale,0.000294171044313319
CURRENT_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3921.61643382613,3945.61555854566,5647.97126859058,-23.999124719533,2999.1759695476,fixed_interface_scale,6.4030502480986e-05
CURRENT_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3175.05097514089,3173.76557921188,4534.14796431356,1.28539592901097,1935.84206726617,fixed_interface_scale,4.40893802275833e-07
PERFORM_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,242.338386200003,345.442933820289,3154.18988821813,-103.104547620286,1231.31610688274,fixed_interface_scale,0.00701159013150278
PERFORM_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,17.4018770881256,444.780201612359,9855.85771634158,-427.378324524233,4634.5681465926,fixed_interface_scale,0.00850367080695459
PERFORM_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-31.7184666553253,-18.0281665798467,1577.09494410906,-13.6903000754786,1124.88579191751,fixed_interface_scale,0.000148118420500891
PERFORM_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1587.14596441976,1604.47725507616,2577.56454927825,-17.3312906563974,1392.92634591109,fixed_interface_scale,0.000154812315350186
PERFORM_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3163.63989648829,3161.41495443083,7441.91676751464,2.22494205746216,2905.13643967645,fixed_interface_scale,5.86549060132907e-07
PERFORM_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3963.26129755794,3945.61555854566,5647.97126859058,17.6457390122787,2999.1759695476,fixed_interface_scale,3.46159143544151e-05
PERFORM_Q_BASE_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3167.18579935588,3173.76557921188,4534.14796431356,-6.57977985600473,1935.84206726617,fixed_interface_scale,1.15526836321594e-05
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,241.488181745894,345.442933820289,3154.18988821813,-103.954752074395,1231.31610688274,fixed_interface_scale,0.00712770263677907
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,16.42549441223,444.780201612359,9855.85771634158,-428.354707200129,4634.5681465926,fixed_interface_scale,0.00854256993053768
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-31.7885335224262,-18.0281665798467,1577.09494410906,-13.7603669425795,1124.88579191751,fixed_interface_scale,0.00014963843852695
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1585.1658995347,1604.47725507616,2577.56454927825,-19.3113555414611,1392.92634591109,fixed_interface_scale,0.00019220700607938
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3161.78350963515,3161.41495443083,7441.91676751464,0.368555204323911,2905.13643967645,fixed_interface_scale,1.60942976411611e-08
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3963.54146508092,3945.61555854566,5647.97126859058,17.9259065352603,2999.1759695476,fixed_interface_scale,3.57238584596601e-05
PERFORM_Q_TEMP_SUPPORT_FREE_VM,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3190.80808070894,3173.76557921188,4534.14796431356,17.0425014970579,1935.84206726617,fixed_interface_scale,7.7504485088299e-05
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,242.393508967877,345.442933820289,3154.18988821813,-103.049424852412,1231.31610688274,fixed_interface_scale,0.00700409492498827
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,18.3339961718059,444.780201612359,9855.85771634158,-426.446205440553,4634.5681465926,fixed_interface_scale,0.00846661796854175
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-36.249210816867,-18.0281665798467,1577.09494410906,-18.2210442370203,1124.88579191751,fixed_interface_scale,0.000262379356296087
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1578.99258845786,1604.47725507616,2577.56454927825,-25.4846666182984,1392.92634591109,fixed_interface_scale,0.000334735372393688
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3160.19769963931,3161.41495443083,7441.91676751464,-1.21725479151883,2905.13643967645,fixed_interface_scale,1.75561756702178e-07
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3965.48327530074,3945.61555854566,5647.97126859058,19.8677167550813,2999.1759695476,fixed_interface_scale,4.38825669657537e-05
PERFORM_Q_TEMP_SUPPORT_VG0p25,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3172.19095730169,3173.76557921188,4534.14796431356,-1.57462191019249,1935.84206726617,fixed_interface_scale,6.61626259919343e-07
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,267.804549407893,345.442933820289,3154.18988821813,-77.6383844123962,1231.31610688274,fixed_interface_scale,0.00397570230863983
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,45.8558396762514,444.780201612359,9855.85771634158,-398.924361936108,4634.5681465926,fixed_interface_scale,0.00740905081417507
