case_id,scenario_id,interface_name,lite_flow_mw,target_flow_mw,target_limit_mw,residual_mw,scale_mw,scale_source,objective_term
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-37.8075315503837,-18.0281665798467,1577.09494410906,-19.779364970537,1124.88579191751,fixed_interface_scale,0.00030917746044523
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1588.35713764648,1604.47725507616,2577.56454927825,-16.1201174296807,1392.92634591109,fixed_interface_scale,0.000133930687091591
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3157.41474694014,3161.41495443083,7441.91676751464,-4.00020749068653,2905.13643967645,fixed_interface_scale,1.89597222055161e-06
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3968.21569716124,3945.61555854566,5647.97126859058,22.6001386155795,2999.1759695476,fixed_interface_scale,5.67829969331303e-05
PERFORM_Q_TEMP_SUPPORT_VG0p50,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3176.43564903141,3173.76557921188,4534.14796431356,2.67006981953364,1935.84206726617,fixed_interface_scale,1.90241555990604e-06
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,268.92308629866,345.442933820289,3154.18988821813,-76.5198475216291,1231.31610688274,fixed_interface_scale,0.00386197155634641
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,46.2227098004176,444.780201612359,9855.85771634158,-398.557491811941,4634.5681465926,fixed_interface_scale,0.00739542963795215
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-39.6961604225626,-18.0281665798467,1577.09494410906,-21.6679938427159,1124.88579191751,fixed_interface_scale,0.00037103984020768
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1586.25212417472,1604.47725507616,2577.56454927825,-18.2251309014398,1392.92634591109,fixed_interface_scale,0.000171192607596966
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3148.44418505336,3161.41495443083,7441.91676751464,-12.9707693774726,2905.13643967645,fixed_interface_scale,1.9934181467337e-05
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3964.00364700887,3945.61555854566,5647.97126859058,18.3880884632085,2999.1759695476,fixed_interface_scale,3.75897358142688e-05
PERFORM_Q_TEMP_SUPPORT_VG0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3200.27818708816,3173.76557921188,4534.14796431356,26.5126078762783,1935.84206726617,fixed_interface_scale,0.000187570722344181
PERFORM_Q_TEMP_SUPPORT_VG0p80,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,270.271546444889,345.442933820289,3154.18988821813,-75.1713873754003,1231.31610688274,fixed_interface_scale,0.00372705679135004
PERFORM_Q_TEMP_SUPPORT_VG0p80,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,47.5384641200755,444.780201612359,9855.85771634158,-397.241737492284,4634.5681465926,fixed_interface_scale,0.0073466813044162
PERFORM_Q_TEMP_SUPPORT_VG0p80,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-39.9993167418378,-18.0281665798467,1577.09494410906,-21.9711501619911,1124.88579191751,fixed_interface_scale,0.000381494887121934
PERFORM_Q_TEMP_SUPPORT_VG0p80,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1585.41651700819,1604.47725507616,2577.56454927825,-19.0607380679714,1392.92634591109,fixed_interface_scale,0.000187250558272428
PERFORM_Q_TEMP_SUPPORT_VG0p80,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3147.68006902807,3161.41495443083,7441.91676751464,-13.7348854027609,2905.13643967645,fixed_interface_scale,2.2352032116324e-05
PERFORM_Q_TEMP_SUPPORT_VG0p80,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3964.15937947444,3945.61555854566,5647.97126859058,18.543820928784,2999.1759695476,fixed_interface_scale,3.82291422827423e-05
PERFORM_Q_TEMP_SUPPORT_VG0p80,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3201.21110382877,3173.76557921188,4534.14796431356,27.4455246168932,1935.84206726617,fixed_interface_scale,0.000201003318254576
PERFORM_Q_TEMP_SUPPORT_VG0p85,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,271.979907362457,345.442933820289,3154.18988821813,-73.4630264578323,1231.31610688274,fixed_interface_scale,0.00355957797566638
PERFORM_Q_TEMP_SUPPORT_VG0p85,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,49.1965611539664,444.780201612359,9855.85771634158,-395.583640458393,4634.5681465926,fixed_interface_scale,0.00728547883566
PERFORM_Q_TEMP_SUPPORT_VG0p85,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-39.903342103544,-18.0281665798467,1577.09494410906,-21.8751755236973,1124.88579191751,fixed_interface_scale,0.000378169265564399
PERFORM_Q_TEMP_SUPPORT_VG0p85,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1583.37956772909,1604.47725507616,2577.56454927825,-21.0976873470659,1392.92634591109,fixed_interface_scale,0.00022941055666145
PERFORM_Q_TEMP_SUPPORT_VG0p85,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3149.10819766141,3161.41495443083,7441.91676751464,-12.3067567694206,2905.13643967645,fixed_interface_scale,1.79454423034566e-05
PERFORM_Q_TEMP_SUPPORT_VG0p85,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3966.82810750759,3945.61555854566,5647.97126859058,21.2125489619339,2999.1759695476,fixed_interface_scale,5.00243921366077e-05
PERFORM_Q_TEMP_SUPPORT_VG0p85,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3214.2967464994,3173.76557921188,4534.14796431356,40.531167287525,1935.84206726617,fixed_interface_scale,0.000438367528289935
PERFORM_Q_TEMP_SUPPORT_VG0p90,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,262.974905122541,345.442933820289,3154.18988821813,-82.4680286977484,1231.31610688274,fixed_interface_scale,0.00448571942582662
PERFORM_Q_TEMP_SUPPORT_VG0p90,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,40.5578255314897,444.780201612359,9855.85771634158,-404.222376080869,4634.5681465926,fixed_interface_scale,0.00760715309167243
PERFORM_Q_TEMP_SUPPORT_VG0p90,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-38.9108256207586,-18.0281665798467,1577.09494410906,-20.8826590409119,1124.88579191751,fixed_interface_scale,0.000344631311333579
PERFORM_Q_TEMP_SUPPORT_VG0p90,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1586.63466392618,1604.47725507616,2577.56454927825,-17.8425911499846,1392.92634591109,fixed_interface_scale,0.000164081471670335
PERFORM_Q_TEMP_SUPPORT_VG0p90,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3142.12372242151,3161.41495443083,7441.91676751464,-19.2912320093178,2905.13643967645,fixed_interface_scale,4.40947475650104e-05
PERFORM_Q_TEMP_SUPPORT_VG0p90,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3964.31819570315,3945.61555854566,5647.97126859058,18.7026371574939,2999.1759695476,fixed_interface_scale,3.88867637227508e-05
PERFORM_Q_TEMP_SUPPORT_VG0p90,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3210.99847292085,3173.76557921188,4534.14796431356,37.2328937089665,1935.84206726617,fixed_interface_scale,0.000369925044511025
PERFORM_Q_TEMP_SUPPORT_VPENALTY,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,262.913488099405,345.442933820289,3154.18988821813,-82.5294457208844,1231.31610688274,fixed_interface_scale,0.00449240327956992
PERFORM_Q_TEMP_SUPPORT_VPENALTY,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,40.4717922835321,444.780201612359,9855.85771634158,-404.308409328827,4634.5681465926,fixed_interface_scale,0.00761039159490355
PERFORM_Q_TEMP_SUPPORT_VPENALTY,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-39.0546652060285,-18.0281665798467,1577.09494410906,-21.0264986261818,1124.88579191751,fixed_interface_scale,0.000349395297497402
PERFORM_Q_TEMP_SUPPORT_VPENALTY,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1611.42311416612,1604.47725507616,2577.56454927825,6.945859089956,1392.92634591109,fixed_interface_scale,2.48654104035198e-05
PERFORM_Q_TEMP_SUPPORT_VPENALTY,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3156.30193410337,3161.41495443083,7441.91676751464,-5.11302032746107,2905.13643967645,fixed_interface_scale,3.09757600171731e-06
PERFORM_Q_TEMP_SUPPORT_VPENALTY,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3956.22942337286,3945.61555854566,5647.97126859058,10.6138648272031,2999.1759695476,fixed_interface_scale,1.25240043368633e-05
PERFORM_Q_TEMP_SUPPORT_VPENALTY,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3199.61891817027,3173.76557921188,4534.14796431356,25.8533389583949,1935.84206726617,fixed_interface_scale,0.000178358345076961
PERFORM_Q_TEMP_SUPPORT_NO_RATINGS,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dysinger_East,242.100623897796,345.442933820289,3154.18988821813,-103.342309922493,1231.31610688274,fixed_interface_scale,0.00704396530860545
PERFORM_Q_TEMP_SUPPORT_NO_RATINGS,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,West_Central,17.1029718318023,444.780201612359,9855.85771634158,-427.677229780557,4634.5681465926,fixed_interface_scale,0.00851556977614237
PERFORM_Q_TEMP_SUPPORT_NO_RATINGS,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Moses_South,-31.7168980443482,-18.0281665798467,1577.09494410906,-13.6887314645015,1124.88579191751,fixed_interface_scale,0.000148084480138962
PERFORM_Q_TEMP_SUPPORT_NO_RATINGS,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Central_East,1586.26606162063,1604.47725507616,2577.56454927825,-18.2111934555285,1392.92634591109,fixed_interface_scale,0.000170930872809519
PERFORM_Q_TEMP_SUPPORT_NO_RATINGS,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Total_East_proxy,3163.3809114036,3161.41495443083,7441.91676751464,1.96595697276734,2905.13643967645,fixed_interface_scale,4.57946716502897e-07
PERFORM_Q_TEMP_SUPPORT_NO_RATINGS,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,UPNY_ConEd,3964.92708292547,3945.61555854566,5647.97126859058,19.3115243798111,2999.1759695476,fixed_interface_scale,4.14599923885916e-05
PERFORM_Q_TEMP_SUPPORT_NO_RATINGS,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,Dunwoodie_South,3167.21793290847,3173.76557921188,4534.14796431356,-6.54764630340969,1935.84206726617,fixed_interface_scale,1.14401199009756e-05
