profile,case_count,eta1_success_count,eta1_case_count,max_success_eta_any_scenario,max_eta_with_all_scenarios_success,min_voltage_seen,max_voltage_seen,max_rate_a_overload_mva_seen
lower_hudson,12,0,6,0,0,0.9,1.1,0
