candidate_id,scenario_id,is_train,pf_success,interface_objective,max_abs_interface_residual_mw,min_voltage_pu,max_voltage_pu,voltage_violation_count,branch_overload_count,max_branch_overload_mva,generator_p_violation_count,max_generator_p_violation_mw,generator_q_violation_count,max_generator_q_violation_mvar,max_external_schedule_error_mw,diagnostic
CURRENT,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0280731762592318,246.313883708058,0.952721175,1.10159624009384,1,1,13.1755793554964,0,0,0,0,1.4210854715202e-14,
CURRENT,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0278165471275607,215.687991214973,0.952721175,1.11222720442485,3,1,111.795166106674,0,0,0,0,1.13686837721616e-13,
CURRENT,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.136409787554937,572.565573669298,0.803729619254674,1.1,6,1,168.99192563374,0,0,3,1495.05641095254,5.6843418860808e-14,
CURRENT,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0336714261646267,269.241671448811,0.952721175,1.10073362617394,1,1,34.5181234549234,1,1.92076058454131,0,0,0,
CURRENT,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0460942166759651,282.624895680371,0.952721175,1.10001571694308,1,1,64.982509341328,1,63.6451776709343,0,0,1.77635683940025e-15,
CURRENT,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0135119926216064,186.25115761456,0.952721175,1.10240277903963,2,1,69.4665052525464,0,0,0,0,0,
PERF_GL1p1_PV0p4_WM0p6_B0p75,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0265383972281106,246.818268442673,0.952721175,1.10151554899101,1,1,13.0993271008474,0,0,0,0,1.4210854715202e-14,
PERF_GL1p1_PV0p4_WM0p6_B0p75,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0252926096158616,208.94596502541,0.952721175,1.11282076043967,3,1,111.572314660735,0,0,0,0,1.13686837721616e-13,
PERF_GL1p1_PV0p4_WM0p6_B0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.0806856158936747,410.676372550856,0.925000189882687,1.1,0,3,167.469647899318,0,0,3,211.519351724716,5.6843418860808e-14,
PERF_GL1p1_PV0p4_WM0p6_B0p75,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0319144620417071,269.664720719316,0.952721175,1.10067844374531,1,1,34.4386907868733,0,0,0,0,0,
PERF_GL1p1_PV0p4_WM0p6_B0p75,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0428109883845716,281.48258160017,0.952721175,1.10039626776082,1,1,64.7227406538924,1,44.3437093622155,0,0,1.77635683940025e-15,
PERF_GL1p1_PV0p4_WM0p6_B0p75,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0134468209571023,187.504357508521,0.952721175,1.10182681969465,2,1,69.6315564421748,0,0,0,0,0,
PERF_GL1p1_PV0p4_WM0p6_B1,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0265220898194086,246.747797301673,0.952721175,1.10153719844426,1,1,13.0947176681152,0,0,0,0,1.4210854715202e-14,
PERF_GL1p1_PV0p4_WM0p6_B1,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0252788463226918,208.859677218441,0.952721175,1.11291363652662,3,1,111.573343253178,0,0,0,0,1.13686837721616e-13,
PERF_GL1p1_PV0p4_WM0p6_B1,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.0805424849728207,410.664116578487,0.925789138985968,1.1,0,3,167.462738164882,0,0,3,188.334988235451,5.6843418860808e-14,
PERF_GL1p1_PV0p4_WM0p6_B1,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0318945052402954,269.591153711017,0.952721175,1.10070019649611,1,1,34.4333665125305,0,0,0,0,0,
PERF_GL1p1_PV0p4_WM0p6_B1,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.0427771784693523,281.376256990549,0.952721175,1.10041912256749,1,1,64.7191989208191,1,44.2143549042362,0,0,1.77635683940025e-15,
PERF_GL1p1_PV0p4_WM0p6_B1,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0134437944112395,187.457484633479,0.952721175,1.10184838994675,2,1,69.626611263829,0,0,0,0,0,
PERF_GL1p1_PV0p4_WM0p8_B0p75,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0265853180418047,246.761758630354,0.952721175,1.10153290205915,1,1,13.0956323785639,0,0,0,0,1.4210854715202e-14,
PERF_GL1p1_PV0p4_WM0p8_B0p75,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0253794601797856,208.920100030247,0.952721175,1.1128485771138,3,1,111.572622840129,0,0,0,0,1.13686837721616e-13,
PERF_GL1p1_PV0p4_WM0p8_B0p75,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,1,0.0819493151798687,410.72766032508,0.921702786215713,1.1,0,3,167.498563454136,0,0,3,254.173958124965,5.6843418860808e-14,
PERF_GL1p1_PV0p4_WM0p8_B0p75,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.0319683036745919,269.61049973356,0.952721175,1.10069446777957,1,1,34.4347686223595,0,0,0,0,0,
PERF_GL1p1_PV0p4_WM0p8_B0p75,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.042922323216534,281.515935193597,0.952721175,1.10038911401591,1,1,64.7238492935874,1,45.1228977151086,0,0,1.77635683940025e-15,
PERF_GL1p1_PV0p4_WM0p8_B0p75,S6_2025_LOW_TOTAL_EAST_PUBLIC,0,1,0.0134455013677881,187.407552671521,0.952721175,1.1018715101832,2,1,69.62131110594,0,0,0,0,0,
PERF_GL1p1_PV0p4_WM0p8_B1,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.0265677116254453,246.68660513681,0.952721175,1.10155607398781,1,1,13.0906992716045,0,0,0,0,1.4210854715202e-14,
PERF_GL1p1_PV0p4_WM0p8_B1,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.0253644538085524,208.827798750075,0.952721175,1.11294805923811,3,1,111.573724207962,0,0,0,0,1.13686837721616e-13,
