candidate_id,mode,gilboa_leeds_scale,pleasant_wood_scale,wood_millwood_scale,lower_hudson_b_fraction,train_interface_objective,holdout_interface_objective,all_interface_objective,regularization_term,selection_objective,train_pf_success_count,holdout_pf_success_count,all_pf_success_count,max_abs_interface_residual_mw,min_voltage_pu,max_voltage_pu,max_voltage_violation_count,max_branch_overload_count,max_branch_overload_mva,max_generator_p_violation_count,max_generator_q_violation_count,max_external_schedule_error_mw
PERF_GL1p25_PV0p75_WM1_B1,perform_scaled,1.25,0.75,1,1,0.127120611685987,0.101245920626295,0.228366532312281,0.000662770096516345,0.127783381782503,4,2,6,418.657068224654,0.9057494333335,1.11327298862926,3,1,167.119480738822,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p75_WM0p75_B1,perform_scaled,1.25,0.75,0.75,1,0.126822288760514,0.0998088451978089,0.226631133958323,0.0010765749705671,0.127898863731081,4,2,6,413.003481260928,0.90924417016031,1.11324793438638,3,1,167.089517187968,1,3,1.13686837721616e-13
PERF_GL1p25_PV1_WM1_B1,perform_scaled,1.25,1,1,1,0.127763475906755,0.104356877838476,0.232120353745231,0.000248965222465587,0.12801244112922,4,2,6,430.57650521934,0.898142478366678,1.11327516799214,3,1,167.1849357991,1,3,1.13686837721616e-13
PERF_GL1p25_PV1_WM0p75_B1,perform_scaled,1.25,1,0.75,1,0.127499566922616,0.103002145869223,0.230501712791839,0.000662770096516345,0.128162337019132,4,2,6,425.403437953295,0.901334601164989,1.11325465035715,3,1,167.157429299812,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p75_WM1_B0p5,perform_scaled,1.25,0.75,1,0.5,0.12732758959405,0.101687282724802,0.229014872318852,0.00116277009651635,0.128490359690566,4,2,6,420.128670667134,0.903754278133044,1.11305930873635,3,1,167.136617084286,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p75_WM0p75_B0p5,perform_scaled,1.25,0.75,0.75,0.5,0.127015278334873,0.100206671855067,0.227221950189939,0.0015765749705671,0.12859185330544,4,2,6,414.341806648476,0.907394538496441,1.11304696210735,3,1,167.105367449258,1,3,1.13686837721616e-13
PERF_GL1p25_PV1_WM1_B0p5,perform_scaled,1.25,1,1,0.5,0.127977428247683,0.104850741083121,0.232828169330804,0.000748965222465587,0.128726393470148,4,2,6,432.195838091806,0.896046953041329,1.11305832622267,3,1,167.203024389227,1,3,1.13686837721616e-13
PERF_GL1p25_PV1_WM0p75_B0p5,perform_scaled,1.25,1,0.75,0.5,0.127700761150131,0.103451958800067,0.231152719950198,0.00116277009651635,0.128863531246647,4,2,6,426.890480196288,0.899377384947324,1.11304921298945,3,1,167.174287788478,1,3,1.13686837721616e-13
PERF_GL1_PV0p75_WM1_B1,perform_scaled,1,0.75,1,1,0.128819309943006,0.100873942155081,0.229693252098087,0.000413804874050759,0.129233114817056,4,2,6,413.356379396461,0.909414711112544,1.11279477940795,3,1,167.994605773917,1,3,1.13686837721616e-13
PERF_GL1_PV0p75_WM0p75_B1,perform_scaled,1,0.75,0.75,1,0.128525164336846,0.0994962797133283,0.228021444050174,0.000827609748101517,0.129352774084947,4,2,6,411.599605960929,0.912742394315116,1.1127658315593,3,1,167.964479286074,1,3,1.13686837721616e-13
PERF_GL1_PV1_WM1_B1,perform_scaled,1,1,1,1,0.129454184180544,0.103848450581776,0.23330263476232,0,0.129454184180544,4,2,6,424.907845405738,0.902171794313055,1.11280331929648,3,1,168.060408138865,1,3,1.13686837721616e-13
PERF_GL1_PV1_WM0p75_B1,perform_scaled,1,1,0.75,1,0.12919383386865,0.102554551290613,0.231748385159263,0.000413804874050759,0.129607638742701,4,2,6,419.897465050629,0.905202604505134,1.11277959103716,3,1,168.032834263146,1,3,1.13686837721616e-13
PERF_GL1p25_PV1p5_WM1_B1,perform_scaled,1.25,1.5,1,1,0.128847336938216,0.110092239066653,0.238939576004869,0.00107097499193141,0.129918311930147,4,2,6,451.698006717038,0.884674282699567,1.11326982496914,3,1,167.301639307725,1,3,1.13686837721616e-13
PERF_GL1_PV0p75_WM1_B0p5,perform_scaled,1,0.75,1,0.5,0.129026972832955,0.101297356407723,0.230324329240678,0.000913804874050759,0.129940777707006,4,2,6,414.771712650428,0.907450664074338,1.11257608188779,3,1,168.012417878059,1,3,1.13686837721616e-13
PERF_GL1_PV0p75_WM0p75_B0p5,perform_scaled,1,0.75,0.75,0.5,0.128718841839492,0.0998785899275599,0.228597431767052,0.00132760974810152,0.130046451587593,4,2,6,411.628879905969,0.910919726853757,1.11256012526145,3,1,167.980972280102,1,3,1.13686837721616e-13
PERF_GL1p25_PV1p5_WM0p75_B1,perform_scaled,1.25,1.5,0.75,1,0.12863848184062,0.108881097748357,0.237519579588977,0.00148477986598217,0.130123261706602,4,2,6,447.304382083557,0.887389831349849,1.11325482033877,3,1,167.278022622323,1,3,1.13686837721616e-13
PERF_GL1_PV1_WM1_B0p5,perform_scaled,1,1,1,0.5,0.129668718472959,0.104320363311568,0.233989081784527,0.0005,0.130168718472959,4,2,6,426.461022981163,0.900114072944618,1.11258142191064,3,1,168.079161205368,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p75_WM1_B0,perform_scaled,1.25,0.75,1,0,0.127540880750086,0.102136391432393,0.229677272182479,0.00266277009651635,0.130203650846602,4,2,6,421.621388449333,0.901758985852115,1.11284617695998,3,1,167.153776701618,1,3,1.13686837721616e-13
PERF_GL1p25_PV0p75_WM0p75_B0,perform_scaled,1.25,0.75,0.75,0,0.127214100424457,0.1006112054186,0.227825305843057,0.0030765749705671,0.130290675395024,4,2,6,415.698791164496,0.905545099059875,1.11284646740048,3,1,167.121234751654,1,3,1.13686837721616e-13
PERF_GL1_PV1_WM0p75_B0p5,perform_scaled,1,1,0.75,0.5,0.129395618699618,0.1029851354132,0.232380754112817,0.000913804874050759,0.130309423573668,4,2,6,421.325602165463,0.903278588143144,1.11256935110161,3,1,168.050332165251,1,3,1.13686837721616e-13
PERF_GL1p25_PV1_WM1_B0,perform_scaled,1.25,1,1,0,0.128197799061576,0.10535350906262,0.233551308124196,0.00224896522246559,0.130446764284042,4,2,6,433.838720082882,0.893949993256429,1.11284203968867,3,1,167.221150600204,1,3,1.13686837721616e-13
PERF_GL1p25_PV1_WM0p75_B0,perform_scaled,1.25,1,0.75,0,0.127907912573716,0.103909533328923,0.231817445902638,0.00266277009651635,0.130570682670232,4,2,6,428.398399454368,0.897419270015145,1.11284426530379,3,1,167.191175704445,1,3,1.13686837721616e-13
