case_id,case_group,scenario_id,zone_j_cost_c1,s4_e_cost_c1,s4_f_cost_c1,s4_g_cost_c1,s4_k_cost_c1,abc_cap_factor,x_spine_multiplier,interface_name,lite_flow_mw,target_flow_mw,target_limit_mw,residual_mw,classic_scale_mw,classic_objective_term,classic_objective_total,balanced_scale_mw,balanced_objective_term,balanced_objective_total
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,180,180,180,180,1,1,Moses_South,1248.32777668492,713.559374921485,1120.63977933465,534.768401763434,713.559374921485,0.561657086758842,5.30926184945611,1120.63977933465,0.227719072713568,1.99170360741096
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,180,180,180,180,1,1,Central_East,2177.87177518595,919.824688464481,1200.68547785855,1258.04708672146,919.824688464481,1.87061179607417,5.30926184945611,1200.68547785855,1.09783046126609,1.99170360741096
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,180,180,180,180,1,1,Total_East_proxy,2551.53943381094,1064.86749418979,2685.97788380209,1486.67193962115,1064.86749418979,1.94912256128311,5.30926184945611,2685.97788380209,0.306355318223728,1.99170360741096
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,180,180,180,180,1,1,UPNY_ConEd,1520.76030944819,1887.02575769531,2714.43857661059,-366.26544824712,1887.02575769531,0.0376735239855921,5.30926184945611,2714.43857661059,0.0182067263683286,1.99170360741096
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,180,180,180,180,1,1,Dunwoodie_South,57.2735000080865,1013.73430197272,1636.48983648869,-956.460801964634,1013.73430197272,0.8901968813544,5.30926184945611,1636.48983648869,0.341592028839246,1.99170360741096
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,Moses_South,549.289684826563,-55.8104160947309,741.605063961212,605.100100921294,100,36.614613213496,37.9944592564885,741.605063961212,0.665746784304519,1.23138306025899
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,Central_East,2031.14663679479,1002.33486432337,1522.60789694536,1028.81177247142,1002.33486432337,1.05352822882008,37.9944592564885,1522.60789694536,0.456557723930214,1.23138306025899
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,Total_East_proxy,2598.2871594229,1885.69773626077,3499.44889556697,712.589423162126,1885.69773626077,0.142802096817212,37.9944592564885,3499.44889556697,0.0414647864001802,1.23138306025899
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,UPNY_ConEd,1984.02149004691,2186.02924703846,3286.23743967812,-202.007756991546,2186.02924703846,0.00853933707077414,37.9944592564885,3286.23743967812,0.00377866346454875,1.23138306025899
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,180,180,180,180,1,1,Dunwoodie_South,749.114725854767,1287.80646363194,2132.11455888848,-538.691737777173,1287.80646363194,0.174976380284409,37.9944592564885,2132.11455888848,0.0638351021595242,1.23138306025899
