scenario_id,variant,opf_success,opf_raw_info,bound_type,bus_number,bus_name,nyiso_zone_letter,nyiso_zone_name,vm_pu,vmin_pu,vmax_pu,pd_mw,qd_mvar,note
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,11,BRAYTON PT,NON_NY,NON_NY,1.48132157179423,0.5,1.5,844.685684,103,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,12,BRIDGEWATER,NON_NY,NON_NY,1.46659039832182,0.5,1.5,340.358643,115,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,13,PILGRIM,NON_NY,NON_NY,1.48418209894294,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,14,CANAL,NON_NY,NON_NY,1.4825120614274,0.5,1.5,308.061838,85,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,15,WALPOLA,NON_NY,NON_NY,1.46525741595747,0.5,1.5,383.835112,-92,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,16,VERMONT YNK,NON_NY,NON_NY,1.43912252529471,0.5,1.5,224,47,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,17,SCOBIE,NON_NY,NON_NY,1.47002645753289,0.5,1.5,172.663691,17,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,18,SANDY POND,NON_NY,NON_NY,1.45606326953542,0.5,1.5,349.053937,76,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,19,POWNAL,NON_NY,NON_NY,1.49686703281332,0.5,1.5,255.890075,28,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,20,MAINE YANKEE,NON_NY,NON_NY,1.49942153407037,0.5,1.5,352.780492,27,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,21,MILLSTONE PT,NON_NY,NON_NY,1.5,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,22,BRAYTON PT,NON_NY,NON_NY,1.5,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,23,BRAYTON PT,NON_NY,NON_NY,1.5,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,24,PILGRIM,NON_NY,NON_NY,1.5,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,25,CANAL,NON_NY,NON_NY,1.5,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,26,MAINE YANKEE,NON_NY,NON_NY,1.5,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,27,VERMONT YNK,NON_NY,NON_NY,1.5,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,28,NORTHFIELD,NON_NY,NON_NY,1.40548492912485,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,29,NORTHFIELD,NON_NY,NON_NY,1.40548492912485,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,30,LUDLOW,NON_NY,NON_NY,1.4162396992134,0.5,1.5,399.983515,2,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,31,MANCHESTER,NON_NY,NON_NY,1.42113953600222,0.5,1.5,621.092415,184,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,32,SCOVILL ROCK,NON_NY,NON_NY,1.42727710685752,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,33,HADDAM NECK,NON_NY,NON_NY,1.43245993012198,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,34,BLACK POND,NON_NY,NON_NY,1.41486278997598,0.5,1.5,290.67125,84,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,35,SOUTHINGTEN,NON_NY,NON_NY,1.40888143172337,0.5,1.5,648.420481,177,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,36,CONN YANKEE,NON_NY,NON_NY,1.5,0.5,1.5,11.1796635,5,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,37,NEW SEATHED,F,CAPITL,1.32753858574816,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,38,GILBOA,F,CAPITL,1.3326652039356,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,39,LEEDS,G,HUD VL,1.32543691431595,0.5,1.5,163.200464475727,40.9018919030762,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,40,NEW SEATHED,F,CAPITL,1.3885383445981,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,41,ROTTERDAM,F,CAPITL,1.45165165443041,0.5,1.5,627.224143070687,96.8962876357168,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,42,ALBANY,F,CAPITL,1.5,0.5,1.5,158.598104895156,13.1778951184575,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,43,EDIC,E,MHK VL,1.35743166732809,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,44,PORTER,E,MHK VL,1.36831101477755,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,45,PORTER,E,MHK VL,1.36941672732888,0.5,1.5,444.549582437007,25.5388631393605,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,46,COLTON,D,NORTH,1.44595470503306,0.5,1.5,5.1571325201351,-8.24407214662519,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,47,MOSES W,D,NORTH,1.5,0.5,1.5,118.389824796564,19.3978168155887,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,48,MOSES E,D,NORTH,1.5,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,49,PLATTSBURGH,D,NORTH,1.48709039587048,0.5,1.5,46.6384157701681,3.29762885865008,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,50,CLAY,C,CENTRL,1.45132843271156,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,51,CLAY,C,CENTRL,1.5,0.5,1.5,430.387762969565,38.2011291423538,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,52,ROCHESTER,B,GENESE,1.44732775415342,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,53,ROCHESTER,B,GENESE,1.5,0.5,1.5,636.148567337793,149.062794265895,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,54,NIAGARA W,A,WEST,1.45248219628673,0.5,1.5,7.11381140556069,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,55,NIAGARA E,A,WEST,1.49042080841713,0.5,1.5,333.993445491075,46.9511552767006,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,56,HUNTLEY,A,WEST,1.5,0.5,1.5,70.717744356339,15.6503850922335,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,57,HUNTLEY,A,WEST,1.5,0.5,1.5,98.6759223659542,-2.13414342166821,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,58,GARDENVILLE,A,WEST,1.48910585836637,0.5,1.5,34.5365728458685,13.5162416705653,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,59,GARDENVILLE,A,WEST,1.48759645392755,0.5,1.5,289.86052192776,70.4267329150509,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,60,DUNKIRK,A,WEST,1.49809427896735,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,61,DUNKIRK,A,WEST,1.49189676366079,0.5,1.5,97.4424731896574,2.84552456222428,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,62,STOLLE RD,A,WEST,1.47970533312746,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,63,MEYER,C,CENTRL,1.46765676067127,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,64,MEYER,C,CENTRL,1.48068437656607,0.5,1.5,84.193502344949,12.7337097141179,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,65,GESONIDGE,C,CENTRL,1.49754334561851,0.5,1.5,53.5776831252045,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,66,WATERCURE,C,CENTRL,1.48276785492984,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,67,WRHL,C,CENTRL,1.47346533092427,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,68,HILLSIDE,C,CENTRL,1.5,0.5,1.5,124.229573318862,20.8832839311534,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,69,BINGHAMTON,C,CENTRL,1.43790023159559,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,70,BINGHAMTON,C,CENTRL,1.48985852843388,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,71,BINGHAMTON,C,CENTRL,1.5,0.5,1.5,218.432092897941,26.99546459393,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,72,LAPEER,C,CENTRL,1.497188209978,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,73,PLEASANT VLY,G,HUD VL,1.35499475347092,0.5,1.5,408.001161189318,102.25472975769,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,74,MILLWOOD,H,MILLWD,1.40212594817759,0.5,1.5,227.774482133019,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,75,RAMAPO,G,HUD VL,1.39885729939598,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,76,RAMAPO,G,HUD VL,1.41519407960938,0.5,1.5,244.800696713591,61.3528378546143,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,77,BUCHANAN,H,MILLWD,1.39361952412704,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,78,CE UG,I,DUNWOD,1.41801680598492,0.5,1.5,486.15217802916,126.172843025455,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,79,RAV A-3,J,N.Y.C.,1.47262373110776,0.5,1.5,1637.7729494693,410.464592464067,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,80,NORTHPORT,K,LONGIL,1.5,0.5,1.5,1852.92849582782,57.2496752504358,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,81,GOETHALS,J,N.Y.C.,1.35144912215226,0.5,1.5,363.949544326512,91.2143538809038,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,82,AK-3,J,N.Y.C.,1.5,0.5,1.5,1637.7729494693,410.464592464067,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,83,KEITH,NON_NY,NON_NY,1.46835178639175,0.5,1.5,80,16,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,84,KEITH JCT,NON_NY,NON_NY,1.47001682731948,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,85,LAMBTON,NON_NY,NON_NY,1.49747070753228,0.5,1.5,18,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,86,LAMBTON,NON_NY,NON_NY,1.5,0.5,1.5,50,25,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,87,LAMBTON,NON_NY,NON_NY,1.49989533181117,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,88,SCOTT,NON_NY,NON_NY,1.48682920355644,0.5,1.5,110,55,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,89,SCOTT,NON_NY,NON_NY,1.46520962676065,0.5,1.5,100,70,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,90,VIDA,NON_NY,NON_NY,1.46378040376917,0.5,1.5,115,45,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,91,RICHVIEW,NON_NY,NON_NY,1.49352387357804,0.5,1.5,1650,500,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,92,HANMER,NON_NY,NON_NY,1.5,0.5,1.5,10,320,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,93,ESSA,NON_NY,NON_NY,1.45485966992081,0.5,1.5,125,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,94,ORANGEVILLE,NON_NY,NON_NY,1.4575280635828,0.5,1.5,95,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,95,DES JOAC,NON_NY,NON_NY,1.44910828557445,0.5,1.5,-100,87,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,96,HOLDEN,NON_NY,NON_NY,1.48157577715576,0.5,1.5,-40,-25,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,97,MARTINDELE,NON_NY,NON_NY,1.5,0.5,1.5,910,50,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,98,STLA,NON_NY,NON_NY,1.49656499823673,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,99,PVR,NON_NY,NON_NY,1.49628364113313,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,100,PHAS,NON_NY,NON_NY,1.49568914570348,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,101,SAB 2,NON_NY,NON_NY,1.5,0.5,1.5,350,130,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,102,BP 76,NON_NY,NON_NY,1.47588962250893,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,103,PA 27,NON_NY,NON_NY,1.48003187073195,0.5,1.5,0,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,104,BEACH,NON_NY,NON_NY,1.4747270879488,0.5,1.5,200,90,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,105,BUCHANAN,NON_NY,NON_NY,1.49108187737614,0.5,1.5,325,0,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,106,NEALE,NON_NY,NON_NY,1.47774220658821,0.5,1.5,0,-12,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,107,NEALE,NON_NY,NON_NY,1.48325363473335,0.5,1.5,0,-19,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,108,S CT,NON_NY,NON_NY,1.47790799107833,0.5,1.5,0,-13,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,109,SLT,NON_NY,NON_NY,1.47790425157264,0.5,1.5,0,-13,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
S1_2025_SUMMER_PEAK_PUBLIC,diagnostic_no_rate_relaxed_voltage,1,1,above_1p10,110,BURLINGTON,NON_NY,NON_NY,1.4771056477668,0.5,1.5,718,125,RATE_A removed and V bounds relaxed to 0.5-1.5 pu
