scenario_id,q_enforced_pf_success,interface_objective,max_abs_interface_residual_mw,diagnostic
S1_2025_SUMMER_PEAK_PUBLIC,1,0.0262619577269668,246.862958144282,
S2_2025_WINTER_PEAK_PUBLIC,1,0.0252264781926217,210.862103438946,
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,0,NaN,NaN,
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0.0316285360565956,269.671832172579,
S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0.0425746894952611,283.395383364777,
S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0.0135790707874307,187.032361032348,
