scenario_id,violation_type,element_index,from_or_bus_id,from_or_bus_name,to_bus_id,to_bus_name,value,limit,violation_amount,units
S1_2025_SUMMER_PEAK_PUBLIC,BRANCH_OVERLOAD,29,54,NIAGARA W   ,56,HUNTLEY     ,795.555322804051,789.941803,5.61351980405129,MVA
S1_2025_SUMMER_PEAK_PUBLIC,HIGH_VOLTAGE,34,70,BINGHAMTON  ,NaN,,1.10140879733057,1.1,0.00140879733056765,pu
S2_2025_WINTER_PEAK_PUBLIC,BRANCH_OVERLOAD,29,54,NIAGARA W   ,56,HUNTLEY     ,884.157828620855,789.941803,94.216025620855,MVA
S2_2025_WINTER_PEAK_PUBLIC,BRANCH_OVERLOAD,63,54,NIAGARA W   ,52,ROCHESTER   ,807.132893330706,789.941803,17.1910903307063,MVA
S2_2025_WINTER_PEAK_PUBLIC,HIGH_VOLTAGE,30,66,WATERCURE   ,NaN,,1.10845722340888,1.1,0.00845722340888022,pu
S2_2025_WINTER_PEAK_PUBLIC,HIGH_VOLTAGE,31,67,WRHL        ,NaN,,1.1051704265554,1.1,0.00517042655539868,pu
S2_2025_WINTER_PEAK_PUBLIC,HIGH_VOLTAGE,34,70,BINGHAMTON  ,NaN,,1.10130308586695,1.1,0.00130308586695449,pu
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,BRANCH_OVERLOAD,29,54,NIAGARA W   ,56,HUNTLEY     ,960.184455317838,789.941803,170.242652317838,MVA
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOW_VOLTAGE,3,39,LEEDS       ,NaN,,0.860246470698525,0.9,0.0397535293014749,pu
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOW_VOLTAGE,37,73,PLEASANT VLY,NaN,,0.876467589070174,0.9,0.0235324109298263,pu
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,LOW_VOLTAGE,47,9001,KNICKERBOCKER,NaN,,0.85457007033278,0.9,0.04542992966722,pu
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,GEN_Q_LIMIT,10,56,HUNTLEY     ,NaN,,1083.68705310156,999,84.6870531015552,MVAr
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,GEN_Q_LIMIT,18,78,CE UG       ,NaN,,2188.18011813479,999,1189.18011813479,MVAr
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,GEN_Q_LIMIT,21,82,AK-3        ,NaN,,1005.2087504766,999,6.2087504766007,MVAr
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,BRANCH_OVERLOAD,29,54,NIAGARA W   ,56,HUNTLEY     ,812.729315104131,789.941803,22.7875121041309,MVA
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,HIGH_VOLTAGE,34,70,BINGHAMTON  ,NaN,,1.10047921081079,1.1,0.000479210810790054,pu
S5_2025_HIGH_TOTAL_EAST_PUBLIC,BRANCH_OVERLOAD,29,54,NIAGARA W   ,56,HUNTLEY     ,841.638453144623,789.941803,51.696650144623,MVA
S6_2025_LOW_TOTAL_EAST_PUBLIC,BRANCH_OVERLOAD,29,54,NIAGARA W   ,56,HUNTLEY     ,849.009722005487,789.941803,59.0679190054872,MVA
S6_2025_LOW_TOTAL_EAST_PUBLIC,HIGH_VOLTAGE,10,46,COLTON      ,NaN,,1.10178630003815,1.1,0.00178630003815416,pu
S6_2025_LOW_TOTAL_EAST_PUBLIC,HIGH_VOLTAGE,34,70,BINGHAMTON  ,NaN,,1.10226096667524,1.1,0.00226096667524001,pu
