case_id,case_group,scenario_id,load_mode,zone_j_total_pmax_mw,zone_j_cost_c1,rho_j_cost_c2,x_spine_multiplier,x_gl_multiplier,zone_j_q_abs_ratio,status,note,scaled_branch_count,opf_success,opf_raw_info,objective,interface_objective,max_abs_interface_residual_mw,mean_abs_interface_residual_mw,bus_count,branch_count,gen_count,total_pd_mw,total_qd_mvar,total_pg_mw,total_qg_mvar,boundary_target_p_mw,boundary_target_q_mvar,zone_j_equiv_count,zone_j_equiv_pg_mw,zone_j_equiv_pmax_mw,zone_j_fraction_pmax_used,min_voltage,max_voltage,voltage_bound_count_high,voltage_bound_count_low,branch_overload_count,max_branch_overload_mva,central_east_residual_mw,total_east_residual_mw,upny_coned_residual_mw,dunwoodie_south_residual_mw,moses_south_residual_mw,total_east_proxy_flow_mw,upny_coned_flow_mw,dunwoodie_south_flow_mw
RHO_SWEEP_3GW_RHO_0p02,rho_sweep,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,789330.691111294,2.13578692488919,1595.17144393484,601.599954992963,49,81,32,10902.2197987,1848.12780101926,11691.4683989424,7340.65038613946,420.059642000211,105.276869922714,3,2073.93817227252,3000,0.691312724090841,0.904102558238476,1.1,20,0,0,0,1595.17144393484,1275.34316815737,-41.0360357199113,-16.8688807534072,-79.5802463992782,3190.56302370545,1960.23742424794,1033.58228147959
RHO_SWEEP_3GW_RHO_0p02,rho_sweep,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,487014.018016042,832.893614671204,3750.77423594134,1920.17102819232,49,81,32,10902.2197987,1869.01737679448,11631.1441853511,7185.60778342446,-389.215064635112,-97.546490151821,3,922.701876362472,3000,0.307567292120824,0.916997537464493,1.1,21,0,0,1.99515852727927e-08,2631.01931071517,3750.77423594134,1470.20923866693,1153.9533383689,594.89901726927,3425.2077065095,2720.78804903984,1928.34004264056
SPINE_X_SWEEP_3GW_X_1,spine_x_sweep,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,711994.893855392,8.54793685608669,2234.29002165129,914.641342866742,49,81,32,10902.2197987,1845.27221376401,11689.3458704219,7360.50999410658,92.7889737289091,23.2551088959784,3,1794.61035652399,3000,0.598203452174664,0.905025676619216,1.1,21,0,0,0,1859.89446957802,2234.29002165129,291.853726027904,184.414843372638,-2.75365370385703,3299.15751584108,2178.87948372321,1198.14914534536
SPINE_X_SWEEP_3GW_X_1,spine_x_sweep,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,410108.946202348,40.0487015052697,1651.84073272741,915.044194907932,49,81,32,10902.2197987,1832.47457485567,11672.1550176523,7306.02762163094,1461.85190208034,366.374621967386,3,639.202546871801,3000,0.213067515623934,0.903634072677678,1.1,20,0,0,0,1651.84073272741,1395.07641153946,395.0019885104,528.451029378725,604.850812383669,3280.77414780023,2581.03123554886,1816.25749301067
SPINE_X_SWEEP_3GW_X_1,spine_x_sweep,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,563696.840721045,0.498173066999187,1048.22810598148,635.763554555556,49,81,32,10902.2197987,1949.00701812996,11655.165933526,7519.56636365839,82.3046423956917,20.6274877783239,3,1225.13889531371,3000,0.408379631771238,0.912171317715954,1.1,20,0,0,1.9658273231471e-08,901.914731843267,262.83687033597,-1048.22810598148,-953.849577038387,-11.9884875786778,3424.2518247668,2897.38745256418,2219.91600217349
SPINE_X_SWEEP_3GW_X_1,spine_x_sweep,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,768030.284422812,9.07603045408463,2246.23751591344,898.133722633087,49,81,32,10902.2197987,1854.49425179317,11688.513655329,7380.26837803783,-47.771236693892,-11.9726004800706,3,2002.26301687424,3000,0.667421005624747,0.905240419484545,1.1,21,0,0,0,1901.65292959683,2246.23751591344,198.008901565141,64.2437974808679,-80.5254686091655,3307.72894850611,2130.83521723638,1126.41629370165
SPINE_X_SWEEP_3GW_X_1,spine_x_sweep,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,789330.691111294,2.13578692488919,1595.17144393484,601.599954992963,49,81,32,10902.2197987,1848.12780101926,11691.4683989424,7340.65038613946,420.059642000211,105.276869922714,3,2073.93817227252,3000,0.691312724090841,0.904102558238476,1.1,20,0,0,0,1595.17144393484,1275.34316815737,-41.0360357199113,-16.8688807534072,-79.5802463992782,3190.56302370545,1960.23742424794,1033.58228147959
SPINE_X_SWEEP_3GW_X_1,spine_x_sweep,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,487014.018016042,832.893614671204,3750.77423594134,1920.17102819232,49,81,32,10902.2197987,1869.01737679448,11631.1441853511,7185.60778342446,-389.215064635112,-97.546490151821,3,922.701876362472,3000,0.307567292120824,0.916997537464493,1.1,21,0,0,1.99515852727927e-08,2631.01931071517,3750.77423594134,1470.20923866693,1153.9533383689,594.89901726927,3425.2077065095,2720.78804903984,1928.34004264056
COMBINED_RHO_X_3GW_RHO_0p02_X_1,combined_rho_x,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,711994.893855392,8.54793685608669,2234.29002165129,914.641342866742,49,81,32,10902.2197987,1845.27221376401,11689.3458704219,7360.50999410658,92.7889737289091,23.2551088959784,3,1794.61035652399,3000,0.598203452174664,0.905025676619216,1.1,21,0,0,0,1859.89446957802,2234.29002165129,291.853726027904,184.414843372638,-2.75365370385703,3299.15751584108,2178.87948372321,1198.14914534536
COMBINED_RHO_X_3GW_RHO_0p02_X_1,combined_rho_x,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,410108.946202348,40.0487015052697,1651.84073272741,915.044194907932,49,81,32,10902.2197987,1832.47457485567,11672.1550176523,7306.02762163094,1461.85190208034,366.374621967386,3,639.202546871801,3000,0.213067515623934,0.903634072677678,1.1,20,0,0,0,1651.84073272741,1395.07641153946,395.0019885104,528.451029378725,604.850812383669,3280.77414780023,2581.03123554886,1816.25749301067
COMBINED_RHO_X_3GW_RHO_0p02_X_1,combined_rho_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,563696.840721045,0.498173066999187,1048.22810598148,635.763554555556,49,81,32,10902.2197987,1949.00701812996,11655.165933526,7519.56636365839,82.3046423956917,20.6274877783239,3,1225.13889531371,3000,0.408379631771238,0.912171317715954,1.1,20,0,0,1.9658273231471e-08,901.914731843267,262.83687033597,-1048.22810598148,-953.849577038387,-11.9884875786778,3424.2518247668,2897.38745256418,2219.91600217349
COMBINED_RHO_X_3GW_RHO_0p02_X_1,combined_rho_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,768030.284422812,9.07603045408463,2246.23751591344,898.133722633087,49,81,32,10902.2197987,1854.49425179317,11688.513655329,7380.26837803783,-47.771236693892,-11.9726004800706,3,2002.26301687424,3000,0.667421005624747,0.905240419484545,1.1,21,0,0,0,1901.65292959683,2246.23751591344,198.008901565141,64.2437974808679,-80.5254686091655,3307.72894850611,2130.83521723638,1126.41629370165
COMBINED_RHO_X_3GW_RHO_0p02_X_1,combined_rho_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,789330.691111294,2.13578692488919,1595.17144393484,601.599954992963,49,81,32,10902.2197987,1848.12780101926,11691.4683989424,7340.65038613946,420.059642000211,105.276869922714,3,2073.93817227252,3000,0.691312724090841,0.904102558238476,1.1,20,0,0,0,1595.17144393484,1275.34316815737,-41.0360357199113,-16.8688807534072,-79.5802463992782,3190.56302370545,1960.23742424794,1033.58228147959
COMBINED_RHO_X_3GW_RHO_0p02_X_1,combined_rho_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,1,1,0,ok,,12,1,1,487014.018016042,832.893614671204,3750.77423594134,1920.17102819232,49,81,32,10902.2197987,1869.01737679448,11631.1441853511,7185.60778342446,-389.215064635112,-97.546490151821,3,922.701876362472,3000,0.307567292120824,0.916997537464493,1.1,21,0,0,1.99515852727927e-08,2631.01931071517,3750.77423594134,1470.20923866693,1153.9533383689,594.89901726927,3425.2077065095,2720.78804903984,1928.34004264056
COMBINED_RHO_X_3GW_RHO_0p02_X_0p5,combined_rho_x,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,0.5,1,0,ok,,12,1,1,680290.903358947,9.40037827606604,2342.31750653824,1006.7255836877,49,81,32,10902.2197987,1845.27221376401,11691.4084919368,7522.57860467956,92.7889737289091,23.2551088959784,3,1664.7068421432,3000,0.5549022807144,0.9,1.1,21,1,0,0,1927.15386600468,2342.31750653824,402.952824738069,361.006144810271,0.197576347226914,3407.18500072803,2289.97858243338,1374.74044678299
COMBINED_RHO_X_3GW_RHO_0p02_X_0p5,combined_rho_x,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,0.5,1,0,ok,,12,1,1,381094.453619708,40.5140234248987,1724.65227362804,1004.15555482843,49,81,32,10902.2197987,1832.47457485567,11679.1777270542,7477.29812607423,1461.85190208034,366.374621967386,3,512.624550195159,3000,0.170874850065053,0.9,1.1,20,1,0,0,1724.65227362804,1501.24322888828,504.782755806717,685.259329226974,604.840186592111,3386.94096514905,2690.81200284518,1973.06579285891
COMBINED_RHO_X_3GW_RHO_0p02_X_0p5,combined_rho_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,0.5,1,0,ok,,12,1,1,541566.35996278,0.465862194136175,989.663355314501,605.734189338499,49,81,32,10902.2197987,1949.00701812996,11555.5171749289,6670.46750734255,82.3046423956917,20.6274877783239,3,1133.19971838419,3000,0.377733239461396,0.957466775750107,1.1,20,0,0,1.99911482923198e-08,892.695138524128,292.249624613237,-989.663355314501,-842.039458229147,-12.0233700114842,3453.66457904407,2955.95220323116,2331.72612098273
COMBINED_RHO_X_3GW_RHO_0p02_X_0p5,combined_rho_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,0.5,1,0,ok,,12,1,1,735743.17153085,9.89567969581356,2355.09249535189,989.218863996241,49,81,32,10902.2197987,1854.49425179317,11687.375473018,7531.74071451794,-47.771236693892,-11.9726004800706,3,1871.37373312482,3000,0.62379124437494,0.9,1.1,21,1,0,0,1965.69695460358,2355.09249535189,309.936237469023,243.335408945512,-72.0332236112064,3416.58392794456,2242.76255314026,1305.50790516629
COMBINED_RHO_X_3GW_RHO_0p02_X_0p5,combined_rho_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,0.5,1,0,ok,,12,1,1,760597.433485083,2.35167447708441,1654.54108551698,661.735995436012,49,81,32,10902.2197987,1848.12780101926,11693.9726141454,7490.48394721851,420.059642000211,105.276869922714,3,1957.78526538336,3000,0.65259508846112,0.9,1.1,20,1,0,0,1654.54108551698,1371.11964194543,58.3931753327299,147.80228195803,-76.823792426889,3286.33949749351,2059.66663530058,1198.25344419103
COMBINED_RHO_X_3GW_RHO_0p02_X_0p5,combined_rho_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.02,0.5,1,0,ok,,12,1,1,466195.33751645,831.554987718457,3776.49626007158,1958.64334353002,49,81,32,10902.2197987,1869.01737679448,11541.6242859797,6415.51024303811,-389.215064635112,-97.546490151821,3,835.689031832541,3000,0.278563010610847,0.958614496059492,1.1,20,0,0,4.46117383035016e-08,2623.87081258302,3776.49626007158,1522.93562281695,1275.02661337494,594.887408803603,3450.92973063974,2773.51443318986,2049.4133176466
COMBINED_RHO_X_3GW_RHO_0p2_X_1,combined_rho_x,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,1,1,0,ok,,12,1,1,903680.587561538,8.56836376003542,2257.29619541986,934.958591997483,49,81,32,10902.2197987,1845.27221376401,11653.3001387625,7195.9785998595,92.7889737289091,23.2551088959784,3,1776.10973326367,3000,0.592036577754556,0.9,1.1,21,1,0,0,1839.63685034631,2257.29619541986,312.144706391164,201.030242290249,-64.6849655398289,3322.16368960965,2199.17046408647,1214.76454426297
COMBINED_RHO_X_3GW_RHO_0p2_X_1,combined_rho_x,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,1,1,0,ok,,12,1,1,434572.262851683,40.030807365067,1645.30990466029,914.947898785618,49,81,32,10902.2197987,1832.47457485567,11674.6694398225,7342.61425268323,1461.85190208034,366.374621967386,3,637.965382538723,3000,0.212655127512908,0.900743019587184,1.1,20,0,0,0,1645.30990466029,1397.88942999303,396.842085523758,529.846152760242,604.851920990764,3283.5871662538,2582.87133256222,1817.65261639218
COMBINED_RHO_X_3GW_RHO_0p2_X_1,combined_rho_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,1,1,0,ok,,12,1,1,653611.871628876,0.491742824760902,1045.45973312988,633.859164024472,49,81,32,10902.2197987,1949.00701812996,11656.5479508224,7568.70743252244,82.3046423956917,20.6274877783239,3,1223.51690203515,3000,0.407838967345051,0.907947056804138,1.1,20,0,0,5.2878021961078e-09,893.704640119535,267.272467784307,-1045.45973312988,-950.8719783379,-11.9870007507432,3428.68742221514,2900.15582541578,2222.89360087398
COMBINED_RHO_X_3GW_RHO_0p2_X_1,combined_rho_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,1,1,0,ok,,12,1,1,1006213.43284819,9.08470916171228,2273.89641223918,918.927532612505,49,81,32,10902.2197987,1854.49425179317,11642.1364660834,7158.19412899879,-47.771236693892,-11.9726004800706,3,1979.49058735446,3000,0.659830195784821,0.9,1.1,21,1,0,0,1874.69286155681,2273.89641223918,222.738712748929,84.9050236590147,-138.404652858585,3335.38784483185,2155.56502842017,1147.07751987979
COMBINED_RHO_X_3GW_RHO_0p2_X_1,combined_rho_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,1,1,0,ok,,12,1,1,1044818.7578962,2.12961477547711,1574.56835989465,606.286729859858,49,81,32,10902.2197987,1848.12780101926,11644.8735464491,7095.20320031055,420.059642000211,105.276869922714,3,2050.19044656452,3000,0.683396815521508,0.9,1.1,20,1,0,0,1574.56835989465,1303.08288075989,-15.7488380858324,5.04740710361875,-132.986163455297,3218.30273630797,1985.52462188202,1055.49856933662
COMBINED_RHO_X_3GW_RHO_0p2_X_1,combined_rho_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,1,1,0,ok,,12,1,1,537938.814028168,828.551730442459,3755.72476579796,1920.32975367981,49,81,32,10902.2197987,1869.01737679448,11630.9863979586,7227.87312592849,-389.215064635112,-97.546490151821,3,920.543736003718,3000,0.306847912001239,0.912712385750593,1.1,21,0,0,1.98765519598965e-08,2622.06362742056,3755.72476579796,1473.4932892531,1155.46829260947,594.898793317943,3430.15823636613,2724.07209962601,1929.85499688114
COMBINED_RHO_X_3GW_RHO_0p2_X_0p5,combined_rho_x,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,0.5,1,0,ok,,12,1,1,845285.475619361,9.41633858028605,2360.38970889603,1023.8154525534,49,81,32,10902.2197987,1845.27221376401,11652.8293574173,7296.10999361288,92.7889737289091,23.2551088959784,3,1647.50008901531,3000,0.549166696338438,0.9,1.1,21,1,0,0,1909.59002261369,2360.38970889603,420.582633544118,376.780151053538,-51.7347466596439,3425.25720308582,2307.60839123943,1390.51445302626
COMBINED_RHO_X_3GW_RHO_0p2_X_0p5,combined_rho_x,S2_2025_WINTER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,0.5,1,0,ok,,12,1,1,396843.040698163,40.4970576114485,1719.12549179338,1003.3714540855,49,81,32,10902.2197987,1832.47457485567,11677.8689121675,7468.41943852929,1461.85190208034,366.374621967386,3,512.05990167382,3000,0.170686633891273,0.9,1.1,20,1,0,0,1719.12549179338,1501.58144564636,505.285201429298,686.017006314015,604.848125244465,3387.27918190713,2691.31444846776,1973.82346994595
COMBINED_RHO_X_3GW_RHO_0p2_X_0p5,combined_rho_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,0.5,1,0,ok,,12,1,1,618486.171372074,0.478105423468543,986.985803232506,609.31365350931,49,81,32,10902.2197987,1949.00701812996,11566.6875228879,6794.92404065744,82.3046423956917,20.6274877783239,3,1131.69272346762,3000,0.377230907822539,0.951048899917042,1.1,20,0,0,1.99838723347057e-08,910.843251995618,297.051954278104,-986.985803232506,-839.671740100758,-12.0155179395657,3458.46690870893,2958.62975531315,2334.09383911112
COMBINED_RHO_X_3GW_RHO_0p2_X_0p5,combined_rho_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,0.5,1,0,ok,,12,1,1,943880.957659062,9.92003066055765,2377.49764646094,1008.53739084542,49,81,32,10902.2197987,1854.49425179317,11641.6458480681,7258.32190339735,-47.771236693892,-11.9726004800706,3,1850.10131404749,3000,0.616700438015829,0.9,1.1,20,1,0,0,1945.57468347478,2377.49764646094,331.742923831233,262.95800212723,-124.913698332943,3438.98907905361,2264.56923950247,1325.13049834801
COMBINED_RHO_X_3GW_RHO_0p2_X_0p5,combined_rho_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,0.5,1,0,ok,,12,1,1,988307.527089909,2.3483915864446,1635.67319337701,679.893892853164,49,81,32,10902.2197987,1848.12780101926,11645.109216683,7196.0991800611,420.059642000211,105.276869922714,3,1935.80633462694,3000,0.64526877820898,0.9,1.1,20,1,0,0,1635.67319337701,1394.1566850471,80.8404566577758,168.328407292737,-120.470721891197,3309.37654059518,2082.11391662563,1218.77956952574
COMBINED_RHO_X_3GW_RHO_0p2_X_0p5,combined_rho_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3000,250,0.2,0.5,1,0,ok,,12,1,1,507997.220193125,844.106249576909,3781.33101766569,1965.07973536624,49,81,32,10902.2197987,1869.01737679448,11553.0280194438,6538.50633790414,-389.215064635112,-97.546490151821,3,834.055849389499,3000,0.278018616463166,0.952268465297719,1.1,21,0,0,1.51289896166418e-08,2647.00719438746,3781.33101766569,1525.69371928599,1276.47358290624,594.893162585852,3455.76448823385,2776.2725296589,2050.86028717791
SENSITIVITY_3P5GW_DEFAULT,pmax_sensitivity,S1_2025_SUMMER_PEAK_PUBLIC,PUBLIC_PQ_PUBLIC_EXTERNAL,3500,250,0.02,1,1,0,ok,,12,1,1,711994.89385539,8.54793685608676,2234.29002165129,914.641342866743,49,81,32,10902.2197987,1845.27221376401,11689.3458704192,7360.50999410641,92.7889737289091,23.2551088959784,3,1794.61035652399,3500,0.512745816149711,0.90502567661922,1.1,21,0,0,0,1859.89446957803,2234.29002165129,291.853726027905,184.414843372643,-2.75365370384134,3299.15751584108,2178.87948372321,1198.14914534536
