quantity,baseline_value,fitted_value,change
real_relative_frobenius,0.32556915524315,0.617805641188446,0.292236485945296
imag_relative_frobenius,0.316959010500753,0.890480176775265,0.573521166274512
complex_relative_frobenius,0.316997354230848,0.889464927415514,0.572467573184667
