scenario_id,variant_id,zone,npcc_bus_id,npcc_bus_name,zone_target_generation_mw,perform_bus_weight,ideal_bus_pg_mw,applied_bus_pg_mw,capacity_redispatch_mw,bus_pmin_mw,bus_pmax_mw,source_rule,confidence
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__current,G,39,LEEDS,935.442568774488,0.408278691528877,381.92126797966,381.92126797966,0,0,600,PERFORM Athens/South-Cairo/West-Coxsackie cluster,medium
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__current,G,73,PLEASANT VLY,935.442568774488,0.358300196665811,335.16925636147,335.16925636147,0,0,900,PERFORM Roseton/CPV-Valley cluster,medium
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__current,G,76,RAMAPO,935.442568774488,0.233421111805312,218.352044433358,218.352044433358,0,0,700,Residual Zone-G plants at Ramapo proxy,medium
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,F,37,NEW SEATHED,993.746927215201,0.210302229460617,208.987194312994,208.987194312994,0,0,300,Residual Zone-F plants at New Scotland proxy,medium
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,F,38,GILBOA,993.746927215201,0.28871900454521,286.913623595434,286.913623595434,0,0,500,PERFORM Blenheim-Gilboa plant,high
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,F,41,ROTTERDAM,993.746927215201,0.099654470089088,99.0313234342903,99.0313234342903,0,0,300,PERFORM Selkirk cluster at Rotterdam proxy,medium
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,F,42,ALBANY,993.746927215201,0.401324295905085,398.814785872482,398.814785872482,0,0,1068.003995,PERFORM Bethlehem/Empire Capital-region cluster,medium
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,D,47,MOSES W,977.800993437805,0.959329106258799,938.032953133655,938.032953133655,0,0,944.920662,PERFORM Zone-D total allocated to Moses W/E proxies,low
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,D,48,MOSES E,977.800993437805,0.0406708937412013,39.7680403041501,39.7680403041501,0,0,40.0600457,PERFORM Zone-D total allocated to Moses W/E proxies,low
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,C,50,CLAY,2511.2,0.682385315127198,1713.60600334742,1105.24857748821,-608.357425859215,0,1105.24857748821,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,C,51,CLAY,2511.2,0.180824507709693,454.08650376058,292.878562141814,-161.207941618766,0,292.878562141814,PERFORM Nine Mile/Fitzpatrick/Independence/Oswego cluster,high
S1_2025_SUMMER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,C,65,GESONIDGE,2511.2,0.024572506913824,61.7064793619949,7.481832143219,-54.2246472187759,0,7.481832143219,PERFORM Greenidge plant,high
