source_bus,source_bus_name,generator_id,source_zone,pg_mw,qg_mvar,qmin_mvar,qmax_mvar,pmin_mw,pmax_mw,voltage_target_pu,raw_ireg,regulated_bus,regulated_bus_name,regulated_zone,remote_regulation,regulated_bus_found,status,converted_status,snapshot_effective_status,raw_converted_status_mismatch,mapped_to_nyiso_zone,converted_gen_index,converted_genfuel,device_class,native_generator,reactive_only_QS,fixed_import_or_boundary_equivalent,synchronous_condenser,storage_or_pumping,offline,positive_active_capability,fixed_negative_active,originated_from_shunt_as_generator_conversion,control_group_id,classification_rule,classification_confidence,source_format,source_file
395,UNKNOWN1~130,2,E,60.613,-17.423,-33.6,42.7,0.5,61,1.02,0,395,UNKNOWN1~130,E,0,1,1,1,1,0,1,151,wind,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_395,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
395,UNKNOWN1~130,3,E,90.423,-17.423,-50.1,63.7,0.7,91,1.02,0,395,UNKNOWN1~130,E,0,1,1,1,1,0,1,152,wind,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_395,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
395,UNKNOWN1~130,4,E,136.132,-17.423,-75.4,95.9,1.1,137,1.02,0,395,UNKNOWN1~130,E,0,1,1,1,1,0,1,153,wind,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_395,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
399,UNKNOWN1~134,1,E,73.531,4.212,-40.7,51.8,0,74,1.02,0,399,UNKNOWN1~134,E,0,1,1,1,1,0,1,154,wind,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_399,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
405,UNKNOWN1~139,1,E,25.486,-3.763,-14.3,18.2,1,26,1.02,0,405,UNKNOWN1~139,E,0,1,1,1,1,0,1,155,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_405,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
406,UNKNOWN1~140,1,E,14.703,-1.446,-8.3,10.5,1,15,1.02,0,406,UNKNOWN1~140,E,0,1,1,1,1,0,1,156,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_406,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
407,UNKNOWN1~141,1,E,24.506,-3.853,-13.8,17.5,1,25,1.02,0,407,UNKNOWN1~141,E,0,1,1,1,1,0,1,157,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_407,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
408,UNKNOWN1~142,1,E,23.525,-3.524,-13.2,16.8,1,24,1.02,0,408,UNKNOWN1~142,E,0,1,1,1,1,0,1,158,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_408,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
409,UNKNOWN1~143,1,E,20.585,1.776,-11.6,14.7,1,21,1.02,0,409,UNKNOWN1~143,E,0,1,1,1,1,0,1,159,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_409,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
463,UNKNOWN12~28,1,F,1.274,-0.215,-0.7,0.9,0.2,1.3,1.02,0,463,UNKNOWN12~28,F,0,1,1,1,1,0,1,160,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_463,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
463,UNKNOWN12~28,2,F,6.862,-0.215,-3.9,4.9,1,7,1.02,0,463,UNKNOWN12~28,F,0,1,1,1,1,0,1,161,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_463,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
463,UNKNOWN12~28,3,F,6.862,-0.215,-3.9,4.9,1,7,1.02,0,463,UNKNOWN12~28,F,0,1,1,1,1,0,1,162,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_463,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
463,UNKNOWN12~28,4,F,6.862,-0.215,-3.9,4.9,1,7,1.02,0,463,UNKNOWN12~28,F,0,1,1,1,1,0,1,163,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_463,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
463,UNKNOWN12~28,5,F,6.862,-0.215,-3.9,4.9,1,7,1.02,0,463,UNKNOWN12~28,F,0,1,1,1,1,0,1,164,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_463,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
463,UNKNOWN12~28,6,F,6.862,-0.215,-3.9,4.9,1,7,1.02,0,463,UNKNOWN12~28,F,0,1,1,1,1,0,1,165,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_463,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
469,UNKNOWN12~34,1,F,14.309,3.291,-7.9,10.1,2,14.4,1.02,0,469,UNKNOWN12~34,F,0,1,1,1,1,0,1,166,other,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_469,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
474,SPIER FALLS,1,F,8.822,6.3,-5,6.3,4,9,1.02,0,474,SPIER FALLS,F,0,1,1,1,1,0,1,167,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_474,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
474,SPIER FALLS,2,F,46.07,19.099,-25.9,32.9,8,47,1.02,0,474,SPIER FALLS,F,0,1,1,1,1,0,1,168,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_474,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
485,UNKNOWN12~49,QS,D,0,52.373,0,100,0,0,1.02,0,485,UNKNOWN12~49,D,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,D_REG_BUS_485,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
489,UNKNOWN12~53,QS,F,0,21.622,0,100,0,0,1.02,0,489,UNKNOWN12~53,F,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,F_REG_BUS_489,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
492,UNKNOWN12~56,1,F,0,0,-23.2,29.5,2,42.1,1.02,0,492,UNKNOWN12~56,F,0,1,0,0,0,0,1,169,dfo,offline,0,0,0,0,0,1,0,0,0,F_REG_BUS_492,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
508,UNKNOWN12~16,C1,F,0,0,-75.04,80.4,56,107.2,1.02,0,508,UNKNOWN12~16,F,0,1,0,0,0,0,1,170,ng,offline,0,0,0,0,0,1,0,0,0,F_REG_BUS_508,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
508,UNKNOWN12~16,C2,F,338.333,-26,-237.16,254.1,101,338.8,1.02,0,508,UNKNOWN12~16,F,0,1,1,1,1,0,1,171,ng,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_508,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
512,UNKNOWN12~20,QS,G,0,48.654,0,100,0,0,1.02,0,512,UNKNOWN12~20,G,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,G_REG_BUS_512,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
526,UNKNOWN129~9,1,E,17.644,1.882,-9.9,12.6,1,18,1.02,0,526,UNKNOWN129~9,E,0,1,1,1,1,0,1,172,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_526,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
535,SHOEMAKER,1,G,41.634,-23,-23,29.3,5,41.9,1.02,0,535,SHOEMAKER,G,0,1,1,1,1,0,1,173,dfo,native_generator,1,0,0,0,0,0,1,0,0,G_REG_BUS_535,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
535,SHOEMAKER,C1,G,770,-83.711,-539,577.5,386,770,1.02,0,535,SHOEMAKER,G,0,1,1,1,1,0,1,174,ng,native_generator,1,0,0,0,0,0,1,0,0,G_REG_BUS_535,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
539,UNKNOWN12~21,QS,G,0,21.245,0,30,0,0,1.03,0,539,UNKNOWN12~21,G,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,G_REG_BUS_539,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
546,UNKNOWN12~28,1,G,46.205,32.6,-25.6,32.6,5,46.5,1.02,0,546,UNKNOWN12~28,G,0,1,1,1,1,0,1,175,dfo,native_generator,1,0,0,0,0,0,1,0,0,G_REG_BUS_546,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,1,I,0,0,-0.1,0.1,0.1,0.2,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,176,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,10,I,0,0,-1.1,1.4,0.3,2,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,185,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,11,I,0,0,-1.1,1.4,0.3,2,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,186,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,12,I,0,0,-1.4,1.8,0.3,2.5,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,187,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,2,I,0,0,-0.2,0.3,0.3,0.4,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,177,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,3,I,0,0,-0.4,0.6,0.2,0.8,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,178,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,4,I,0,0,-0.6,0.7,0.1,1,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,179,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,5,I,0,0,-0.6,0.7,0.3,1,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,180,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,6,I,0,0,-0.6,0.7,0.2,1,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,181,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,7,I,0,0,-0.8,1.1,0.1,1.5,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,182,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,8,I,0,0,-0.8,1.1,0.1,1.5,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,183,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
547,UNKNOWN12~29,9,I,0,0,-0.8,1.1,0.3,1.5,1.02,0,547,UNKNOWN12~29,I,0,1,0,0,0,0,1,184,dfo,offline,0,0,0,0,0,1,0,0,0,I_REG_BUS_547,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
552,UNKNOWN12~34,1,K,15.899,-8.8,-8.8,11.2,10.6,16,1.01,0,552,UNKNOWN12~34,K,0,1,1,1,1,0,1,188,dfo,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_552,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
552,UNKNOWN12~34,2,K,0,0,-29.2,37.1,37,53,1.01,0,552,UNKNOWN12~34,K,0,1,0,0,0,0,1,189,ng,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_552,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
552,UNKNOWN12~34,3,K,0,0,-29.2,37.1,37,53,1.01,0,552,UNKNOWN12~34,K,0,1,0,0,0,0,1,190,ng,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_552,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
552,UNKNOWN12~34,4,K,186.809,-103.4,-103.4,131.6,15,188,1.01,0,552,UNKNOWN12~34,K,0,1,1,1,1,0,1,191,ng,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_552,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
552,UNKNOWN12~34,5,K,186.809,-103.4,-103.4,131.6,15,188,1.01,0,552,UNKNOWN12~34,K,0,1,1,1,1,0,1,192,ng,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_552,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
554,UNKNOWN12~36,C1,K,230,-244.23,-244.23,261.675,230,348.9,1.01,0,554,UNKNOWN12~36,K,0,1,1,1,1,0,1,193,ng,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_554,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
556,WEST ASTORIA,C1,J,528,376.982,-369.6,396,203,528,1.02,0,556,WEST ASTORIA,J,0,1,1,1,1,0,1,194,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_556,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,1,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,195,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,10,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,204,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,11,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,205,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,12,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,206,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,2,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,196,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,3,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,197,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,4,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,198,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,5,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,199,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,6,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,200,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,7,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,201,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,8,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,202,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
557,EAST ASTORIA,9,J,41.634,6.249,-23,29.3,18.6,41.9,1.02,0,557,EAST ASTORIA,J,0,1,1,1,1,0,1,203,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_557,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
562,UNKNOWN12~41,1,D,213.638,-28.042,-118.3,150.5,1.5,215,1.02,0,562,UNKNOWN12~41,D,0,1,1,1,1,0,1,207,wind,native_generator,1,0,0,0,0,0,1,0,0,D_REG_BUS_562,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
563,UNKNOWN12~42,C1,F,71.544,27.83,-50.4,54,50,72,1.02,0,563,UNKNOWN12~42,F,0,1,1,1,1,0,1,208,ng,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_563,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
564,UNKNOWN12~43,1,K,18.482,-5.389,-10.2,13,12,18.6,1.01,0,564,UNKNOWN12~43,K,0,1,1,1,1,0,1,209,dfo,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_564,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
564,UNKNOWN12~43,2,K,52.565,-5.389,-29.1,37,39.4,52.9,1.01,0,564,UNKNOWN12~43,K,0,1,1,1,1,0,1,210,dfo,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_564,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
565,UNKNOWN12~44,1,H,59.322,41.8,-32.8,41.8,7,59.7,1.02,0,565,UNKNOWN12~44,H,0,1,1,1,1,0,1,211,other,native_generator,1,0,0,0,0,0,1,0,0,H_REG_BUS_565,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
