source_bus,source_bus_name,generator_id,source_zone,pg_mw,qg_mvar,qmin_mvar,qmax_mvar,pmin_mw,pmax_mw,voltage_target_pu,raw_ireg,regulated_bus,regulated_bus_name,regulated_zone,remote_regulation,regulated_bus_found,status,converted_status,snapshot_effective_status,raw_converted_status_mismatch,mapped_to_nyiso_zone,converted_gen_index,converted_genfuel,device_class,native_generator,reactive_only_QS,fixed_import_or_boundary_equivalent,synchronous_condenser,storage_or_pumping,offline,positive_active_capability,fixed_negative_active,originated_from_shunt_as_generator_conversion,control_group_id,classification_rule,classification_confidence,source_format,source_file
705,JOHNSON ROAD,2,F,6.862,1.452,-3.9,4.9,1,7,1.02,0,705,JOHNSON ROAD,F,0,1,1,1,1,0,1,307,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_705,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
705,JOHNSON ROAD,3,F,6.862,1.452,-3.9,4.9,1,7,1.02,0,705,JOHNSON ROAD,F,0,1,1,1,1,0,1,308,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_705,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
705,JOHNSON ROAD,4,F,7.842,1.452,-4.4,5.6,1,8,1.02,0,705,JOHNSON ROAD,F,0,1,1,1,1,0,1,309,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_705,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
705,JOHNSON ROAD,5,F,12.743,1.452,-7.2,9.1,1,13,1.02,0,705,JOHNSON ROAD,F,0,1,1,1,1,0,1,310,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_705,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
706,MAPLEWOOD,1,F,5.587,4,-3.1,4,0.1,5.7,1.02,0,706,MAPLEWOOD,F,0,1,1,1,1,0,1,311,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_706,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
706,MAPLEWOOD,2,F,5.587,4,-3.1,4,0.1,5.7,1.02,0,706,MAPLEWOOD,F,0,1,1,1,1,0,1,312,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_706,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
733,TAP135909,QS,K,0,18.928,0,100,0,0,1.015,0,733,TAP135909,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_733,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
735,EAST HAMPTON,1,K,0,0,-1.1,1.4,2,2,1.01,0,735,EAST HAMPTON,K,0,1,0,0,0,0,1,313,ng,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_735,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
735,EAST HAMPTON,2,K,0,0,-1.1,1.4,2,2,1.01,0,735,EAST HAMPTON,K,0,1,0,0,0,0,1,314,ng,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_735,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
735,EAST HAMPTON,3,K,0,0,-1.1,1.4,1.9,2,1.01,0,735,EAST HAMPTON,K,0,1,0,0,0,0,1,315,ng,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_735,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
735,EAST HAMPTON,4,K,21.165,-11.7,-11.7,14.9,15.4,21.3,1.01,0,735,EAST HAMPTON,K,0,1,1,1,1,0,1,316,ng,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_735,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
736,EAST HAMPTON,QS,K,0,57.544,0,200,0,0,1.015,0,736,EAST HAMPTON,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_736,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
737,BRIDGEHAMP~1,1,K,0,0,-0.7,0.8,0.3,1.2,1.015,0,737,BRIDGEHAMP~1,K,0,1,0,0,0,0,1,317,rfo,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_737,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
737,BRIDGEHAMP~1,2,K,0,0,-0.9,1.1,0,1.6,1.015,0,737,BRIDGEHAMP~1,K,0,1,0,0,0,0,1,318,rfo,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_737,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
737,BRIDGEHAMP~1,3,K,0,0,-0.9,1.2,0,1.7,1.015,0,737,BRIDGEHAMP~1,K,0,1,0,0,0,0,1,319,dfo,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_737,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
737,BRIDGEHAMP~1,4,K,0,0,-1,1.3,0.3,1.8,1.015,0,737,BRIDGEHAMP~1,K,0,1,0,0,0,0,1,320,dfo,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_737,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
737,BRIDGEHAMP~1,5,K,0,0,-2.1,2.7,0.4,3.8,1.015,0,737,BRIDGEHAMP~1,K,0,1,0,0,0,0,1,321,ng,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_737,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
737,BRIDGEHAMP~1,6,K,13.911,1.254,-7.7,9.8,7.3,14,1.015,0,737,BRIDGEHAMP~1,K,0,1,1,1,1,0,1,322,ng,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_737,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
737,BRIDGEHAMP~1,7,K,53.658,1.254,-29.7,37.8,20,54,1.015,0,737,BRIDGEHAMP~1,K,0,1,1,1,1,0,1,323,dfo,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_737,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
737,BRIDGEHAMP~1,QS,K,0,1.254,0,200,0,0,1.015,0,737,BRIDGEHAMP~1,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_737,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
738,SOUTHAMPTON,1,K,11.427,3.668,-6.3,8.1,6.6,11.5,1.015,0,738,SOUTHAMPTON,K,0,1,1,1,1,0,1,324,dfo,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_738,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
738,SOUTHAMPTON,QS,K,0,3.668,0,200,0,0,1.015,0,738,SOUTHAMPTON,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_738,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
739,CANAL,QS,K,0,23.101,0,200,0,0,1.015,0,739,CANAL,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_739,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
740,TIANA,QS,K,0,11.418,0,275,0,0,1.015,0,740,TIANA,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_740,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
756,SUGARLOAF,X,G,8.169,-1.407,-20,20,8,10,1.018,0,756,SUGARLOAF,G,0,1,1,0,0,1,1,325,import,fixed_import_or_boundary_equivalent,0,0,1,0,0,0,1,0,0,G_REG_BUS_756,converted import/reference fuel or fixed negative P,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
759,TAP135973,1,D,80.487,-3.605,-44.6,56.7,0,81,1.02,0,759,TAP135973,D,0,1,1,1,1,0,1,326,wind,native_generator,1,0,0,0,0,0,1,0,0,D_REG_BUS_759,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
759,TAP135973,2,D,99.863,-3.605,-55.3,70.4,0,100.5,1.02,0,759,TAP135973,D,0,1,1,1,1,0,1,327,wind,native_generator,1,0,0,0,0,0,1,0,0,D_REG_BUS_759,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
759,TAP135973,3,D,105.825,-3.605,-58.6,74.6,0,106.5,1.02,0,759,TAP135973,D,0,1,1,1,1,0,1,328,wind,native_generator,1,0,0,0,0,0,1,0,0,D_REG_BUS_759,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
761,TAP135975,1,D,96.882,65.91,-53.6,68.3,0,97.5,1.02,0,761,TAP135975,D,0,1,1,1,1,0,1,329,wind,native_generator,1,0,0,0,0,0,1,0,0,D_REG_BUS_761,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
768,WILLIS,1,E,77.208,-15.905,-42.7,54.4,1,77.7,1.02,0,768,WILLIS,E,0,1,1,1,1,0,1,330,wind,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_768,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
773,RAMAPO,x,G,159.621,53.898,-9900,9900,159.621,159.621,1.02,0,773,RAMAPO,G,0,1,1,1,1,0,1,331,import,fixed_import_or_boundary_equivalent,0,0,1,0,0,0,1,0,0,G_REG_BUS_773,converted import/reference fuel or fixed negative P,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
774,LADENTOWN,C1,G,0,0,-16.38,17.55,9.3,23.4,1.02,0,774,LADENTOWN,G,0,1,0,0,0,0,1,332,ng,offline,0,0,0,0,0,1,0,0,0,G_REG_BUS_774,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
799,ALPS,x,F,-836,57.512,-9900,9900,-836,-836,1.02,0,799,ALPS,F,0,1,1,1,1,0,1,333,import,fixed_import_or_boundary_equivalent,0,0,1,0,0,0,0,1,0,F_REG_BUS_799,converted import/reference fuel or fixed negative P,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
811,STEPHENTOWN,1,F,19.873,-2.806,-11,14,1,20,1.02,0,811,STEPHENTOWN,F,0,1,1,1,1,0,1,334,other,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_811,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
817,ATHENS,C1,G,407.2,109.061,-285.04,305.4,284,407.2,1.02,0,817,ATHENS,G,0,1,1,1,1,0,1,335,ng,native_generator,1,0,0,0,0,0,1,0,0,G_REG_BUS_817,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
817,ATHENS,C2,G,407.2,109.061,-285.04,305.4,284,407.2,1.02,0,817,ATHENS,G,0,1,1,1,1,0,1,336,ng,native_generator,1,0,0,0,0,0,1,0,0,G_REG_BUS_817,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
817,ATHENS,C3,G,407.2,109.061,-285.04,305.4,284,407.2,1.02,0,817,ATHENS,G,0,1,1,1,1,0,1,337,ng,native_generator,1,0,0,0,0,0,1,0,0,G_REG_BUS_817,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
821,SOUTH CAIRO,1,G,21.463,14.154,-11.9,15.1,2,21.6,1.02,0,821,SOUTH CAIRO,G,0,1,1,1,1,0,1,338,dfo,native_generator,1,0,0,0,0,0,1,0,0,G_REG_BUS_821,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
822,TAP136123,QS,G,0,0,0,100,0,0,1.01,0,822,TAP136123,G,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,G_REG_BUS_822,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
828,UNKNOWN136~2,1,G,21.463,2.459,-11.9,15.1,2,21.6,1.02,0,828,UNKNOWN136~2,G,0,1,1,1,1,0,1,339,dfo,native_generator,1,0,0,0,0,0,1,0,0,G_REG_BUS_828,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
829,TAP136399,1,K,0,0,-28.8,36.7,41.5,52.4,1.01,0,829,TAP136399,K,0,1,0,0,0,0,1,340,ng,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_829,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
840,SYOSSET,QS,K,0,43.548,0,500,0,0,1.02,0,840,SYOSSET,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_840,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
842,RULAND ROAD,QS,K,0,40.019,0,500,0,0,1.02,0,842,RULAND ROAD,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_842,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
846,PINELAWN,QS,K,0,44.263,0,200,0,0,1.01,0,846,PINELAWN,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_846,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
847,ROSETON,1,G,170,20.608,-341.6,403.7,140,621,1.02,0,847,ROSETON,G,0,1,1,1,1,0,1,341,ng,native_generator,1,0,0,0,0,0,1,0,0,G_REG_BUS_847,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
847,ROSETON,2,G,169.732,20.608,-341.6,403.7,140,621,1.02,0,847,ROSETON,G,0,1,1,1,1,0,1,342,ng,native_generator,1,0,0,0,0,0,1,0,0,G_REG_BUS_847,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
848,DANSKAMMER,1,G,0,0,-1.5,1.9,0.5,2.7,1.02,0,848,DANSKAMMER,G,0,1,0,0,0,0,1,343,dfo,offline,0,0,0,0,0,1,0,0,0,G_REG_BUS_848,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
848,DANSKAMMER,2,G,0,0,-1.5,1.9,0.5,2.7,1.02,0,848,DANSKAMMER,G,0,1,0,0,0,0,1,344,dfo,offline,0,0,0,0,0,1,0,0,0,G_REG_BUS_848,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
848,DANSKAMMER,3,G,0,13.192,-39.6,50.4,20,72,1.02,0,848,DANSKAMMER,G,0,1,0,0,0,0,1,345,dfo,offline,0,0,0,0,0,1,0,0,0,G_REG_BUS_848,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
848,DANSKAMMER,4,G,0,13.192,-40.4,51.5,20,73.5,1.02,0,848,DANSKAMMER,G,0,1,0,0,0,0,1,346,dfo,offline,0,0,0,0,0,1,0,0,0,G_REG_BUS_848,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
848,DANSKAMMER,5,G,0,13.192,-80.9,103,40,147.1,1.02,0,848,DANSKAMMER,G,0,1,0,0,0,0,1,347,dfo,offline,0,0,0,0,0,1,0,0,0,G_REG_BUS_848,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
848,DANSKAMMER,6,G,0,13.192,-131.7,167.6,60,239.4,1.02,0,848,DANSKAMMER,G,0,1,0,0,0,0,1,348,dfo,offline,0,0,0,0,0,1,0,0,0,G_REG_BUS_848,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
861,PAWLING,QS,G,0,41.267,0,100,0,0,1.01,0,861,PAWLING,G,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,G_REG_BUS_861,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
867,TAP136606,1,F,8.038,5.7,-4.5,5.7,0,8.2,1.02,0,867,TAP136606,F,0,1,1,1,1,0,1,349,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_867,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
867,TAP136606,2,F,8.038,5.7,-4.5,5.7,0,8.2,1.02,0,867,TAP136606,F,0,1,1,1,1,0,1,350,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_867,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
870,TAP136609,1,F,3.921,1.031,-2.2,2.8,1.5,4,1.02,0,870,TAP136609,F,0,1,1,1,1,0,1,351,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_870,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
870,TAP136609,2,F,3.921,1.031,-2.2,2.8,1.5,4,1.02,0,870,TAP136609,F,0,1,1,1,1,0,1,352,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_870,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
870,TAP136609,3,F,3.921,1.031,-2.2,2.8,1.5,4,1.02,0,870,TAP136609,F,0,1,1,1,1,0,1,353,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_870,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
870,TAP136609,4,F,3.921,1.031,-2.2,2.8,1.5,4,1.02,0,870,TAP136609,F,0,1,1,1,1,0,1,354,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_870,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
899,W. HAVERST~1,1,G,0,0,-341.6,434.7,80,621,1.02,0,899,W. HAVERST~1,G,0,1,0,0,0,0,1,355,ng,offline,0,0,0,0,0,1,0,0,0,G_REG_BUS_899,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
899,W. HAVERST~1,2,G,621,108.832,-341.6,434.7,100,621,1.02,0,899,W. HAVERST~1,G,0,1,1,1,1,0,1,356,ng,native_generator,1,0,0,0,0,0,1,0,0,G_REG_BUS_899,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
900,BUCHANAN,1,H,0,0,-556.6,708.4,759,1012,1.02,0,900,BUCHANAN,H,0,1,0,0,0,0,1,357,nuclear,offline,0,0,0,0,0,1,0,0,0,H_REG_BUS_900,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
900,BUCHANAN,2,H,0,0,-714.5,909.3,974,1299,1.02,0,900,BUCHANAN,H,0,1,0,0,0,0,1,358,nuclear,offline,0,0,0,0,0,1,0,0,0,H_REG_BUS_900,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
994,TAP140035,1,K,0,0,-1.6,2,2.2,2.9,1.01,0,994,TAP140035,K,0,1,0,0,0,0,1,359,dfo,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_994,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
994,TAP140035,2,K,0,0,-1.7,2.2,2,3.1,1.01,0,994,TAP140035,K,0,1,0,0,0,0,1,360,ng,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_994,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
994,TAP140035,3,K,0,0,-2.8,3.6,4.5,5.1,1.01,0,994,TAP140035,K,0,1,0,0,0,0,1,361,ng,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_994,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
994,TAP140035,4,K,0,0,-10,12.7,5,18.1,1.01,0,994,TAP140035,K,0,1,0,0,0,0,1,362,ng,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_994,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
