case_id,case_group,zone_j_cost_c1,s4_e_cost_c1,s4_f_cost_c1,s4_g_cost_c1,s4_k_cost_c1,abc_cap_factor,x_spine_multiplier,scenario_count,success_count,sum_classic_interface_objective,sum_fixed_scale_interface_objective,mean_zone_j_equiv_pg_mw,max_zone_j_equiv_pg_mw,mean_s4_equiv_pg_mw,max_s4_equiv_pg_mw,max_abs_interface_residual_mw,max_branch_overload_count,max_voltage_bound_count
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,120,160,160,160,160,0.8,1,6,6,100.063609765894,7.62185307559413,2856.39308302114,3000,657.039554319215,979.772960256176,2722.88089880259,0,17
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,120,160,160,160,160,0.8,0.75,6,6,100.626316425147,7.52009848874719,2856.37882901268,3000,653.870875675807,978.915785036166,2709.51832700711,0,16
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p9_X1,main_grid,120,160,160,160,160,0.9,1,6,6,156.509067066118,7.9248714421561,2744.2186959906,2932.33237179686,351.180051487455,589.480744904589,2559.62863486108,0,17
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,120,160,160,160,160,0.9,0.75,6,6,156.365295111342,7.83980295732645,2746.38931637323,2936.67007456795,343.851217201204,579.866173409114,2545.85316291531,0,17
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X1,main_grid,120,160,160,160,160,1,1,6,6,250.845916244388,8.95288119786074,2591.87352585555,2833.97963036174,119.033199202508,288.011212208989,2281.59647770072,0,18
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X0p75,main_grid,120,160,160,160,160,1,0.75,6,6,250.689789908645,8.89437471000453,2593.72884476309,2841.35011278501,107.704021223821,271.322343083771,2261.10199951419,0,19
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1p1_X1,main_grid,120,160,160,160,160,1.1,1,6,6,373.773197702525,10.5058576588615,2373.88492658557,2729.8221039421,7.27438285405554,43.6462723675198,2493.1143411477,0,22
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1p1_X0p75,main_grid,120,160,160,160,160,1.1,0.75,6,6,373.675283992529,10.4777330417306,2363.21936650331,2736.58947346233,3.48671463755206,20.9202869753186,2493.1179478201,0,22
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP0p8_X1,main_grid,120,180,180,180,180,0.8,1,6,6,97.9783992714511,7.77075649870288,2883.12774525584,3000,629.528317969413,962.931918475928,2765.91935545085,0,17
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP0p8_X0p75,main_grid,120,180,180,180,180,0.8,0.75,6,6,98.5165234432555,7.65960046929584,2882.30868141258,3000,627.254972934997,960.042240636504,2752.07794767294,0,16
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP0p9_X1,main_grid,120,180,180,180,180,0.9,1,6,6,157.333465405357,8.32086570670502,2835.93386971485,3000,260.064912470686,521.575068809636,2684.5878252916,0,18
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP0p9_X0p75,main_grid,120,180,180,180,180,0.9,0.75,6,6,157.030192449284,8.21234803254701,2834.87056224365,3000,255.690684481044,516.310349280304,2666.66879483619,0,18
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X1,main_grid,120,180,180,180,180,1,1,6,6,251.722258704666,9.16101089997898,2692.00426712838,3000,20.7833100086697,124.699860052018,2281.59647038179,0,18
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1_X0p75,main_grid,120,180,180,180,180,1,0.75,6,6,251.466569627312,9.07742769400765,2683.57050074,3000,19.1249935141792,114.749961085075,2261.10199946084,0,19
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1p1_X1,main_grid,120,180,180,180,180,1.1,1,6,6,373.806038887618,10.5157447643318,2381.37498488726,2774.76242676897,0,0,2493.11434114255,0,22
S4_COST_main_grid_J120_E180_F180_G180_K180_CAP1p1_X0p75,main_grid,120,180,180,180,180,1.1,0.75,6,6,373.68954236189,10.4820256375583,2366.7816284115,2757.96304147412,0,0,2493.11794781872,0,22
S4_COST_main_grid_J120_E220_F220_G220_K220_CAP0p8_X1,main_grid,120,220,220,220,220,0.8,1,6,6,95.0227170797798,7.80436257315098,2883.12774530988,3000,628.384745094255,960.722726803776,2770.4762821456,0,17
S4_COST_main_grid_J120_E220_F220_G220_K220_CAP0p8_X0p75,main_grid,120,220,220,220,220,0.8,0.75,6,6,95.6072220019711,7.68880003083735,2882.30868141281,3000,626.24516210968,958.181178817691,2756.29223465616,0,16
S4_COST_main_grid_J120_E220_F220_G220_K220_CAP0p9_X1,main_grid,120,220,220,220,220,0.9,1,6,6,157.386987520686,8.33491069527761,2835.93386971156,3000,259.863376332955,521.130739590433,2685.20354198653,0,18
S4_COST_main_grid_J120_E220_F220_G220_K220_CAP0p9_X0p75,main_grid,120,220,220,220,220,0.9,0.75,6,6,157.079834713758,8.22663346154241,2834.87056223273,3000,255.490495577476,515.597104991165,2667.45116339547,0,18
S4_COST_main_grid_J120_E220_F220_G220_K220_CAP1_X1,main_grid,120,220,220,220,220,1,1,6,6,251.727783477368,9.16278821569423,2692.004259188,3000,20.760660343943,124.563962063658,2281.5964703835,0,18
S4_COST_main_grid_J120_E220_F220_G220_K220_CAP1_X0p75,main_grid,120,220,220,220,220,1,0.75,6,6,251.469783489701,9.07844564948997,2683.57050074157,3000,19.1146951288492,114.688170773095,2261.10199938224,0,19
S4_COST_main_grid_J120_E220_F220_G220_K220_CAP1p1_X1,main_grid,120,220,220,220,220,1.1,1,6,6,373.806039041927,10.5157447729724,2381.3749849536,2774.76242677104,0,0,2493.11434116736,0,22
S4_COST_main_grid_J120_E220_F220_G220_K220_CAP1p1_X0p75,main_grid,120,220,220,220,220,1.1,0.75,6,6,373.689542365255,10.4820256387095,2366.78162848619,2757.96304146429,0,0,2493.11794781808,0,22
S4_COST_main_grid_J120_E260_F260_G260_K260_CAP0p8_X1,main_grid,120,260,260,260,260,0.8,1,6,6,93.6608675462682,7.83909798301307,2883.12774533011,3000,627.658230922094,959.365966363401,2774.84751600157,0,17
S4_COST_main_grid_J120_E260_F260_G260_K260_CAP0p8_X0p75,main_grid,120,260,260,260,260,0.8,0.75,6,6,93.6093083962391,7.71885861989354,2882.30868141288,3000,625.472686736745,956.539309725864,2760.37041690142,0,16
S4_COST_main_grid_J120_E260_F260_G260_K260_CAP0p9_X1,main_grid,120,260,260,260,260,0.9,1,6,6,157.430457672987,8.34577133497779,2835.93386971196,3000,259.732389120404,521.000130324521,2685.54781937345,0,18
S4_COST_main_grid_J120_E260_F260_G260_K260_CAP0p9_X0p75,main_grid,120,260,260,260,260,0.9,0.75,6,6,157.115966122753,8.23627408967283,2834.87056223278,3000,255.397139518888,515.501085813433,2668.19897238082,0,18
S4_COST_main_grid_J120_E260_F260_G260_K260_CAP1_X1,main_grid,120,260,260,260,260,1,1,6,6,251.733020087302,9.16447064928943,2692.00426703932,3000,20.7392637525655,124.435582515393,2281.59648177059,0,18
S4_COST_main_grid_J120_E260_F260_G260_K260_CAP1_X0p75,main_grid,120,260,260,260,260,1,0.75,6,6,251.472862685001,9.07941936923815,2683.57050073755,3000,19.1047354707012,114.628412824207,2261.10199965554,0,19
S4_COST_main_grid_J120_E260_F260_G260_K260_CAP1p1_X1,main_grid,120,260,260,260,260,1.1,1,6,6,373.806038902455,10.5157447711795,2381.37498495633,2774.76242677228,0,0,2493.11434114155,0,22
S4_COST_main_grid_J120_E260_F260_G260_K260_CAP1p1_X0p75,main_grid,120,260,260,260,260,1.1,0.75,6,6,373.689542431542,10.4820256391115,2366.78162850983,2757.96304146878,0,0,2493.11794783026,0,22
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X1,main_grid,150,160,160,160,160,0.8,1,6,6,122.337939631402,4.68834370275837,1830.62448811333,1984.5079358546,1701.48082000786,2139.97595629041,1934.14042717634,0,17
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,150,160,160,160,160,0.8,0.75,6,6,124.033698160647,4.64258139084306,1816.06015150904,1970.57078348659,1713.8837200273,2152.28414398318,1902.31774075121,0,17
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,150,160,160,160,160,0.9,1,6,6,172.547885889921,5.70190913155132,1754.30333708108,1934.5564819104,1350.59395590066,1717.27315807733,1880.49939760185,0,17
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,150,160,160,160,160,0.9,0.75,6,6,174.926511857471,5.68454522197654,1741.92782380045,1921.50458883669,1359.5268700558,1730.62885655916,1906.56061302624,0,17
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP1_X1,main_grid,150,160,160,160,160,1,1,6,6,251.255960985411,7.41886117764933,1643.88963153078,1825.28169600548,1067.05395542039,1316.0822251745,2121.10783373032,0,18
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP1_X0p75,main_grid,150,160,160,160,160,1,0.75,6,6,252.172905063521,7.42595667779064,1635.03342797232,1817.32071990916,1069.28196129061,1328.48278435012,2144.58659013897,0,19
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP1p1_X1,main_grid,150,160,160,160,160,1.1,1,6,6,372.808740394747,9.73128853674908,1521.23978389008,1686.32992143526,854.979144014837,1081.49598517489,2493.114020642,0,22
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP1p1_X0p75,main_grid,150,160,160,160,160,1.1,0.75,6,6,373.035946345136,9.78186294033996,1513.07170518329,1679.67011097912,851.109450072388,1074.85547242515,2494.50537667161,0,22
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP0p8_X1,main_grid,150,180,180,180,180,0.8,1,6,6,100.925313871862,6.9284171593499,2678.59807544707,2807.07469223054,835.206057481032,1186.5841242615,2559.77774282321,0,17
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP0p8_X0p75,main_grid,150,180,180,180,180,0.8,0.75,6,6,101.667263167224,6.84255014390343,2680.7854412735,2806.50121306174,830.183702460654,1186.97645500222,2544.21425675148,0,16
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP0p9_X1,main_grid,150,180,180,180,180,0.9,1,6,6,155.403958807296,7.34492648855202,2575.6170635142,2740.36690012205,518.814790691692,780.556964417493,2392.3039583343,0,17
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP0p9_X0p75,main_grid,150,180,180,180,180,0.9,0.75,6,6,155.315356788655,7.27275492586615,2577.69835210481,2744.12126834505,511.962300294846,771.902200088703,2379.82791916313,0,17
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1_X1,main_grid,150,180,180,180,180,1,1,6,6,249.590148137513,8.46578338447556,2383.61990799226,2606.72691154389,324.032227364263,512.179645955364,2133.24061035858,0,18
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1_X0p75,main_grid,150,180,180,180,180,1,0.75,6,6,249.492218353963,8.42779478769137,2389.98084364415,2619.52551167902,309.608465271818,490.795494511677,2119.88053531045,0,19
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1p1_X1,main_grid,150,180,180,180,180,1.1,1,6,6,373.054603194412,10.3057044076288,2187.15030332204,2421.4071159277,190.036299428345,347.109106132165,2493.11434114331,0,22
S4_COST_main_grid_J150_E180_F180_G180_K180_CAP1p1_X0p75,main_grid,150,180,180,180,180,1.1,0.75,6,6,373.063981750798,10.3124379647891,2192.22614305338,2432.31153101324,171.455057461224,321.358667367281,2493.11794782137,0,22
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X1,main_grid,150,220,220,220,220,0.8,1,6,6,95.0227461791121,7.8043754374898,2883.1277348218,3000,628.384745181679,960.722727119604,2770.47628073011,0,17
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p8_X0p75,main_grid,150,220,220,220,220,0.8,0.75,6,6,95.6072622098908,7.68881782565428,2882.30866305479,3000,626.245162111204,958.181178817959,2756.29223465592,0,16
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X1,main_grid,150,220,220,220,220,0.9,1,6,6,157.387208273194,8.33509081329365,2835.71480542698,3000,259.863376335901,521.130739584488,2685.20354204013,0,18
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP0p9_X0p75,main_grid,150,220,220,220,220,0.9,0.75,6,6,157.080061815845,8.22681160736483,2834.66820802152,3000,255.490496113477,515.597104989833,2667.45116339515,0,18
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X1,main_grid,150,220,220,220,220,1,1,6,6,251.734967000232,9.16657165057944,2691.22406515448,3000,20.7606603440015,124.563962064009,2281.72810509664,0,18
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1_X0p75,main_grid,150,220,220,220,220,1,0.75,6,6,251.469854033943,9.07860343219511,2683.5701959018,3000,19.1146951288722,114.688170773233,2261.22755018454,0,19
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1p1_X1,main_grid,150,220,220,220,220,1.1,1,6,6,373.820156738792,10.5230267020995,2380.44767331919,2774.76242677095,0,0,2493.11434114072,0,22
S4_COST_main_grid_J150_E220_F220_G220_K220_CAP1p1_X0p75,main_grid,150,220,220,220,220,1.1,0.75,6,6,373.703999233308,10.4894205311061,2365.83942092119,2757.96304147279,0,0,2493.11794782972,0,22
S4_COST_main_grid_J150_E260_F260_G260_K260_CAP0p8_X1,main_grid,150,260,260,260,260,0.8,1,6,6,93.6608966382122,7.83911085673188,2883.12773486694,3000,627.658230800179,959.365965635766,2774.84751651352,0,17
S4_COST_main_grid_J150_E260_F260_G260_K260_CAP0p8_X0p75,main_grid,150,260,260,260,260,0.8,0.75,6,6,93.6093444053828,7.71887639425361,2882.30866305452,3000,625.47268663861,956.539309613066,2760.37041690135,0,16
S4_COST_main_grid_J150_E260_F260_G260_K260_CAP0p9_X1,main_grid,150,260,260,260,260,0.9,1,6,6,157.430678466033,8.34595146053105,2835.7148054271,3000,259.732389113124,521.000130323811,2685.54781943249,0,18
S4_COST_main_grid_J150_E260_F260_G260_K260_CAP0p9_X0p75,main_grid,150,260,260,260,260,0.9,0.75,6,6,157.116193392428,8.23645227536885,2834.66820802164,3000,255.397139616885,515.501085813589,2668.19896664307,0,18
S4_COST_main_grid_J150_E260_F260_G260_K260_CAP1_X1,main_grid,150,260,260,260,260,1,1,6,6,251.740203715694,9.1682541162819,2691.22406515514,3000,20.7392637525757,124.435582515454,2281.72809752927,0,18
S4_COST_main_grid_J150_E260_F260_G260_K260_CAP1_X0p75,main_grid,150,260,260,260,260,1,0.75,6,6,251.47293298471,9.07957704512659,2683.57019590772,3000,19.1047354706818,114.628412824091,2261.22755005377,0,19
S4_COST_main_grid_J150_E260_F260_G260_K260_CAP1p1_X1,main_grid,150,260,260,260,260,1.1,1,6,6,373.820156738289,10.5230267009844,2380.44767341179,2774.76242677169,0,0,2493.11434114031,0,22
S4_COST_main_grid_J150_E260_F260_G260_K260_CAP1p1_X0p75,main_grid,150,260,260,260,260,1.1,0.75,6,6,373.703999184223,10.4894205304364,2365.83942092155,2757.96304147038,0,0,2493.11794782017,0,22
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP0p8_X1,main_grid,180,160,160,160,160,0.8,1,6,6,176.241772441132,5.5709722005893,454.266130763937,657.504491093818,3133.66042491393,3665.08036675542,2240.22267369072,0,17
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,180,160,160,160,160,0.8,0.75,6,6,180.053862584323,5.75452877832413,419.283631822173,623.537014839361,3165.59689738012,3693.29523631252,2273.83175718985,0,17
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP0p9_X1,main_grid,180,160,160,160,160,0.9,1,6,6,237.625445694566,7.10620897828503,409.288082677664,614.858456461916,2749.49807137695,3244.32856039302,2451.92242144071,0,17
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,180,160,160,160,160,0.9,0.75,6,6,241.359463547293,7.30381186242081,373.323789576,577.649030286343,2781.84913639189,3270.57741377679,2481.3060331653,0,17
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP1_X1,main_grid,180,160,160,160,160,1,1,6,6,306.81157789011,9.06869498234962,376.263705393242,587.230727370393,2374.13593717636,2814.77049321345,2628.28359633406,0,20
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP1_X0p75,main_grid,180,160,160,160,160,1,0.75,6,6,312.694441294851,9.30508955451516,341.722812530616,547.284241064245,2403.40270087541,2845.93250561987,2668.05350721316,0,20
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP1p1_X1,main_grid,180,160,160,160,160,1.1,1,6,6,396.227807987015,11.4934286741477,334.715369989635,545.902629224369,2068.82144803727,2406.07059045035,2823.5347667084,0,22
S4_COST_main_grid_J180_E160_F160_G160_K160_CAP1p1_X0p75,main_grid,180,160,160,160,160,1.1,0.75,6,6,399.660407689978,11.7366494978957,302.559653307849,506.880155793427,2089.80354336633,2436.30546869835,2860.48991053806,0,22
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP0p8_X1,main_grid,180,180,180,180,180,0.8,1,6,6,132.033930484814,4.33453830248985,1392.44675097601,1546.13507418978,2150.84656269268,2609.26021420028,1799.90188160913,0,18
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP0p8_X0p75,main_grid,180,180,180,180,180,0.8,0.75,6,6,134.297263254359,4.339415773093,1371.69918638533,1526.22448806123,2169.35367310802,2627.87368408217,1827.50854438728,0,18
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP0p9_X1,main_grid,180,180,180,180,180,0.9,1,6,6,183.524349289864,5.50493292952671,1337.17108502825,1518.01796121807,1776.35208577557,2183.91008167292,2006.27296401262,0,17
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP0p9_X0p75,main_grid,180,180,180,180,180,0.9,0.75,6,6,186.582614511422,5.54076781573178,1316.2361339352,1496.02550333903,1794.25757436855,2203.62107948983,2036.36521303131,0,17
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP1_X1,main_grid,180,180,180,180,180,1,1,6,6,255.962007462184,7.39757809400422,1241.75691362331,1426.4292177029,1475.56999271616,1772.78624604687,2222.72313215931,0,18
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP1_X0p75,main_grid,180,180,180,180,180,1,0.75,6,6,257.192591350942,7.44315429481134,1226.22158920575,1409.87045541273,1484.69636764717,1791.28387790936,2249.52175303029,0,19
S4_COST_main_grid_J180_E180_F180_G180_K180_CAP1p1_X1,main_grid,180,180,180,180,180,1.1,1,6,6,375.105836769575,9.84759032838192,1140.65895992845,1313.81773009389,1239.69563674773,1456.76467443056,2523.92939431396,0,22
