gilboa_leeds_x,objective,success_count,scenario_count,all_success,max_rate_a_overload_mva
0.017973,6023527.08676823,0,6,0,140.122123572045
0.01997,6200623.98842271,0,6,0,381.079162469285
0.021967,6018702.88427879,0,6,0,123.162987527081
