case_id,case_group,scenario_id,zone_j_cost_c1,s4_e_cost_c1,s4_f_cost_c1,s4_g_cost_c1,s4_k_cost_c1,abc_cap_factor,x_spine_multiplier,device_group,device_name,zone,bus_id,bus_name,gen_index,pg_mw,qg_mvar,pmax_mw,pmin_mw,qmax_mvar,qmin_mvar,fraction_pmax_used
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,5.48365992676667,0,500,0,0,-0,0.0109673198535333
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,2.28436002282412,0,500,0,0,-0,0.00456872004564825
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,64.6779117188936,0,300,0,0,-0,0.215593039062979
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,19.0909322560535,0,300,0,0,-0,0.0636364408535117
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,270.193802918792,0,900,0,0,-0,0.300215336576436
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,340.14121423127,0,700,0,0,-0,0.485916020330386
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,128.883539116476,0,600,0,0,-0,0.214805898527459
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,430.474677837776,0,1200,0,0,-0,0.358728898198147
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,394.074897041686,0,600,0,0,-0,0.656791495069476
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,606.389529143567,0,1200,0,0,-0,0.505324607619639
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,607.883101491875,0,900,0,0,-0,0.675425668324306
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,601.268061206599,0,900,0,0,-0,0.668075623562887
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,96.9806729186889,0,400,0,0,-0,0.242451682296722
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,102.369764169046,0,200,0,0,-0,0.511848820845229
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,124.925139076428,0,500,0,0,-0,0.249850278152857
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,75.5745765445297,0,500,0,0,-0,0.151149153089059
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,136.621780121025,0,300,0,0,-0,0.455405933736751
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,131.397801610882,0,300,0,0,-0,0.437992672036272
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,251.28220556696,0,900,0,0,-0,0.279202450629956
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,318.749940508664,0,700,0,0,-0,0.45535705786952
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,179.322649220206,0,600,0,0,-0,0.298871082033677
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,381.55915434033,0,1200,0,0,-0,0.317965961950275
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,353.500459906416,0,600,0,0,-0,0.58916743317736
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,617.906038605028,0,1200,0,0,-0,0.514921698837523
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,620.103624343416,0,900,0,0,-0,0.68900402704824
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,616.878730283644,0,900,0,0,-0,0.685420811426271
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,49.5527964708176,0,300,0,0,-0,0.165175988236059
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,6.52478766086258,0,300,0,0,-0,0.0217492922028753
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,233.651296522369,0,900,0,0,-0,0.259612551691522
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,327.213890867413,0,700,0,0,-0,0.467448415524876
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,104.95625597422,0,600,0,0,-0,0.174927093290366
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,426.068440053317,0,1200,0,0,-0,0.355057033377764
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,376.166763318848,0,600,0,0,-0,0.626944605531413
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,450.251971650251,0,1200,0,0,-0,0.375209976375209
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,452.98972761834,0,900,0,0,-0,0.503321919575933
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,444.54592712652,0,900,0,0,-0,0.493939919029466
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,62.3453416473715,0,900,0,0,-0,0.0692726018304128
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,153.358433788332,0,700,0,0,-0,0.219083476840474
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,241.813952413832,0,1200,0,0,-0,0.201511627011526
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,207.376220930674,0,600,0,0,-0,0.345627034884456
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,598.241772455386,0,1200,0,0,-0,0.498534810379489
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,603.06895243188,0,900,0,0,-0,0.670076613813199
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,582.509200304402,0,900,0,0,-0,0.647232444782669
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,6.488727376291,0,500,0,0,-0,0.012977454752582
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,29.5246333590617,0,300,0,0,-0,0.0984154445302058
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,9.91122558281417,0,300,0,0,-0,0.0330374186093806
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,187.795205717507,0,900,0,0,-0,0.208661339686119
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,283.47141345704,0,700,0,0,-0,0.404959162081486
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,80.9858356920742,0,600,0,0,-0,0.134976392820124
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,345.77647582231,0,1200,0,0,-0,0.288147063185258
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,325.280411200556,0,600,0,0,-0,0.542134018667593
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,644.505076039141,0,1200,0,0,-0,0.537087563365951
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,646.831979026468,0,900,0,0,-0,0.718702198918298
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,643.219426844791,0,900,0,0,-0,0.714688252049767
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,29.7180884081827,0,300,0,0,-0,0.0990602946939424
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,254.755823899209,0,900,0,0,-0,0.283062026554677
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,352.318971512634,0,700,0,0,-0,0.50331281644662
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,106.987656118215,0,600,0,0,-0,0.178312760197025
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,452.125146717102,0,1200,0,0,-0,0.376770955597585
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,401.147232861877,0,600,0,0,-0,0.668578721436461
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,614.841002182782,0,1200,0,0,-0,0.512367501818985
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,617.515209447697,0,900,0,0,-0,0.686128010497441
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.9,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,612.199821091793,0,900,0,0,-0,0.680222023435326
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_COST_main_grid_J150_E160_F160_G160_K160_CAP0p9_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,150,160,160,160,160,0.9,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
