case_id,case_group,scenario_id,zone_j_cost_c1,s4_e_cost_c1,s4_f_cost_c1,s4_g_cost_c1,s4_k_cost_c1,abc_cap_factor,x_spine_multiplier,interface_name,lite_flow_mw,target_flow_mw,target_limit_mw,residual_mw,classic_scale_mw,classic_objective_term,classic_objective_total,balanced_scale_mw,balanced_objective_term,balanced_objective_total
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,Moses_South,1281.77577486283,713.559374921485,1120.63977933465,568.216399941346,713.559374921485,0.634113932892547,2.79463559801387,1120.63977933465,0.257096082640626,1.11985181848514
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,Central_East,1514.89821165664,919.824688464481,1200.68547785855,595.073523192155,919.824688464481,0.418534372783062,2.79463559801387,1200.68547785855,0.245630752726165,1.11985181848514
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,Total_East_proxy,1669.45385202535,1064.86749418979,2685.97788380209,604.586357835564,1064.86749418979,0.322348420457504,2.79463559801387,2685.97788380209,0.0506654403831668,1.11985181848514
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,UPNY_ConEd,1005.86829213692,1887.02575769531,2714.43857661059,-881.157465558391,1887.02575769531,0.218047641577768,2.79463559801387,2714.43857661059,0.1053772868974,1.11985181848514
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,Dunwoodie_South,-97.4920122084876,1013.73430197272,1636.48983648869,-1111.22631418121,1013.73430197272,1.20159123030299,2.79463559801387,1636.48983648869,0.46108225583778,1.11985181848514
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,Moses_South,549.182984974518,-55.8104160947309,741.605063961212,604.993401069249,100,36.6017015337337,37.7451768446349,741.605063961212,0.665512017130233,1.11492566734053
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,Central_East,1581.46068334106,1002.33486432337,1522.60789694536,579.125819017693,1002.33486432337,0.333826017453137,37.7451768446349,1522.60789694536,0.144667074453038,1.11492566734053
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,Total_East_proxy,1998.35047320727,1885.69773626077,3499.44889556697,112.652736946496,1885.69773626077,0.00356894073070503,37.7451768446349,3499.44889556697,0.00103629686378492,1.11492566734053
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,UPNY_ConEd,1416.13817326808,2186.02924703846,3286.23743967812,-769.891073770385,2186.02924703846,0.124035680179784,37.7451768446349,3286.23743967812,0.0548858874068681,1.11492566734053
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,Dunwoodie_South,224.258669863811,1287.80646363194,2132.11455888848,-1063.54779376813,1287.80646363194,0.682044672537601,37.7451768446349,2132.11455888848,0.248824391486607,1.11492566734053
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,Moses_South,-30.451023147096,-18.0281665798467,1577.09494410906,-12.4228565672493,100,0.0154327365290449,1.64280175824956,1577.09494410906,6.20479250711002e-05,0.692112439335085
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,Central_East,976.256260684166,1604.47725507616,2577.56454927825,-628.220994391994,1604.47725507616,0.153305509171889,1.64280175824956,2577.56454927825,0.0594026461894258,0.692112439335085
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,Total_East_proxy,1468.86334318911,3161.41495443083,7441.91676751464,-1692.55161124172,3161.41495443083,0.28662946597274,1.64280175824956,7441.91676751464,0.0517266346801367,0.692112439335085
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,UPNY_ConEd,1294.75038090997,3945.61555854566,5647.97126859058,-2650.86517763569,3945.61555854566,0.451383568341964,1.64280175824956,5647.97126859058,0.220287737674856,0.692112439335085
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,Dunwoodie_South,450.884680409287,3173.76557921188,4534.14796431356,-2722.88089880259,3173.76557921188,0.736050478233923,1.64280175824956,4534.14796431356,0.360633372865596,0.692112439335085
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,Moses_South,1284.11907525196,777.591851487167,1129.13180450036,506.527223764789,777.591851487167,0.424328480302532,2.63243655022975,1129.13180450036,0.201240924063629,1.0988125237776
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,Central_East,1569.76209742473,889.243271952491,1209.78407625038,680.518825472244,889.243271952491,0.585651299908457,2.63243655022975,1209.78407625038,0.316420461707259,1.0988125237776
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,Total_East_proxy,1744.77719410729,1061.49143259267,2706.33178538974,683.285761514623,1061.49143259267,0.41435420941674,2.63243655022975,2706.33178538974,0.0637444921096445,1.0988125237776
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,UPNY_ConEd,1089.16127862066,1932.82631567124,2735.00814867864,-843.665037050581,1932.82631567124,0.190526084869458,2.63243655022975,2735.00814867864,0.0951530807497201,1.0988125237776
