scenario_id,zone,target_load_mw,external_import_mw,generation_prior_mw,target_generation_mw,target_native_net_injection_mw,target_effective_net_injection_mw,pmin_mw,pmax_mw,at_pmin,at_pmax,prior_source,initial_dc_generation_mw,final_actual_generation_mw,dc_to_ac_generation_change_mw,final_generation_error_mw,loss_participation_factor
S2_2025_WINTER_PEAK_PUBLIC,B,693.312159348906,0,233.642958658125,286.871682543475,-406.440476805431,-406.440476805431,0,288.8,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,246.020024651642,286.871682543475,40.8516578918326,0,0.000257457366449411
S2_2025_WINTER_PEAK_PUBLIC,C,1131.40543191626,326.340990880306,1470.07671807356,1920.05102675409,788.645594837833,1114.98658571814,0,2511.2,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1514.87550420376,1920.05102675409,405.175522550335,0,0.0789266608131136
S2_2025_WINTER_PEAK_PUBLIC,D,257.652139346724,-164.080120401418,202.397628706384,368.511126078815,110.858986732091,-53.2211336693269,0,984.9807077,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,355.838937968074,368.511126078815,12.6721881107415,0,0.0823073163826294
S2_2025_WINTER_PEAK_PUBLIC,E,620.716578688692,0,536.424010317583,192.475499710726,-428.241078977966,-428.241078977966,0,600,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,535.64241894306,192.475499710726,-343.166919232334,0,0.0544102239250364
S2_2025_WINTER_PEAK_PUBLIC,F,871.041660003481,38.1333323888855,1101.99685336745,1416.27633650161,545.234676498126,583.368008887012,0,2168.003995,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1400.76901295069,1416.27633650161,15.5073235509162,-2.27373675443232e-13,0.100366162526443
S2_2025_WINTER_PEAK_PUBLIC,G,763.133766267374,220.370494023481,1005.31761436784,896.523491779261,133.389725511888,353.760219535369,0,2200,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,858.503298850414,896.523491779261,38.0201929288471,0,0.174032355460769
S2_2025_WINTER_PEAK_PUBLIC,H,252.133160811041,0,0,0,-252.133160811041,-252.133160811041,0,0,1,1,scaled_PERFORM_2019_on_peak_zonal_PG,0,0,0,0,0
S2_2025_WINTER_PEAK_PUBLIC,I,450.569665360907,0,19.2553331782035,1.36785827514832,-449.201807085759,-449.201807085759,0,565.099092,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,0.000103322651281351,1.36785827514832,1.36775495249704,0,0.0752660088871559
S2_2025_WINTER_PEAK_PUBLIC,J,3459.55499275624,163.170495440153,2675.0913564774,2374.3487998347,-1085.20619292154,-922.035697481389,0,4197.07746,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,2351.09435232854,2374.40872009085,23.2544475061645,0.059920256148871,0.243359784463948
S2_2025_WINTER_PEAK_PUBLIC,K,1471.97889003126,0,1339.08823150425,957.102010357351,-514.87687967391,-514.87687967391,0,2384.929342,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,957.779469727492,957.102010357351,-0.677459370140696,0,0.19063493062581
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,A,1244.86540457269,406.013236517478,982.90873147354,1292.64986194606,47.7844573733737,453.797693890852,0,1292.8,0,1,scaled_PERFORM_2019_on_peak_zonal_PG,1292.79999999995,1292.64986194606,-0.150138053886849,0,2.57397092491483e-05
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,B,505.285153437801,0,267.873279745414,288.773724769062,-216.511428668739,-216.511428668739,0,288.8,0,1,scaled_PERFORM_2019_on_peak_zonal_PG,288.799999999905,288.773724769062,-0.0262752308424297,0,4.50463281666802e-06
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,C,901.170089087343,-39.491443084831,1687.10836501076,2506.04245062123,1604.87236153389,1565.38091844906,0,2511.2,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,2389.77925830934,2506.04245062123,116.263192311894,4.54747350886464e-13,0.000884211683629334
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,D,525.499765020787,-482.985326633401,232.313830567443,983.526102854315,458.026337833528,-24.9589887998733,0,984.9807077,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,950.818814426915,983.526102854315,32.7072884273997,0,0.000249377854706379
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,E,310.722794351992,0,599.99999970644,598.288312340651,287.565517988659,287.565517988659,0,600,0,1,scaled_PERFORM_2019_on_peak_zonal_PG,599.999999999721,598.288312340651,-1.71168765907009,0,0.000293452202969016
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,F,607.181454913555,95.3038474725107,1264.6783894392,1793.65957305411,1186.47811814055,1281.78196561306,0,2168.003995,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1712.64685674205,1793.65957305411,81.0127163120605,-2.27373675443232e-13,0.0641777106291629
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,G,477.380725475773,123.210049666351,1153.9200172466,1338.93652413803,861.555798662261,984.765848328612,0,2200,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1143.48508239778,1338.93652413803,195.451441740253,0,0.147620959062127
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,H,201.257521397288,0,0,0,-201.257521397288,-201.257521397288,0,0,1,1,scaled_PERFORM_2019_on_peak_zonal_PG,0,0,0,0,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,I,524.487960045707,0,22.1805704277188,14.9393294189239,-509.548630626783,-509.548630626783,0,565.099092,1,0,scaled_PERFORM_2019_on_peak_zonal_PG,1.30522110224768e-06,14.9393294189239,14.9393281137028,0,0.0943195409703222
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,J,4368.0500990318,-19.7457215424155,3072.17000324679,1397.35924501855,-2970.69085401325,-2990.43657555567,0,4197.07746,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1402.98796406069,1397.359022035,-5.62871904213807,-0.000222983550884237,0.479984460594545
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,K,1236.31883136526,0,1536.76196944041,1145.78035727822,-90.5384740870415,-90.5384740870415,0,2384.929342,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1038.59717906274,1145.78035727822,107.183178215477,0,0.212440042660473
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,A,933.986786519434,-124.720673034239,995.009742238691,1231.8702574193,297.883470899863,173.162797865624,0,1292.8,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1177.42245113519,1231.8702574193,54.4478062841044,2.27373675443232e-13,0.0101898541175745
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,B,618.641960022222,0,271.136191643115,272.913326176797,-345.728633845425,-345.728633845425,0,288.8,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,253.672070010825,272.913326176797,19.2412561659715,0,0.00265687793539436
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,C,860.171569150202,-86.532718496955,1708.4643783067,1158.30507878318,298.133509632981,211.600791136026,0,2511.2,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1112.38152651741,1158.30507878318,45.923552265773,2.27373675443232e-13,0.226257346571703
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,D,168.972029516236,519.759084611275,235.271881494963,440.826653198714,271.854623682477,791.613708293752,0,984.9807077,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,408.864107654183,440.826653198714,31.9625455445308,-5.6843418860808e-14,0.0910040022819806
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,E,415.391998103143,0,599.99995881449,563.997239690883,148.60524158774,148.60524158774,0,600,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,561.974726347604,563.997239690883,2.02251334327877,0,0.00602108034338047
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,F,752.205742431129,-107.897684510807,1280.68255252324,1131.15443525617,378.948692825039,271.051008314232,0,2168.003995,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1158.60211358143,1131.15443525617,-27.4476783252578,0,0.173402107216634
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,G,810.88521680194,-205.112886014689,1168.61645228697,1897.204574147,1086.31935734506,881.206471330374,0,2200,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1755.40374198707,1897.204574147,141.800832159931,-2.27373675443232e-13,0.05063932795751
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,H,230.237430792078,0,0,0,-230.237430792078,-230.237430792078,0,0,1,1,scaled_PERFORM_2019_on_peak_zonal_PG,0,0,0,0,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,I,492.648737521584,0,22.5018377056934,5.90608050058277,-486.742657021001,-486.742657021001,0,565.099092,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,12.0409426725545,5.90608050058277,-6.13486217197171,0,0.0935191085568586
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,J,3733.8359205215,-43.2663592484775,3112.10277641771,3128.65797501269,-605.177945508815,-648.444304757292,0,4197.07746,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,3094.48072268455,3128.68418430569,34.1772523281329,0.0262092930006474,0.178681842845054
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,K,1885.24240732053,0,1556.20526396232,1382.60307488076,-502.639332439766,-502.639332439766,0,2384.929342,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1415.14863280307,1382.60307488076,-32.5455579223071,0,0.16762845217391
S5_2025_HIGH_TOTAL_EAST_PUBLIC,A,829.945765539073,367.193854523768,951.660051136198,1178.69901667941,348.753251140336,715.947105664104,0,1292.8,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1118.67662074682,1178.69901667941,60.0223959325936,4.54747350886464e-13,0.0178839542308963
S5_2025_HIGH_TOTAL_EAST_PUBLIC,B,591.832125251815,0,259.426648264687,283.587400670782,-308.244724581033,-308.244724581033,0,288.8,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,246.494912547003,283.587400670782,37.0924881237788,0,0.000817012133592377
S5_2025_HIGH_TOTAL_EAST_PUBLIC,C,881.156548731981,26.7657338733634,1632.30734682711,1094.00560849967,212.849059767685,239.614793641049,0,2511.2,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1051.17971738448,1094.00560849967,42.8258911151884,-2.27373675443232e-13,0.222128143827319
S5_2025_HIGH_TOTAL_EAST_PUBLIC,D,201.722939278163,537.161651627593,224.733265900897,472.191890992333,270.46895171417,807.630603341763,0,984.9807077,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,435.780631887656,472.191890992333,36.4112591046776,0,0.0803734679687058
S5_2025_HIGH_TOTAL_EAST_PUBLIC,E,473.256422637636,0,595.619752016895,547.519334400533,74.2629117628975,74.2629117628975,0,600,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,552.959282113073,547.519334400533,-5.43994771253983,0,0.00822571194632694
S5_2025_HIGH_TOTAL_EAST_PUBLIC,F,837.972407410816,-215.130932759151,1223.60794936245,1645.90965582712,807.9372484163,592.806315657149,0,2168.003995,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1583.28727135428,1645.90965582712,62.6223844728352,2.27373675443232e-13,0.0818319964845814
S5_2025_HIGH_TOTAL_EAST_PUBLIC,G,771.664072645135,-309.313532202044,1116.25967355291,1225.83632912612,454.172256480986,144.858724278941,0,2200,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1159.00192302217,1225.83632912612,66.8344061039479,0,0.152688416841771
S5_2025_HIGH_TOTAL_EAST_PUBLIC,H,212.019396957058,0,0,0,-212.019396957058,-212.019396957058,0,0,1,1,scaled_PERFORM_2019_on_peak_zonal_PG,0,0,0,0,0
S5_2025_HIGH_TOTAL_EAST_PUBLIC,I,479.125144553438,0,21.3800075345174,4.14388309310792,-474.98126146033,-474.98126146033,0,565.099092,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,0.0352828667412975,4.14388309310792,4.10860022636663,0,0.0879229695460765
S5_2025_HIGH_TOTAL_EAST_PUBLIC,J,3775.49942533002,13.3828669366817,2970.30186628267,3160.38852543015,-615.110899899872,-601.72803296319,0,4197.07746,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,3126.92296669283,3160.48679138477,33.4655587373127,0.0982659546207287,0.162488498503396
S5_2025_HIGH_TOTAL_EAST_PUBLIC,K,1848.02555036487,0,1486.86359582146,1200.53316742803,-647.492382936841,-647.492382936841,0,2384.929342,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1207.82154808474,1200.53316742803,-7.28838065671039,-2.27373675443232e-13,0.185639828517334
S6_2025_LOW_TOTAL_EAST_PUBLIC,A,1116.520173912,-314.866301921532,1026.7744191393,1185.74048071086,69.2203067988562,-245.645995122676,0,1292.8,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1141.66422530252,1185.74048071086,44.0762554083401,2.27373675443232e-13,0.0185847289063521
S6_2025_LOW_TOTAL_EAST_PUBLIC,B,748.768203118663,0,279.701172369231,286.653445202502,-462.114757916161,-462.114757916161,0,288.8,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,278.783210393454,286.653445202502,7.87023480904747,0,0.000372625799732916
S6_2025_LOW_TOTAL_EAST_PUBLIC,C,968.015133790137,-33.9282192534287,1764.52311525152,1645.92221199554,677.9070782054,643.978858951971,0,2511.2,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1612.17869153495,1645.92221199554,33.7435204605824,2.27373675443232e-13,0.150205728790168
S6_2025_LOW_TOTAL_EAST_PUBLIC,D,260.011233789131,-407.08380493947,243.036655538189,383.713237927176,123.702004138045,-283.381800801425,0,984.9807077,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,372.528206001808,383.713237927176,11.1850319253683,0,0.104375519338515
S6_2025_LOW_TOTAL_EAST_PUBLIC,E,451.158416699447,0,599.999999379083,591.208376712232,140.049960012785,140.049960012785,0,600,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,597.454814623425,591.208376712232,-6.24643791119286,0,0.00152615980843947
S6_2025_LOW_TOTAL_EAST_PUBLIC,F,742.959560399832,160.236592293099,1322.69288215477,588.554099569562,-154.40546083027,5.8311314628294,0,2168.003995,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,673.867697416801,588.554099569562,-85.3135978472388,0,0.274180645706648
S6_2025_LOW_TOTAL_EAST_PUBLIC,G,760.143751136354,223.390778812934,1207.19405131931,2075.90920167961,1315.76545054326,1539.15622935619,0,2200,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1921.82572920145,2075.90920167961,154.083472478157,0,0.0215412311008864
S6_2025_LOW_TOTAL_EAST_PUBLIC,H,201.149793965221,0,0,0,-201.149793965221,-201.149793965221,0,0,1,1,scaled_PERFORM_2019_on_peak_zonal_PG,0,0,0,0,0
S6_2025_LOW_TOTAL_EAST_PUBLIC,I,418.565898348084,0,23.3444945406885,9.63256621420977,-408.933332133874,-408.933332133874,0,565.099092,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,19.2993731275401,9.63256621420977,-9.66680691333031,0,0.0964248192671359
S6_2025_LOW_TOTAL_EAST_PUBLIC,J,3637.46700192704,-16.9641096267144,3216.92488879201,3156.78543231217,-480.681569614866,-497.645679241581,0,4197.07746,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,3127.7831541703,3156.78770467039,29.0022781418752,0.00227235822148941,0.180586887054872
S6_2025_LOW_TOTAL_EAST_PUBLIC,K,1597.46063161409,0,1607.24318485101,1508.15379048725,-89.3068411268409,-89.3068411268409,0,2384.929342,0,0,scaled_PERFORM_2019_on_peak_zonal_PG,1546.04976156286,1508.15379048725,-37.8959710756133,0,0.152201654227249
