scenario_id,role,q_multiplier,is_central_q,operating_gate_pass,structural_2019_pass,included_in_diagnostic_benchmark_set,branch_index,from_bus,to_bus,from_bus_name,to_bus_name,branch_status,pf_mw,qf_mvar,pt_mw,qt_mvar,from_terminal_kv,to_terminal_kv,from_terminal_current_kA,to_terminal_current_kA,series_current_kA,rate_a_mva,maximum_terminal_loading_mva,loading_to_rate_a_ratio,trusted_static_limit,rate_a_semantics,static_rate_assessment,branch_classification,physical_circuit_id,corridor_name,source_circuit_id,source_branch_index,current_interpretation_eligible,current_interpretation,benchmark_source_series_current_kA,benchmark_reduced_series_current_kA,benchmark_absolute_percent_error,benchmark_assessment
S1_2025_SUMMER_PEAK_PUBLIC,summer_peak,1,1,1,1,1,1,37,38,NEW SEATHED,GILBOA,1,-166.53888419901,-40.3945221028819,167.011754853915,30.3383421148738,339.012530276483,346.0499896609,0.291845366591102,0.283202670015215,0.287694439546,2500,171.367783921516,0.0685471135686064,0,legacy_equivalent_diagnostic_not_gate,legacy_diagnostic_within,aggregate_equivalent,,,,NaN,0,equivalent_current_diagnostic_only,NaN,NaN,NaN,not_applicable
S1_2025_SUMMER_PEAK_PUBLIC,summer_peak,1,1,1,1,1,2,37,39,NEW SEATHED,LEEDS,1,2924.33733632123,1854.0368359967,-2914.29639405261,-1721.60870205554,339.012530276483,328.019367384486,5.89683194399616,5.95767049325888,5.92874155582018,2500,3462.54262729501,1.385017050918,0,legacy_equivalent_diagnostic_not_gate,legacy_diagnostic_overload,aggregate_equivalent,,,,NaN,0,equivalent_current_diagnostic_only,NaN,NaN,NaN,not_applicable
S1_2025_SUMMER_PEAK_PUBLIC,summer_peak,1,1,1,1,1,3,37,40,NEW SEATHED,NEW SEATHED,1,-113.935279922633,-85.7699691876755,114.120288781537,86.2828248849338,339.012530276483,232.504127774059,0.242870586126621,0.355261522162623,0.359903892847639,2500,143.066998926047,0.0572267995704189,0,legacy_equivalent_diagnostic_not_gate,legacy_diagnostic_within,aggregate_equivalent,,,,NaN,0,equivalent_current_diagnostic_only,NaN,NaN,NaN,not_applicable
S1_2025_SUMMER_PEAK_PUBLIC,summer_peak,1,1,1,1,1,4,37,43,NEW SEATHED,EDIC,1,-2155.51864165148,-1064.52047138797,2163.03986690644,1099.50126333248,339.012530276483,355.04263341714,4.09418460039619,3.94575082355011,4.02525037597863,2500,2426.44688668356,0.970578754673423,0,legacy_equivalent_diagnostic_not_gate,legacy_diagnostic_within,aggregate_equivalent,,,,NaN,0,equivalent_current_diagnostic_only,NaN,NaN,NaN,not_applicable
S1_2025_SUMMER_PEAK_PUBLIC,summer_peak,1,1,1,1,1,5,38,69,GILBOA,BINGHAMTON,1,190.78157933613,-162.15214621181,-188.585534363873,102.91953962299,346.0499896609,365.200957574745,0.417736945342749,0.339645565015396,0.378187059666409,2500,250.381567882071,0.100152627152828,0,legacy_equivalent_diagnostic_not_gate,legacy_diagnostic_within,aggregate_equivalent,,,,NaN,0,equivalent_current_diagnostic_only,NaN,NaN,NaN,not_applicable
S1_2025_SUMMER_PEAK_PUBLIC,summer_peak,1,1,1,1,1,6,39,73,LEEDS,PLEASANT VLY,1,2053.77030902554,567.749755001329,-2044.17971224695,-407.423727459229,328.019367384486,319.52697053661,3.7504445384197,3.76625731298706,3.75981341552302,2500,2130.80085098043,0.852320340392171,0,legacy_equivalent_diagnostic_not_gate,legacy_diagnostic_within,aggregate_equivalent,,,,NaN,0,equivalent_current_diagnostic_only,NaN,NaN,NaN,not_applicable
S1_2025_SUMMER_PEAK_PUBLIC,summer_peak,1,1,1,1,1,7,39,73,LEEDS,PLEASANT VLY,1,2053.77030902554,567.749755001329,-2044.17971224695,-407.423727459229,328.019367384486,319.52697053661,3.7504445384197,3.76625731298706,3.75981341552302,2500,2130.80085098043,0.852320340392171,0,legacy_equivalent_diagnostic_not_gate,legacy_diagnostic_within,aggregate_equivalent,,,,NaN,0,equivalent_current_diagnostic_only,NaN,NaN,NaN,not_applicable
S1_2025_SUMMER_PEAK_PUBLIC,summer_peak,1,1,1,1,1,8,40,44,NEW SEATHED,PORTER,1,-446.296556923157,249.849628493087,448.471847871788,-278.57464502029,232.504127774059,226.365169940956,1.27008299612098,1.34654934620392,1.30895651639323,2500,527.94964833942,0.211179859335768,0,legacy_equivalent_diagnostic_not_gate,legacy_diagnostic_within,aggregate_equivalent,,,,NaN,0,equivalent_current_diagnostic_only,NaN,NaN,NaN,not_applicable
S1_2025_SUMMER_PEAK_PUBLIC,summer_peak,1,1,1,1,1,9,41,42,ROTTERDAM,ALBANY,1,-1082.07463583627,-153.235143715013,1100.98384904006,238.52050126734,122.559629383228,126.498820643108,5.14826324327779,5.14154380401961,5.14567092728109,2500,1126.52450722205,0.45060980288882,0,legacy_equivalent_diagnostic_not_gate,legacy_diagnostic_within,aggregate_equivalent,,,,NaN,0,equivalent_current_diagnostic_only,NaN,NaN,NaN,not_applicable
S1_2025_SUMMER_PEAK_PUBLIC,summer_peak,1,1,1,1,1,10,41,45,ROTTERDAM,PORTER,1,-10.0159953768609,35.9389279265801,11.366781830977,-45.7059089391608,122.559629383228,113.084282949595,0.175751935732379,0.240458861951448,0.20946140873783,2500,47.0981299113658,0.0188392519645463,0,legacy_equivalent_diagnostic_not_gate,legacy_diagnostic_within,aggregate_equivalent,,,,NaN,0,equivalent_current_diagnostic_only,NaN,NaN,NaN,not_applicable
